"Agency.Name","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","Month","Year","State"
"TERRY CO SO",0,0,0,0,2,5,0,0,1,2022,"Texas"
"MAGNOLIA PD",0,0,0,0,2,2,0,0,1,2022,"Texas"
"FERRIS PD",0,0,0,0,0,2,1,0,1,2022,"Texas"
"COLEMAN CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"RANCHO VIEJO PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"REFUGIO PD",0,0,0,0,0,0,2,0,1,2022,"Texas"
"HAMILTON PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"WALLER PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"LIPSCOMB CO SO",0,0,0,1,0,0,0,0,1,2022,"Texas"
"TAFT PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"VAN PD",0,0,0,1,0,0,1,0,1,2022,"Texas"
"BRAZORIA PD",0,0,0,0,0,5,3,0,1,2022,"Texas"
"CLARKSVILLE PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"HALLETTSVILLE PD",0,1,0,4,1,3,0,0,1,2022,"Texas"
"LYNN CO SO",0,0,0,0,0,0,1,0,1,2022,"Texas"
"WILBARGER CO SO",0,0,0,0,0,1,0,1,1,2022,"Texas"
"BALCONES HEIGHTS PD",0,0,0,3,3,11,4,0,1,2022,"Texas"
"MONTGOMERY PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"REFUGIO CO SO",0,1,0,0,0,1,2,0,1,2022,"Texas"
"FLOYDADA PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"STANTON PD",0,0,0,0,0,2,2,1,1,2022,"Texas"
"PARMER CO SO",0,0,0,0,0,0,1,0,1,2022,"Texas"
"HARTLEY CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"WESTWORTH VILLAGE PD",0,0,0,1,0,10,1,0,1,2022,"Texas"
"COLLINGSWORTH CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"PALMHURST PD",0,0,1,0,0,8,0,0,1,2022,"Texas"
"WEST PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"HUDSON OAKS PD",0,0,0,0,1,7,0,0,1,2022,"Texas"
"MCCULLOCH CO SO",0,0,0,0,1,0,0,0,1,2022,"Texas"
"JUNCTION PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MARTIN CO SO",0,0,0,0,0,8,0,0,1,2022,"Texas"
"DAINGERFIELD PD",0,0,0,0,1,2,1,0,1,2022,"Texas"
"HOOKS PD",0,0,1,0,1,1,0,0,1,2022,"Texas"
"PALMER PD",0,0,0,3,0,0,1,0,1,2022,"Texas"
"JONESTOWN PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"MOUNT VERNON PD",0,1,0,0,0,3,1,0,1,2022,"Texas"
"PANTEGO PD",0,0,0,1,0,4,1,0,1,2022,"Texas"
"COCHRAN CO SO",0,0,0,0,1,1,2,0,1,2022,"Texas"
"WOODVILLE PD",0,0,0,2,0,2,1,0,1,2022,"Texas"
"JARRELL PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"FREER PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"GUNTER PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"SONORA PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SCHLEICHER CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MERKEL PD",0,0,0,0,1,0,0,0,1,2022,"Texas"
"TAHOKA PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"PONDER PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"PELICAN BAY PD",0,0,0,2,1,1,0,0,1,2022,"Texas"
"SALADO PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"KOUNTZE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"WINTERS PD",0,0,0,0,1,0,0,0,1,2022,"Texas"
"BLUE MOUND PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"DE LEON PD",0,0,1,0,1,3,2,0,1,2022,"Texas"
"HEDWIG VILLAGE PD",0,0,2,0,0,9,0,0,1,2022,"Texas"
"OVERTON PD",0,0,0,3,0,5,0,0,1,2022,"Texas"
"RANGER PD",0,0,0,1,2,1,0,0,1,2022,"Texas"
"ELECTRA PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ODEM PD",0,0,0,0,1,2,0,0,1,2022,"Texas"
"ARCOLA PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"DALWORTHINGTON GARDENS PD",0,0,0,0,0,5,0,0,1,2022,"Texas"
"BROOKS CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"GODLEY PD",0,0,0,0,0,1,1,0,1,2022,"Texas"
"TOOL PD",0,0,0,1,0,2,2,0,1,2022,"Texas"
"PINEHURST PD",0,0,0,2,0,1,1,0,1,2022,"Texas"
"ELMENDORF PD",0,0,0,0,0,3,0,0,1,2022,"Texas"
"GEORGE WEST PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"MOORE CO SO",0,0,0,0,1,2,1,0,1,2022,"Texas"
"SHINER PD",0,0,0,1,2,0,0,0,1,2022,"Texas"
"OLMOS PARK PD",0,0,0,1,2,3,0,0,1,2022,"Texas"
"IDALOU PD",0,0,0,1,1,0,0,0,1,2022,"Texas"
"WEIMAR PD",0,0,2,0,0,0,0,0,1,2022,"Texas"
"WHITNEY PD",0,0,0,0,2,2,0,0,1,2022,"Texas"
"HANSFORD CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SOUTH PADRE ISLAND PD",0,0,2,1,1,7,1,0,1,2022,"Texas"
"ITALY PD",0,0,0,0,2,2,0,0,1,2022,"Texas"
"QUITMAN PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"HUNTINGTON PD",0,0,0,0,2,3,0,0,1,2022,"Texas"
"RIO HONDO PD",0,0,0,0,0,3,0,0,1,2022,"Texas"
"GANADO PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"NEWTON PD",0,0,0,0,1,1,0,0,1,2022,"Texas"
"ROMAN FOREST PD",0,0,0,3,0,5,1,0,1,2022,"Texas"
"KIMBLE CO SO",0,0,0,1,0,0,1,0,1,2022,"Texas"
"JEFF DAVIS CO SO",0,0,0,0,1,0,0,0,1,2022,"Texas"
"BERTRAM PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"POTH PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"HAMLIN PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"BLANCO PD",0,0,0,2,0,0,2,0,1,2022,"Texas"
"BEVERLY HILLS PD",0,1,0,4,3,3,0,0,1,2022,"Texas"
"SPLENDORA PD",0,0,1,0,0,2,0,0,1,2022,"Texas"
"SAN AUGUSTINE PD",0,0,0,1,5,3,2,0,1,2022,"Texas"
"ARMSTRONG CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"RHOME PD",0,0,0,1,0,0,1,0,1,2022,"Texas"
"INGRAM PD",0,0,0,0,0,2,1,0,1,2022,"Texas"
"JEFFERSON PD",0,0,0,1,0,0,0,0,1,2022,"Texas"
"SOUTHSIDE PLACE PD",0,0,0,0,0,5,5,0,1,2022,"Texas"
"BARTONVILLE PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"BUFFALO PD",0,0,0,0,1,1,1,0,1,2022,"Texas"
"SOUR LAKE PD",0,0,0,0,1,1,0,0,1,2022,"Texas"
"PATTON VILLAGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"KEMAH PD",0,0,0,0,2,3,1,0,1,2022,"Texas"
"HONEY GROVE PD",0,0,0,1,0,0,0,0,1,2022,"Texas"
"LINDEN PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"LORENA PD",0,0,0,0,0,2,1,0,1,2022,"Texas"
"BAILEY CO SO",0,0,0,0,0,3,0,0,1,2022,"Texas"
"FRANKLIN PD",0,0,0,0,3,2,1,0,1,2022,"Texas"
"SOMERSET PD",0,1,0,0,0,0,0,0,1,2022,"Texas"
"WHITEWRIGHT PD",0,0,0,0,1,0,0,0,1,2022,"Texas"
"RUNAWAY BAY PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"MARFA PD",0,0,0,1,0,0,0,0,1,2022,"Texas"
"DALLAM CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BOVINA PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SUNRAY PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"ITASCA PD",0,0,1,1,0,0,0,0,1,2022,"Texas"
"STINNETT PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"LAKESIDE PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"IRION CO SO",0,0,0,2,1,0,0,0,1,2022,"Texas"
"THROCKMORTON CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BELLS PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"HUGHES SPRINGS PD",0,0,0,1,0,0,0,0,1,2022,"Texas"
"BANGS PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BOYD PD",0,0,0,1,0,0,0,0,1,2022,"Texas"
"BAIRD MARSHAL’S OFFICE",0,0,0,0,3,0,0,0,1,2022,"Texas"
"OCHILTREE CO SO",0,3,0,0,1,2,1,0,1,2022,"Texas"
"KERENS PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"GRAPELAND PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"CORRIGAN PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"LOCKNEY PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"EDWARDS CO SO",0,0,0,3,1,2,0,0,1,2022,"Texas"
"SEVEN POINTS PD",0,1,0,0,0,3,0,0,1,2022,"Texas"
"BRUCEVILLE-EDDY PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MERIDIAN PD",0,0,0,0,1,1,0,0,1,2022,"Texas"
"SWISHER CO SO",0,0,0,0,0,0,1,0,1,2022,"Texas"
"LONE STAR PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"QUEEN CITY PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SABINAL PD",0,0,0,0,1,0,0,0,1,2022,"Texas"
"ROLLINGWOOD PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"BRISCOE CO SO",0,0,0,0,0,1,0,0,1,2022,"Texas"
"STERLING CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"EMORY PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TATUM PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"HAWKINS PD",0,0,0,0,2,0,0,0,1,2022,"Texas"
"FLATONIA PD",0,0,0,0,1,0,0,0,1,2022,"Texas"
"SOMERVILLE PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"NATALIA PD",0,0,0,0,1,0,2,0,1,2022,"Texas"
"THORNDALE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"WALLIS PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"WOODSBORO PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"RICE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"VALLEY MILLS PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"LEXINGTON PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"FLOYD CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"KEMP PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"CRANE CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ROSCOE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"LA VERNIA PD",0,0,0,0,0,2,2,0,1,2022,"Texas"
"FLORENCE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"LA GRULLA PD",0,0,0,1,0,0,0,0,1,2022,"Texas"
"GRANGER PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"OYSTER CREEK PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"GLASSCOCK CO SO",0,0,0,0,2,2,0,0,1,2022,"Texas"
"TYE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ORE CITY PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"CHINA GROVE PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"FRANKSTON PD",0,0,0,2,0,1,0,0,1,2022,"Texas"
"BOGATA PD",0,1,0,0,0,0,0,0,1,2022,"Texas"
"MOTLEY CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"JAMAICA BEACH PD",0,1,0,0,0,0,0,0,1,2022,"Texas"
"CROSBY CO SO",0,0,0,0,0,0,1,0,1,2022,"Texas"
"KNOX CITY PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MARION PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"SANTA ANNA PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"WORTHAM PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"SEADRIFT PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"MUSTANG RIDGE PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"COLLEGE STATION PD",0,5,1,12,16,151,11,0,1,2022,"Texas"
"MAUD PD",0,0,0,0,0,1,1,0,1,2022,"Texas"
"CALVERT PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ARP PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"CHILDRESS CO SO",0,0,0,0,0,1,0,0,1,2022,"Texas"
"MAYPEARL PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"WAELDER PD",0,0,0,0,1,1,0,0,1,2022,"Texas"
"HILL COUNTRY VILLAGE PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"SUDAN PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MILES PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"CLINT PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BAYLOR CO SO",0,0,0,0,0,1,1,0,1,2022,"Texas"
"BLOOMING GROVE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SUTTON CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BREMOND PD",0,0,0,1,0,0,0,0,1,2022,"Texas"
"GARRISON PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SUNRISE BEACH VILLAGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SAVOY PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MILFORD PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"SURFSIDE BEACH PD",0,0,0,0,1,0,0,0,1,2022,"Texas"
"DRISCOLL PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"WESTOVER HILLS PD",0,0,0,0,1,2,0,0,1,2022,"Texas"
"SUNSET VALLEY PD",0,0,0,0,0,14,0,0,1,2022,"Texas"
"ZAVALLA PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"BORDEN CO SO",0,0,0,0,0,1,0,0,1,2022,"Texas"
"WINKLER CO SO",0,0,0,0,0,1,1,0,1,2022,"Texas"
"MOUNT ENTERPRISE CITY MARSHALS OFFICE",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ALBA PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"KENEDY CO SO",0,0,0,0,0,0,0,0,1,2022,"Texas"
"RICHLAND PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"COFFEE CITY PD",0,0,0,0,0,0,2,0,1,2022,"Texas"
"CUNEY PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"LOVING CO SO",0,0,0,0,1,1,0,0,1,2022,"Texas"
"LUFKIN ISD PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"HUNTINGTON ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"PLEASANTON ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SEALY ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BASTROP ISD PD",0,1,0,4,1,1,0,0,1,2022,"Texas"
"CENTRAL TEXAS COLLEGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"KILLEEN ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"UNIV OF TX HSC - SAN ANTONIO PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"UNIV OF TX SAN ANTONIO PD",0,0,0,0,5,9,0,0,1,2022,"Texas"
"JUDSON ISD PD",0,0,0,1,0,11,0,0,1,2022,"Texas"
"SAN ANTONIO ISD PD",0,0,0,0,2,8,0,0,1,2022,"Texas"
"ST MARYS UNIV PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"NORTHSIDE ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TX A&M UNIV: SAN ANTONIO PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"ALVIN ISD PD",0,0,0,0,0,7,0,0,1,2022,"Texas"
"ANGLETON ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"COLUMBIA-BRAZORIA ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BRAZOSPORT ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TX A&M UNIV COLLEGE STATION PD",0,1,0,0,2,31,0,0,1,2022,"Texas"
"SUL ROSS STATE UNIV PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"CALHOUN CO ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TSTC: HARLINGEN PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BROWNSVILLE ISD PD",0,0,0,1,0,11,0,0,1,2022,"Texas"
"POINT ISABEL ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"BARBERS HILL ISD PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"ANNA ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"DALLAS CO SO",0,0,0,3,4,8,6,0,1,2022,"Texas"
"UNIV OF TX: SW MED SCHOOL PD",0,0,0,0,2,5,1,0,1,2022,"Texas"
"UNIV OF TX: DALLAS PD",0,0,0,0,0,8,0,0,1,2022,"Texas"
"BAYLOR HEALTH CARE SYSTEM PD",0,0,0,0,0,16,2,0,1,2022,"Texas"
"SOUTHERN METHODIST UNIV PD",0,1,0,0,1,8,1,0,1,2022,"Texas"
"LANCASTER ISD PD",0,1,0,0,0,4,0,0,1,2022,"Texas"
"DALLAS COLLEGE PD",0,0,0,0,0,1,0,1,1,2022,"Texas"
"DUNCANVILLE ISD PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"TEXAS WOMANS UNIV PD",0,0,0,0,0,3,0,0,1,2022,"Texas"
"UNIV OF NORTH TEXAS PD",0,2,0,0,0,7,3,0,1,2022,"Texas"
"AUBREY ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ELM RIDGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"CISCO COLLEGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"UNIV OF TX PERMIAN BASIN PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ECTOR CO ISD PD",0,0,0,5,0,2,0,0,1,2022,"Texas"
"ODESSA COLLEGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ECTOR CO HOSPITAL DISTRICT PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"UNIV OF TX: EL PASO PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"EL PASO COMM COLLEGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"EL PASO ISD PD",0,0,0,2,2,5,0,1,1,2022,"Texas"
"SOCORRO ISD PD",0,1,0,0,0,3,0,0,1,2022,"Texas"
"TARLETON STATE UNIV PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"FORT BEND ISD PD",0,4,1,1,0,20,0,0,1,2022,"Texas"
"LAMAR CONSOLIDATED ISD PD",0,0,0,0,1,3,0,0,1,2022,"Texas"
"UNIV OF TX MEDICAL BRANCH PD",0,0,0,0,0,7,1,0,1,2022,"Texas"
"SANTA FE ISD PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"WHITESBORO ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"KILGORE COLLEGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"UNIV OF TX HOUSTON  PD",0,0,0,1,4,19,0,0,1,2022,"Texas"
"UNIV OF HOUSTON PD",0,2,0,0,2,19,0,0,1,2022,"Texas"
"HOUSTON ISD PD",0,2,0,3,4,29,1,1,1,2022,"Texas"
"SAN JACINTO COLLEGE PD",0,0,0,0,0,4,0,0,1,2022,"Texas"
"RICE UNIV PD",0,0,0,0,1,9,2,0,1,2022,"Texas"
"UNIV OF HOUSTON CLEAR LAKE PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"HOUSTON COMM COLLEGE PD",0,0,0,0,1,7,0,0,1,2022,"Texas"
"HOUSTON METRO TRANSIT PD",0,0,0,1,0,10,1,0,1,2022,"Texas"
"LONE STAR COLLEGE PD",0,0,0,0,2,8,0,0,1,2022,"Texas"
"KLEIN ISD PD",0,0,2,0,0,7,0,0,1,2022,"Texas"
"ALIEF ISD PD",0,0,0,0,0,4,2,0,1,2022,"Texas"
"KATY ISD PD",0,0,0,9,0,21,0,1,1,2022,"Texas"
"SPRING BRANCH ISD PD",0,0,0,0,0,3,0,0,1,2022,"Texas"
"SPRING ISD PD",0,0,0,0,0,6,0,0,1,2022,"Texas"
"PASADENA ISD PD",0,0,0,1,4,6,0,0,1,2022,"Texas"
"ALDINE ISD PD",0,0,0,0,0,13,4,2,1,2022,"Texas"
"UNIV OF ST. THOMAS PD",0,0,0,0,1,1,0,0,1,2022,"Texas"
"HUMBLE ISD PD",0,1,0,1,0,7,0,0,1,2022,"Texas"
"HALLSVILLE ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TX STATE UNIV SAN MARCOS PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"TRINITY VALLEY COMM. COLLEGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"HIDALGO CO CONSTABLE PCT 1",0,0,0,0,0,0,0,0,1,2022,"Texas"
"EDINBURG CISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MCALLEN ISD PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"UNIV OF TX RIO GRANDE VALLEY PD",0,1,0,0,0,1,0,0,1,2022,"Texas"
"SOUTH PLAINS COLLEGE PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"TX A&M UNIV COMMERCE PD",0,0,0,0,1,1,0,0,1,2022,"Texas"
"LAMAR UNIV PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"VENUS ISD PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"KAUFMAN CO CONSTABLE PCT 2",0,0,0,0,5,9,4,0,1,2022,"Texas"
"TERRELL ISD PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"PARIS JR COLL PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"TEXAS TECH UNIV LUBBOCK PD",0,0,0,2,1,18,1,0,1,2022,"Texas"
"BAY CITY ISD PD",0,0,0,1,0,1,0,0,1,2022,"Texas"
"VAN VLECK ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MCLENNAN COMM COLLEGE PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TSTC WACO PD",0,0,0,0,0,7,0,0,1,2022,"Texas"
"MIDLAND ISD PD",0,0,0,0,0,0,1,0,1,2022,"Texas"
"MONTGOMERY CO CONSTABLE: PCT 1",0,0,0,0,0,0,0,0,1,2022,"Texas"
"MONTGOMERY CO CONSTABLE: PCT 3",0,1,1,3,3,15,1,0,1,2022,"Texas"
"MONTGOMERY CO CONSTABLE PCT 5",0,0,0,0,0,0,0,0,1,2022,"Texas"
"CONROE ISD PD",0,0,0,2,0,4,0,0,1,2022,"Texas"
"MONTGOMERY ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"DUMAS ISD PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"STEPHEN F. AUSTIN UNIV PD",0,0,0,0,1,3,0,0,1,2022,"Texas"
"NACOGDOCHES ISD PD",0,0,0,0,1,0,1,0,1,2022,"Texas"
"CORSICANA ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TSTC: SWEETWATER PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"AMARILLO COLLEGE PD",0,0,0,0,1,0,0,0,1,2022,"Texas"
"AMARILLO INTL AIRPORT PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TX A&M UNIV: WEST PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"PECOS BARSTOW TOYAH ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"TYLER JR COLLEGE PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"UNIV OF TX: TYLER PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"UNIV OF TX HSC - TYLER PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"RIO GRANDE CITY ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"UNIV OF TX ARLINGTON PD",0,1,0,0,0,5,0,0,1,2022,"Texas"
"DALLAS-FORT WORTH INTERNATIONAL AIRPORT PD",0,0,1,6,2,59,20,0,1,2022,"Texas"
"TEXAS CHRISTIAN UNIV PD",0,0,0,0,0,5,0,0,1,2022,"Texas"
"TARRANT CO HOSPITAL DISTRICT PD",0,0,0,0,0,5,0,0,1,2022,"Texas"
"MANSFIELD ISD PD",0,0,1,0,0,2,0,0,1,2022,"Texas"
"CROWLEY ISD PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"HARDIN SIMMONS UNIV PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ANGELO STATE UNIV PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"UNIV OF TX AUSTIN PD",0,0,0,1,4,25,1,0,1,2022,"Texas"
"AUSTIN ISD PD",0,0,0,0,1,11,1,0,1,2022,"Texas"
"ST. EDWARDS UNIV. PD",0,0,0,0,1,17,0,0,1,2022,"Texas"
"AUSTIN COMMUNITY COLLEGE PD",0,0,0,0,1,7,0,0,1,2022,"Texas"
"PFLUGERVILLE ISD PD",0,0,0,0,1,0,0,0,1,2022,"Texas"
"TRINITY ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"WARREN ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SAM HOUSTON STATE UNIV PD",0,0,0,0,0,7,0,0,1,2022,"Texas"
"TX A&M UNIV PRAIRIE VIEW PD",0,0,0,0,25,4,0,0,1,2022,"Texas"
"TX A&M UNIV INTERNATIONAL PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"UNITED ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"LAREDO ISD PD",0,0,0,0,0,2,0,0,1,2022,"Texas"
"MIDWESTERN UNIV PD",0,0,0,0,0,4,0,0,1,2022,"Texas"
"WICHITA FALLS ISD PD",0,0,0,0,0,7,0,0,1,2022,"Texas"
"BURKBURNETT ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"SOUTHWESTERN UNIV PD",0,1,0,0,0,2,0,0,1,2022,"Texas"
"HUTTO ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"ROUND ROCK ISD PD",0,0,0,0,0,1,0,0,1,2022,"Texas"
"FLORESVILLE ISD PD",0,0,0,0,0,0,0,0,1,2022,"Texas"
"HOUSTON PD",38,105,510,1344,1058,5775,1220,50,2,2022,"Texas"
"HARRIS CO SO",13,74,154,453,463,2688,548,22,2,2022,"Texas"
