"","Crime_Type","Mean","SD","CI_Lower","CI_Upper"
"1","Aggravated Assault",183.175761490177,4.14313615370872,178.17318151358,189.378905293749
"2","Burglary",190.677434325166,4.64595187845705,183.989222398744,197.099294856435
"3","Theft",914.738529687139,21.3836651092331,884.462026474396,947.529477937868
"4","Murder",5.28609023673726,0.139109598883721,5.09932419461652,5.48472571909979
"5","Rape",21.3339980039171,0.532574132397397,20.52670578305,21.9990347914828
"6","Robbery",88.493584949161,2.51394980086577,84.5829309338733,91.6453722045765
"7","Motor Vehicle Theft",215.727295409493,6.46127606667035,208.419667177966,228.185769692732
