ID,agency,month,year,date,crime,value
477,Bend PD MIP,7,2023,7/1/2023,MVT,8
478,Bend PD MIP,7,2023,7/1/2023,Murder,0
479,Bend PD MIP,7,2023,7/1/2023,Rape,1
480,Bend PD MIP,7,2023,7/1/2023,Robbery,3
481,Bend PD MIP,8,2022,8/1/2022,Agg Assault,8
482,Bend PD MIP,8,2022,8/1/2022,Arson,0
483,Bend PD MIP,8,2022,8/1/2022,Burglary,15
484,Bend PD MIP,8,2022,8/1/2022,Larceny,56
485,Bend PD MIP,8,2022,8/1/2022,MVT,13
486,Bend PD MIP,8,2022,8/1/2022,Murder,1
487,Bend PD MIP,8,2022,8/1/2022,Rape,1
488,Bend PD MIP,8,2022,8/1/2022,Robbery,2
489,Bend PD MIP,8,2023,8/1/2023,Agg Assault,8
490,Bend PD MIP,8,2023,8/1/2023,Arson,2
491,Bend PD MIP,8,2023,8/1/2023,Burglary,10
492,Bend PD MIP,8,2023,8/1/2023,Larceny,55
493,Bend PD MIP,8,2023,8/1/2023,MVT,13
494,Bend PD MIP,8,2023,8/1/2023,Murder,1
495,Bend PD MIP,8,2023,8/1/2023,Rape,4
496,Bend PD MIP,8,2023,8/1/2023,Robbery,2
497,Bend PD MIP,9,2022,9/1/2022,Agg Assault,7
498,Bend PD MIP,9,2022,9/1/2022,Arson,0
499,Bend PD MIP,9,2022,9/1/2022,Burglary,8
500,Bend PD MIP,9,2022,9/1/2022,Larceny,39
501,Bend PD MIP,9,2022,9/1/2022,MVT,12
502,Bend PD MIP,9,2022,9/1/2022,Murder,0
503,Bend PD MIP,9,2022,9/1/2022,Rape,3
504,Bend PD MIP,9,2022,9/1/2022,Robbery,0
505,Bend PD MIP,9,2023,9/1/2023,Agg Assault,10
506,Bend PD MIP,9,2023,9/1/2023,Arson,2
507,Bend PD MIP,9,2023,9/1/2023,Burglary,11
508,Bend PD MIP,9,2023,9/1/2023,Larceny,55
509,Bend PD MIP,9,2023,9/1/2023,MVT,13
510,Bend PD MIP,9,2023,9/1/2023,Murder,0
511,Bend PD MIP,9,2023,9/1/2023,Rape,1
512,Bend PD MIP,9,2023,9/1/2023,Robbery,5
513,Bend PD MIP,10,2022,10/1/2022,Agg Assault,7
514,Bend PD MIP,10,2022,10/1/2022,Arson,1
515,Bend PD MIP,10,2022,10/1/2022,Burglary,17
516,Bend PD MIP,10,2022,10/1/2022,Larceny,46
517,Bend PD MIP,10,2022,10/1/2022,MVT,10
518,Bend PD MIP,10,2022,10/1/2022,Murder,0
519,Bend PD MIP,10,2022,10/1/2022,Rape,1
520,Bend PD MIP,10,2022,10/1/2022,Robbery,3
521,Bend PD MIP,10,2023,10/1/2023,Agg Assault,6
522,Bend PD MIP,10,2023,10/1/2023,Arson,2
523,Bend PD MIP,10,2023,10/1/2023,Burglary,7
524,Bend PD MIP,10,2023,10/1/2023,Larceny,54
525,Bend PD MIP,10,2023,10/1/2023,MVT,12
526,Bend PD MIP,10,2023,10/1/2023,Murder,0
527,Bend PD MIP,10,2023,10/1/2023,Rape,1
528,Bend PD MIP,10,2023,10/1/2023,Robbery,5
529,Bend PD MIP,11,2022,11/1/2022,Agg Assault,5
530,Bend PD MIP,11,2022,11/1/2022,Arson,1
531,Bend PD MIP,11,2022,11/1/2022,Burglary,11
532,Bend PD MIP,11,2022,11/1/2022,Larceny,45
533,Bend PD MIP,11,2022,11/1/2022,MVT,6
534,Bend PD MIP,11,2022,11/1/2022,Murder,0
535,Bend PD MIP,11,2022,11/1/2022,Rape,1
536,Bend PD MIP,11,2022,11/1/2022,Robbery,3
537,Bend PD MIP,11,2023,11/1/2023,Agg Assault,10
538,Bend PD MIP,11,2023,11/1/2023,Arson,0
539,Bend PD MIP,11,2023,11/1/2023,Burglary,10
540,Bend PD MIP,11,2023,11/1/2023,Larceny,54
541,Bend PD MIP,11,2023,11/1/2023,MVT,7
542,Bend PD MIP,11,2023,11/1/2023,Murder,0
543,Bend PD MIP,11,2023,11/1/2023,Rape,0
544,Bend PD MIP,11,2023,11/1/2023,Robbery,4
545,Bend PD MIP,12,2022,12/1/2022,Agg Assault,5
546,Bend PD MIP,12,2022,12/1/2022,Arson,1
547,Bend PD MIP,12,2022,12/1/2022,Burglary,8
548,Bend PD MIP,12,2022,12/1/2022,Larceny,59
549,Bend PD MIP,12,2022,12/1/2022,MVT,8
550,Bend PD MIP,12,2022,12/1/2022,Murder,0
551,Bend PD MIP,12,2022,12/1/2022,Rape,3
552,Bend PD MIP,12,2022,12/1/2022,Robbery,2
553,Corvallis PD,1,2022,1/1/2022,Agg Assault,2
554,Corvallis PD,1,2022,1/1/2022,Arson,1
555,Corvallis PD,1,2022,1/1/2022,Burglary,12
556,Corvallis PD,1,2022,1/1/2022,Larceny,57
557,Corvallis PD,1,2022,1/1/2022,MVT,9
558,Corvallis PD,1,2022,1/1/2022,Murder,0
559,Corvallis PD,1,2022,1/1/2022,Rape,1
560,Corvallis PD,1,2022,1/1/2022,Robbery,2
561,Corvallis PD,1,2023,1/1/2023,Agg Assault,4
562,Corvallis PD,1,2023,1/1/2023,Arson,0
563,Corvallis PD,1,2023,1/1/2023,Burglary,15
564,Corvallis PD,1,2023,1/1/2023,Larceny,43
565,Corvallis PD,1,2023,1/1/2023,MVT,8
566,Corvallis PD,1,2023,1/1/2023,Murder,0
567,Corvallis PD,1,2023,1/1/2023,Rape,3
568,Corvallis PD,1,2023,1/1/2023,Robbery,4
569,Corvallis PD,2,2022,2/1/2022,Agg Assault,6
570,Corvallis PD,2,2022,2/1/2022,Arson,0
571,Corvallis PD,2,2022,2/1/2022,Burglary,12
572,Corvallis PD,2,2022,2/1/2022,Larceny,39
573,Corvallis PD,2,2022,2/1/2022,MVT,6
574,Corvallis PD,2,2022,2/1/2022,Murder,0
575,Corvallis PD,2,2022,2/1/2022,Rape,3
576,Corvallis PD,2,2022,2/1/2022,Robbery,3
577,Corvallis PD,2,2023,2/1/2023,Agg Assault,2
578,Corvallis PD,2,2023,2/1/2023,Arson,2
579,Corvallis PD,2,2023,2/1/2023,Burglary,11
580,Corvallis PD,2,2023,2/1/2023,Larceny,51
581,Corvallis PD,2,2023,2/1/2023,MVT,4
582,Corvallis PD,2,2023,2/1/2023,Murder,0
583,Corvallis PD,2,2023,2/1/2023,Rape,1
584,Corvallis PD,2,2023,2/1/2023,Robbery,0
585,Corvallis PD,3,2022,3/1/2022,Agg Assault,7
586,Corvallis PD,3,2022,3/1/2022,Arson,0
587,Corvallis PD,3,2022,3/1/2022,Burglary,19
588,Corvallis PD,3,2022,3/1/2022,Larceny,48
589,Corvallis PD,3,2022,3/1/2022,MVT,9
590,Corvallis PD,3,2022,3/1/2022,Murder,0
591,Corvallis PD,3,2022,3/1/2022,Rape,0
592,Corvallis PD,3,2022,3/1/2022,Robbery,4
593,Corvallis PD,3,2023,3/1/2023,Agg Assault,5
594,Corvallis PD,3,2023,3/1/2023,Arson,1
595,Corvallis PD,3,2023,3/1/2023,Burglary,14
596,Corvallis PD,3,2023,3/1/2023,Larceny,53
597,Corvallis PD,3,2023,3/1/2023,MVT,9
598,Corvallis PD,3,2023,3/1/2023,Murder,0
599,Corvallis PD,3,2023,3/1/2023,Rape,1
600,Corvallis PD,3,2023,3/1/2023,Robbery,4
601,Corvallis PD,4,2022,4/1/2022,Agg Assault,5
602,Corvallis PD,4,2022,4/1/2022,Arson,1
603,Corvallis PD,4,2022,4/1/2022,Burglary,17
604,Corvallis PD,4,2022,4/1/2022,Larceny,47
605,Corvallis PD,4,2022,4/1/2022,MVT,9
606,Corvallis PD,4,2022,4/1/2022,Murder,0
607,Corvallis PD,4,2022,4/1/2022,Rape,3
608,Corvallis PD,4,2022,4/1/2022,Robbery,2
609,Corvallis PD,4,2023,4/1/2023,Agg Assault,2
610,Corvallis PD,4,2023,4/1/2023,Arson,3
611,Corvallis PD,4,2023,4/1/2023,Burglary,14
612,Corvallis PD,4,2023,4/1/2023,Larceny,53
613,Corvallis PD,4,2023,4/1/2023,MVT,3
614,Corvallis PD,4,2023,4/1/2023,Murder,0
615,Corvallis PD,4,2023,4/1/2023,Rape,3
616,Corvallis PD,4,2023,4/1/2023,Robbery,4
617,Corvallis PD,5,2022,5/1/2022,Agg Assault,2
618,Corvallis PD,5,2022,5/1/2022,Arson,3
619,Corvallis PD,5,2022,5/1/2022,Burglary,19
620,Corvallis PD,5,2022,5/1/2022,Larceny,51
621,Corvallis PD,5,2022,5/1/2022,MVT,11
622,Corvallis PD,5,2022,5/1/2022,Murder,0
623,Corvallis PD,5,2022,5/1/2022,Rape,1
624,Corvallis PD,5,2022,5/1/2022,Robbery,3
625,Corvallis PD,5,2023,5/1/2023,Agg Assault,5
626,Corvallis PD,5,2023,5/1/2023,Arson,1
627,Corvallis PD,5,2023,5/1/2023,Burglary,10
628,Corvallis PD,5,2023,5/1/2023,Larceny,50
629,Corvallis PD,5,2023,5/1/2023,MVT,4
630,Corvallis PD,5,2023,5/1/2023,Murder,0
631,Corvallis PD,5,2023,5/1/2023,Rape,3
632,Corvallis PD,5,2023,5/1/2023,Robbery,1
633,Corvallis PD,6,2022,6/1/2022,Agg Assault,2
634,Corvallis PD,6,2022,6/1/2022,Arson,2
635,Corvallis PD,6,2022,6/1/2022,Burglary,10
636,Corvallis PD,6,2022,6/1/2022,Larceny,45
637,Corvallis PD,6,2022,6/1/2022,MVT,7
638,Corvallis PD,6,2022,6/1/2022,Murder,0
639,Corvallis PD,6,2022,6/1/2022,Rape,0
640,Corvallis PD,6,2022,6/1/2022,Robbery,1
641,Corvallis PD,6,2023,6/1/2023,Agg Assault,6
642,Corvallis PD,6,2023,6/1/2023,Arson,0
643,Corvallis PD,6,2023,6/1/2023,Burglary,11
644,Corvallis PD,6,2023,6/1/2023,Larceny,46
645,Corvallis PD,6,2023,6/1/2023,MVT,5
646,Corvallis PD,6,2023,6/1/2023,Murder,0
647,Corvallis PD,6,2023,6/1/2023,Rape,1
648,Corvallis PD,6,2023,6/1/2023,Robbery,4
649,Corvallis PD,7,2022,7/1/2022,Agg Assault,10
650,Corvallis PD,7,2022,7/1/2022,Arson,3
651,Corvallis PD,7,2022,7/1/2022,Burglary,15
652,Corvallis PD,7,2022,7/1/2022,Larceny,48
653,Corvallis PD,7,2022,7/1/2022,MVT,8
654,Corvallis PD,7,2022,7/1/2022,Murder,0
655,Corvallis PD,7,2022,7/1/2022,Rape,0
656,Corvallis PD,7,2022,7/1/2022,Robbery,2
657,Corvallis PD,7,2023,7/1/2023,Agg Assault,5
658,Corvallis PD,7,2023,7/1/2023,Arson,3
659,Corvallis PD,7,2023,7/1/2023,Burglary,11
660,Corvallis PD,7,2023,7/1/2023,Larceny,55
661,Corvallis PD,7,2023,7/1/2023,MVT,3
662,Corvallis PD,7,2023,7/1/2023,Murder,0
663,Corvallis PD,7,2023,7/1/2023,Rape,1
664,Corvallis PD,7,2023,7/1/2023,Robbery,3
665,Corvallis PD,8,2022,8/1/2022,Agg Assault,6
666,Corvallis PD,8,2022,8/1/2022,Arson,4
667,Corvallis PD,8,2022,8/1/2022,Burglary,15
668,Corvallis PD,8,2022,8/1/2022,Larceny,54
669,Corvallis PD,8,2022,8/1/2022,MVT,10
670,Corvallis PD,8,2022,8/1/2022,Murder,0
671,Corvallis PD,8,2022,8/1/2022,Rape,2
672,Corvallis PD,8,2022,8/1/2022,Robbery,3
673,Corvallis PD,8,2023,8/1/2023,Agg Assault,5
674,Corvallis PD,8,2023,8/1/2023,Arson,7
675,Corvallis PD,8,2023,8/1/2023,Burglary,13
676,Corvallis PD,8,2023,8/1/2023,Larceny,52
677,Corvallis PD,8,2023,8/1/2023,MVT,7
678,Corvallis PD,8,2023,8/1/2023,Murder,0
679,Corvallis PD,8,2023,8/1/2023,Rape,1
680,Corvallis PD,8,2023,8/1/2023,Robbery,4
681,Corvallis PD,9,2022,9/1/2022,Agg Assault,8
682,Corvallis PD,9,2022,9/1/2022,Arson,0
683,Corvallis PD,9,2022,9/1/2022,Burglary,15
684,Corvallis PD,9,2022,9/1/2022,Larceny,59
685,Corvallis PD,9,2022,9/1/2022,MVT,8
686,Corvallis PD,9,2022,9/1/2022,Murder,0
687,Corvallis PD,9,2022,9/1/2022,Rape,3
688,Corvallis PD,9,2022,9/1/2022,Robbery,2
689,Corvallis PD,9,2023,9/1/2023,Agg Assault,2
690,Corvallis PD,9,2023,9/1/2023,Arson,1
691,Corvallis PD,9,2023,9/1/2023,Burglary,16
692,Corvallis PD,9,2023,9/1/2023,Larceny,53
693,Corvallis PD,9,2023,9/1/2023,MVT,8
694,Corvallis PD,9,2023,9/1/2023,Murder,0
695,Corvallis PD,9,2023,9/1/2023,Rape,1
696,Corvallis PD,9,2023,9/1/2023,Robbery,2
697,Corvallis PD,10,2022,10/1/2022,Agg Assault,9
698,Corvallis PD,10,2022,10/1/2022,Arson,1
699,Corvallis PD,10,2022,10/1/2022,Burglary,11
700,Corvallis PD,10,2022,10/1/2022,Larceny,58
701,Corvallis PD,10,2022,10/1/2022,MVT,8
702,Corvallis PD,10,2022,10/1/2022,Murder,0
703,Corvallis PD,10,2022,10/1/2022,Rape,2
704,Corvallis PD,10,2022,10/1/2022,Robbery,1
705,Corvallis PD,10,2023,10/1/2023,Agg Assault,8
706,Corvallis PD,10,2023,10/1/2023,Arson,3
707,Corvallis PD,10,2023,10/1/2023,Burglary,11
708,Corvallis PD,10,2023,10/1/2023,Larceny,53
709,Corvallis PD,10,2023,10/1/2023,MVT,2
710,Corvallis PD,10,2023,10/1/2023,Murder,0
711,Corvallis PD,10,2023,10/1/2023,Rape,0
712,Corvallis PD,10,2023,10/1/2023,Robbery,1
713,Corvallis PD,11,2022,11/1/2022,Agg Assault,3
714,Corvallis PD,11,2022,11/1/2022,Arson,3
715,Corvallis PD,11,2022,11/1/2022,Burglary,12
716,Corvallis PD,11,2022,11/1/2022,Larceny,52
717,Corvallis PD,11,2022,11/1/2022,MVT,8
718,Corvallis PD,11,2022,11/1/2022,Murder,0
719,Corvallis PD,11,2022,11/1/2022,Rape,2
720,Corvallis PD,11,2022,11/1/2022,Robbery,2
721,Corvallis PD,11,2023,11/1/2023,Agg Assault,5
722,Corvallis PD,11,2023,11/1/2023,Arson,5
723,Corvallis PD,11,2023,11/1/2023,Burglary,11
724,Corvallis PD,11,2023,11/1/2023,Larceny,44
725,Corvallis PD,11,2023,11/1/2023,MVT,7
726,Corvallis PD,11,2023,11/1/2023,Murder,0
727,Corvallis PD,11,2023,11/1/2023,Rape,1
728,Corvallis PD,11,2023,11/1/2023,Robbery,3
729,Corvallis PD,12,2022,12/1/2022,Agg Assault,3
730,Corvallis PD,12,2022,12/1/2022,Arson,1
731,Corvallis PD,12,2022,12/1/2022,Burglary,18
732,Corvallis PD,12,2022,12/1/2022,Larceny,47
733,Corvallis PD,12,2022,12/1/2022,MVT,8
734,Corvallis PD,12,2022,12/1/2022,Murder,0
735,Corvallis PD,12,2022,12/1/2022,Rape,2
736,Corvallis PD,12,2022,12/1/2022,Robbery,2
737,Eugene PD MIP,1,2022,1/1/2022,Agg Assault,19
738,Eugene PD MIP,1,2022,1/1/2022,Arson,8
739,Eugene PD MIP,1,2022,1/1/2022,Burglary,29
740,Eugene PD MIP,1,2022,1/1/2022,Larceny,78
741,Eugene PD MIP,1,2022,1/1/2022,MVT,28
742,Eugene PD MIP,1,2022,1/1/2022,Murder,0
743,Eugene PD MIP,1,2022,1/1/2022,Rape,10
744,Eugene PD MIP,1,2022,1/1/2022,Robbery,14
745,Eugene PD MIP,1,2023,1/1/2023,Agg Assault,20
746,Eugene PD MIP,1,2023,1/1/2023,Arson,6
747,Eugene PD MIP,1,2023,1/1/2023,Burglary,30
748,Eugene PD MIP,1,2023,1/1/2023,Larceny,63
749,Eugene PD MIP,1,2023,1/1/2023,MVT,28
750,Eugene PD MIP,1,2023,1/1/2023,Murder,1
751,Eugene PD MIP,1,2023,1/1/2023,Rape,4
752,Eugene PD MIP,1,2023,1/1/2023,Robbery,5
753,Eugene PD MIP,2,2022,2/1/2022,Agg Assault,16
754,Eugene PD MIP,2,2022,2/1/2022,Arson,7
755,Eugene PD MIP,2,2022,2/1/2022,Burglary,24
756,Eugene PD MIP,2,2022,2/1/2022,Larceny,68
757,Eugene PD MIP,2,2022,2/1/2022,MVT,27
758,Eugene PD MIP,2,2022,2/1/2022,Murder,0
759,Eugene PD MIP,2,2022,2/1/2022,Rape,6
760,Eugene PD MIP,2,2022,2/1/2022,Robbery,9
761,Eugene PD MIP,2,2023,2/1/2023,Agg Assault,18
762,Eugene PD MIP,2,2023,2/1/2023,Arson,9
763,Eugene PD MIP,2,2023,2/1/2023,Burglary,25
764,Eugene PD MIP,2,2023,2/1/2023,Larceny,66
765,Eugene PD MIP,2,2023,2/1/2023,MVT,24
766,Eugene PD MIP,2,2023,2/1/2023,Murder,1
767,Eugene PD MIP,2,2023,2/1/2023,Rape,6
768,Eugene PD MIP,2,2023,2/1/2023,Robbery,7
769,Eugene PD MIP,3,2022,3/1/2022,Agg Assault,25
770,Eugene PD MIP,3,2022,3/1/2022,Arson,15
771,Eugene PD MIP,3,2022,3/1/2022,Burglary,25
772,Eugene PD MIP,3,2022,3/1/2022,Larceny,74
773,Eugene PD MIP,3,2022,3/1/2022,MVT,29
774,Eugene PD MIP,3,2022,3/1/2022,Murder,1
775,Eugene PD MIP,3,2022,3/1/2022,Rape,7
776,Eugene PD MIP,3,2022,3/1/2022,Robbery,10
777,Eugene PD MIP,3,2023,3/1/2023,Agg Assault,21
778,Eugene PD MIP,3,2023,3/1/2023,Arson,7
779,Eugene PD MIP,3,2023,3/1/2023,Burglary,26
780,Eugene PD MIP,3,2023,3/1/2023,Larceny,71
781,Eugene PD MIP,3,2023,3/1/2023,MVT,27
782,Eugene PD MIP,3,2023,3/1/2023,Murder,1
783,Eugene PD MIP,3,2023,3/1/2023,Rape,4
784,Eugene PD MIP,3,2023,3/1/2023,Robbery,9
785,Eugene PD MIP,4,2022,4/1/2022,Agg Assault,14
786,Eugene PD MIP,4,2022,4/1/2022,Arson,3
787,Eugene PD MIP,4,2022,4/1/2022,Burglary,24
788,Eugene PD MIP,4,2022,4/1/2022,Larceny,66
789,Eugene PD MIP,4,2022,4/1/2022,MVT,29
790,Eugene PD MIP,4,2022,4/1/2022,Murder,0
791,Eugene PD MIP,4,2022,4/1/2022,Rape,9
792,Eugene PD MIP,4,2022,4/1/2022,Robbery,12
793,Eugene PD MIP,4,2023,4/1/2023,Agg Assault,16
794,Eugene PD MIP,4,2023,4/1/2023,Arson,7
795,Eugene PD MIP,4,2023,4/1/2023,Burglary,25
796,Eugene PD MIP,4,2023,4/1/2023,Larceny,73
797,Eugene PD MIP,4,2023,4/1/2023,MVT,26
798,Eugene PD MIP,4,2023,4/1/2023,Murder,0
799,Eugene PD MIP,4,2023,4/1/2023,Rape,8
800,Eugene PD MIP,4,2023,4/1/2023,Robbery,6
801,Eugene PD MIP,5,2022,5/1/2022,Agg Assault,13
802,Eugene PD MIP,5,2022,5/1/2022,Arson,6
803,Eugene PD MIP,5,2022,5/1/2022,Burglary,28
804,Eugene PD MIP,5,2022,5/1/2022,Larceny,72
805,Eugene PD MIP,5,2022,5/1/2022,MVT,26
806,Eugene PD MIP,5,2022,5/1/2022,Murder,0
807,Eugene PD MIP,5,2022,5/1/2022,Rape,9
808,Eugene PD MIP,5,2022,5/1/2022,Robbery,10
809,Eugene PD MIP,5,2023,5/1/2023,Agg Assault,20
810,Eugene PD MIP,5,2023,5/1/2023,Arson,11
811,Eugene PD MIP,5,2023,5/1/2023,Burglary,29
812,Eugene PD MIP,5,2023,5/1/2023,Larceny,70
813,Eugene PD MIP,5,2023,5/1/2023,MVT,22
814,Eugene PD MIP,5,2023,5/1/2023,Murder,0
815,Eugene PD MIP,5,2023,5/1/2023,Rape,7
816,Eugene PD MIP,5,2023,5/1/2023,Robbery,4
817,Eugene PD MIP,6,2022,6/1/2022,Agg Assault,21
818,Eugene PD MIP,6,2022,6/1/2022,Arson,4
819,Eugene PD MIP,6,2022,6/1/2022,Burglary,30
820,Eugene PD MIP,6,2022,6/1/2022,Larceny,66
821,Eugene PD MIP,6,2022,6/1/2022,MVT,27
822,Eugene PD MIP,6,2022,6/1/2022,Murder,0
823,Eugene PD MIP,6,2022,6/1/2022,Rape,5
824,Eugene PD MIP,6,2022,6/1/2022,Robbery,5
825,Eugene PD MIP,6,2023,6/1/2023,Agg Assault,22
826,Eugene PD MIP,6,2023,6/1/2023,Arson,14
827,Eugene PD MIP,6,2023,6/1/2023,Burglary,28
828,Eugene PD MIP,6,2023,6/1/2023,Larceny,64
829,Eugene PD MIP,6,2023,6/1/2023,MVT,26
830,Eugene PD MIP,6,2023,6/1/2023,Murder,0
831,Eugene PD MIP,6,2023,6/1/2023,Rape,4
832,Eugene PD MIP,6,2023,6/1/2023,Robbery,10
833,Eugene PD MIP,7,2022,7/1/2022,Agg Assault,21
834,Eugene PD MIP,7,2022,7/1/2022,Arson,4
835,Eugene PD MIP,7,2022,7/1/2022,Burglary,25
836,Eugene PD MIP,7,2022,7/1/2022,Larceny,66
837,Eugene PD MIP,7,2022,7/1/2022,MVT,27
838,Eugene PD MIP,7,2022,7/1/2022,Murder,0
839,Eugene PD MIP,7,2022,7/1/2022,Rape,7
840,Eugene PD MIP,7,2022,7/1/2022,Robbery,7
841,Eugene PD MIP,7,2023,7/1/2023,Agg Assault,19
842,Eugene PD MIP,7,2023,7/1/2023,Arson,11
843,Eugene PD MIP,7,2023,7/1/2023,Burglary,29
844,Eugene PD MIP,7,2023,7/1/2023,Larceny,70
845,Eugene PD MIP,7,2023,7/1/2023,MVT,30
846,Eugene PD MIP,7,2023,7/1/2023,Murder,0
847,Eugene PD MIP,7,2023,7/1/2023,Rape,2
848,Eugene PD MIP,7,2023,7/1/2023,Robbery,13
849,Eugene PD MIP,8,2022,8/1/2022,Agg Assault,19
850,Eugene PD MIP,8,2022,8/1/2022,Arson,10
851,Eugene PD MIP,8,2022,8/1/2022,Burglary,26
852,Eugene PD MIP,8,2022,8/1/2022,Larceny,69
853,Eugene PD MIP,8,2022,8/1/2022,MVT,29
854,Eugene PD MIP,8,2022,8/1/2022,Murder,0
855,Eugene PD MIP,8,2022,8/1/2022,Rape,8
856,Eugene PD MIP,8,2022,8/1/2022,Robbery,12
857,Eugene PD MIP,8,2023,8/1/2023,Agg Assault,20
858,Eugene PD MIP,8,2023,8/1/2023,Arson,9
859,Eugene PD MIP,8,2023,8/1/2023,Burglary,30
860,Eugene PD MIP,8,2023,8/1/2023,Larceny,68
861,Eugene PD MIP,8,2023,8/1/2023,MVT,27
862,Eugene PD MIP,8,2023,8/1/2023,Murder,0
863,Eugene PD MIP,8,2023,8/1/2023,Rape,7
864,Eugene PD MIP,8,2023,8/1/2023,Robbery,9
865,Eugene PD MIP,9,2022,9/1/2022,Agg Assault,23
866,Eugene PD MIP,9,2022,9/1/2022,Arson,15
867,Eugene PD MIP,9,2022,9/1/2022,Burglary,25
868,Eugene PD MIP,9,2022,9/1/2022,Larceny,68
869,Eugene PD MIP,9,2022,9/1/2022,MVT,26
870,Eugene PD MIP,9,2022,9/1/2022,Murder,1
871,Eugene PD MIP,9,2022,9/1/2022,Rape,5
872,Eugene PD MIP,9,2022,9/1/2022,Robbery,11
873,Eugene PD MIP,9,2023,9/1/2023,Agg Assault,19
874,Eugene PD MIP,9,2023,9/1/2023,Arson,6
875,Eugene PD MIP,9,2023,9/1/2023,Burglary,28
876,Eugene PD MIP,9,2023,9/1/2023,Larceny,71
877,Eugene PD MIP,9,2023,9/1/2023,MVT,28
878,Eugene PD MIP,9,2023,9/1/2023,Murder,1
879,Eugene PD MIP,9,2023,9/1/2023,Rape,5
880,Eugene PD MIP,9,2023,9/1/2023,Robbery,7
881,Eugene PD MIP,10,2022,10/1/2022,Agg Assault,21
882,Eugene PD MIP,10,2022,10/1/2022,Arson,4
883,Eugene PD MIP,10,2022,10/1/2022,Burglary,28
884,Eugene PD MIP,10,2022,10/1/2022,Larceny,70
885,Eugene PD MIP,10,2022,10/1/2022,MVT,24
886,Eugene PD MIP,10,2022,10/1/2022,Murder,0
887,Eugene PD MIP,10,2022,10/1/2022,Rape,5
888,Eugene PD MIP,10,2022,10/1/2022,Robbery,5
889,Eugene PD MIP,10,2023,10/1/2023,Agg Assault,20
890,Eugene PD MIP,10,2023,10/1/2023,Arson,8
891,Eugene PD MIP,10,2023,10/1/2023,Burglary,27
892,Eugene PD MIP,10,2023,10/1/2023,Larceny,78
893,Eugene PD MIP,10,2023,10/1/2023,MVT,28
894,Eugene PD MIP,10,2023,10/1/2023,Murder,0
895,Eugene PD MIP,10,2023,10/1/2023,Rape,7
896,Eugene PD MIP,10,2023,10/1/2023,Robbery,15
897,Eugene PD MIP,11,2022,11/1/2022,Agg Assault,23
898,Eugene PD MIP,11,2022,11/1/2022,Arson,3
899,Eugene PD MIP,11,2022,11/1/2022,Burglary,28
900,Eugene PD MIP,11,2022,11/1/2022,Larceny,68
901,Eugene PD MIP,11,2022,11/1/2022,MVT,25
902,Eugene PD MIP,11,2022,11/1/2022,Murder,1
903,Eugene PD MIP,11,2022,11/1/2022,Rape,7
904,Eugene PD MIP,11,2022,11/1/2022,Robbery,11
905,Eugene PD MIP,11,2023,11/1/2023,Agg Assault,19
906,Eugene PD MIP,11,2023,11/1/2023,Arson,8
907,Eugene PD MIP,11,2023,11/1/2023,Burglary,29
908,Eugene PD MIP,11,2023,11/1/2023,Larceny,73
909,Eugene PD MIP,11,2023,11/1/2023,MVT,26
910,Eugene PD MIP,11,2023,11/1/2023,Murder,0
911,Eugene PD MIP,11,2023,11/1/2023,Rape,7
912,Eugene PD MIP,11,2023,11/1/2023,Robbery,8
913,Eugene PD MIP,12,2022,12/1/2022,Agg Assault,17
914,Eugene PD MIP,12,2022,12/1/2022,Arson,8
915,Eugene PD MIP,12,2022,12/1/2022,Burglary,28
916,Eugene PD MIP,12,2022,12/1/2022,Larceny,70
917,Eugene PD MIP,12,2022,12/1/2022,MVT,25
918,Eugene PD MIP,12,2022,12/1/2022,Murder,0
919,Eugene PD MIP,12,2022,12/1/2022,Rape,5
920,Eugene PD MIP,12,2022,12/1/2022,Robbery,4
921,Gresham PD MIP,1,2022,1/1/2022,Agg Assault,14
922,Gresham PD MIP,1,2022,1/1/2022,Arson,1
923,Gresham PD MIP,1,2022,1/1/2022,Burglary,21
924,Gresham PD MIP,1,2022,1/1/2022,Larceny,56
925,Gresham PD MIP,1,2022,1/1/2022,MVT,30
926,Gresham PD MIP,1,2022,1/1/2022,Murder,1
927,Gresham PD MIP,1,2022,1/1/2022,Rape,3
928,Gresham PD MIP,1,2022,1/1/2022,Robbery,7
929,Gresham PD MIP,1,2023,1/1/2023,Agg Assault,13
930,Gresham PD MIP,1,2023,1/1/2023,Arson,3
931,Gresham PD MIP,1,2023,1/1/2023,Burglary,29
932,Gresham PD MIP,1,2023,1/1/2023,Larceny,64
933,Gresham PD MIP,1,2023,1/1/2023,MVT,29
934,Gresham PD MIP,1,2023,1/1/2023,Murder,0
935,Gresham PD MIP,1,2023,1/1/2023,Rape,2
936,Gresham PD MIP,1,2023,1/1/2023,Robbery,12
937,Gresham PD MIP,2,2022,2/1/2022,Agg Assault,15
938,Gresham PD MIP,2,2022,2/1/2022,Arson,4
939,Gresham PD MIP,2,2022,2/1/2022,Burglary,19
940,Gresham PD MIP,2,2022,2/1/2022,Larceny,46
941,Gresham PD MIP,2,2022,2/1/2022,MVT,27
942,Gresham PD MIP,2,2022,2/1/2022,Murder,0
943,Gresham PD MIP,2,2022,2/1/2022,Rape,4
944,Gresham PD MIP,2,2022,2/1/2022,Robbery,12
945,Gresham PD MIP,2,2023,2/1/2023,Agg Assault,11
