"Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","Type","Source","city_state","city_state_id","Agency_Type"
"Missouri City",NA,NA,NA,NA,NA,NA,NA,2025,11,"TX","City","Scrape","Missouri City,TX","Missouri City,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,2,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,3,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,4,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,5,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,6,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,7,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,8,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,9,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,10,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,11,"TX","City","Scrape","Temple,TX","Temple,TX,City","City"
"Sandy",NA,NA,NA,NA,NA,NA,NA,2025,10,"UT","City","CDE","Sandy,UT","Sandy,UT,City","City"
"Sandy",NA,NA,NA,NA,NA,NA,NA,2025,11,"UT","City","CDE","Sandy,UT","Sandy,UT,City","City"
"Spokane Valley",NA,NA,NA,NA,NA,NA,NA,2025,11,"WA","City","CDE","Spokane Valley,WA","Spokane Valley,WA,City","City"
"Yakima",NA,NA,NA,NA,NA,NA,NA,2025,10,"WA","City","CDE","Yakima,WA","Yakima,WA,City","City"
"Yakima",NA,NA,NA,NA,NA,NA,NA,2025,11,"WA","City","CDE","Yakima,WA","Yakima,WA,City","City"
"Eau Claire",NA,NA,NA,NA,NA,NA,NA,2025,11,"WI","City","Manual","Eau Claire,WI","Eau Claire,WI,City","City"
"Janesville",NA,NA,NA,NA,NA,NA,NA,2025,11,"WI","City","Manual","Janesville,WI","Janesville,WI,City","City"
"La Crosse",NA,NA,NA,NA,NA,NA,NA,2025,11,"WI","City","Manual","La Crosse,WI","La Crosse,WI,City","City"
"Waukesha",NA,NA,NA,NA,NA,NA,NA,2025,11,"WI","City","Manual","Waukesha,WI","Waukesha,WI,City","City"
"West Allis",NA,NA,NA,NA,NA,NA,NA,2025,11,"WI","City","Manual","West Allis,WI","West Allis,WI,City","City"
"Apex",NA,NA,NA,NA,NA,NA,NA,2024,6,"NC","City","Manual","Apex,NC","Apex,NC,City","City"
"Apex",NA,NA,NA,NA,NA,NA,NA,2024,7,"NC","City","Manual","Apex,NC","Apex,NC,City","City"
"Apex",NA,NA,NA,NA,NA,NA,NA,2024,8,"NC","City","Manual","Apex,NC","Apex,NC,City","City"
"Apex",NA,NA,NA,NA,NA,NA,NA,2024,9,"NC","City","Manual","Apex,NC","Apex,NC,City","City"
"Apex",NA,NA,NA,NA,NA,NA,NA,2024,10,"NC","City","Manual","Apex,NC","Apex,NC,City","City"
"Apex",NA,NA,NA,NA,NA,NA,NA,2024,11,"NC","City","Manual","Apex,NC","Apex,NC,City","City"
"Apex",NA,NA,NA,NA,NA,NA,NA,2024,12,"NC","City","Manual","Apex,NC","Apex,NC,City","City"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,2,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,3,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,4,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,5,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,6,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,7,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,8,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,9,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,10,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,11,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2024,12,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2024,11,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2024,12,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Muncie",NA,NA,NA,NA,NA,NA,NA,2024,9,"IN","City",NA,"Muncie,IN","Muncie,IN,City","City"
"Muncie",NA,NA,NA,NA,NA,NA,NA,2024,10,"IN","City",NA,"Muncie,IN","Muncie,IN,City","City"
"Muncie",NA,NA,NA,NA,NA,NA,NA,2024,11,"IN","City",NA,"Muncie,IN","Muncie,IN,City","City"
"Muncie",NA,NA,NA,NA,NA,NA,NA,2024,12,"IN","City",NA,"Muncie,IN","Muncie,IN,City","City"
"Ottawa",NA,NA,NA,NA,NA,NA,NA,2024,6,"MI","County",NA,"Ottawa,MI","Ottawa,MI,County","County"
"Ottawa",NA,NA,NA,NA,NA,NA,NA,2024,7,"MI","County",NA,"Ottawa,MI","Ottawa,MI,County","County"
"Ottawa",NA,NA,NA,NA,NA,NA,NA,2024,8,"MI","County",NA,"Ottawa,MI","Ottawa,MI,County","County"
"Ottawa",NA,NA,NA,NA,NA,NA,NA,2024,9,"MI","County",NA,"Ottawa,MI","Ottawa,MI,County","County"
"Ottawa",NA,NA,NA,NA,NA,NA,NA,2024,10,"MI","County",NA,"Ottawa,MI","Ottawa,MI,County","County"
"Ottawa",NA,NA,NA,NA,NA,NA,NA,2024,11,"MI","County",NA,"Ottawa,MI","Ottawa,MI,County","County"
"Ottawa",NA,NA,NA,NA,NA,NA,NA,2024,12,"MI","County",NA,"Ottawa,MI","Ottawa,MI,County","County"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,1,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,2,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,3,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,4,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,5,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,6,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,7,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,8,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,9,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,10,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,11,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2024,12,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Lowell",NA,NA,NA,NA,NA,NA,NA,2023,3,"MA","City",NA,"Lowell,MA","Lowell,MA,City","City"
"Lowell",NA,NA,NA,NA,NA,NA,NA,2023,10,"MA","City",NA,"Lowell,MA","Lowell,MA,City","City"
"Lowell",NA,NA,NA,NA,NA,NA,NA,2023,11,"MA","City",NA,"Lowell,MA","Lowell,MA,City","City"
"Lowell",NA,NA,NA,NA,NA,NA,NA,2023,12,"MA","City",NA,"Lowell,MA","Lowell,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2023,8,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2023,9,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2023,10,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2023,11,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2023,12,"MA","City",NA,"Worcester,MA","Worcester,MA,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,1,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,2,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,3,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,4,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,5,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,6,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,7,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,8,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,9,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,10,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,11,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Cuyahoga Falls",NA,NA,NA,NA,NA,NA,NA,2021,12,"OH","City",NA,"Cuyahoga Falls,OH","Cuyahoga Falls,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,1,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,2,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,3,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,4,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,5,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,6,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,7,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,8,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,9,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,10,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,11,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2021,12,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,1,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,2,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,3,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,4,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,5,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,6,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,7,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,8,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Mission",NA,NA,NA,NA,NA,NA,NA,2021,9,"TX","City",NA,"Mission,TX","Mission,TX,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,1,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,2,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,3,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,4,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,5,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,6,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,7,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,8,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,9,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,10,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,11,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Novato",NA,NA,NA,NA,NA,NA,NA,2021,12,"CA","City",NA,"Novato,CA","Novato,CA,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,3,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,4,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,5,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,6,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,7,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,8,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,9,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,10,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,11,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Kettering",NA,NA,NA,NA,NA,NA,NA,2020,12,"OH","City",NA,"Kettering,OH","Kettering,OH,City","City"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2019,1,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2019,2,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2019,3,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2019,4,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2019,5,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2019,6,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2019,11,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2019,12,"NC","County","Manual","Davidson,NC","Davidson,NC,County","County"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2019,5,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2019,6,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2019,7,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2019,8,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2019,9,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2019,10,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2019,11,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
"Jacksonville",NA,NA,NA,NA,NA,NA,NA,2019,12,"NC","City","Manual","Jacksonville,NC","Jacksonville,NC,City","City"
