"Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","city_state","Agency_Type","city_state_id"
"Abilene",NA,NA,NA,NA,NA,NA,NA,2025,9,"TX","Abilene,TX","City","Abilene,TX,City"
"Adams",NA,NA,NA,NA,NA,NA,NA,2025,9,"CO","Adams,CO","County","Adams,CO,County"
"Albany",NA,NA,NA,NA,NA,NA,NA,2025,9,"NY","Albany,NY","City","Albany,NY,City"
"Albany",NA,NA,NA,NA,NA,NA,NA,2025,9,"OR","Albany,OR","City","Albany,OR,City"
"Alpharetta",NA,NA,NA,NA,NA,NA,NA,2025,9,"GA","Alpharetta,GA","City","Alpharetta,GA,City"
"Amarillo",NA,NA,NA,NA,NA,NA,NA,2025,9,"TX","Amarillo,TX","City","Amarillo,TX,City"
"Anderson",NA,NA,NA,NA,NA,NA,NA,2025,9,"IN","Anderson,IN","City","Anderson,IN,City"
"Apex",NA,NA,NA,NA,NA,NA,NA,2025,9,"NC","Apex,NC","City","Apex,NC,City"
"Arapahoe",NA,NA,NA,NA,NA,NA,NA,2025,9,"CO","Arapahoe,CO","County","Arapahoe,CO,County"
"Arcadia",NA,NA,NA,NA,NA,NA,NA,2025,9,"CA","Arcadia,CA","City","Arcadia,CA,City"
"Bartlett",NA,NA,NA,NA,NA,NA,NA,2025,9,"TN","Bartlett,TN","City","Bartlett,TN,City"
"Beaufort",NA,NA,NA,NA,NA,NA,NA,2025,9,"SC","Beaufort,SC","County","Beaufort,SC,County"
"Beaverton",NA,NA,NA,NA,NA,NA,NA,2025,9,"OR","Beaverton,OR","City","Beaverton,OR,City"
"Bensalem",NA,NA,NA,NA,NA,NA,NA,2025,9,"PA","Bensalem,PA","City","Bensalem,PA,City"
"Bexar",NA,NA,NA,NA,NA,NA,NA,2025,9,"TX","Bexar,TX","County","Bexar,TX,County"
"Bloomington",NA,NA,NA,NA,NA,NA,NA,2025,9,"IN","Bloomington,IN","City","Bloomington,IN,City"
"Boise",NA,NA,NA,NA,NA,NA,NA,2025,9,"ID","Boise,ID","City","Boise,ID,City"
"Bossier City",NA,NA,NA,NA,NA,NA,NA,2025,9,"LA","Bossier City,LA","City","Bossier City,LA,City"
"Boulder",NA,NA,NA,NA,NA,NA,NA,2025,9,"CO","Boulder,CO","City","Boulder,CO,City"
"Brookhaven",NA,NA,NA,NA,NA,NA,NA,2025,9,"GA","Brookhaven,GA","City","Brookhaven,GA,City"
"Buena Park",NA,NA,NA,NA,NA,NA,NA,2025,9,"CA","Buena Park,CA","City","Buena Park,CA,City"
"Caldwell",NA,NA,NA,NA,NA,NA,NA,2025,9,"ID","Caldwell,ID","City","Caldwell,ID,City"
"Centennial",NA,NA,NA,NA,NA,NA,NA,2025,9,"CO","Centennial,CO","City","Centennial,CO,City"
"Chesapeake",NA,NA,NA,NA,NA,NA,NA,2025,9,"VA","Chesapeake,VA","City","Chesapeake,VA,City"
"Chesterfield",NA,NA,NA,NA,NA,NA,NA,2025,9,"VA","Chesterfield,VA","County","Chesterfield,VA,County"
"Clackamas",NA,NA,NA,NA,NA,NA,NA,2025,9,"OR","Clackamas,OR","County","Clackamas,OR,County"
"Clarksville",NA,NA,NA,NA,NA,NA,NA,2025,9,"TN","Clarksville,TN","City","Clarksville,TN,City"
"Clinton Township",NA,NA,NA,NA,NA,NA,NA,2025,9,"MI","Clinton Township,MI","City","Clinton Township,MI,City"
"Colonie Town",NA,NA,NA,NA,NA,NA,NA,2025,9,"NY","Colonie Town,NY","City","Colonie Town,NY,City"
"Corvallis",NA,NA,NA,NA,NA,NA,NA,2025,9,"OR","Corvallis,OR","City","Corvallis,OR,City"
"Eugene",NA,NA,NA,NA,NA,NA,NA,2025,9,"OR","Eugene,OR","City","Eugene,OR,City"
"Evansville",NA,NA,NA,NA,NA,NA,NA,2025,9,"IN","Evansville,IN","City","Evansville,IN,City"
"Fairfax",NA,NA,NA,NA,NA,NA,NA,2025,9,"VA","Fairfax,VA","County","Fairfax,VA,County"
"Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,9,"AZ","Flagstaff,AZ","City","Flagstaff,AZ,City"
"Florissant",NA,NA,NA,NA,NA,NA,NA,2025,9,"MO","Florissant,MO","City","Florissant,MO,City"
"Forsyth",NA,NA,NA,NA,NA,NA,NA,2025,9,"GA","Forsyth,GA","County","Forsyth,GA,County"
"Fort Collins",NA,NA,NA,NA,NA,NA,NA,2025,9,"CO","Fort Collins,CO","City","Fort Collins,CO,City"
"Fort Smith",NA,NA,NA,NA,NA,NA,NA,2025,9,"AR","Fort Smith,AR","City","Fort Smith,AR,City"
"Glendale",NA,NA,NA,NA,NA,NA,NA,2025,9,"AZ","Glendale,AZ","City","Glendale,AZ,City"
"Greeley",NA,NA,NA,NA,NA,NA,NA,2025,9,"CO","Greeley,CO","City","Greeley,CO,City"
"Hall",NA,NA,NA,NA,NA,NA,NA,2025,9,"GA","Hall,GA","County","Hall,GA,County"
"Hamden",NA,NA,NA,NA,NA,NA,NA,2025,9,"CT","Hamden,CT","City","Hamden,CT,City"
"Hammond",NA,NA,NA,NA,NA,NA,NA,2025,9,"IN","Hammond,IN","City","Hammond,IN,City"
"Haverford",NA,NA,NA,NA,NA,NA,NA,2025,9,"PA","Haverford,PA","City","Haverford,PA,City"
"Hempstead Village",NA,NA,NA,NA,NA,NA,NA,2025,9,"NY","Hempstead Village,NY","City","Hempstead Village,NY,City"
"Henry",NA,NA,NA,NA,NA,NA,NA,2025,9,"GA","Henry,GA","County","Henry,GA,County"
"Horry",NA,NA,NA,NA,NA,NA,NA,2025,9,"SC","Horry,SC","County","Horry,SC,County"
"Jeffersonville",NA,NA,NA,NA,NA,NA,NA,2025,9,"IN","Jeffersonville,IN","City","Jeffersonville,IN,City"
"Johns Creek",NA,NA,NA,NA,NA,NA,NA,2025,9,"GA","Johns Creek,GA","City","Johns Creek,GA,City"
"Jonesboro",NA,NA,NA,NA,NA,NA,NA,2025,9,"AR","Jonesboro,AR","City","Jonesboro,AR,City"
"Kalamazoo",NA,NA,NA,NA,NA,NA,NA,2025,9,"MI","Kalamazoo,MI","City","Kalamazoo,MI,City"
"Kentwood",NA,NA,NA,NA,NA,NA,NA,2025,9,"MI","Kentwood,MI","City","Kentwood,MI,City"
"Kokomo",NA,NA,NA,NA,NA,NA,NA,2025,9,"IN","Kokomo,IN","City","Kokomo,IN,City"
"Lafayette",NA,NA,NA,NA,NA,NA,NA,2025,9,"LA","Lafayette,LA","City","Lafayette,LA,City"
"Lakewood",NA,NA,NA,NA,NA,NA,NA,2025,9,"CO","Lakewood,CO","City","Lakewood,CO,City"
"Lansing",NA,NA,NA,NA,NA,NA,NA,2025,9,"MI","Lansing,MI","City","Lansing,MI,City"
"Lincoln",NA,NA,NA,NA,NA,NA,NA,2025,9,"CA","Lincoln,CA","City","Lincoln,CA,City"
"Livingston",NA,NA,NA,NA,NA,NA,NA,2025,9,"MI","Livingston,MI","County","Livingston,MI,County"
"Longmont",NA,NA,NA,NA,NA,NA,NA,2025,9,"CO","Longmont,CO","City","Longmont,CO,City"
"Lynchburg",NA,NA,NA,NA,NA,NA,NA,2025,9,"VA","Lynchburg,VA","City","Lynchburg,VA,City"
"Macomb",NA,NA,NA,NA,NA,NA,NA,2025,9,"MI","Macomb,MI","County","Macomb,MI,County"
"Madison",NA,NA,NA,NA,NA,NA,NA,2025,9,"WI","Madison,WI","City","Madison,WI,City"
"Marietta",NA,NA,NA,NA,NA,NA,NA,2025,9,"GA","Marietta,GA","City","Marietta,GA,City"
"Meriden",NA,NA,NA,NA,NA,NA,NA,2025,9,"CT","Meriden,CT","City","Meriden,CT,City"
"Mesa",NA,NA,NA,NA,NA,NA,NA,2025,9,"AZ","Mesa,AZ","City","Mesa,AZ,City"
"Milwaukee",NA,NA,NA,NA,NA,NA,NA,2025,9,"WI","Milwaukee,WI","City","Milwaukee,WI,City"
"Mission Viejo",NA,NA,NA,NA,NA,NA,NA,2025,9,"CA","Mission Viejo,CA","City","Mission Viejo,CA,City"
