"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","ori","pub_agency_name","state_abbr","region_name","division_name","population","city_state.y","Agency_Type.y","State"
"Missouri City,TX,City","Missouri City",0,4,2,3,4,33,8,2023,2,"TX","Missouri City,TX","City",9,45,"Missouri City","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",77560,NA,NA,"","TX0790100","Missouri City","TX","South","West South Central",77560,"Missouri City, TX","City","South"
"Montgomery,MD,County","Montgomery",2,36,76,53,168,984,87,2017,1,"MD","Montgomery,MD","County",167,1239,"Montgomery","MD","https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",896963,NA,NA,"","MD0160400","Montgomery","MD","South","South Atlantic",896963,"Montgomery, MD","County","MD"
"Montgomery,TX,County","Montgomery",2,3,4,32,89,225,39,2017,1,"TX","Montgomery,TX","County",41,353,"Montgomery","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",565355,NA,NA,"","TX1700000","Montgomery","TX","South","West South Central",565355,"Montgomery, TX","County","South"
"Mooresville,NC,City","Mooresville",0,1,1,6,18,113,4,2017,1,"NC","Mooresville,NC","City",8,135,"Mooresville","NC","From NC","State UCR","Provided by State UCR Program",53767,NA,NA,"","NC0490100","Mooresville","NC","South","South Atlantic",53767,"Mooresville, NC","City","South"
"Mount Prospect,IL,City","Mount Prospect",0,0,1,0,4,50,4,2017,1,"IL","Mount Prospect,IL","City",1,58,"Mount Prospect","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53932,NA,NA,"Inferred Jan-Mar 2021 counts from annual average","IL0167200","Mount Prospect","IL","Midwest","East North Central",53932,"Mount Prospect, IL","City","Midwest"
"Mount Vernon,NY,City","Mount Vernon",0,3,7,23,13,85,14,2017,1,"NY","Mount Vernon,NY","City",33,112,"Mount Vernon","NY","https://www.cmvny.com/518/Annual-Reports-Monthly-Crime-Stats-Histo","Agency Aggregated","Open Source",70812,NA,NA,"","NY0590300","Mount Vernon","NY","Northeast","Middle Atlantic",70812,"Mount Vernon, NY","City","Northeast"
"Nashville,TN,City","Nashville",9,NA,192,456,335,1509,227,2017,1,"TN","Nashville,TN","City",657,2071,"Nashville","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency RMS","Open Source",690495,NA,NA,"","TN0190100","Nashville","TN","South","East South Central",690495,"Nashville, TN","City","South"
"National City,CA,City","National City",0,0,6,29,8,74,22,2019,8,"CA","National City,CA","City",35,104,"National City","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",55270,NA,NA,"","CA0370900","National City","CA","West","Pacific",55270,"National City, CA","City","West"
"New Bedford,MA,City","New Bedford",1,0,22,23,47,150,22,2017,1,"MA","New Bedford,MA","City",46,219,"New Bedford","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",100876,NA,NA,"","MA0031100","New Bedford","MA","Northeast","New England",100876,"New Bedford, MA","City","Northeast"
"New Braunfels,TX,City","New Braunfels",0,1,1,6,4,60,10,2023,4,"TX","New Braunfels,TX","City",8,74,"New Braunfels","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111942,NA,NA,"","TX0460100","New Braunfels","TX","South","West South Central",111942,"New Braunfels, TX","City","South"
"New Britain,CT,City","New Britain",0,4,7,7,49,88,23,2017,1,"CT","New Britain,CT","City",18,160,"New Britain","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",74609,NA,NA,"","CT0008900","New Britain","CT","Northeast","New England",74609,"New Britain, CT","City","Northeast"
"New Hanover,NC,County","New Hanover",0,0,4,8,38,112,5,2017,1,"NC","New Hanover,NC","County",12,155,"New Hanover","NC","From NC","State UCR","Provided by State UCR Program",105363,NA,NA,"","NC0650000","New Hanover","NC","South","South Atlantic",105363,"New Hanover, NC","County","South"
"New Orleans,LA,City","New Orleans",23,25,114,116,250,959,218,2017,1,"LA","New Orleans,LA","City",278,1427,"New Orleans","LA","https://data.nola.gov/Public-Safety-and-Preparedness/Electronic-Police-Report-2024/c5iy-ew8n/explore/query/SELECT%0A%20%20%60item_number%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60disposition%60%2C%0A%20%20%60signal_type%60%2C%0A%20%20%60signal_description%60%2C%0A%20%20%60occurred_date_time%60%2C%0A%20%20%60charge_code%60%2C%0A%20%20%60charge_description%60%2C%0A%20%20%60offender_number%60%2C%0A%20%20%60offenderid%60%2C%0A%20%20%60offenderstatus%60%2C%0A%20%20%60offender_race%60%2C%0A%20%20%60offender_gender%60%2C%0A%20%20%60offender_age%60%2C%0A%20%20%60victim_number%60%2C%0A%20%20%60persontype%60%2C%0A%20%20%60victim_race%60%2C%0A%20%20%60victim_gender%60%2C%0A%20%20%60victim_age%60%2C%0A%20%20%60victim_fatal_status%60%2C%0A%20%20%60hate_crime%60%2C%0A%20%20%60report_type%60/page/filter","Agency RMS","Open Source",364197,NA,NA,"","LANPD0000","New Orleans","LA","South","West South Central",364197,"New Orleans, LA","City","South"
"New York City,NY,City","New York City",24,112,1246,1646,1097,3580,462,2017,1,"NY","New York City,NY","City",3028,5139,"New York City","NY","https://compstat.nypdonline.org/","Agency Aggregated","Open Source",8184044,NA,NA,"","NY0303000","New York City","NY","Northeast","Middle Atlantic",8184044,"New York City, NY","City","Northeast"
"Newark,NJ,City","Newark",3,10,80,75,79,245,179,2017,1,"NJ","Newark,NJ","City",168,503,"Newark","NJ","https://www.newarkpublicsafety.org/npd/crime-statistics/","Agency Aggregated","Open Source",303827,NA,NA,"","NJNPD0000","Newark","NJ","Northeast","Middle Atlantic",303827,"Newark, NJ","City","Northeast"
"Newark,OH,City","Newark",0,3,0,0,9,30,5,2017,1,"OH","Newark,OH","City",3,44,"Newark","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",51147,NA,NA,"","OH0450100","Newark","OH","Midwest","East North Central",51147,"Newark, OH","City","Midwest"
"Newport News,VA,City","Newport News",3,7,21,35,84,335,37,2017,1,"VA","Newport News,VA","City",66,456,"Newport News","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",183600,NA,NA,"","VA1160000","Newport News","VA","South","South Atlantic",183600,"Newport News, VA","City","South"
"Norfolk,VA,City","Norfolk",3,7,35,93,115,647,57,2017,1,"VA","Norfolk,VA","City",138,819,"Norfolk","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",230849,NA,NA,"","VA1170000","Norfolk","VA","South","South Atlantic",230849,"Norfolk, VA","City","South"
"Normal,IL,City","Normal",0,5,0,3,8,68,5,2017,1,"IL","Normal,IL","City",8,81,"Normal","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",52883,NA,NA,"","IL0570200","Normal","IL","Midwest","East North Central",52883,"Normal, IL","City","Midwest"
"North Bergen Township,NJ,City","North Bergen Township",0,0,3,5,6,27,3,2017,1,"NJ","North Bergen Township,NJ","City",8,36,"North Bergen Township","NJ","http://www.northbergenpolice.com/report/datasets/crime-statistics/","Agency Aggregated","Open Source",59147,NA,NA,"","NJ0090800","North Bergen Township","NJ","Northeast","Middle Atlantic",59147,"North Bergen Township, NJ","City","Northeast"
"Norwalk,CT,City","Norwalk",0,0,0,8,15,48,6,2020,10,"CT","Norwalk,CT","City",8,69,"Norwalk","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",91639,NA,NA,"","CT0010300","Norwalk","CT","Northeast","New England",91639,"Norwalk, CT","City","Northeast"
"Novi,MI,City","Novi",0,3,0,2,5,35,4,2023,12,"MI","Novi,MI","City",5,44,"Novi","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",66482,NA,NA,"","MI6362700","Novi","MI","Midwest","East North Central",66482,"Novi, MI","City","Midwest"
"O'Fallon,MO,City","O'Fallon",0,2,1,5,2,81,4,2017,1,"MO","O'Fallon,MO","City",8,87,"O'Fallon","MO","https://showmecrime.mo.gov/","State UCR","Open Source",94702,NA,NA,"","MO0920100","O'Fallon","MO","Midwest","West North Central",94702,"O'Fallon, MO","City","Midwest"
"Oak Lawn,IL,City","Oak Lawn",1,0,3,1,9,38,1,2017,1,"IL","Oak Lawn,IL","City",5,48,"Oak Lawn","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",55368,NA,NA,"Inferred Jan 2021 counts from annual average","IL0168000","Oak Lawn","IL","Midwest","East North Central",55368,"Oak Lawn, IL","City","Midwest"
"Oceanside,CA,City","Oceanside",0,8,13,59,57,164,26,2024,8,"CA","Oceanside,CA","City",80,247,"Oceanside","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",171348,NA,NA,"","CA0371000","Oceanside","CA","West","Pacific",171348,"Oceanside, CA","City","West"
"Odessa,TX,City","Odessa",2,4,4,20,19,124,24,2024,6,"TX","Odessa,TX","City",30,167,"Odessa","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111922,NA,NA,"","TX0680200","Odessa","TX","South","West South Central",111922,"Odessa, TX","City","South"
"Omaha,NE,City","Omaha",1,21,12,82,85,881,217,2025,1,"NE","Omaha,NE","City",116,1183,"Omaha","NE","https://police.cityofomaha.org/opd-crime-statistics","Agency Aggregated","Open Source",481471,NA,NA,"","NB0280200","Omaha","NE","Midwest","West North Central",481471,"Omaha, NE","City","Midwest"
"Onslow,NC,County","Onslow",0,2,3,7,96,122,8,2017,1,"NC","Onslow,NC","County",12,226,"Onslow","NC","From NC","State UCR","Provided by State UCR Program",125993,NA,NA,"","NC0670000","Onslow","NC","South","South Atlantic",125993,"Onslow, NC","County","South"
"Oshkosh,WI,City","Oshkosh",0,1,4,11,13,77,5,2017,1,"WI","Oshkosh,WI","City",16,95,"Oshkosh","WI","https://www.oshkoshpd.com/MonthlyCrimeStats/Default.aspx","Agency Aggregated","Open Source",65548,NA,NA,"","WI0710300","Oshkosh","WI","Midwest","East North Central",65548,"Oshkosh, WI","City","Midwest"
"Palatine,IL,City","Palatine",0,0,2,1,3,36,1,2017,1,"IL","Palatine,IL","City",3,40,"Palatine","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",64407,NA,NA,"Inferred Jan-Mar 2021 counts from annual average","IL0168400","Palatine","IL","Midwest","East North Central",64407,"Palatine, IL","City","Midwest"
"Parker,CO,City","Parker",0,2,0,4,6,36,3,2017,1,"CO","Parker,CO","City",6,45,"Parker","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",62431,NA,NA,"","CO0180500","Parker","CO","West","Mountain",62431,"Parker, CO","City","West"
"Parker,TX,County","Parker",0,4,1,3,13,39,5,2017,1,"TX","Parker,TX","County",8,57,"Parker","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",114776,NA,NA,"","TX1840000","Parker","TX","South","West South Central",114776,"Parker, TX","County","South"
"Pasadena,TX,City","Pasadena",0,9,7,58,39,185,49,2024,2,"TX","Pasadena,TX","City",74,273,"Pasadena","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145850,NA,NA,"","TX1011500","Pasadena","TX","South","West South Central",145850,"Pasadena, TX","City","South"
"Pawtucket,RI,City","Pawtucket",0,1,2,23,41,104,12,2017,1,"RI","Pawtucket,RI","City",26,157,"Pawtucket","RI","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75100,NA,NA,"","RI0040800","Pawtucket","RI","Northeast","New England",75100,"Pawtucket, RI","City","Northeast"
"Pearland,TX,City","Pearland",0,2,4,5,18,119,3,2018,3,"TX","Pearland,TX","City",11,140,"Pearland","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",127433,NA,NA,"","TX0201000","Pearland","TX","South","West South Central",127433,"Pearland, TX","City","South"
"Pflugerville,TX,City","Pflugerville",1,0,0,5,9,54,8,2020,9,"TX","Pflugerville,TX","City",6,71,"Pflugerville","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",65599,NA,NA,"","TX2270900","Pflugerville","TX","South","West South Central",65599,"Pflugerville, TX","City","South"
"Pharr,TX,City","Pharr",0,2,1,8,10,63,6,2024,6,"TX","Pharr,TX","City",11,79,"Pharr","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",80359,NA,NA,"","TX1081100","Pharr","TX","South","West South Central",80359,"Pharr, TX","City","South"
"Philadelphia,PA,City","Philadelphia",30,111,582,591,544,2785,464,2017,1,"PA","Philadelphia,PA","City",1314,3793,"Philadelphia","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",1550843,NA,NA,"","PAPEP0000","Philadelphia","PA","Northeast","Middle Atlantic",1550843,"Philadelphia, PA","City","Northeast"
"Phoenix,AZ,City","Phoenix",6,106,240,350,1008,2827,591,2017,1,"AZ","Phoenix,AZ","City",702,4426,"Phoenix","AZ","https://www.phoenixopendata.com/dataset/crime-data/resource/0ce3411a-2fc6-4302-a33f-167f68608a20","Agency RMS","Open Source",1660686,NA,NA,"","AZ0072300","Phoenix","AZ","West","Mountain",1660686,"Phoenix, AZ","City","West"
"Pima,AZ,County","Pima",2,4,12,23,173,546,68,2017,1,"AZ","Pima,AZ","County",41,787,"Pima","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",365222,NA,NA,"Inferred Jan-Feb 2019 from annual average","AZ0100000","Pima","AZ","West","Mountain",365222,"Pima, AZ","County","West"
"Pittsburgh,PA,City","Pittsburgh",4,NA,NA,NA,NA,NA,NA,2017,1,"PA","Pittsburgh,PA","City",4,0,"Pittsburgh","PA","https://app.powerbigov.us/view?r=eyJrIjoiMDYzNWMyNGItNWNjMS00ODMwLWIxZDgtMTNkNzhlZDE2OWFjIiwidCI6ImY1ZjQ3OTE3LWM5MDQtNDM2OC05MTIwLWQzMjdjZjE3NTU5MSJ9","Agency Aggregated","Open Source",304825,NA,NA,"","PAPPD0000","Pittsburgh","PA","Northeast","Middle Atlantic",304825,"Pittsburgh, PA","City","Northeast"
"Pittsfield,MA,City","Pittsfield",0,12,2,20,53,74,2,2017,1,"MA","Pittsfield,MA","City",34,129,"Pittsfield","MA","From Pittsfield PD","Agency Aggregated","Provided by Agency",43078,NA,NA,"","MA0022200","Pittsfield","MA","Northeast","New England",43078,"Pittsfield, MA","City","Northeast"
"Plano,TX,City","Plano",0,12,8,13,54,288,33,2019,6,"TX","Plano,TX","City",33,375,"Plano","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",291140,NA,NA,"","TX0430600","Plano","TX","South","West South Central",291140,"Plano, TX","City","South"
"Plymouth,MN,City","Plymouth",0,2,1,2,16,62,3,2017,1,"MN","Plymouth,MN","City",5,81,"Plymouth","MN","https://cde.state.mn.us/","State UCR","Open Source",77576,NA,NA,"","MN0271700","Plymouth","MN","Midwest","West North Central",77576,"Plymouth, MN","City","Midwest"
"Pocatello,ID,City","Pocatello",0,1,1,16,32,75,10,2017,1,"ID","Pocatello,ID","City",18,117,"Pocatello","ID","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",58390,NA,NA,"","ID0030200","Pocatello","ID","West","Mountain",58390,"Pocatello, ID","City","West"
"Port Arthur,TX,City","Port Arthur",1,7,4,27,48,62,13,2022,1,"TX","Port Arthur,TX","City",39,123,"Port Arthur","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",55371,NA,NA,"","TX1230700","Port Arthur","TX","South","West South Central",55371,"Port Arthur, TX","City","South"
"Portland,OR,City","Portland",0,21,77,121,321,1822,670,2017,1,"OR","Portland,OR","City",219,2813,"Portland","OR","https://public.tableau.com/app/profile/portlandpolicebureau/viz/New_Monthly_Neighborhood/MonthlyOffenseTotals","Agency RMS","Open Source",626146,NA,NA,"","OR0260200","Portland","OR","West","Pacific",626146,"Portland, OR","City","West"
"Portsmouth,VA,City","Portsmouth",3,2,21,21,112,274,44,2017,1,"VA","Portsmouth,VA","City",47,430,"Portsmouth","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",96649,NA,NA,"","VA1200000","Portsmouth","VA","South","South Atlantic",96649,"Portsmouth, VA","City","South"
"Prescott Valley,AZ,City","Prescott Valley",0,2,0,6,10,84,3,2017,1,"AZ","Prescott Valley,AZ","City",8,97,"Prescott Valley","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",50166,NA,NA,"","AZ0131100","Prescott Valley","AZ","West","Mountain",50166,"Prescott Valley, AZ","City","West"
"Prince George's,MD,County","Prince George's",3,9,95,113,198,918,226,2017,1,"MD","Prince George's,MD","County",220,1342,"Prince George's","MD","https://data.princegeorgescountymd.gov/browse?category=Public+Safety&sortBy=relevance&page=1&pageSize=20","Agency RMS","Open Source",725229,NA,NA,"Used FBI data for Jan & Feb 2017, agency data since","MD0172100","Prince George's","MD","South","South Atlantic",725229,"Prince George's, MD","County","South"
"Prince William,VA,County","Prince William",1,9,20,51,45,328,37,2017,1,"VA","Prince William,VA","County",81,410,"Prince William","VA","From VA","State UCR","Provided by State UCR Program",480467,NA,NA,"","VA0750300","Prince William","VA","South","South Atlantic",480467,"Prince William, VA","County","South"
"Providence,RI,City","Providence",0,10,29,43,108,380,58,2017,1,"RI","Providence,RI","City",82,546,"Providence","RI","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",189590,NA,NA,"","RI0040900","Providence","RI","Northeast","New England",189590,"Providence, RI","City","Northeast"
"Raleigh,NC,City","Raleigh",0,10,46,84,189,664,64,2017,1,"NC","Raleigh,NC","City",140,917,"Raleigh","NC","From NC","State UCR","Provided by State UCR Program",482842,NA,NA,"","NC0920100","Raleigh","NC","South","South Atlantic",482842,"Raleigh, NC","City","South"
"Reading,PA,City","Reading",0,1,17,13,59,118,13,2017,1,"PA","Reading,PA","City",31,190,"Reading","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",97790,NA,NA,"","PA0061400","Reading","PA","Northeast","Middle Atlantic",97790,"Reading, PA","City","Northeast"
"Redlands,CA,City","Redlands",0,3,4,12,45,164,21,2017,1,"CA","Redlands,CA","City",19,230,"Redlands","CA","https://www.cityofredlands.org/police","Agency Aggregated","Provided by Agency",74147,NA,NA,"","CA0360800","Redlands","CA","West","Pacific",74147,"Redlands, CA","City","West"
"Revere,MA,City","Revere",0,1,2,14,21,68,7,2017,1,"MA","Revere,MA","City",17,96,"Revere","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",57132,NA,NA,"","MA0130400","Revere","MA","Northeast","New England",57132,"Revere, MA","City","Northeast"
"Richardson,TX,City","Richardson",1,0,3,6,23,153,49,2023,7,"TX","Richardson,TX","City",10,225,"Richardson","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",119008,NA,NA,"","TX0572000","Richardson","TX","South","West South Central",119008,"Richardson, TX","City","South"
"Richmond,CA,City","Richmond",1,6,35,58,63,214,122,2017,1,"CA","Richmond,CA","City",100,399,"Richmond","CA","https://www.ci.richmond.ca.us/4010/Crime-Statistics-Reports","Agency Aggregated","Open Source",113282,NA,NA,"","CA0071000","Richmond","CA","West","Pacific",113282,"Richmond, CA","City","West"
"Richmond,VA,City","Richmond",9,3,47,54,146,527,119,2017,1,"VA","Richmond,VA","City",113,792,"Richmond","VA","https://apps.richmondgov.com/applications/CrimeInfo","Agency RMS","Open Source",230789,NA,NA,"","VA1220000","Richmond","VA","South","South Atlantic",230789,"Richmond, VA","City","South"
"Riverside,CA,City","Riverside",0,NA,53,78,165,611,166,2017,1,"CA","Riverside,CA","City",131,942,"Riverside","CA","https://www.riversideca.gov/transparency/data/dataset/show/27","Agency RMS","Open Source",323473,NA,NA,"","CA0331300","Riverside","CA","West","Pacific",323473,"Riverside, CA","City","West"
"Rochester,NY,City","Rochester",0,NA,70,39,105,480,37,2017,1,"NY","Rochester,NY","City",109,622,"Rochester","NY","https://data-rpdny.opendata.arcgis.com/datasets/rpdny::rpd-part-i-crime-2011-to-present/explore","Agency RMS","Open Source",208452,NA,NA,"","NY0270100","Rochester","NY","Northeast","Middle Atlantic",208452,"Rochester, NY","City","Northeast"
"Rockford,IL,City","Rockford",1,5,48,184,142,258,48,2017,1,"IL","Rockford,IL","City",238,448,"Rockford","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",145873,NA,NA,"","IL1010400","Rockford","IL","Midwest","East North Central",145873,"Rockford, IL","City","Midwest"
"Rockwall,TX,City","Rockwall",0,2,0,2,3,47,6,2021,3,"TX","Rockwall,TX","City",4,56,"Rockwall","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",53433,NA,NA,"","TX1990100","Rockwall","TX","South","West South Central",53433,"Rockwall, TX","City","South"
"Rocky Mount,NC,City","Rocky Mount",0,0,12,15,46,101,10,2017,1,"NC","Rocky Mount,NC","City",27,157,"Rocky Mount","NC","From NC","State UCR","Provided by State UCR Program",53865,NA,NA,"","NC0330100","Rocky Mount","NC","South","South Atlantic",53865,"Rocky Mount, NC","City","South"
"Round Rock,TX,City","Round Rock",0,4,0,15,9,148,6,2021,5,"TX","Round Rock,TX","City",19,163,"Round Rock","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",129898,NA,NA,"","TX2460500","Round Rock","TX","South","West South Central",129898,"Round Rock, TX","City","South"
"Rowlett,TX,City","Rowlett",0,2,2,9,14,87,2,2017,12,"TX","Rowlett,TX","City",13,103,"Rowlett","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",66671,NA,NA,"","TX0573300","Rowlett","TX","South","West South Central",66671,"Rowlett, TX","City","South"
"Royal Oak,MI,City","Royal Oak",0,1,0,4,2,36,5,2017,10,"MI","Royal Oak,MI","City",5,43,"Royal Oak","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",57233,NA,NA,"","MI6371400","Royal Oak","MI","Midwest","East North Central",57233,"Royal Oak, MI","City","Midwest"
"Salt Lake City,UT,City","Salt Lake City",0,17,39,45,127,1035,173,2017,1,"UT","Salt Lake City,UT","City",101,1335,"Salt Lake City","UT","https://slcpd.com/open-data/crimestatistics/","Agency Aggregated","Open Source",206692,NA,NA,"","UT0180300","Salt Lake City","UT","West","Mountain",206692,"Salt Lake City, UT","City","West"
"San Angelo,TX,City","San Angelo",0,1,2,5,39,174,12,2024,7,"TX","San Angelo,TX","City",8,225,"San Angelo","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",98642,NA,NA,"","TX2260100","San Angelo","TX","South","West South Central",98642,"San Angelo, TX","City","South"
"San Antonio,TX,City","San Antonio",10,108,198,546,925,4211,504,2017,12,"TX","San Antonio,TX","City",862,5640,"San Antonio","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1490047,NA,NA,"","TXSPD0000","San Antonio","TX","South","West South Central",1490047,"San Antonio, TX","City","South"
"San Diego,CA,City","San Diego",2,46,115,385,220,1181,495,2022,8,"CA","San Diego,CA","City",548,1896,"San Diego","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",1378349,NA,NA,"","CA0371100","San Diego","CA","West","Pacific",1378349,"San Diego, CA","City","West"
"San Diego,CA,County","San Diego",4,29,46,153,226,541,135,2017,1,"CA","San Diego,CA","County",232,902,"San Diego","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",519218,NA,NA,"See County Sheriff","CA0370000","San Diego","CA","West","Pacific",519218,"San Diego, CA","County","West"
"San Francisco,CA,City","San Francisco",6,45,241,232,433,3666,409,2017,1,"CA","San Francisco,CA","City",524,4508,"San Francisco","CA","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-reports","Agency Aggregated","Open Source",782846,NA,NA,"","CA0380100","San Francisco","CA","West","Pacific",782846,"San Francisco, CA","City","West"
"San Jose,CA,City","San Jose",4,50,101,157,373,1194,877,2017,1,"CA","San Jose,CA","City",312,2444,"San Jose","CA","https://www.sjpd.org/records/crime-stats-maps/police-dashboards","Agency Aggregated","Open Source",952530,NA,NA,"","CA0431300","San Jose","CA","West","Pacific",952530,"San Jose, CA","City","West"
"San Marcos,TX,City","San Marcos",1,6,2,7,7,109,15,2019,6,"TX","San Marcos,TX","City",16,131,"San Marcos","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71413,NA,NA,"","TX1050100","San Marcos","TX","South","West South Central",71413,"San Marcos, TX","City","South"
"Sarasota,FL,County","Sarasota",0,2,6,28,62,308,22,2017,1,"FL","Sarasota,FL","County",36,392,"Sarasota","FL","https://www.sarasotasheriff.org/news/crime_crash_statistics/uniform_crime_reporting_statistics.php#revize_document_center_rz1986","Agency Aggregated","Open Source",294526,NA,NA,"","FL0580000","Sarasota","FL","South","South Atlantic",294526,"Sarasota, FL","County","South"
"Schaumburg,IL,City","Schaumburg",0,1,5,1,6,92,4,2017,1,"IL","Schaumburg,IL","City",7,102,"Schaumburg","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75140,NA,NA,"Inferred Jan-Mar 2021 from annual average","IL0162A00","Schaumburg","IL","Midwest","East North Central",75140,"Schaumburg, IL","City","Midwest"
"Scottsdale,AZ,City","Scottsdale",2,11,14,19,85,393,27,2017,1,"AZ","Scottsdale,AZ","City",46,505,"Scottsdale","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",243644,NA,NA,"","AZ0072500","Scottsdale","AZ","West","Mountain",243644,"Scottsdale, AZ","City","West"
"Scranton,PA,City","Scranton",0,1,9,3,38,84,12,2017,1,"PA","Scranton,PA","City",13,134,"Scranton","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",75687,NA,NA,"","PA0350400","Scranton","PA","Northeast","Middle Atlantic",75687,"Scranton, PA","City","Northeast"
