"city_state_id","ori.x","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori.y","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Broomfield,CO,City","CO0640100","Broomfield",0,2,1,3,8,102,10,2017,1,"City","Broomfield,CO","City",6,120,"Broomfield","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",77072,NA,NA,"","","CO0640100","Broomfield",NA,"West","Mountain","broomfield","CO",78294,"city 50,000 thru 99,999",NA,NA,NA,NA,77072,"Broomfield, CO","City","CO","CO"
"Brownsville,TX,City","TX0310100","Brownsville",1,4,9,12,58,424,18,2017,1,"City","Brownsville,TX","City",26,500,"Brownsville","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",190590,NA,NA,"","","TX0310100","Brownsville",NA,"South","West South Central","brownsville","TX",191221,"city 100,000 thru 249,999",NA,NA,NA,NA,190590,"Brownsville, TX","City","TX","TX"
"Buffalo,NY,City","NY0140100","Buffalo",8,15,75,94,165,496,63,2017,1,"City","Buffalo,NY","City",192,724,"Buffalo","https://data.buffalony.gov/Public-Safety/Monthly-Uniform-Crime-Reporting-UCR-Program-Statis/xxu9-yrhd/data","Agency Aggregated","Open Source",275922,NA,NA,"","","NY0140100","Buffalo",NA,"Northeast","Middle Atlantic","buffalo","NY",273728,"city 250,000 thru 499,999",NA,NA,NA,NA,275922,"Buffalo, NY","City","NY","NY"
"Buncombe,NC,County","NC0110000","Buncombe",0,1,4,10,51,99,11,2017,1,"County","Buncombe,NC","County",15,161,"Buncombe","From NC","State UCR","Provided by State UCR Program",158547,NA,NA,"","","NC0110000","Buncombe",NA,"South","South Atlantic","buncombe","NC",161061,"msa-county 100,000+",NA,NA,NA,NA,158547,"Buncombe, NC","County","NC","NC"
"Burleson,TX,City","TX1260200","Burleson",1,1,0,5,9,48,10,2017,1,"City","Burleson,TX","City",7,67,"Burleson","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56307,NA,NA,"","","TX1260200","Burleson",NA,"South","West South Central","burleson","TX",47228,"city 50,000 thru 99,999",NA,NA,NA,NA,56307,"Burleson, TX","City","TX","TX"
"Burlington,NC,City","NC0010100","Burlington",0,2,8,42,33,130,6,2017,1,"City","Burlington,NC","City",52,169,"Burlington","From NC","State UCR","Provided by State UCR Program",60156,NA,NA,"","","NC0010100","Burlington",NA,"South","South Atlantic","burlington","NC",58041,"city 50,000 thru 99,999",NA,NA,NA,NA,60156,"Burlington, NC","City","NC","NC"
"Burlington,VT,City","VT0040100","Burlington",0,2,3,14,15,45,0,2017,1,"City","Burlington,VT","City",19,60,"Burlington","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",44522,NA,NA,"","","VT0040100","Burlington",NA,"Northeast","New England","burlington","VT",44456,"city 25,000 thru 49,999",NA,NA,NA,NA,44522,"Burlington, VT","City","VT","VT"
"Burnsville,MN,City","MN0190100","Burnsville",0,0,4,2,9,105,5,2017,1,"City","Burnsville,MN","City",6,119,"Burnsville","https://cde.state.mn.us/","State UCR","Open Source",63650,NA,NA,"","","MN0190100","Burnsville",NA,"Midwest","West North Central","burnsville","MN",64860,"city 50,000 thru 99,999",NA,NA,NA,NA,63650,"Burnsville, MN","City","MN","MN"
"Caldwell,ID,City","ID0140100","Caldwell",0,0,1,13,18,35,25,2017,1,"City","Caldwell,ID","City",14,78,"Caldwell","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68731,NA,NA,"","","ID0140100","Caldwell",NA,"West","Mountain","caldwell","ID",71115,"city 50,000 thru 99,999",NA,NA,NA,NA,68731,"Caldwell, ID","City","ID","ID"
"Cambridge,MA,City","MA0091100","Cambridge",0,0,4,18,32,99,7,2017,1,"City","Cambridge,MA","City",22,138,"Cambridge","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",118960,NA,NA,"","","MA0091100","Cambridge",NA,"Northeast","New England","cambridge","MA",120447,"city 100,000 thru 249,999",NA,NA,NA,NA,118960,"Cambridge, MA","City","MA","MA"
"Cameron,TX,County","TX0310000","Cameron",0,1,0,11,35,40,2,2017,1,"County","Cameron,TX","County",12,77,"Cameron","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Agency Aggregated",100581,NA,NA,"","","TX0310000","Cameron",NA,"South","West South Central","cameron","TX",100581,"msa-county 100,000+",NA,NA,NA,NA,95894,"Cameron, TX","County","TX","TX"
"Canton Township,MI,City","MI8290800","Canton Township",0,4,2,6,7,69,3,2017,1,"City","Canton Township,MI","City",12,79,"Canton Township","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","Crime Data Explorer","Open Source",98915,NA,NA,"","","MI8290800","Canton Township",NA,"Midwest","East North Central","canton township","MI",97844,"city 50,000 thru 99,999",NA,NA,NA,NA,98915,"Canton Township, MI","City","MI","MI"
"Carrollton,TX,City","TX0570400","Carrollton",0,2,5,4,28,139,18,2017,1,"City","Carrollton,TX","City",11,185,"Carrollton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",134261,NA,NA,"Inferred Aug-Dec 2019 from annual average","","TX0570400","Carrollton",NA,"South","West South Central","carrollton","TX",82298,"city 100,000 thru 249,999",NA,NA,NA,NA,134261,"Carrollton, TX","City","TX","TX"
"Cary,NC,City","NC0920300","Cary",0,3,10,8,26,122,4,2017,1,"City","Cary,NC","City",21,152,"Cary","From NC","State UCR","Provided by State UCR Program",182878,NA,NA,"","","NC0920300","Cary",NA,"South","South Atlantic","cary","NC",177768,"city 100,000 thru 249,999",NA,NA,NA,NA,182878,"Cary, NC","City","NC","NC"
"Casa Grande,AZ,City","AZ0110100","Casa Grande",0,2,4,15,16,96,9,2017,1,"City","Casa Grande,AZ","City",21,121,"Casa Grande","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",63228,NA,NA,"","","AZ0110100","Casa Grande",NA,"West","Mountain","casa grande","AZ",67317,"city 50,000 thru 99,999",NA,NA,NA,NA,63228,"Casa Grande, AZ","City","AZ","AZ"
"Castle Rock,CO,City","CO0180100","Castle Rock",0,5,2,3,7,67,1,2017,1,"City","Castle Rock,CO","City",10,75,"Castle Rock","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",83546,NA,NA,"","","CO0180100","Castle Rock",NA,"West","Mountain","castle rock","CO",84098,"city 50,000 thru 99,999",NA,NA,NA,NA,83546,"Castle Rock, CO","City","CO","CO"
"Cedar Park,TX,City","TX2460900","Cedar Park",0,4,1,3,9,60,1,2017,1,"City","Cedar Park,TX","City",8,70,"Cedar Park","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",77464,NA,NA,"","","TX2460900","Cedar Park",NA,"South","West South Central","cedar park","TX",70724,"city 50,000 thru 99,999",NA,NA,NA,NA,77464,"Cedar Park, TX","City","TX","TX"
"Cedar Rapids,IA,City","IA0570100","Cedar Rapids",0,6,9,15,64,272,27,2017,1,"City","Cedar Rapids,IA","City",30,363,"Cedar Rapids","From IA","Crime Data Explorer","Provided by Agency",135777,NA,NA,"","","IA0570100","Cedar Rapids",NA,"Midwest","West North Central","cedar rapids","IA",135363,"city 100,000 thru 249,999",NA,NA,NA,NA,135777,"Cedar Rapids, IA","City","IA","IA"
"Champaign,IL,City","IL0100100","Champaign",0,5,12,36,66,177,16,2017,1,"City","Champaign,IL","City",53,259,"Champaign","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",89687,NA,NA,"","","IL0100100","Champaign",NA,"Midwest","East North Central","champaign","IL",89466,"city 50,000 thru 99,999",NA,NA,NA,NA,89687,"Champaign, IL","City","IL","IL"
"Chandler,AZ,City","AZ0070500","Chandler",0,8,15,18,61,423,49,2017,1,"City","Chandler,AZ","City",41,533,"Chandler","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",282419,NA,NA,"","","AZ0070500","Chandler",NA,"West","Mountain","chandler","AZ",281117,"city 250,000 thru 499,999",NA,NA,NA,NA,282419,"Chandler, AZ","City","AZ","AZ"
"Chapel Hill,NC,City","NC0680100","Chapel Hill",0,0,3,3,26,95,4,2017,1,"City","Chapel Hill,NC","City",6,125,"Chapel Hill","From NC","State UCR","Provided by State UCR Program",65066,NA,NA,"","","NC0680100","Chapel Hill",NA,"South","South Atlantic","chapel hill","NC",61069,"city 50,000 thru 99,999",NA,NA,NA,NA,65066,"Chapel Hill, NC","City","NC","NC"
"Charleston,SC,City","SC0100100","Charleston",0,6,8,21,46,187,12,2017,1,"City","Charleston,SC","City",35,245,"Charleston","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",155159,NA,NA,"","","SC0100100","Charleston",NA,"South","South Atlantic","charleston","SC",140549,"city 100,000 thru 249,999",NA,NA,NA,NA,155159,"Charleston, SC","City","SC","SC"
"Charlotte,NC,City","NC0600100","Charlotte",9,25,198,353,583,2153,253,2017,1,"City","Charlotte,NC","City",585,2989,"Charlotte","From NC","State UCR","Provided by State UCR Program",979304,NA,NA,"","","NC0600100","Charlotte",NA,"South","South Atlantic","charlotte-mecklenburg","NC",1003130,"city 1,000,000+",NA,NA,NA,NA,979304,"Charlotte, NC","City","NC","NC"
"Chattanooga,TN,City","TN0330100","Chattanooga",2,3,43,98,135,567,81,2017,1,"City","Chattanooga,TN","City",146,783,"Chattanooga","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Crime Data Explorer","Open Source",185370,NA,NA,"","","TN0330100","Chattanooga",NA,"South","East South Central","chattanooga","TN",188894,"city 100,000 thru 249,999",NA,NA,NA,NA,185370,"Chattanooga, TN","City","TN","TN"
"Chicago,IL,City","ILCPD0000","Chicago",54,163,1075,953,1274,4957,1173,2017,1,"City","Chicago,IL","City",2245,7404,"Chicago","https://data.cityofchicago.org/Public-Safety/Crimes-2001-to-Present/ijzp-q8t2/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60block%60%2C%0A%20%20%60iucr%60%2C%0A%20%20%60primary_type%60%2C%0A%20%20%60description%60%2C%0A%20%20%60location_description%60%2C%0A%20%20%60arrest%60%2C%0A%20%20%60domestic%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60district%60%2C%0A%20%20%60ward%60%2C%0A%20%20%60community_area%60%2C%0A%20%20%60fbi_code%60%2C%0A%20%20%60x_coordinate%60%2C%0A%20%20%60y_coordinate%60%2C%0A%20%20%60year%60%2C%0A%20%20%60updated_on%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60location%60%2C%0A%20%20%60%3A%40computed_region_awaf_s7ux%60%2C%0A%20%20%60%3A%40computed_region_6mkv_f3dw%60%2C%0A%20%20%60%3A%40computed_region_vrxf_vc4k%60%2C%0A%20%20%60%3A%40computed_region_bdys_3d7i%60%2C%0A%20%20%60%3A%40computed_region_43wa_7qmu%60%2C%0A%20%20%60%3A%40computed_region_rpca_8um6%60%2C%0A%20%20%60%3A%40computed_region_d9mm_jgwp%60%2C%0A%20%20%60%3A%40computed_region_d3ds_rm58%60%2C%0A%20%20%60%3A%40computed_region_8hcu_yrd4%60%0AORDER%20BY%20%60date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",2628298,NA,NA,"","","ILCPD0000","Chicago",NA,"Midwest","East North Central","chicago","IL",2638698,"city 1,000,000+",NA,NA,NA,NA,2628298,"Chicago, IL","City","IL","IL"
"Chico,CA,City","CA0040200","Chico",0,4,5,9,43,192,46,2017,1,"City","Chico,CA","City",18,281,"Chico","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",100896,NA,NA,"","","CA0040200","Chico",NA,"West","Pacific","chico","CA",100831,"city 100,000 thru 249,999",NA,NA,NA,NA,100896,"Chico, CA","City","CA","CA"
"Chicopee,MA,City","MA0070500","Chicopee",0,3,4,16,26,83,13,2017,1,"City","Chicopee,MA","City",23,122,"Chicopee","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",55043,NA,NA,"","","MA0070500","Chicopee",NA,"Northeast","New England","chicopee","MA",55770,"city 50,000 thru 99,999",NA,NA,NA,NA,55043,"Chicopee, MA","City","MA","MA"
"Chino,CA,City","CA0360200","Chino",2,0,7,10,34,127,37,2017,1,"City","Chino,CA","City",19,198,"Chino","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",94162,NA,NA,"","","CA0360200","Chino",NA,"West","Pacific","chino","CA",93818,"city 50,000 thru 99,999",NA,NA,NA,NA,94162,"Chino, CA","City","CA","CA"
"Cincinnati,OH,City","OHCIP0000","Cincinnati",6,24,100,98,293,847,147,2017,1,"City","Cincinnati,OH","City",228,1287,"Cincinnati","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",309484,NA,NA,"","","OHCIP0000","Cincinnati",NA,"Midwest","East North Central","cincinnati","OH",311599,"city 250,000 thru 499,999",NA,NA,NA,NA,309484,"Cincinnati, OH","City","OH","OH"
"Clackamas,OR,County","OR0030000","Clackamas",0,9,7,14,53,339,80,2017,1,"County","Clackamas,OR","County",30,472,"Clackamas","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",243311,NA,NA,"","","OR0030000","Clackamas",NA,"West","Pacific","clackamas","OR",248474,"msa-county 100,000+",NA,NA,NA,NA,243311,"Clackamas, OR","County","OR","OR"
"Clarksville,TN,City","TN0630100","Clarksville",1,14,18,65,71,269,21,2017,1,"City","Clarksville,TN","City",98,361,"Clarksville","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Crime Data Explorer","Open Source",181916,NA,NA,"","","TN0630100","Clarksville",NA,"South","East South Central","clarksville","TN",185349,"city 100,000 thru 249,999",NA,NA,NA,NA,181916,"Clarksville, TN","City","TN","TN"
"Cleveland,OH,City","OHCLP0000","Cleveland",11,33,289,176,561,829,370,2017,1,"City","Cleveland,OH","City",509,1760,"Cleveland","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",358146,NA,NA,"","","OHCLP0000","Cleveland",NA,"Midwest","East North Central","cleveland","OH",362762,"city 250,000 thru 499,999",NA,NA,NA,NA,358146,"Cleveland, OH","City","OH","OH"
"Clifton,NJ,City","NJ0160200","Clifton",0,0,5,9,17,120,8,2017,1,"City","Clifton,NJ","City",14,145,"Clifton","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",89870,NA,NA,"Inferred Jan - Feb 2021 & Feb - Mar 2023 from annual average","","NJ0160200","Clifton",NA,"Northeast","Middle Atlantic","clifton","NJ",89870,"city 50,000 thru 99,999",NA,NA,NA,NA,88361,"Clifton, NJ","City","NJ","NJ"
"Clinton Township,MI,City","MI5084900","Clinton Township",0,3,4,17,28,85,16,2017,1,"City","Clinton Township,MI","City",24,129,"Clinton Township","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",99012,NA,NA,"","","MI5084900","Clinton Township",NA,"Midwest","East North Central","clinton township","MI",99056,"city 50,000 thru 99,999",NA,NA,NA,NA,99012,"Clinton Township, MI","City","MI","MI"
"Clovis,CA,City","CA0100100","Clovis",0,6,6,14,53,241,14,2017,1,"City","Clovis,CA","City",26,308,"Clovis","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",126552,NA,NA,"","","CA0100100","Clovis",NA,"West","Pacific","clovis","CA",127560,"city 100,000 thru 249,999",NA,NA,NA,NA,126552,"Clovis, CA","City","CA","CA"
"Colerain Township,OH,City","OH0314200","Colerain Township",0,2,2,6,11,147,3,2017,1,"City","Colerain Township,OH","City",10,161,"Colerain Township","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",58268,NA,NA,"","","OH0314200","Colerain Township",NA,"Midwest","East North Central","colerain township","OH",58402,"city 50,000 thru 99,999",NA,NA,NA,NA,58268,"Colerain Township, OH","City","OH","OH"
"College Station,TX,City","TX0210200","College Station",0,4,11,8,50,144,8,2017,1,"City","College Station,TX","City",23,202,"College Station","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",126136,NA,NA,"","","TX0210200","College Station",NA,"South","West South Central","college station","TX",126702,"city 100,000 thru 249,999",NA,NA,NA,NA,126136,"College Station, TX","City","TX","TX"
"Collierville,TN,City","TN0790100","Collierville",0,1,0,2,6,53,2,2017,1,"City","Collierville,TN","City",3,61,"Collierville","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Crime Data Explorer","Open Source",51686,NA,NA,"","","TN0790100","Collierville",NA,"South","East South Central","collierville","TN",51312,"city 50,000 thru 99,999",NA,NA,NA,NA,51686,"Collierville, TN","City","TN","TN"
"Collin,TX,County","TX0430000","Collin",0,4,0,4,6,27,0,2017,1,"County","Collin,TX","County",8,33,"Collin","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Agency Aggregated",118730,NA,NA,"","","TX0430000","Collin",NA,"South","West South Central","collin","TX",118730,"msa-county 100,000+",NA,NA,NA,NA,95286,"Collin, TX","County","TX","TX"
"Colorado Springs,CO,City","CO0210100","Colorado Springs",5,74,29,123,184,965,146,2017,1,"City","Colorado Springs,CO","City",231,1295,"Colorado Springs","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",489254,NA,NA,"","","CO0210100","Colorado Springs",NA,"West","Mountain","colorado springs","CO",491474,"city 250,000 thru 499,999",NA,NA,NA,NA,489254,"Colorado Springs, CO","City","CO","CO"
"Columbia,MO,City","MO0100200","Columbia",0,15,11,37,45,189,27,2017,1,"City","Columbia,MO","City",63,261,"Columbia","https://showmecrime.mo.gov/","State UCR","Open Source",129602,NA,NA,"","","MO0100200","Columbia",NA,"Midwest","West North Central","columbia","MO",130354,"city 100,000 thru 249,999",NA,NA,NA,NA,129602,"Columbia, MO","City","MO","MO"
"Columbus,OH,City","OHCOP0000","Columbus",9,134,156,116,576,1932,391,2017,1,"City","Columbus,OH","City",415,2899,"Columbus","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",908834,NA,NA,"","","OHCOP0000","Columbus",NA,"Midwest","East North Central","columbus","OH",888169,"city 500,000 thru 999,999",NA,NA,NA,NA,908834,"Columbus, OH","City","OH","OH"
"Comal,TX,County","TX0460000","Comal",0,2,0,2,16,33,6,2017,1,"County","Comal,TX","County",4,55,"Comal","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Agency Aggregated",100029,NA,NA,"","","TX0460000","Comal",NA,"South","West South Central","comal","TX",100029,"msa-county 100,000+",NA,NA,NA,NA,94653,"Comal, TX","County","TX","TX"
"Commerce City,CO,City","CO0010300","Commerce City",1,9,5,20,17,79,30,2017,1,"City","Commerce City,CO","City",35,126,"Commerce City","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",67851,NA,NA,"","","CO0010300","Commerce City",NA,"West","Mountain","commerce city","CO",70170,"city 50,000 thru 99,999",NA,NA,NA,NA,67851,"Commerce City, CO","City","CO","CO"
"Concord,CA,City","CA0070400","Concord",0,5,9,21,41,250,81,2017,1,"City","Concord,CA","City",35,372,"Concord","https://www.cityofconcord.org/1197/2024-Crime-Statistics","Agency Aggregated","Open Source",121331,NA,NA,"","","CA0070400","Concord",NA,"West","Pacific","concord","CA",121341,"city 100,000 thru 249,999",NA,NA,NA,NA,121331,"Concord, CA","City","CA","CA"
"Concord,NC,City","NC0130100","Concord",0,0,5,8,43,139,4,2017,1,"City","Concord,NC","City",13,186,"Concord","From NC","State UCR","Provided by State UCR Program",111915,NA,NA,"","","NC0130100","Concord",NA,"South","South Atlantic","concord","NC",111922,"city 100,000 thru 249,999",NA,NA,NA,NA,111915,"Concord, NC","City","NC","NC"
"Conroe,TX,City","TX1700100","Conroe",0,3,8,7,33,156,15,2017,1,"City","Conroe,TX","City",18,204,"Conroe","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106904,NA,NA,"","","TX1700100","Conroe",NA,"South","West South Central","conroe","TX",114592,"city 100,000 thru 249,999",NA,NA,NA,NA,106904,"Conroe, TX","City","TX","TX"
"Coon Rapids,MN,City","MN0020500","Coon Rapids",0,2,1,4,18,110,5,2017,1,"City","Coon Rapids,MN","City",7,133,"Coon Rapids","https://cde.state.mn.us/","State UCR","Open Source",62391,NA,NA,"","","MN0020500","Coon Rapids",NA,"Midwest","West North Central","coon rapids","MN",63308,"city 50,000 thru 99,999",NA,NA,NA,NA,62391,"Coon Rapids, MN","City","MN","MN"
"Corona,CA,City","CA0331500","Corona",0,2,7,4,82,198,57,2017,1,"City","Corona,CA","City",13,337,"Corona","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",160590,NA,NA,"","","CA0331500","Corona",NA,"West","Pacific","corona","CA",161174,"city 100,000 thru 249,999",NA,NA,NA,NA,160590,"Corona, CA","City","CA","CA"
"Council Bluffs,IA,City","IA0780100","Council Bluffs",0,2,9,6,22,194,31,2017,1,"City","Council Bluffs,IA","City",17,247,"Council Bluffs","From IA","Crime Data Explorer","Provided by Agency",62214,NA,NA,"","","IA0780100","Council Bluffs",NA,"Midwest","West North Central","council bluffs","IA",62269,"city 50,000 thru 99,999",NA,NA,NA,NA,62214,"Council Bluffs, IA","City","IA","IA"
"Cranston,RI,City","RI0040200","Cranston",0,0,1,8,12,76,10,2017,1,"City","Cranston,RI","City",9,98,"Cranston","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",82484,NA,NA,"","","RI0040200","Cranston",NA,"Northeast","New England","cranston","RI",83815,"city 50,000 thru 99,999",NA,NA,NA,NA,82484,"Cranston, RI","City","RI","RI"
"Dallas,TX,City","TXDPD0000","Dallas",16,58,403,419,943,2164,700,2017,1,"City","Dallas,TX","City",896,3807,"Dallas","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1304989,NA,NA,"","","TXDPD0000","Dallas",NA,"South","West South Central","dallas","TX",1238096,"city 1,000,000+",NA,NA,NA,NA,1304989,"Dallas, TX","City","TX","TX"
"Davenport,IA,City","IA0820200","Davenport",1,11,13,29,82,289,42,2017,1,"City","Davenport,IA","City",54,413,"Davenport","From IA","Crime Data Explorer","Provided by Agency",99911,NA,NA,"","","IA0820200","Davenport",NA,"Midwest","West North Central","davenport","IA",99926,"city 50,000 thru 99,999",NA,NA,NA,NA,99911,"Davenport, IA","City","IA","IA"
"Davis,CA,City","CA0570100","Davis",0,0,5,3,15,117,11,2017,1,"City","Davis,CA","City",8,143,"Davis","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",67193,NA,NA,"","","CA0570100","Davis",NA,"West","Pacific","davis","CA",65483,"city 50,000 thru 99,999",NA,NA,NA,NA,67193,"Davis, CA","City","CA","CA"
"Dayton,OH,City","OH0570200","Dayton",2,12,45,53,173,304,57,2017,1,"City","Dayton,OH","City",112,534,"Dayton","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",135181,NA,NA,"","","OH0570200","Dayton",NA,"Midwest","East North Central","dayton","OH",134857,"city 100,000 thru 249,999",NA,NA,NA,NA,135181,"Dayton, OH","City","OH","OH"
"Dearborn Heights,MI,City","MI8234400","Dearborn Heights",0,1,4,18,26,50,14,2017,1,"City","Dearborn Heights,MI","City",23,90,"Dearborn Heights","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","Crime Data Explorer","Open Source",61420,NA,NA,"","","MI8234400","Dearborn Heights",NA,"Midwest","East North Central","dearborn heights","MI",60148,"city 50,000 thru 99,999",NA,NA,NA,NA,61420,"Dearborn Heights, MI","City","MI","MI"
"Dearborn,MI,City","MI8234300","Dearborn",0,0,3,15,30,158,31,2017,1,"City","Dearborn,MI","City",18,219,"Dearborn","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","Crime Data Explorer","Open Source",106747,NA,NA,"","","MI8234300","Dearborn",NA,"Midwest","East North Central","dearborn","MI",104571,"city 100,000 thru 249,999",NA,NA,NA,NA,106747,"Dearborn, MI","City","MI","MI"
"Decatur,IL,City","IL0580200","Decatur",0,1,8,19,61,125,6,2017,1,"City","Decatur,IL","City",28,192,"Decatur","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68301,NA,NA,"","","IL0580200","Decatur",NA,"Midwest","East North Central","decatur","IL",67934,"city 50,000 thru 99,999",NA,NA,NA,NA,68301,"Decatur, IL","City","IL","IL"
"Denton,TX,City","TX0610200","Denton",0,9,4,28,25,222,40,2021,7,"City","Denton,TX","City",41,287,"Denton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",155215,NA,NA,"","","TX0610200","Denton",NA,"South","West South Central","denton","TX",164565,"city 100,000 thru 249,999",NA,NA,NA,NA,155215,"Denton, TX","City","TX","TX"
"Denton,TX,County","TX0610000","Denton",0,1,0,4,9,24,5,2017,1,"County","Denton,TX","County",5,38,"Denton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",160587,NA,NA,"","","TX0610000","Denton",NA,"South","West South Central","denton","TX",167921,"msa-county 100,000+",NA,NA,NA,NA,160587,"Denton, TX","County","TX","TX"
"Denver,CO,City","CODPD0000","Denver",5,68,113,214,334,1252,410,2017,1,"City","Denver,CO","City",400,1996,"Denver","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",712222,NA,NA,"","","CODPD0000","Denver",NA,"West","Mountain","denver","CO",722031,"city 500,000 thru 999,999",NA,NA,NA,NA,712222,"Denver, CO","City","CO","CO"
"Des Moines,IA,City","IA0770300","Des Moines",4,9,25,68,168,474,92,2017,1,"City","Des Moines,IA","City",106,734,"Des Moines","From IA","Crime Data Explorer","Provided by Agency",209658,NA,NA,"Inferred Sep - Dec 2018 and Jan - Apr 2022 from annual average","","IA0770300","Des Moines",NA,"Midwest","West North Central","des moines","IA",209040,"city 100,000 thru 249,999",NA,NA,NA,NA,209658,"Des Moines, IA","City","IA","IA"
"Desoto,TX,City","TX0570800","Desoto",1,6,9,10,39,97,21,2017,1,"City","Desoto,TX","City",26,157,"Desoto","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56257,NA,NA,"","","TX0570800","Desoto",NA,"South","West South Central","desoto","TX",56488,"city 50,000 thru 99,999",NA,NA,NA,NA,56257,"Desoto, TX","City","TX","TX"
"Detroit,MI,City","MI8234900","Detroit",22,80,239,665,770,1118,841,2017,1,"City","Detroit,MI","City",1006,2729,"Detroit","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",615501,NA,NA,"","","MI8234900","Detroit",NA,"Midwest","East North Central","detroit","MI",651171,"city 500,000 thru 999,999",NA,NA,NA,NA,615501,"Detroit, MI","City","MI","MI"
