"Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","city_state","Agency_Type","city_state_id"
"Forsyth",0,0,1,6,15,102,3,2025,4,"NC","Forsyth,NC","County","Forsyth,NC,County"
"Fort Bend",0,12,11,33,49,318,40,2025,4,"TX","Fort Bend,TX","County","Fort Bend,TX,County"
"Fort Collins",2,4,3,21,24,191,14,2025,4,"CO","Fort Collins,CO","City","Fort Collins,CO,City"
"Fort Wayne",2,12,12,30,43,372,42,2025,3,"IN","Fort Wayne,IN","City","Fort Wayne,IN,City"
"Fort Worth",6,37,48,250,256,1355,307,2025,4,"TX","Fort Worth,TX","City","Fort Worth,TX,City"
"Framingham",NA,NA,NA,NA,NA,NA,NA,2025,4,"MA","Framingham,MA","City","Framingham,MA,City"
"Fremont",NA,NA,NA,NA,NA,NA,NA,2025,3,"CA","Fremont,CA","City","Fremont,CA,City"
"Frisco",1,2,0,18,9,134,8,2025,4,"TX","Frisco,TX","City","Frisco,TX,City"
"Galveston",1,6,3,11,7,77,11,2025,4,"TX","Galveston,TX","City","Galveston,TX,City"
"Garland",1,7,11,25,46,209,56,2025,4,"TX","Garland,TX","City","Garland,TX,City"
"Gastonia",1,3,8,58,35,137,28,2025,4,"NC","Gastonia,NC","City","Gastonia,NC,City"
"Georgetown",0,3,0,13,6,40,9,2025,4,"TX","Georgetown,TX","City","Georgetown,TX,City"
"Gilbert",0,4,3,19,8,166,15,2025,4,"AZ","Gilbert,AZ","City","Gilbert,AZ,City"
"Glendale",NA,NA,NA,NA,NA,NA,NA,2025,4,"AZ","Glendale,AZ","City","Glendale,AZ,City"
"Glendale",0,0,13,16,25,233,27,2025,4,"CA","Glendale,CA","City","Glendale,CA,City"
"Goodyear",1,1,0,19,23,114,7,2025,4,"AZ","Goodyear,AZ","City","Goodyear,AZ,City"
"Grand Forks",0,1,1,18,9,80,11,2025,4,"ND","Grand Forks,ND","City","Grand Forks,ND,City"
"Grand Island",0,10,2,9,5,66,9,2025,4,"NE","Grand Island,NE","City","Grand Island,NE,City"
"Grand Junction",0,5,1,33,17,123,5,2025,4,"CO","Grand Junction,CO","City","Grand Junction,CO,City"
"Grand Prairie",1,8,5,38,11,184,26,2025,4,"TX","Grand Prairie,TX","City","Grand Prairie,TX,City"
"Grand Rapids",0,8,17,98,35,275,37,2025,4,"MI","Grand Rapids,MI","City","Grand Rapids,MI,City"
"Grapevine",0,2,0,5,9,57,6,2025,4,"TX","Grapevine,TX","City","Grapevine,TX,City"
"Greeley",2,2,4,32,20,185,25,2025,4,"CO","Greeley,CO","City","Greeley,CO,City"
"Green Township",0,0,1,14,28,44,9,2025,4,"OH","Green Township,OH","City","Green Township,OH,City"
"Greensboro",2,6,28,160,113,523,114,2025,4,"NC","Greensboro,NC","City","Greensboro,NC,City"
"Greenville",0,4,6,42,17,139,11,2025,4,"NC","Greenville,NC","City","Greenville,NC,City"
"Greenwich",NA,NA,NA,NA,NA,NA,NA,2025,4,"CT","Greenwich,CT","City","Greenwich,CT,City"
"Greenwood",0,0,3,3,3,68,5,2025,3,"IN","Greenwood,IN","City","Greenwood,IN,City"
"Gresham",1,3,8,13,16,153,39,2025,4,"OR","Gresham,OR","City","Gresham,OR,City"
"Guilford",0,2,8,6,20,55,12,2025,4,"NC","Guilford,NC","County","Guilford,NC,County"
"Hamden",NA,NA,NA,NA,NA,NA,NA,2025,4,"CT","Hamden,CT","City","Hamden,CT,City"
"Hamilton",NA,NA,NA,NA,NA,NA,NA,2025,4,"OH","Hamilton,OH","City","Hamilton,OH,City"
"Hamilton",0,5,1,12,10,132,12,2025,4,"OH","Hamilton,OH","County","Hamilton,OH,County"
"Hamilton",0,1,0,24,21,67,5,2024,12,"TN","Hamilton,TN","County","Hamilton,TN,County"
"Hammond",NA,NA,NA,NA,NA,NA,NA,2025,3,"IN","Hammond,IN","City","Hammond,IN,City"
"Hampton",4,2,7,8,14,192,22,2025,4,"VA","Hampton,VA","City","Hampton,VA,City"
"Hanover",0,4,1,14,5,55,0,2025,4,"VA","Hanover,VA","County","Hanover,VA,County"
"Harlingen",0,2,2,19,14,96,17,2025,4,"TX","Harlingen,TX","City","Harlingen,TX,City"
"Harris",4,73,91,1689,605,1837,401,2025,4,"TX","Harris,TX","County","Harris,TX,County"
"Harrisburg",2,5,14,10,12,69,18,2025,4,"PA","Harrisburg,PA","City","Harrisburg,PA,City"
