"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Des Plaines,IL,City","Des Plaines",0,1,0,5,7,31,5,2025,1,"Des Plaines,IL","City",6,43,"Des Plaines","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",57672,NA,NA,"","","IL0162500","Des Plaines",NA,"Midwest","East North Central","des plaines","IL",57218,"city 50,000 thru 99,999",NA,NA,NA,NA,57672,"Des Plaines, IL","City","IL","IL"
"Desoto,TX,City","Desoto",0,4,3,12,19,64,22,2020,9,"Desoto,TX","City",19,105,"Desoto","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56257,NA,NA,"","","TX0570800","Desoto",NA,"South","West South Central","desoto","TX",56488,"city 50,000 thru 99,999",NA,NA,NA,NA,56257,"Desoto, TX","City","TX","TX"
"Detroit,MI,City","Detroit",22,65,229,557,772,1059,739,2017,1,"Detroit,MI","City",873,2570,"Detroit","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",615501,NA,NA,"","","MI8234900","Detroit",NA,"Midwest","East North Central","detroit","MI",651171,"city 500,000 thru 999,999",NA,NA,NA,NA,615501,"Detroit, MI","City","MI","MI"
"Douglas,CO,County","Douglas",0,9,1,9,35,120,16,2017,2,"Douglas,CO","County",19,171,"Douglas","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",219477,NA,NA,"","","CO0180000","Douglas",NA,"West","Mountain","douglas","CO",227807,"msa-county 100,000+",NA,NA,NA,NA,219477,"Douglas, CO","County","CO","CO"
"Douglas,NE,County","Douglas",0,2,1,7,7,26,6,2021,4,"Douglas,NE","County",10,39,"Douglas","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Agency Aggregated",103973,NA,NA,"Inferred April, June, July and December 2017 from annual average","","NB0280000","Douglas",NA,"Midwest","West North Central","douglas","NE",103973,"msa-county 100,000+",NA,NA,NA,NA,94490,"Douglas, NE","County","NE","NE"
"Draper,UT,City","Draper",0,6,0,1,12,36,9,2025,1,"Draper,UT","City",7,57,"Draper","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",50588,NA,NA,"","","UT0181200","Draper",NA,"West","Mountain","draper","UT",45672,"city 25,000 thru 49,999",NA,NA,NA,NA,50588,"Draper, UT","City","UT","UT"
"Dublin,OH,City","Dublin",0,1,0,1,6,28,3,2024,2,"Dublin,OH","City",2,37,"Dublin","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48799,NA,NA,"","","OH0250300","Dublin",NA,"Midwest","East North Central","dublin","OH",40056,"city 25,000 thru 49,999",NA,NA,NA,NA,48827,"Dublin, OH","City","OH","OH"
"Dubuque,IA,City","Dubuque",0,8,1,19,9,55,3,2025,1,"Dubuque,IA","City",28,67,"Dubuque","From IA","State UCR","Provided by Agency",58492,NA,NA,"","","IA0310100","Dubuque",NA,"Midwest","West North Central","dubuque","IA",58620,"city 50,000 thru 99,999",NA,NA,NA,NA,58492,"Dubuque, IA","City","IA","IA"
"Duluth,MN,City","Duluth",0,8,3,22,32,232,17,2018,5,"Duluth,MN","City",33,281,"Duluth","https://cde.state.mn.us/","State UCR","Open Source",86570,NA,NA,"","","MN0690600","Duluth",NA,"Midwest","West North Central","duluth","MN",88003,"city 50,000 thru 99,999",NA,NA,NA,NA,86570,"Duluth, MN","City","MN","MN"
"Dunwoody,GA,City","Dunwoody",0,1,0,3,9,138,14,2017,1,"Dunwoody,GA","City",4,161,"Dunwoody","https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison","Agency Aggregated","Open Source",52505,NA,NA,"","","GA0447100","Dunwoody",NA,"South","South Atlantic","dunwoody","GA",51752,"city 50,000 thru 99,999",NA,NA,NA,NA,52505,"Dunwoody, GA","City","GA","GA"
"Durham,NC,City","Durham",5,14,64,79,209,587,66,2019,1,"Durham,NC","City",162,862,"Durham","From NC","State UCR","Provided by State UCR Program",295788,NA,NA,"","","NC0320100","Durham",NA,"South","South Atlantic","durham","NC",299779,"city 250,000 thru 499,999",NA,NA,NA,NA,295788,"Durham, NC","City","NC","NC"
"Eagan,MN,City","Eagan",0,0,0,4,10,132,7,2023,8,"Eagan,MN","City",4,149,"Eagan","https://cde.state.mn.us/","State UCR","Open Source",66943,NA,NA,"Inferred Aug 2020 from annual average","","MN0190800","Eagan",NA,"Midwest","West North Central","eagan","MN",66956,"city 50,000 thru 99,999",NA,NA,NA,NA,66943,"Eagan, MN","City","MN","MN"
"East Baton Rouge,LA,County","East Baton Rouge",1,6,9,72,54,365,42,2021,4,"East Baton Rouge,LA","County",88,461,"East Baton Rouge","https://data.brla.gov/Public-Safety/EBR-Sheriff-s-Office-Crime-Incidents/7y8j-nrht/explore/query/SELECT%0A%20%20%60incident_number%60%2C%0A%20%20%60charge_id%60%2C%0A%20%20%60charge_date%60%2C%0A%20%20%60report_date%60%2C%0A%20%20%60approved_date%60%2C%0A%20%20%60attempted_committed%60%2C%0A%20%20%60street%60%2C%0A%20%20%60street_2%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60postal_code%60%2C%0A%20%20%60district%60%2C%0A%20%20%60zone%60%2C%0A%20%20%60sub_zone%60%2C%0A%20%20%60statute_title%60%2C%0A%20%20%60statute_description%60%2C%0A%20%20%60statute_category%60%2C%0A%20%20%60crime_against%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60offense_description%60%2C%0A%20%20%60census_block_group%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60crime_prevention_district%60%2C%0A%20%20%60neighborhood%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60report_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",197853,NA,NA,"","","LA0170000","East Baton Rouge",NA,"South","West South Central","east baton rouge","LA",201319,"msa-county 100,000+",NA,NA,NA,NA,197853,"East Baton Rouge, LA","County","LA","LA"
"East Hartford,CT,City","East Hartford",0,0,1,3,5,61,22,2024,4,"East Hartford,CT","City",4,88,"East Hartford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",50625,NA,NA,"","","CT0004300","East Hartford",NA,"Northeast","New England","east hartford","CT",50584,"city 50,000 thru 99,999",NA,NA,NA,NA,50625,"East Hartford, CT","City","CT","CT"
"Eau Claire,WI,City","Eau Claire",1,2,0,6,22,87,5,2021,2,"Eau Claire,WI","City",9,114,"Eau Claire","From WI","State UCR","Provided by State UCR Program",69859,NA,NA,"","","WI0180100","Eau Claire",NA,"Midwest","East North Central","eau claire","WI",68631,"city 50,000 thru 99,999",NA,NA,NA,NA,69859,"Eau Claire, WI","City","WI","WI"
"Eden Prairie,MN,City","Eden Prairie",0,0,1,3,4,62,2,2025,6,"Eden Prairie,MN","City",4,68,"Eden Prairie","https://cde.state.mn.us/","State UCR","Open Source",61645,NA,NA,"","","MN0272600","Eden Prairie",NA,"Midwest","West North Central","eden prairie","MN",61511,"city 50,000 thru 99,999",NA,NA,NA,NA,61645,"Eden Prairie, MN","City","MN","MN"
"Edina,MN,City","Edina",0,1,1,1,9,61,9,2022,1,"Edina,MN","City",3,79,"Edina","https://cde.state.mn.us/","State UCR","Open Source",51980,NA,NA,"","","MN0270600","Edina",NA,"Midwest","West North Central","edina","MN",53347,"city 50,000 thru 99,999",NA,NA,NA,NA,51980,"Edina, MN","City","MN","MN"
"Edinburg,TX,City","Edinburg",1,5,0,14,21,158,6,2020,9,"Edinburg,TX","City",20,185,"Edinburg","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106137,NA,NA,"","","TX1080400","Edinburg",NA,"South","West South Central","edinburg","TX",107552,"city 100,000 thru 249,999",NA,NA,NA,NA,106137,"Edinburg, TX","City","TX","TX"
"Edmond,OK,City","Edmond",0,0,1,8,11,62,3,2025,1,"Edmond,OK","City",9,76,"Edmond","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",97063,NA,NA,"","","OK0550300","Edmond",NA,"South","West South Central","edmond","OK",99249,"city 50,000 thru 99,999",NA,NA,NA,NA,97063,"Edmond, OK","City","OK","OK"
"El Cajon,CA,City","El Cajon",0,4,13,23,22,156,31,2018,2,"El Cajon,CA","City",40,209,"El Cajon","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",103569,NA,NA,"","","CA0370500","El Cajon",NA,"West","Pacific","el cajon","CA",101983,"city 100,000 thru 249,999",NA,NA,NA,NA,103569,"El Cajon, CA","City","CA","CA"
"El Dorado,CA,County","El Dorado",0,2,1,9,46,104,0,2018,2,"El Dorado,CA","County",12,150,"El Dorado","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",162436,NA,NA,"","","CA0090000","El Dorado",NA,"West","Pacific","el dorado","CA",164075,"msa-county 100,000+",NA,NA,NA,NA,162436,"El Dorado, CA","County","CA","CA"
"El Monte,CA,City","El Monte",0,2,8,17,25,92,29,2025,1,"El Monte,CA","City",27,146,"El Monte","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",102088,NA,NA,"","","CA0192200","El Monte",NA,"West","Pacific","el monte","CA",102088,"city 100,000 thru 249,999",NA,NA,NA,NA,103463,"El Monte, CA","City","CA","CA"
"El Paso,CO,County","El Paso",0,17,4,38,44,133,39,2020,8,"El Paso,CO","County",59,216,"El Paso","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",207095,NA,NA,"","","CO0210000","El Paso",NA,"West","Mountain","el paso","CO",213641,"msa-county 100,000+",NA,NA,NA,NA,207095,"El Paso, CO","County","CO","CO"
"El Paso,TX,City","El Paso",4,36,25,142,45,519,38,2020,9,"El Paso,TX","City",207,602,"El Paso","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",676665,NA,NA,"","","TX0710200","El Paso",NA,"South","West South Central","el paso","TX",678860,"city 500,000 thru 999,999",NA,NA,NA,NA,676665,"El Paso, TX","City","TX","TX"
"El Paso,TX,County","El Paso",1,3,3,26,16,56,16,2024,5,"El Paso,TX","County",33,88,"El Paso","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116599,NA,NA,"","","TX0710000","El Paso",NA,"South","West South Central","el paso","TX",122484,"msa-county 100,000+",NA,NA,NA,NA,116599,"El Paso, TX","County","TX","TX"
"Elizabeth,NJ,City","Elizabeth",1,5,9,22,14,185,73,2025,1,"Elizabeth,NJ","City",37,272,"Elizabeth","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",138500,NA,NA,"","","NJ0200400","Elizabeth",NA,"Northeast","Middle Atlantic","elizabeth","NJ",138500,"city 100,000 thru 249,999",NA,NA,NA,NA,133578,"Elizabeth, NJ","City","NJ","NJ"
"Elk Grove,CA,City","Elk Grove",1,1,6,8,18,140,11,2025,1,"Elk Grove,CA","City",16,169,"Elk Grove","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",177976,NA,NA,"","","CA0340H00","Elk Grove",NA,"West","Pacific","elk grove","CA",179074,"city 100,000 thru 249,999",NA,NA,NA,NA,177976,"Elk Grove, CA","City","CA","CA"
"Elkhart,IN,City","Elkhart",1,1,1,20,10,64,21,2025,1,"Elkhart,IN","City",23,95,"Elkhart","https://cde.state.mn.us/","Crime Data Explorer","Open Source",53773,NA,NA,"Inferred Jul - Dec 2019 and Jul - Dec 2020","","IN0200100","Elkhart",NA,"Midwest","East North Central","elkhart","IN",53357,"city 50,000 thru 99,999",NA,NA,NA,NA,53773,"Elkhart, IN","City","IN","IN"
"Elyria,OH,City","Elyria",0,2,2,8,5,56,3,2021,1,"Elyria,OH","City",12,64,"Elyria","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",53024,NA,NA,"","","OH0470400","Elyria",NA,"Midwest","East North Central","elyria","OH",53263,"city 50,000 thru 99,999",NA,NA,NA,NA,53024,"Elyria, OH","City","OH","OH"
"Enid,OK,City","Enid",0,3,1,14,13,57,7,2025,1,"Enid,OK","City",18,77,"Enid","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",50382,NA,NA,"","","OK0240100","Enid",NA,"South","West South Central","enid","OK",50382,"city 50,000 thru 99,999",NA,NA,NA,NA,50168,"Enid, OK","City","OK","OK"
"Erie,PA,City","Erie",1,4,4,24,18,151,17,2024,5,"Erie,PA","City",33,186,"Erie","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",92920,NA,NA,"","","PA0250200","Erie",NA,"Northeast","Middle Atlantic","erie","PA",92379,"city 50,000 thru 99,999",NA,NA,NA,NA,92920,"Erie, PA","City","PA","PA"
"Escondido,CA,City","Escondido",1,3,11,33,29,142,27,2019,10,"Escondido,CA","City",48,198,"Escondido","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",149837,NA,NA,"","","CA0370600","Escondido",NA,"West","Pacific","escondido","CA",147170,"city 100,000 thru 249,999",NA,NA,NA,NA,149837,"Escondido, CA","City","CA","CA"
"Euclid,OH,City","Euclid",0,2,1,16,12,52,22,2021,1,"Euclid,OH","City",19,86,"Euclid","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48344,NA,NA,"","","OH0181800","Euclid",NA,"Midwest","East North Central","euclid","OH",48176,"city 25,000 thru 49,999",NA,NA,NA,NA,48170,"Euclid, OH","City","OH","OH"
"Euless,TX,City","Euless",0,1,1,4,11,82,7,2018,3,"Euless,TX","City",6,100,"Euless","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59722,NA,NA,"","","TX2200900","Euless",NA,"South","West South Central","euless","TX",59230,"city 50,000 thru 99,999",NA,NA,NA,NA,59722,"Euless, TX","City","TX","TX"
"Evanston,IL,City","Evanston",0,2,2,0,9,114,8,2025,1,"Evanston,IL","City",4,131,"Evanston","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",74413,NA,NA,"","","IL0163200","Evanston",NA,"Midwest","East North Central","evanston","IL",74178,"city 50,000 thru 99,999",NA,NA,NA,NA,74413,"Evanston, IL","City","IL","IL"
"Fairfield,CA,City","Fairfield",0,6,4,17,22,112,28,2025,1,"Fairfield,CA","City",27,162,"Fairfield","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",119071,NA,NA,"","","CA0480300","Fairfield",NA,"West","Pacific","fairfield","CA",121082,"city 100,000 thru 249,999",NA,NA,NA,NA,119071,"Fairfield, CA","City","CA","CA"
"Fairfield,CT,City","Fairfield",0,1,1,0,4,79,3,2023,1,"Fairfield,CT","City",2,86,"Fairfield","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63588,NA,NA,"","","CT0005100","Fairfield",NA,"Northeast","New England","fairfield","CT",64098,"city 50,000 thru 99,999",NA,NA,NA,NA,63588,"Fairfield, CT","City","CT","CT"
"Fall River,MA,City","Fall River",0,6,3,37,22,45,9,2022,1,"Fall River,MA","City",46,76,"Fall River","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",93879,NA,NA,"","","MA0030800","Fall River",NA,"Northeast","New England","fall river","MA",95573,"city 50,000 thru 99,999",NA,NA,NA,NA,93879,"Fall River, MA","City","MA","MA"
"Fargo,ND,City","Fargo",1,8,2,31,54,223,42,2019,1,"Fargo,ND","City",42,319,"Fargo","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",134268,NA,NA,"","","ND0090200","Fargo",NA,"Midwest","West North Central","fargo","ND",135682,"city 100,000 thru 249,999",NA,NA,NA,NA,134268,"Fargo, ND","City","ND","ND"
"Farmington Hills,MI,City","Farmington Hills",0,0,1,14,4,40,13,2025,1,"Farmington Hills,MI","City",15,57,"Farmington Hills","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",82223,NA,NA,"","","MI6338900","Farmington Hills",NA,"Midwest","East North Central","farmington hills","MI",82116,"city 50,000 thru 99,999",NA,NA,NA,NA,82223,"Farmington Hills, MI","City","MI","MI"
"Fayetteville,AR,City","Fayetteville",0,4,3,23,22,137,17,2025,1,"Fayetteville,AR","City",30,176,"Fayetteville","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",101624,NA,NA,"","","AR0720100","Fayetteville",NA,"South","West South Central","fayetteville","AR",104089,"city 100,000 thru 249,999",NA,NA,NA,NA,101624,"Fayetteville, AR","City","AR","AR"
"Fayetteville,NC,City","Fayetteville",6,4,14,93,46,343,45,2025,1,"Fayetteville,NC","City",117,434,"Fayetteville","From NC","State UCR","Provided by State UCR Program",209262,NA,NA,"","","NC0260100","Fayetteville",NA,"South","South Atlantic","fayetteville","NC",209945,"city 100,000 thru 249,999",NA,NA,NA,NA,209262,"Fayetteville, NC","City","NC","NC"
"Fishers,IN,City","Fishers",0,2,0,3,0,43,2,2025,1,"Fishers,IN","City",5,45,"Fishers","https://cde.state.mn.us/","Crime Data Explorer","Open Source",103247,NA,NA,"","","IN0290700","Fishers",NA,"Midwest","East North Central","fishers","IN",105680,"city 100,000 thru 249,999",NA,NA,NA,NA,103247,"Fishers, IN","City","IN","IN"
"Flower Mound,TX,City","Flower Mound",0,0,1,2,2,49,2,2025,1,"Flower Mound,TX","City",3,53,"Flower Mound","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",79513,NA,NA,"","","TX0611200","Flower Mound",NA,"South","West South Central","flower mound","TX",79784,"city 50,000 thru 99,999",NA,NA,NA,NA,79513,"Flower Mound, TX","City","TX","TX"
"Folsom,CA,City","Folsom",0,1,6,9,7,100,5,2025,1,"Folsom,CA","City",16,112,"Folsom","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",84559,NA,NA,"","","CA0340100","Folsom",NA,"West","Pacific","folsom","CA",86152,"city 50,000 thru 99,999",NA,NA,NA,NA,84559,"Folsom, CA","City","CA","CA"
"Fontana,CA,City","Fontana",4,NA,13,NA,83,200,75,2017,1,"Fontana,CA","City",17,358,"Fontana","https://www.fontanaca.gov/CivicAlerts.aspx?CID=32","Agency Aggregated","Open Source",214429,NA,NA,"","","CA0360400","Fontana",NA,"West","Pacific","fontana","CA",217605,"city 100,000 thru 249,999",NA,NA,NA,NA,214429,"Fontana, CA","City","CA","CA"
"Forsyth,NC,County","Forsyth",0,3,10,13,19,85,10,2021,12,"Forsyth,NC","County",26,114,"Forsyth","From NC","State UCR","Provided by State UCR Program",111773,NA,NA,"Inferred Dec 2018 - Jun 2019 from 2018 average","","NC0340000","Forsyth",NA,"South","South Atlantic","forsyth","NC",115696,"msa-county 100,000+",NA,NA,NA,NA,111773,"Forsyth, NC","County","NC","NC"
"Fort Bend,TX,County","Fort Bend",0,13,12,33,49,318,39,2025,4,"Fort Bend,TX","County",58,406,"Fort Bend","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",578695,NA,NA,"","","TX0790000","Fort Bend",NA,"South","West South Central","fort bend","TX",614384,"msa-county 100,000+",NA,NA,NA,NA,578695,"Fort Bend, TX","County","TX","TX"
"Fort Worth,TX,City","Fort Worth",8,51,69,390,321,1624,334,2021,7,"Fort Worth,TX","City",518,2279,"Fort Worth","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",973722,NA,NA,"","","TX2201200","Fort Worth",NA,"South","West South Central","fort worth","TX",976839,"city 500,000 thru 999,999",NA,NA,NA,NA,973722,"Fort Worth, TX","City","TX","TX"
"Fountain Valley,CA,City","Fountain Valley",0,0,4,4,13,48,6,2025,1,"Fountain Valley,CA","City",8,67,"Fountain Valley","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",55419,NA,NA,"","","CA0300700","Fountain Valley",NA,"West","Pacific","fountain valley","CA",54975,"city 50,000 thru 99,999",NA,NA,NA,NA,55419,"Fountain Valley, CA","City","CA","CA"
"Franklin,TN,City","Franklin",0,1,0,12,7,44,3,2025,1,"Franklin,TN","City",13,54,"Franklin","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",88315,NA,NA,"","","TN0940100","Franklin",NA,"South","East South Central","franklin","TN",90077,"city 50,000 thru 99,999",NA,NA,NA,NA,88315,"Franklin, TN","City","TN","TN"
"Fresno,CA,City","Fresno",1,13,72,217,188,979,243,2025,1,"Fresno,CA","City",303,1410,"Fresno","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",546722,NA,NA,"","","CA0100500","Fresno",NA,"West","Pacific","fresno","CA",546722,"city 500,000 thru 999,999",NA,NA,NA,NA,547134,"Fresno, CA","City","CA","CA"
"Frisco,TX,City","Frisco",0,4,1,9,17,107,7,2021,2,"Frisco,TX","City",14,131,"Frisco","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",228527,NA,NA,"","","TX0430400","Frisco",NA,"South","West South Central","frisco","TX",138099,"city 100,000 thru 249,999",NA,NA,NA,NA,228527,"Frisco, TX","City","TX","TX"
"Fullerton,CA,City","Fullerton",0,5,8,48,31,174,12,2025,1,"Fullerton,CA","City",61,217,"Fullerton","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",139131,NA,NA,"","","CA0300800","Fullerton",NA,"West","Pacific","fullerton","CA",137942,"city 100,000 thru 249,999",NA,NA,NA,NA,139131,"Fullerton, CA","City","CA","CA"
"Galveston,TX,City","Galveston",0,11,6,6,12,107,15,2021,9,"Galveston,TX","City",23,134,"Galveston","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52810,NA,NA,"","","TX0840400","Galveston",NA,"South","West South Central","galveston","TX",53100,"city 50,000 thru 99,999",NA,NA,NA,NA,52810,"Galveston, TX","City","TX","TX"
"Gardena,CA,City","Gardena",1,1,10,14,20,101,34,2025,1,"Gardena,CA","City",26,155,"Gardena","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57584,NA,NA,"","","CA0192400","Gardena",NA,"West","Pacific","gardena","CA",57584,"city 50,000 thru 99,999",NA,NA,NA,NA,57853,"Gardena, CA","City","CA","CA"
"Garland,TX,City","Garland",0,7,10,25,53,237,55,2025,2,"Garland,TX","City",42,345,"Garland","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",240051,NA,NA,"","","TX0571100","Garland",NA,"South","West South Central","garland","TX",246096,"city 100,000 thru 249,999",NA,NA,NA,NA,240051,"Garland, TX","City","TX","TX"
"Gastonia,NC,City","Gastonia",1,1,6,44,40,162,31,2025,1,"Gastonia,NC","City",52,233,"Gastonia","From NC","State UCR","Provided by State UCR Program",83739,NA,NA,"","","NC0360600","Gastonia",NA,"South","South Atlantic","gastonia","NC",85112,"city 50,000 thru 99,999",NA,NA,NA,NA,83739,"Gastonia, NC","City","NC","NC"
"Georgetown,TX,City","Georgetown",0,0,0,4,11,54,5,2019,7,"Georgetown,TX","City",4,70,"Georgetown","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",87871,NA,NA,"","","TX2460200","Georgetown",NA,"South","West South Central","georgetown","TX",89481,"city 50,000 thru 99,999",NA,NA,NA,NA,87871,"Georgetown, TX","City","TX","TX"
"Gilbert,AZ,City","Gilbert",0,11,1,9,29,269,16,2018,4,"Gilbert,AZ","City",21,314,"Gilbert","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",278495,NA,NA,"","","AZ0071100","Gilbert",NA,"West","Mountain","gilbert","AZ",277527,"city 250,000 thru 499,999",NA,NA,NA,NA,278495,"Gilbert, AZ","City","AZ","AZ"
"Gilroy,CA,City","Gilroy",0,1,5,12,9,73,14,2025,1,"Gilroy,CA","City",18,96,"Gilroy","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57331,NA,NA,"","","CA0430400","Gilroy",NA,"West","Pacific","gilroy","CA",57877,"city 50,000 thru 99,999",NA,NA,NA,NA,57331,"Gilroy, CA","City","CA","CA"
"Glendale,CA,City","Glendale",0,2,9,18,61,208,32,2017,1,"Glendale,CA","City",29,301,"Glendale","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",185923,NA,NA,"","","CA0192500","Glendale",NA,"West","Pacific","glendale","CA",184180,"city 100,000 thru 249,999",NA,NA,NA,NA,185923,"Glendale, CA","City","CA","CA"
"Goodyear,AZ,City","Goodyear",0,1,4,17,29,141,9,2019,1,"Goodyear,AZ","City",22,179,"Goodyear","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",109929,NA,NA,"","","AZ0071500","Goodyear",NA,"West","Mountain","goodyear","AZ",116892,"city 100,000 thru 249,999",NA,NA,NA,NA,109929,"Goodyear, AZ","City","AZ","AZ"
"Grand Forks,ND,City","Grand Forks",0,4,1,6,15,77,5,2023,3,"Grand Forks,ND","City",11,97,"Grand Forks","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",58470,NA,NA,"","","ND0180100","Grand Forks",NA,"Midwest","West North Central","grand forks","ND",58848,"city 50,000 thru 99,999",NA,NA,NA,NA,58470,"Grand Forks, ND","City","ND","ND"
"Grand Island,NE,City","Grand Island",0,5,1,15,20,70,3,2019,1,"Grand Island,NE","City",21,93,"Grand Island","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",52264,NA,NA,"","","NB0400100","Grand Island",NA,"Midwest","West North Central","grand island","NE",52488,"city 50,000 thru 99,999",NA,NA,NA,NA,52264,"Grand Island, NE","City","NE","NE"
"Grand Junction,CO,City","Grand Junction",0,2,3,15,34,156,24,2020,4,"Grand Junction,CO","City",20,214,"Grand Junction","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",69240,NA,NA,"","","CO0390100","Grand Junction",NA,"West","Mountain","grand junction","CO",70686,"city 50,000 thru 99,999",NA,NA,NA,NA,69240,"Grand Junction, CO","City","CO","CO"
"Grand Prairie,TX,City","Grand Prairie",0,4,6,25,23,231,55,2020,6,"Grand Prairie,TX","City",35,309,"Grand Prairie","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",205487,NA,NA,"","","TX0571200","Grand Prairie",NA,"South","West South Central","grand prairie","TX",131219,"city 100,000 thru 249,999",NA,NA,NA,NA,205487,"Grand Prairie, TX","City","TX","TX"
"Grand Rapids,MI,City","Grand Rapids",1,11,16,89,41,289,82,2017,1,"Grand Rapids,MI","City",117,412,"Grand Rapids","https://grpd-grandrapids.hub.arcgis.com/","Agency RMS","Open Source",196019,NA,NA,"","","MI4143600","Grand Rapids",NA,"Midwest","East North Central","grand rapids","MI",195913,"city 100,000 thru 249,999",NA,NA,NA,NA,196019,"Grand Rapids, MI","City","MI","MI"
