"ori","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","Type","city_state","city_state_id","Agency_Type"
"CA0302200","Tustin",NA,NA,NA,NA,NA,NA,NA,2026,1,"CA","City","Tustin,CA","Tustin,CA,City","City"
"NC0900000","Union",NA,NA,NA,NA,NA,NA,NA,2026,1,"NC","County","Union,NC","Union,NC,County","County"
"PA0233700","Upper Darby",NA,NA,NA,NA,NA,NA,NA,2026,1,"PA","City","Upper Darby,PA","Upper Darby,PA,City","City"
"NY0320200","Utica",NA,NA,NA,NA,NA,NA,NA,2026,1,"NY","City","Utica,NY","Utica,NY,City","City"
"VA1280000","Virginia Beach",NA,NA,NA,NA,NA,NA,NA,2026,1,"VA","City","Virginia Beach,VA","Virginia Beach,VA,City","City"
"GA0760200","Warner Robins",NA,NA,NA,NA,NA,NA,NA,2026,1,"GA","City","Warner Robins,GA","Warner Robins,GA,City","City"
"OH0830000","Warren",NA,NA,NA,NA,NA,NA,NA,2026,1,"OH","County","Warren,OH","Warren,OH,County","County"
"RI0020300","Warwick",NA,NA,NA,NA,NA,NA,NA,2026,1,"RI","City","Warwick,RI","Warwick,RI,City","City"
"NV0160000","Washoe",NA,NA,NA,NA,NA,NA,NA,2026,1,"NV","County","Washoe,NV","Washoe,NV,County","County"
"OH0091500","West Chester Township",NA,NA,NA,NA,NA,NA,NA,2026,1,"OH","City","West Chester Township,OH","West Chester Township,OH,City","City"
"CT0015600","West Haven",NA,NA,NA,NA,NA,NA,NA,2026,1,"CT","City","West Haven,CT","West Haven,CT,City","City"
"CA0302400","Westminster",NA,NA,NA,NA,NA,NA,NA,2026,1,"CA","City","Westminster,CA","Westminster,CA,City","City"
"CO0010500","Westminster",NA,NA,NA,NA,NA,NA,NA,2026,1,"CO","City","Westminster,CO","Westminster,CO,City","City"
"TX2430500","Wichita Falls",NA,NA,NA,NA,NA,NA,NA,2026,1,"TX","City","Wichita Falls,TX","Wichita Falls,TX,City","City"
"NC0340200","Winston-Salem",NA,NA,NA,NA,NA,NA,NA,2026,1,"NC","City","Winston-Salem,NC","Winston-Salem,NC,City","City"
"MA0146000","Worcester",NA,NA,NA,NA,NA,NA,NA,2026,1,"MA","City","Worcester,MA","Worcester,MA,City","City"
"WA0390500","Yakima",NA,NA,NA,NA,NA,NA,NA,2026,1,"WA","City","Yakima,WA","Yakima,WA,City","City"
"AZ0130000","Yavapai",NA,NA,NA,NA,NA,NA,NA,2026,1,"AZ","County","Yavapai,AZ","Yavapai,AZ,County","County"
"OH0500900","Youngstown",NA,NA,NA,NA,NA,NA,NA,2026,1,"OH","City","Youngstown,OH","Youngstown,OH,City","City"
