"city_state_id","ori.x","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori.y","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Dallas,TX,City","TXDPD0000","Dallas",16,58,403,419,943,2164,700,2017,1,"City","Dallas,TX","City",896,3807,"Dallas","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1304989,NA,NA,"","","TXDPD0000","Dallas",NA,"South","West South Central","dallas","TX",1238096,"city 1,000,000+",NA,NA,NA,NA,1304989,"Dallas, TX","City","TX","TX"
"Davenport,IA,City","IA0820200","Davenport",1,11,13,29,82,289,42,2017,1,"City","Davenport,IA","City",54,413,"Davenport","From IA","State UCR","Provided by Agency",99911,NA,NA,"","","IA0820200","Davenport",NA,"Midwest","West North Central","davenport","IA",99926,"city 50,000 thru 99,999",NA,NA,NA,NA,99911,"Davenport, IA","City","IA","IA"
"Davis,CA,City","CA0570100","Davis",0,0,5,3,15,117,11,2017,1,"City","Davis,CA","City",8,143,"Davis","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",67193,NA,NA,"","","CA0570100","Davis",NA,"West","Pacific","davis","CA",65483,"city 50,000 thru 99,999",NA,NA,NA,NA,67193,"Davis, CA","City","CA","CA"
"Dayton,OH,City","OH0570200","Dayton",2,12,45,53,173,304,57,2017,1,"City","Dayton,OH","City",112,534,"Dayton","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",135181,NA,NA,"","","OH0570200","Dayton",NA,"Midwest","East North Central","dayton","OH",134857,"city 100,000 thru 249,999",NA,NA,NA,NA,135181,"Dayton, OH","City","OH","OH"
"Dearborn Heights,MI,City","MI8234400","Dearborn Heights",0,1,4,18,26,50,14,2017,1,"City","Dearborn Heights,MI","City",23,90,"Dearborn Heights","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",61420,NA,NA,"","","MI8234400","Dearborn Heights",NA,"Midwest","East North Central","dearborn heights","MI",60148,"city 50,000 thru 99,999",NA,NA,NA,NA,61420,"Dearborn Heights, MI","City","MI","MI"
"Dearborn,MI,City","MI8234300","Dearborn",0,0,3,15,30,158,31,2017,1,"City","Dearborn,MI","City",18,219,"Dearborn","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",106747,NA,NA,"","","MI8234300","Dearborn",NA,"Midwest","East North Central","dearborn","MI",104571,"city 100,000 thru 249,999",NA,NA,NA,NA,106747,"Dearborn, MI","City","MI","MI"
"Decatur,IL,City","IL0580200","Decatur",0,1,8,19,61,125,6,2017,1,"City","Decatur,IL","City",28,192,"Decatur","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68301,NA,NA,"","","IL0580200","Decatur",NA,"Midwest","East North Central","decatur","IL",67934,"city 50,000 thru 99,999",NA,NA,NA,NA,68301,"Decatur, IL","City","IL","IL"
"Delaware,OH,County","OH0210000","Delaware",0,0,1,6,26,96,7,2017,1,"County","Delaware,OH","County",7,129,"Delaware","From OH","State UCR","Provided by State UCR Program",104939,NA,NA,"","","OH0210000","Delaware",NA,"Midwest","East North Central","delaware","OH",108391,"msa-county 100,000+",NA,NA,NA,NA,104939,"Delaware, OH","County","OH","OH"
"Denton,TX,City","TX0610200","Denton",0,12,3,21,51,170,20,2017,1,"City","Denton,TX","City",36,241,"Denton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",155215,NA,NA,"","","TX0610200","Denton",NA,"South","West South Central","denton","TX",164565,"city 100,000 thru 249,999",NA,NA,NA,NA,155215,"Denton, TX","City","TX","TX"
"Denton,TX,County","TX0610000","Denton",0,1,0,4,9,24,5,2017,1,"County","Denton,TX","County",5,38,"Denton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",160587,NA,NA,"","","TX0610000","Denton",NA,"South","West South Central","denton","TX",167921,"msa-county 100,000+",NA,NA,NA,NA,160587,"Denton, TX","County","TX","TX"
"Denver,CO,City","CODPD0000","Denver",5,68,113,214,334,1252,410,2017,1,"City","Denver,CO","City",400,1996,"Denver","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",712222,NA,NA,"","","CODPD0000","Denver",NA,"West","Mountain","denver","CO",722031,"city 500,000 thru 999,999",NA,NA,NA,NA,712222,"Denver, CO","City","CO","CO"
"Des Moines,IA,City","IA0770300","Des Moines",4,9,25,68,168,474,92,2017,1,"City","Des Moines,IA","City",106,734,"Des Moines","From IA","State UCR","Provided by Agency",209658,NA,NA,"Inferred Sep - Dec 2018 and Jan - Apr 2022 from annual average","","IA0770300","Des Moines",NA,"Midwest","West North Central","des moines","IA",209040,"city 100,000 thru 249,999",NA,NA,NA,NA,209658,"Des Moines, IA","City","IA","IA"
"Des Plaines,IL,City","IL0162500","Des Plaines",0,1,1,3,7,28,1,2017,1,"City","Des Plaines,IL","City",5,36,"Des Plaines","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",57672,NA,NA,"","","IL0162500","Des Plaines",NA,"Midwest","East North Central","des plaines","IL",57218,"city 50,000 thru 99,999",NA,NA,NA,NA,57672,"Des Plaines, IL","City","IL","IL"
"Desoto,TX,City","TX0570800","Desoto",1,6,9,10,39,97,21,2017,1,"City","Desoto,TX","City",26,157,"Desoto","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56257,NA,NA,"","","TX0570800","Desoto",NA,"South","West South Central","desoto","TX",56488,"city 50,000 thru 99,999",NA,NA,NA,NA,56257,"Desoto, TX","City","TX","TX"
"Detroit,MI,City","MI8234900","Detroit",22,80,239,665,770,1118,841,2017,1,"City","Detroit,MI","City",1006,2729,"Detroit","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",615501,NA,NA,"","","MI8234900","Detroit",NA,"Midwest","East North Central","detroit","MI",651171,"city 500,000 thru 999,999",NA,NA,NA,NA,615501,"Detroit, MI","City","MI","MI"
"Douglas,CO,County","CO0180000","Douglas",1,26,1,10,43,133,23,2017,1,"County","Douglas,CO","County",38,199,"Douglas","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",219477,NA,NA,"","","CO0180000","Douglas",NA,"West","Mountain","douglas","CO",227807,"msa-county 100,000+",NA,NA,NA,NA,219477,"Douglas, CO","County","CO","CO"
"Draper,UT,City","UT0181200","Draper",0,0,1,5,9,93,10,2017,1,"City","Draper,UT","City",6,112,"Draper","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",50588,NA,NA,"","","UT0181200","Draper",NA,"West","Mountain","draper","UT",45672,"city 25,000 thru 49,999",NA,NA,NA,NA,50588,"Draper, UT","City","UT","UT"
"Dublin,OH,City","OH0250300","Dublin",0,0,0,2,8,37,1,2017,1,"City","Dublin,OH","City",2,46,"Dublin","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48799,NA,NA,"","","OH0250300","Dublin",NA,"Midwest","East North Central","dublin","OH",40056,"city 25,000 thru 49,999",NA,NA,NA,NA,48827,"Dublin, OH","City","OH","OH"
"Dubuque,IA,City","IA0310100","Dubuque",0,2,1,7,37,104,3,2017,1,"City","Dubuque,IA","City",10,144,"Dubuque","From IA","State UCR","Provided by Agency",58492,NA,NA,"","","IA0310100","Dubuque",NA,"Midwest","West North Central","dubuque","IA",58620,"city 50,000 thru 99,999",NA,NA,NA,NA,58492,"Dubuque, IA","City","IA","IA"
"Dunwoody,GA,City","GA0447100","Dunwoody",0,1,0,3,9,138,14,2017,1,"City","Dunwoody,GA","City",4,161,"Dunwoody","https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison","Agency Aggregated","Open Source",52505,NA,NA,"","","GA0447100","Dunwoody",NA,"South","South Atlantic","dunwoody","GA",51752,"city 50,000 thru 99,999",NA,NA,NA,NA,52505,"Dunwoody, GA","City","GA","GA"
"Durham,NC,City","NC0320100","Durham",2,6,111,165,216,562,71,2017,1,"City","Durham,NC","City",284,849,"Durham","From NC","State UCR","Provided by State UCR Program",295788,NA,NA,"","","NC0320100","Durham",NA,"South","South Atlantic","durham","NC",299779,"city 250,000 thru 499,999",NA,NA,NA,NA,295788,"Durham, NC","City","NC","NC"
"Eagan,MN,City","MN0190800","Eagan",1,1,3,1,6,82,3,2017,1,"City","Eagan,MN","City",6,91,"Eagan","https://cde.state.mn.us/","State UCR","Open Source",66943,NA,NA,"Inferred Aug 2020 from annual average","","MN0190800","Eagan",NA,"Midwest","West North Central","eagan","MN",66956,"city 50,000 thru 99,999",NA,NA,NA,NA,66943,"Eagan, MN","City","MN","MN"
"East Baton Rouge,LA,County","LA0170000","East Baton Rouge",0,0,17,11,104,518,27,2017,1,"County","East Baton Rouge,LA","County",28,649,"East Baton Rouge","https://data.brla.gov/Public-Safety/EBR-Sheriff-s-Office-Crime-Incidents/7y8j-nrht/explore/query/SELECT%0A%20%20%60incident_number%60%2C%0A%20%20%60charge_id%60%2C%0A%20%20%60charge_date%60%2C%0A%20%20%60report_date%60%2C%0A%20%20%60approved_date%60%2C%0A%20%20%60attempted_committed%60%2C%0A%20%20%60street%60%2C%0A%20%20%60street_2%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60postal_code%60%2C%0A%20%20%60district%60%2C%0A%20%20%60zone%60%2C%0A%20%20%60sub_zone%60%2C%0A%20%20%60statute_title%60%2C%0A%20%20%60statute_description%60%2C%0A%20%20%60statute_category%60%2C%0A%20%20%60crime_against%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60offense_description%60%2C%0A%20%20%60census_block_group%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60crime_prevention_district%60%2C%0A%20%20%60neighborhood%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60report_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",197853,NA,NA,"","","LA0170000","East Baton Rouge",NA,"South","West South Central","east baton rouge","LA",201319,"msa-county 100,000+",NA,NA,NA,NA,197853,"East Baton Rouge, LA","County","LA","LA"
"East Hartford,CT,City","CT0004300","East Hartford",0,3,9,2,8,62,21,2017,1,"City","East Hartford,CT","City",14,91,"East Hartford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",50625,NA,NA,"","","CT0004300","East Hartford",NA,"Northeast","New England","east hartford","CT",50584,"city 50,000 thru 99,999",NA,NA,NA,NA,50625,"East Hartford, CT","City","CT","CT"
"Eden Prairie,MN,City","MN0272600","Eden Prairie",0,0,0,0,0,37,2,2017,1,"City","Eden Prairie,MN","City",0,39,"Eden Prairie","https://cde.state.mn.us/","State UCR","Open Source",61645,NA,NA,"","","MN0272600","Eden Prairie",NA,"Midwest","West North Central","eden prairie","MN",61511,"city 50,000 thru 99,999",NA,NA,NA,NA,61645,"Eden Prairie, MN","City","MN","MN"
"Edina,MN,City","MN0270600","Edina",0,0,1,0,5,52,1,2017,1,"City","Edina,MN","City",1,58,"Edina","https://cde.state.mn.us/","State UCR","Open Source",51980,NA,NA,"","","MN0270600","Edina",NA,"Midwest","West North Central","edina","MN",53347,"city 50,000 thru 99,999",NA,NA,NA,NA,51980,"Edina, MN","City","MN","MN"
"Edinburg,TX,City","TX1080400","Edinburg",0,9,1,9,37,254,20,2017,1,"City","Edinburg,TX","City",19,311,"Edinburg","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106137,NA,NA,"","","TX1080400","Edinburg",NA,"South","West South Central","edinburg","TX",107552,"city 100,000 thru 249,999",NA,NA,NA,NA,106137,"Edinburg, TX","City","TX","TX"
"Edmond,OK,City","OK0550300","Edmond",1,0,1,16,7,80,5,2017,1,"City","Edmond,OK","City",18,92,"Edmond","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",97063,NA,NA,"","","OK0550300","Edmond",NA,"South","West South Central","edmond","OK",99249,"city 50,000 thru 99,999",NA,NA,NA,NA,97063,"Edmond, OK","City","OK","OK"
"El Cajon,CA,City","CA0370500","El Cajon",0,5,12,18,54,140,52,2017,1,"City","El Cajon,CA","City",35,246,"El Cajon","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",103569,NA,NA,"","","CA0370500","El Cajon",NA,"West","Pacific","el cajon","CA",101983,"city 100,000 thru 249,999",NA,NA,NA,NA,103569,"El Cajon, CA","City","CA","CA"
"El Dorado,CA,County","CA0090000","El Dorado",1,2,1,20,51,121,5,2017,1,"County","El Dorado,CA","County",24,177,"El Dorado","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",162436,NA,NA,"","","CA0090000","El Dorado",NA,"West","Pacific","el dorado","CA",164075,"msa-county 100,000+",NA,NA,NA,NA,162436,"El Dorado, CA","County","CA","CA"
"El Monte,CA,City","CA0192200","El Monte",0,3,16,21,69,121,65,2017,1,"City","El Monte,CA","City",40,255,"El Monte","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",102088,NA,NA,"","","CA0192200","El Monte",NA,"West","Pacific","el monte","CA",102088,"city 100,000 thru 249,999",NA,NA,NA,NA,103463,"El Monte, CA","City","CA","CA"
"El Paso,TX,City","TX0710200","El Paso",3,28,36,153,91,894,71,2017,1,"City","El Paso,TX","City",220,1056,"El Paso","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",676665,NA,NA,"","","TX0710200","El Paso",NA,"South","West South Central","el paso","TX",678860,"city 500,000 thru 999,999",NA,NA,NA,NA,676665,"El Paso, TX","City","TX","TX"
"El Paso,TX,County","TX0710000","El Paso",0,6,1,18,22,43,6,2017,1,"County","El Paso,TX","County",25,71,"El Paso","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116599,NA,NA,"","","TX0710000","El Paso",NA,"South","West South Central","el paso","TX",122484,"msa-county 100,000+",NA,NA,NA,NA,116599,"El Paso, TX","County","TX","TX"
"Elizabeth,NJ,City","NJ0200400","Elizabeth",0,3,43,36,41,206,81,2017,1,"City","Elizabeth,NJ","City",82,328,"Elizabeth","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",138500,NA,NA,"","","NJ0200400","Elizabeth",NA,"Northeast","Middle Atlantic","elizabeth","NJ",138500,"city 100,000 thru 249,999",NA,NA,NA,NA,133578,"Elizabeth, NJ","City","NJ","NJ"
"Elk Grove,CA,City","CA0340H00","Elk Grove",0,1,10,29,33,179,21,2017,1,"City","Elk Grove,CA","City",40,233,"Elk Grove","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",177976,NA,NA,"","","CA0340H00","Elk Grove",NA,"West","Pacific","elk grove","CA",179074,"city 100,000 thru 249,999",NA,NA,NA,NA,177976,"Elk Grove, CA","City","CA","CA"
"Erie,PA,City","PA0250200","Erie",2,3,11,15,30,109,11,2017,1,"City","Erie,PA","City",31,150,"Erie","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",92920,NA,NA,"","","PA0250200","Erie",NA,"Northeast","Middle Atlantic","erie","PA",92379,"city 50,000 thru 99,999",NA,NA,NA,NA,92920,"Erie, PA","City","PA","PA"
"Escondido,CA,City","CA0370600","Escondido",0,4,22,38,36,174,38,2017,1,"City","Escondido,CA","City",64,248,"Escondido","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",149837,NA,NA,"","","CA0370600","Escondido",NA,"West","Pacific","escondido","CA",147170,"city 100,000 thru 249,999",NA,NA,NA,NA,149837,"Escondido, CA","City","CA","CA"
"Euclid,OH,City","OH0181800","Euclid",0,2,10,18,23,68,27,2017,1,"City","Euclid,OH","City",30,118,"Euclid","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48344,NA,NA,"","","OH0181800","Euclid",NA,"Midwest","East North Central","euclid","OH",48176,"city 25,000 thru 49,999",NA,NA,NA,NA,48170,"Euclid, OH","City","OH","OH"
"Euless,TX,City","TX2200900","Euless",0,0,2,2,12,71,22,2017,1,"City","Euless,TX","City",4,105,"Euless","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59722,NA,NA,"","","TX2200900","Euless",NA,"South","West South Central","euless","TX",59230,"city 50,000 thru 99,999",NA,NA,NA,NA,59722,"Euless, TX","City","TX","TX"
"Fairfield,CA,City","CA0480300","Fairfield",0,2,18,24,44,166,38,2017,1,"City","Fairfield,CA","City",44,248,"Fairfield","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",119071,NA,NA,"","","CA0480300","Fairfield",NA,"West","Pacific","fairfield","CA",121082,"city 100,000 thru 249,999",NA,NA,NA,NA,119071,"Fairfield, CA","City","CA","CA"
"Fairfield,CT,City","CT0005100","Fairfield",0,3,1,0,1,32,8,2017,1,"City","Fairfield,CT","City",4,41,"Fairfield","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63588,NA,NA,"","","CT0005100","Fairfield",NA,"Northeast","New England","fairfield","CT",64098,"city 50,000 thru 99,999",NA,NA,NA,NA,63588,"Fairfield, CT","City","CT","CT"
"Fargo,ND,City","ND0090200","Fargo",0,11,8,15,28,225,34,2017,1,"City","Fargo,ND","City",34,287,"Fargo","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",134268,NA,NA,"","","ND0090200","Fargo",NA,"Midwest","West North Central","fargo","ND",135682,"city 100,000 thru 249,999",NA,NA,NA,NA,134268,"Fargo, ND","City","ND","ND"
"Farmington Hills,MI,City","MI6338900","Farmington Hills",0,1,0,4,11,55,7,2017,1,"City","Farmington Hills,MI","City",5,73,"Farmington Hills","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",82223,NA,NA,"","","MI6338900","Farmington Hills",NA,"Midwest","East North Central","farmington hills","MI",82116,"city 50,000 thru 99,999",NA,NA,NA,NA,82223,"Farmington Hills, MI","City","MI","MI"
"Fayetteville,AR,City","AR0720100","Fayetteville",0,8,6,22,32,236,20,2017,1,"City","Fayetteville,AR","City",36,288,"Fayetteville","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",101624,NA,NA,"","","AR0720100","Fayetteville",NA,"South","West South Central","fayetteville","AR",104089,"city 100,000 thru 249,999",NA,NA,NA,NA,101624,"Fayetteville, AR","City","AR","AR"
"Flower Mound,TX,City","TX0611200","Flower Mound",0,1,1,3,3,40,0,2017,1,"City","Flower Mound,TX","City",5,43,"Flower Mound","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",79513,NA,NA,"","","TX0611200","Flower Mound",NA,"South","West South Central","flower mound","TX",79784,"city 50,000 thru 99,999",NA,NA,NA,NA,79513,"Flower Mound, TX","City","TX","TX"
"Folsom,CA,City","CA0340100","Folsom",0,1,1,2,12,76,12,2017,1,"City","Folsom,CA","City",4,100,"Folsom","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",84559,NA,NA,"","","CA0340100","Folsom",NA,"West","Pacific","folsom","CA",86152,"city 50,000 thru 99,999",NA,NA,NA,NA,84559,"Folsom, CA","City","CA","CA"
"Fontana,CA,City","CA0360400","Fontana",4,NA,13,NA,83,200,75,2017,1,"City","Fontana,CA","City",17,358,"Fontana","https://www.fontanaca.gov/CivicAlerts.aspx?CID=32","Agency Aggregated","Open Source",214429,NA,NA,"","","CA0360400","Fontana",NA,"West","Pacific","fontana","CA",217605,"city 100,000 thru 249,999",NA,NA,NA,NA,214429,"Fontana, CA","City","CA","CA"
"Forsyth,GA,County","GA0580000","Forsyth",1,2,2,1,27,97,0,2017,1,"County","Forsyth,GA","County",6,124,"Forsyth","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",267417,NA,NA,"","","GA0580000","Forsyth",NA,"South","South Atlantic","forsyth","GA",270757,"msa-county 100,000+",NA,NA,NA,NA,267417,"Forsyth, GA","County","GA","GA"
"Forsyth,NC,County","NC0340000","Forsyth",0,0,1,15,39,168,12,2017,1,"County","Forsyth,NC","County",16,219,"Forsyth","From NC","State UCR","Provided by State UCR Program",111773,NA,NA,"Inferred Dec 2018 - Jun 2019 from 2018 average","","NC0340000","Forsyth",NA,"South","South Atlantic","forsyth","NC",115696,"msa-county 100,000+",NA,NA,NA,NA,111773,"Forsyth, NC","County","NC","NC"
"Fort Bend,TX,County","TX0790000","Fort Bend",1,7,14,48,75,257,13,2017,1,"County","Fort Bend,TX","County",70,345,"Fort Bend","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",578695,NA,NA,"","","TX0790000","Fort Bend",NA,"South","West South Central","fort bend","TX",614384,"msa-county 100,000+",NA,NA,NA,NA,578695,"Fort Bend, TX","County","TX","TX"
"Fort Collins,CO,City","CO0350300","Fort Collins",0,4,2,14,46,266,22,2017,1,"City","Fort Collins,CO","City",20,334,"Fort Collins","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",168886,NA,NA,"","","CO0350300","Fort Collins",NA,"West","Mountain","fort collins","CO",170509,"city 100,000 thru 249,999",NA,NA,NA,NA,168886,"Fort Collins, CO","City","CO","CO"
"Fort Wayne,IN,City","IN0020100","Fort Wayne",3,8,30,24,141,534,38,2017,1,"City","Fort Wayne,IN","City",65,713,"Fort Wayne","https://www.fwpd.org/crime-statistics","State UCR","Provided by State UCR Program",269728,NA,NA,"","","IN0020100","Fort Wayne",NA,"Midwest","East North Central","fort wayne","IN",271892,"city 250,000 thru 499,999",NA,NA,NA,NA,269728,"Fort Wayne, IN","City","IN","IN"
"Fort Worth,TX,City","TX2201200","Fort Worth",10,71,154,231,449,1568,229,2017,1,"City","Fort Worth,TX","City",466,2246,"Fort Worth","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",973722,NA,NA,"","","TX2201200","Fort Worth",NA,"South","West South Central","fort worth","TX",976839,"city 500,000 thru 999,999",NA,NA,NA,NA,973722,"Fort Worth, TX","City","TX","TX"
"Fountain Valley,CA,City","CA0300700","Fountain Valley",0,0,4,2,15,109,13,2017,1,"City","Fountain Valley,CA","City",6,137,"Fountain Valley","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",55419,NA,NA,"","","CA0300700","Fountain Valley",NA,"West","Pacific","fountain valley","CA",54975,"city 50,000 thru 99,999",NA,NA,NA,NA,55419,"Fountain Valley, CA","City","CA","CA"
"Franklin,TN,City","TN0940100","Franklin",0,3,2,14,6,86,3,2017,1,"City","Franklin,TN","City",19,95,"Franklin","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",88315,NA,NA,"","","TN0940100","Franklin",NA,"South","East South Central","franklin","TN",90077,"city 50,000 thru 99,999",NA,NA,NA,NA,88315,"Franklin, TN","City","TN","TN"
"Fresno,CA,City","CA0100500","Fresno",4,16,90,164,381,1272,291,2017,1,"City","Fresno,CA","City",274,1944,"Fresno","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",546722,NA,NA,"","","CA0100500","Fresno",NA,"West","Pacific","fresno","CA",546722,"city 500,000 thru 999,999",NA,NA,NA,NA,547134,"Fresno, CA","City","CA","CA"
"Frisco,TX,City","TX0430400","Frisco",0,5,4,6,39,153,2,2017,1,"City","Frisco,TX","City",15,194,"Frisco","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",228527,NA,NA,"","","TX0430400","Frisco",NA,"South","West South Central","frisco","TX",138099,"city 100,000 thru 249,999",NA,NA,NA,NA,228527,"Frisco, TX","City","TX","TX"
"Fullerton,CA,City","CA0300800","Fullerton",0,1,4,16,40,259,45,2017,1,"City","Fullerton,CA","City",21,344,"Fullerton","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",139131,NA,NA,"","","CA0300800","Fullerton",NA,"West","Pacific","fullerton","CA",137942,"city 100,000 thru 249,999",NA,NA,NA,NA,139131,"Fullerton, CA","City","CA","CA"
"Galveston,TX,City","TX0840400","Galveston",0,6,5,4,36,87,8,2017,1,"City","Galveston,TX","City",15,131,"Galveston","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52810,NA,NA,"","","TX0840400","Galveston",NA,"South","West South Central","galveston","TX",53100,"city 50,000 thru 99,999",NA,NA,NA,NA,52810,"Galveston, TX","City","TX","TX"
"Gardena,CA,City","CA0192400","Gardena",0,1,19,10,32,55,27,2017,1,"City","Gardena,CA","City",30,114,"Gardena","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57584,NA,NA,"","","CA0192400","Gardena",NA,"West","Pacific","gardena","CA",57584,"city 50,000 thru 99,999",NA,NA,NA,NA,57853,"Gardena, CA","City","CA","CA"
"Garland,TX,City","TX0571100","Garland",3,5,39,27,125,491,71,2017,1,"City","Garland,TX","City",74,687,"Garland","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",240051,NA,NA,"","","TX0571100","Garland",NA,"South","West South Central","garland","TX",246096,"city 100,000 thru 249,999",NA,NA,NA,NA,240051,"Garland, TX","City","TX","TX"
"Gastonia,NC,City","NC0360600","Gastonia",0,2,14,26,61,262,21,2017,1,"City","Gastonia,NC","City",42,344,"Gastonia","From NC","State UCR","Provided by State UCR Program",83739,NA,NA,"","","NC0360600","Gastonia",NA,"South","South Atlantic","gastonia","NC",85112,"city 50,000 thru 99,999",NA,NA,NA,NA,83739,"Gastonia, NC","City","NC","NC"
"Georgetown,TX,City","TX2460200","Georgetown",0,3,0,3,4,37,3,2017,1,"City","Georgetown,TX","City",6,44,"Georgetown","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",87871,NA,NA,"","","TX2460200","Georgetown",NA,"South","West South Central","georgetown","TX",89481,"city 50,000 thru 99,999",NA,NA,NA,NA,87871,"Georgetown, TX","City","TX","TX"
"Gilbert,AZ,City","AZ0071100","Gilbert",0,8,2,10,35,230,10,2017,1,"City","Gilbert,AZ","City",20,275,"Gilbert","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",278495,NA,NA,"","","AZ0071100","Gilbert",NA,"West","Mountain","gilbert","AZ",277527,"city 250,000 thru 499,999",NA,NA,NA,NA,278495,"Gilbert, AZ","City","AZ","AZ"
"Gilroy,CA,City","CA0430400","Gilroy",0,2,3,6,21,82,21,2017,1,"City","Gilroy,CA","City",11,124,"Gilroy","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57331,NA,NA,"","","CA0430400","Gilroy",NA,"West","Pacific","gilroy","CA",57877,"city 50,000 thru 99,999",NA,NA,NA,NA,57331,"Gilroy, CA","City","CA","CA"
