"city_state_id","ori.x","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori.y","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Lee's Summit,MO,City","MO0480800","Lee's Summit",0,1,8,4,17,106,5,2017,1,"City","Lee's Summit,MO","City",13,128,"Lee's Summit","https://showmecrime.mo.gov/","State UCR","Open Source",104402,NA,NA,"","","MO0480800","Lee's Summit",NA,"Midwest","West North Central","lee's summit","MO",102349,"city 100,000 thru 249,999",NA,NA,NA,NA,104402,"Lee's Summit, MO","City","MO","MO"
"Lenexa,KS,City","KS0461000","Lenexa",0,3,2,5,8,61,9,2017,1,"City","Lenexa,KS","City",10,78,"Lenexa","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",58871,NA,NA,"","","KS0461000","Lenexa",NA,"Midwest","West North Central","lenexa","KS",58871,"city 50,000 thru 99,999",NA,NA,NA,NA,59161,"Lenexa, KS","City","KS","KS"
"Lewisville,TX,City","TX0610600","Lewisville",0,8,10,14,34,137,12,2017,1,"City","Lewisville,TX","City",32,183,"Lewisville","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",133694,NA,NA,"","","TX0610600","Lewisville",NA,"South","West South Central","lewisville","TX",134630,"city 100,000 thru 249,999",NA,NA,NA,NA,133694,"Lewisville, TX","City","TX","TX"
"Lexington,SC,County","SC0320000","Lexington",4,7,4,32,51,254,55,2017,1,"County","Lexington,SC","County",47,360,"Lexington","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",232613,NA,NA,"","","SC0320000","Lexington",NA,"South","South Atlantic","lexington","SC",236417,"msa-county 100,000+",NA,NA,NA,NA,232613,"Lexington, SC","County","SC","SC"
"Lincoln,CA,City","CA0310300","Lincoln",0,0,0,0,14,41,8,2017,1,"City","Lincoln,CA","City",0,63,"Lincoln","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",53950,NA,NA,"","","CA0310300","Lincoln",NA,"West","Pacific","lincoln","CA",56152,"city 50,000 thru 99,999",NA,NA,NA,NA,53950,"Lincoln, CA","City","CA","CA"
"Lincoln,NE,City","NB0550100","Lincoln",0,17,21,51,88,519,23,2017,1,"City","Lincoln,NE","City",89,630,"Lincoln","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",293155,NA,NA,"","","NB0550100","Lincoln",NA,"Midwest","West North Central","lincoln","NE",295808,"city 250,000 thru 499,999",NA,NA,NA,NA,293155,"Lincoln, NE","City","NE","NE"
"Little Elm,TX,City","TX0611300","Little Elm",1,1,1,2,5,22,3,2017,1,"City","Little Elm,TX","City",5,30,"Little Elm","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59954,NA,NA,"","","TX0611300","Little Elm",NA,"South","West South Central","little elm","TX",62837,"city 50,000 thru 99,999",NA,NA,NA,NA,59954,"Little Elm, TX","City","TX","TX"
"Little Rock,AR,City","AR0600200","Little Rock",3,14,55,231,173,858,119,2017,1,"City","Little Rock,AR","City",303,1150,"Little Rock","https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf","Agency Aggregated","Open Source",202986,NA,NA,"","","AR0600200","Little Rock",NA,"South","West South Central","little rock","AR",204247,"city 100,000 thru 249,999",NA,NA,NA,NA,202986,"Little Rock, AR","City","AR","AR"
"Livermore,CA,City","CA0010700","Livermore",0,0,6,8,27,166,42,2017,1,"City","Livermore,CA","City",14,235,"Livermore","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",83155,NA,NA,"","","CA0010700","Livermore",NA,"West","Pacific","livermore","CA",81316,"city 50,000 thru 99,999",NA,NA,NA,NA,83155,"Livermore, CA","City","CA","CA"
"Livingston,LA,County","LA0320000","Livingston",1,3,1,24,95,190,1,2017,1,"County","Livingston,LA","County",29,286,"Livingston","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",134038,NA,NA,"","","LA0320000","Livingston",NA,"South","West South Central","livingston","LA",136545,"msa-county 100,000+",NA,NA,NA,NA,134038,"Livingston, LA","County","LA","LA"
"Livonia,MI,City","MI8253800","Livonia",0,6,2,6,10,87,6,2017,1,"City","Livonia,MI","City",14,103,"Livonia","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",93042,NA,NA,"","","MI8253800","Livonia",NA,"Midwest","East North Central","livonia","MI",91189,"city 50,000 thru 99,999",NA,NA,NA,NA,93042,"Livonia, MI","City","MI","MI"
"Logan,UT,City","UT0030100","Logan",0,1,0,2,3,36,5,2017,1,"City","Logan,UT","City",3,44,"Logan","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",55645,NA,NA,"","","UT0030100","Logan",NA,"West","Mountain","logan","UT",56083,"city 50,000 thru 99,999",NA,NA,NA,NA,55645,"Logan, UT","City","UT","UT"
"Long Beach,CA,City","CA0194100","Long Beach",4,10,85,100,257,678,265,2017,1,"City","Long Beach,CA","City",199,1200,"Long Beach","https://www.longbeach.gov/police/crime-info/crime-statistics/","Agency Aggregated","Open Source",444415,NA,NA,"","","CA0194100","Long Beach",NA,"West","Pacific","long beach","CA",444232,"city 250,000 thru 499,999",NA,NA,NA,NA,444415,"Long Beach, CA","City","CA","CA"
"Longview,TX,City","TX0920500","Longview",0,5,10,19,68,194,26,2017,1,"City","Longview,TX","City",34,288,"Longview","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82981,NA,NA,"","","TX0920500","Longview",NA,"South","West South Central","longview","TX",81344,"city 50,000 thru 99,999",NA,NA,NA,NA,82981,"Longview, TX","City","TX","TX"
"Los Angeles,CA,City","CA0194200","Los Angeles",33,189,894,1264,1496,5776,1825,2017,1,"City","Los Angeles,CA","City",2380,9097,"Los Angeles","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",3786018,NA,NA,"","","CA0194200","Los Angeles",NA,"West","Pacific","los angeles","CA",3796352,"city 1,000,000+",NA,NA,NA,NA,3786018,"Los Angeles, CA","City","CA","CA"
"Los Angeles,CA,County","CA0190000","Los Angeles",9,57,467,775,1276,3359,1147,2017,1,"County","Los Angeles,CA","County",1308,5782,"Los Angeles","https://lasd.org/transparency/part1and2crimedata/#part1","Agency Aggregated","Open Source",1008018,NA,NA,"","","CA0190000","Los Angeles",NA,"West","Pacific","los angeles","CA",1110752,"msa-county 100,000+",NA,NA,NA,NA,1008018,"Los Angeles, CA","County","CA","CA"
"Louisville,KY,City","KY0568000","Louisville",6,39,112,209,539,1757,382,2017,1,"City","Louisville,KY","City",366,2678,"Louisville","https://data.louisvilleky.gov/search?tags=lmpd","Agency RMS","Open Source",669468,NA,NA,"","","KY0568000","Louisville",NA,"South","East South Central","louisville metro","KY",676843,"city 500,000 thru 999,999",NA,NA,NA,NA,669468,"Louisville, KY","City","KY","KY"
"Loveland,CO,City","CO0350400","Loveland",0,3,1,9,7,107,10,2017,1,"City","Loveland,CO","City",13,124,"Loveland","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",78656,NA,NA,"","","CO0350400","Loveland",NA,"West","Mountain","loveland","CO",80374,"city 50,000 thru 99,999",NA,NA,NA,NA,78656,"Loveland, CO","City","CO","CO"
"Lubbock,TX,City","TX1520200","Lubbock",2,16,31,174,235,722,132,2017,1,"City","Lubbock,TX","City",223,1089,"Lubbock","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",266960,NA,NA,"","","TX1520200","Lubbock",NA,"South","West South Central","lubbock","TX",269900,"city 250,000 thru 499,999",NA,NA,NA,NA,266960,"Lubbock, TX","City","TX","TX"
"Lynn,MA,City","MA0051400","Lynn",1,0,16,48,33,82,19,2017,1,"City","Lynn,MA","City",65,134,"Lynn","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",101144,NA,NA,"","","MA0051400","Lynn",NA,"Northeast","New England","lynn","MA",103200,"city 100,000 thru 249,999",NA,NA,NA,NA,101144,"Lynn, MA","City","MA","MA"
"Madera,CA,City","CA0200200","Madera",0,6,14,27,41,102,33,2017,1,"City","Madera,CA","City",47,176,"Madera","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",68607,NA,NA,"","","CA0200200","Madera",NA,"West","Pacific","madera","CA",68607,"city 50,000 thru 99,999",NA,NA,NA,NA,68862,"Madera, CA","City","CA","CA"
"Manchester,NH,City","NH0063400","Manchester",0,9,16,39,45,157,12,2017,1,"City","Manchester,NH","City",64,214,"Manchester","https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards","Agency Aggregated","Open Source",114963,NA,NA,"","","NH0063400","Manchester",NA,"Northeast","New England","manchester","NH",115464,"city 100,000 thru 249,999",NA,NA,NA,NA,114963,"Manchester, NH","City","NH","NH"
"Mansfield,TX,City","TX2202000","Mansfield",0,0,1,2,12,43,4,2017,1,"City","Mansfield,TX","City",3,59,"Mansfield","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",78788,NA,NA,"","","TX2202000","Mansfield",NA,"South","West South Central","mansfield","TX",74436,"city 50,000 thru 99,999",NA,NA,NA,NA,78788,"Mansfield, TX","City","TX","TX"
"Manteca,CA,City","CA0390300","Manteca",1,0,8,3,26,149,31,2017,1,"City","Manteca,CA","City",12,206,"Manteca","https://www.manteca.gov/departments/police-department/crime-information","Agency Aggregated","Open Source",88518,NA,NA,"","","CA0390300","Manteca",NA,"West","Pacific","manteca","CA",93538,"city 50,000 thru 99,999",NA,NA,NA,NA,88518,"Manteca, CA","City","CA","CA"
"Maricopa,AZ,City","AZ0111700","Maricopa",0,1,0,2,13,59,9,2017,1,"City","Maricopa,AZ","City",3,81,"Maricopa","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",70355,NA,NA,"","","AZ0111700","Maricopa",NA,"West","Mountain","maricopa","AZ",75614,"city 50,000 thru 99,999",NA,NA,NA,NA,70355,"Maricopa, AZ","City","AZ","AZ"
"McAllen,TX,City","TX1080800","McAllen",2,2,4,15,16,316,4,2017,1,"City","McAllen,TX","City",23,336,"McAllen","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145684,NA,NA,"","","TX1080800","McAllen",NA,"South","West South Central","mcallen","TX",148017,"city 100,000 thru 249,999",NA,NA,NA,NA,145684,"McAllen, TX","City","TX","TX"
"Mckinney,TX,City","TX0430500","Mckinney",0,7,7,7,23,163,22,2017,1,"City","Mckinney,TX","City",21,208,"Mckinney","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",212716,NA,NA,"","","TX0430500","Mckinney",NA,"South","West South Central","mckinney","TX",219132,"city 100,000 thru 249,999",NA,NA,NA,NA,212716,"Mckinney, TX","City","TX","TX"
"Medford,OR,City","OR0150400","Medford",0,1,6,22,32,413,48,2017,1,"City","Medford,OR","City",29,493,"Medford","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",85352,NA,NA,"","","OR0150400","Medford",NA,"West","Pacific","medford","OR",84766,"city 50,000 thru 99,999",NA,NA,NA,NA,85352,"Medford, OR","City","OR","OR"
"Memphis,TN,City","TNMPD0000","Memphis",18,61,335,668,802,2132,394,2017,1,"City","Memphis,TN","City",1082,3328,"Memphis","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency Aggregated","Open Source",616061,NA,NA,"","","TNMPD0000","Memphis",NA,"South","East South Central","memphis","TN",613207,"city 500,000 thru 999,999",NA,NA,NA,NA,616061,"Memphis, TN","City","TN","TN"
"Merced,CA,City","CA0240600","Merced",0,2,19,28,67,133,50,2017,1,"City","Merced,CA","City",49,250,"Merced","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",94125,NA,NA,"","","CA0240600","Merced",NA,"West","Pacific","merced","CA",96077,"city 50,000 thru 99,999",NA,NA,NA,NA,94125,"Merced, CA","City","CA","CA"
"Meridian,ID,City","ID0010300","Meridian",0,4,2,11,3,39,4,2017,1,"City","Meridian,ID","City",17,46,"Meridian","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",135239,NA,NA,"","","ID0010300","Meridian",NA,"West","Mountain","meridian","ID",140353,"city 100,000 thru 249,999",NA,NA,NA,NA,135239,"Meridian, ID","City","ID","ID"
"Mesa,AZ,City","AZ0071700","Mesa",0,25,36,80,199,748,90,2017,1,"City","Mesa,AZ","City",141,1037,"Mesa","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",515848,NA,NA,"","","AZ0071700","Mesa",NA,"West","Mountain","mesa","AZ",513585,"city 500,000 thru 999,999",NA,NA,NA,NA,515848,"Mesa, AZ","City","AZ","AZ"
"Mesquite,TX,City","TX0571800","Mesquite",1,5,25,20,90,343,82,2017,1,"City","Mesquite,TX","City",51,515,"Mesquite","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",147926,NA,NA,"","","TX0571800","Mesquite",NA,"South","West South Central","mesquite","TX",148598,"city 100,000 thru 249,999",NA,NA,NA,NA,147926,"Mesquite, TX","City","TX","TX"
"Methuen,MA,City","MA0051900","Methuen",0,0,1,3,8,51,4,2017,1,"City","Methuen,MA","City",4,63,"Methuen","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",53558,NA,NA,"","","MA0051900","Methuen",NA,"Northeast","New England","methuen","MA",54623,"city 50,000 thru 99,999",NA,NA,NA,NA,53558,"Methuen, MA","City","MA","MA"
"Miami Beach,FL,City","FL0130700","Miami Beach",0,8,25,21,47,603,39,2017,1,"City","Miami Beach,FL","City",54,689,"Miami Beach","https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/","Agency Aggregated","Open Source",78824,NA,NA,"Population via FBI CIUS 2020","","FL0130700","Miami Beach",NA,"South","South Atlantic","miami beach","FL",78676,"city 50,000 thru 99,999",NA,NA,NA,NA,78824,"Miami Beach, FL","City","FL","FL"
"Midland,TX,City","TX1650100","Midland",0,3,7,22,37,156,21,2017,1,"City","Midland,TX","City",32,214,"Midland","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",135253,NA,NA,"Inferred Jul-Dec 2021 from police reported annual total","","TX1650100","Midland",NA,"South","West South Central","midland","TX",140265,"city 100,000 thru 249,999",NA,NA,NA,NA,135253,"Midland, TX","City","TX","TX"
"Midwest City,OK,City","OK0550400","Midwest City",3,4,10,7,34,121,11,2017,1,"City","Midwest City,OK","City",24,166,"Midwest City","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57961,NA,NA,"","","OK0550400","Midwest City",NA,"South","West South Central","midwest city","OK",57961,"city 50,000 thru 99,999",NA,NA,NA,NA,57696,"Midwest City, OK","City","OK","OK"
"Milpitas,CA,City","CA0430800","Milpitas",0,NA,3,3,22,143,24,2017,1,"City","Milpitas,CA","City",6,189,"Milpitas","https://www.milpitas.gov/1107/Crime-and-Incident-Data","Agency Aggregated","Open Source",76573,NA,NA,"","","CA0430800","Milpitas",NA,"West","Pacific","milpitas","CA",76523,"city 50,000 thru 99,999",NA,NA,NA,NA,76573,"Milpitas, CA","City","CA","CA"
"Minneapolis,MN,City","MN0271100","Minneapolis",5,45,139,168,230,909,235,2017,1,"City","Minneapolis,MN","City",357,1374,"Minneapolis","https://cde.state.mn.us/","State UCR","Open Source",422341,NA,NA,"","","MN0271100","Minneapolis",NA,"Midwest","West North Central","minneapolis","MN",423282,"city 250,000 thru 499,999",NA,NA,NA,NA,422341,"Minneapolis, MN","City","MN","MN"
"Minnetonka,MN,City","MN0271200","Minnetonka",0,0,1,1,9,58,2,2017,1,"City","Minnetonka,MN","City",2,69,"Minnetonka","https://cde.state.mn.us/","State UCR","Open Source",51791,NA,NA,"","","MN0271200","Minnetonka",NA,"Midwest","West North Central","minnetonka","MN",51935,"city 50,000 thru 99,999",NA,NA,NA,NA,51791,"Minnetonka, MN","City","MN","MN"
"Mission Viejo,CA,City","CA030350X","Mission Viejo",0,1,4,4,19,75,6,2017,1,"City","Mission Viejo,CA","City",9,100,"Mission Viejo","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",89699,NA,NA,"","","CA030350X","Mission Viejo",NA,"West","Pacific",NA,NA,90944,NA,NA,NA,NA,NA,90944,"Mission Viejo, CA","City","CA","CA"
"Mission,TX,City","TX1081000","Mission",0,0,3,3,23,182,14,2017,1,"City","Mission,TX","City",6,219,"Mission","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",87031,NA,NA,"","","TX1081000","Mission",NA,"South","West South Central","mission","TX",87777,"city 50,000 thru 99,999",NA,NA,NA,NA,87031,"Mission, TX","City","TX","TX"
"Missoula,MT,City","MT0320100","Missoula",0,5,1,16,22,155,11,2017,1,"City","Missoula,MT","City",22,188,"Missoula","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",78911,NA,NA,"","","MT0320100","Missoula",NA,"West","Mountain","missoula","MT",78911,"city 50,000 thru 99,999",NA,NA,NA,NA,78269,"Missoula, MT","City","MT","MT"
"Missouri City,TX,City","TX0790100","Missouri City",0,0,8,11,18,83,7,2017,1,"City","Missouri City,TX","City",19,108,"Missouri City","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",77560,NA,NA,"","","TX0790100","Missouri City",NA,"South","West South Central","missouri city","TX",71653,"city 50,000 thru 99,999",NA,NA,NA,NA,77560,"Missouri City, TX","City","TX","TX"
"Mobile,AL,City","AL0020100","Mobile",3,NA,NA,NA,NA,NA,NA,2017,1,"City","Mobile,AL","City",3,0,"Mobile","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",237469,NA,NA,"","","AL0020100","Mobile",NA,"South","East South Central","mobile","AL",237092,"city 100,000 thru 249,999",NA,NA,NA,102,237469,"Mobile, AL","City","AL","AL"
"Monterey Park,CA,City","CA0194800","Monterey Park",0,2,5,2,31,99,18,2017,1,"City","Monterey Park,CA","City",9,148,"Monterey Park","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57419,NA,NA,"","","CA0194800","Monterey Park",NA,"West","Pacific","monterey park","CA",56904,"city 50,000 thru 99,999",NA,NA,NA,NA,57419,"Monterey Park, CA","City","CA","CA"
"Monterey,CA,County","CA0270000","Monterey",2,2,1,10,33,70,4,2017,1,"County","Monterey,CA","County",15,107,"Monterey","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",103695,NA,NA,"","","CA0270000","Monterey",NA,"West","Pacific","monterey","CA",107372,"msa-county 100,000+",NA,NA,NA,NA,103695,"Monterey, CA","County","CA","CA"
"Montgomery,MD,County","MD0160400","Montgomery",3,37,76,61,168,984,87,2017,1,"County","Montgomery,MD","County",177,1239,"Montgomery","https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",896963,NA,NA,"","","MD0160400","Montgomery",NA,"South","South Atlantic","montgomery county pd","MD",915053,"msa-county 100,000+",NA,NA,NA,NA,896963,"Montgomery, MD","County","MD","MD"
"Montgomery,TX,County","TX1700000","Montgomery",2,3,4,32,89,225,39,2017,1,"County","Montgomery,TX","County",41,353,"Montgomery","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",565355,NA,NA,"","","TX1700000","Montgomery",NA,"South","West South Central","montgomery","TX",600014,"msa-county 100,000+",NA,NA,NA,NA,565355,"Montgomery, TX","County","TX","TX"
"Mooresville,NC,City","NC0490100","Mooresville",0,1,1,6,18,113,4,2017,1,"City","Mooresville,NC","City",8,135,"Mooresville","From NC","State UCR","Provided by State UCR Program",53767,NA,NA,"","","NC0490100","Mooresville",NA,"South","South Atlantic","mooresville","NC",54823,"city 50,000 thru 99,999",NA,NA,NA,NA,53767,"Mooresville, NC","City","NC","NC"
"Mount Pleasant,SC,City","SC0100300","Mount Pleasant",0,3,4,12,16,85,7,2017,1,"City","Mount Pleasant,SC","City",19,108,"Mount Pleasant","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",96608,NA,NA,"","","SC0100300","Mount Pleasant",NA,"South","South Atlantic","mount pleasant","SC",96608,"city 50,000 thru 99,999",NA,NA,NA,NA,96320,"Mount Pleasant, SC","City","SC","SC"
"Mount Prospect,IL,City","IL0167200","Mount Prospect",0,0,1,0,4,50,4,2017,1,"City","Mount Prospect,IL","City",1,58,"Mount Prospect","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53932,NA,NA,"Inferred Jan-Mar 2021 counts from annual average","","IL0167200","Mount Prospect",NA,"Midwest","East North Central","mount prospect","IL",53523,"city 50,000 thru 99,999",NA,NA,NA,NA,53932,"Mount Prospect, IL","City","IL","IL"
"Mountain View,CA,City","CA0431100","Mountain View",0,1,8,2,38,154,3,2017,1,"City","Mountain View,CA","City",11,195,"Mountain View","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",80382,NA,NA,"","","CA0431100","Mountain View",NA,"West","Pacific","mountain view","CA",81461,"city 50,000 thru 99,999",NA,NA,NA,NA,80382,"Mountain View, CA","City","CA","CA"
"Muncie,IN,City","IN0180100","Muncie",0,3,7,8,42,172,18,2017,1,"City","Muncie,IN","City",18,232,"Muncie","https://cde.state.mn.us/","Crime Data Explorer","Open Source",65065,NA,NA,"","","IN0180100","Muncie",NA,"Midwest","East North Central","muncie","IN",65072,"city 50,000 thru 99,999",NA,NA,NA,NA,65065,"Muncie, IN","City","IN","IN"
"Murfreesboro,TN,City","TN0750100","Murfreesboro",0,10,10,49,46,266,23,2017,1,"City","Murfreesboro,TN","City",69,335,"Murfreesboro","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",166916,NA,NA,"","","TN0750100","Murfreesboro",NA,"South","East South Central","murfreesboro","TN",169520,"city 100,000 thru 249,999",NA,NA,NA,NA,166916,"Murfreesboro, TN","City","TN","TN"
"Murrieta,CA,City","CA0334200","Murrieta",0,2,3,2,25,108,20,2017,1,"City","Murrieta,CA","City",7,153,"Murrieta","https://www.murrietaca.gov/759/Police-Activity-Reports","Agency Aggregated","Open Source",115037,NA,NA,"","","CA0334200","Murrieta",NA,"West","Pacific","murrieta","CA",112125,"city 100,000 thru 249,999",NA,NA,NA,NA,115037,"Murrieta, CA","City","CA","CA"
"Napa,CA,City","CA0280200","Napa",0,5,2,13,31,97,19,2017,1,"City","Napa,CA","City",20,147,"Napa","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",77956,NA,NA,"","","CA0280200","Napa",NA,"West","Pacific","napa","CA",76888,"city 50,000 thru 99,999",NA,NA,NA,NA,77956,"Napa, CA","City","CA","CA"
"Nashville,TN,City","TN0190100","Nashville",9,42,192,459,345,1537,238,2017,1,"City","Nashville,TN","City",702,2120,"Nashville","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency RMS","Open Source",690495,NA,NA,"","","TN0190100","Nashville",NA,"South","East South Central","metropolitan nashville p","TN",698987,"city 500,000 thru 999,999",NA,NA,NA,NA,690495,"Nashville, TN","City","TN","TN"
"National City,CA,City","CA0370900","National City",0,1,8,19,11,73,44,2017,1,"City","National City,CA","City",28,128,"National City","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",55270,NA,NA,"","","CA0370900","National City",NA,"West","Pacific","national city","CA",54915,"city 50,000 thru 99,999",NA,NA,NA,NA,55270,"National City, CA","City","CA","CA"
"New Bedford,MA,City","MA0031100","New Bedford",1,0,22,23,47,150,22,2017,1,"City","New Bedford,MA","City",46,219,"New Bedford","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",100876,NA,NA,"","","MA0031100","New Bedford",NA,"Northeast","New England","new bedford","MA",102491,"city 100,000 thru 249,999",NA,NA,NA,NA,100876,"New Bedford, MA","City","MA","MA"
"New Braunfels,TX,City","TX0460100","New Braunfels",0,3,2,9,17,92,9,2017,1,"City","New Braunfels,TX","City",14,118,"New Braunfels","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111942,NA,NA,"","","TX0460100","New Braunfels",NA,"South","West South Central","new braunfels","TX",91816,"city 100,000 thru 249,999",NA,NA,NA,NA,111942,"New Braunfels, TX","City","TX","TX"
"New Hanover,NC,County","NC0650000","New Hanover",0,0,4,8,38,112,5,2017,1,"County","New Hanover,NC","County",12,155,"New Hanover","From NC","State UCR","Provided by State UCR Program",105363,NA,NA,"","","NC0650000","New Hanover",NA,"South","South Atlantic","new hanover","NC",108345,"msa-county 100,000+",NA,NA,NA,NA,105363,"New Hanover, NC","County","NC","NC"
