"city_state_id","Agency Name","Month","Year","vio_crime","prop_crime","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Agency","State","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","ori","pub_agency_name","state_abbr","region_name","division_name","population","city_state","Agency_Type","State_ref"
"Columbia,MO,City","Columbia",1,2017,63,261,0,15,11,37,45,189,27,"Columbia","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",129602,NA,NA,"","MO0100200","Columbia","MO","Midwest","West North Central",129602,"Columbia,MO","City","MO"
"Columbus,OH,City","Columbus",1,2017,396,2870,9,116,154,117,575,1908,387,"Columbus","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",908834,NA,NA,"","OHCOP0000","Columbus","OH","Midwest","East North Central",908834,"Columbus,OH","City","OH"
"Commerce City,CO,City","Commerce City",1,2017,35,126,1,9,5,20,17,79,30,"Commerce City","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",67851,NA,NA,"","CO0010300","Commerce City","CO","West","Mountain",67851,"Commerce City,CO","City","CO"
"Concord,CA,City","Concord",1,2017,35,372,0,5,9,21,41,250,81,"Concord","West","https://www.cityofconcord.org/1197/2024-Crime-Statistics","Agency Aggregated","Open Source",121331,NA,NA,"","CA0070400","Concord","CA","West","Pacific",121331,"Concord,CA","City","CA"
"Concord,NC,City","Concord",12,2019,16,146,2,0,4,10,5,132,9,"Concord","South","From NC","State UCR","Provided by Agency",111915,NA,NA,"","NC0130100","Concord","NC","South","South Atlantic",111915,"Concord,NC","City","NC"
"Conroe,TX,City","Conroe",1,2017,18,204,0,3,8,7,33,156,15,"Conroe","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106904,NA,NA,"","TX1700100","Conroe","TX","South","West South Central",106904,"Conroe,TX","City","TX"
"Coon Rapids,MN,City","Coon Rapids",1,2017,7,133,0,2,1,4,18,110,5,"Coon Rapids","Midwest","https://cde.state.mn.us/","State UCR","Open Source",62391,NA,NA,"","MN0020500","Coon Rapids","MN","Midwest","West North Central",62391,"Coon Rapids,MN","City","MN"
"Corpus Christi,TX,City","Corpus Christi",1,2017,186,984,2,25,44,115,153,779,52,"Corpus Christi","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",315340,NA,NA,"","TX1780200","Corpus Christi","TX","South","West South Central",315340,"Corpus Christi,TX","City","TX"
"Corvallis,OR,City","Corvallis",1,2017,6,99,0,1,1,4,7,85,7,"Corvallis","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",61474,NA,NA,"Inferred Oct-Dec 2019 from reported state total","OR0020100","Corvallis","OR","West","Pacific",61474,"Corvallis,OR","City","OR"
"Dallas,TX,City","Dallas",1,2017,896,3807,16,58,403,419,943,2164,700,"Dallas","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1304989,NA,NA,"","TXDPD0000","Dallas","TX","South","West South Central",1304989,"Dallas,TX","City","TX"
"Danbury,CT,City","Danbury",3,2019,5,72,0,1,2,2,4,62,6,"Danbury","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",87327,NA,NA,"","CT0003400","Danbury","CT","Northeast","New England",87327,"Danbury,CT","City","CT"
"Dayton,OH,City","Dayton",1,2017,112,534,2,12,45,53,173,304,57,"Dayton","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",135181,NA,NA,"","OH0570200","Dayton","OH","Midwest","East North Central",135181,"Dayton,OH","City","OH"
"Dearborn Heights,MI,City","Dearborn Heights",1,2017,23,90,0,1,4,18,26,50,14,"Dearborn Heights","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",61420,NA,NA,"","MI8234400","Dearborn Heights","MI","Midwest","East North Central",61420,"Dearborn Heights,MI","City","MI"
"Dearborn,MI,City","Dearborn",1,2017,18,218,0,0,3,15,30,157,31,"Dearborn","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",106747,NA,NA,"","MI8234300","Dearborn","MI","Midwest","East North Central",106747,"Dearborn,MI","City","MI"
"Decatur,IL,City","Decatur",1,2017,28,192,0,1,8,19,61,125,6,"Decatur","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68301,NA,NA,"","IL0580200","Decatur","IL","Midwest","East North Central",68301,"Decatur,IL","City","IL"
"Delaware,OH,County","Delaware",1,2017,7,129,0,0,1,6,26,96,7,"Delaware","Midwest","From OH","State UCR","From OH",104939,NA,NA,"","OH0210000","Delaware","OH","Midwest","East North Central",104939,"Delaware,OH","County","OH"
"Denton,TX,County","Denton",1,2017,5,38,0,1,0,4,9,24,5,"Denton","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",160587,NA,NA,"","TX0610000","Denton","TX","South","West South Central",160587,"Denton,TX","County","TX"
"Denver,CO,City","Denver",1,2017,400,1996,5,68,113,214,334,1252,410,"Denver","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",712222,NA,NA,"","CODPD0000","Denver","CO","West","Mountain",712222,"Denver,CO","City","CO"
"Des Plaines,IL,City","Des Plaines",1,2017,5,36,0,1,1,3,7,28,1,"Des Plaines","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",57672,NA,NA,"","IL0162500","Des Plaines","IL","Midwest","East North Central",57672,"Des Plaines,IL","City","IL"
"Desoto,TX,City","Desoto",1,2017,26,157,1,6,9,10,39,97,21,"Desoto","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56257,NA,NA,"","TX0570800","Desoto","TX","South","West South Central",56257,"Desoto,TX","City","TX"
"Detroit,MI,City","Detroit",1,2017,873,2570,22,65,229,557,772,1059,739,"Detroit","Midwest","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",615501,NA,NA,"","MI8234900","Detroit","MI","Midwest","East North Central",615501,"Detroit,MI","City","MI"
"Douglas,CO,County","Douglas",1,2017,38,199,1,26,1,10,43,133,23,"Douglas","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",219477,NA,NA,"","CO0180000","Douglas","CO","West","Mountain",219477,"Douglas,CO","County","CO"
"Dublin,OH,City","Dublin",1,2017,2,46,0,0,0,2,8,37,1,"Dublin","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48827,NA,NA,"","OH0250300","Dublin","OH","Midwest","East North Central",48827,"Dublin,OH","City","OH"
"Duluth,MN,City","Duluth",1,2017,31,273,0,6,7,18,34,226,13,"Duluth","Midwest","https://cde.state.mn.us/","State UCR","Open Source",86570,NA,NA,"","MN0690600","Duluth","MN","Midwest","West North Central",86570,"Duluth,MN","City","MN"
"Dunwoody,GA,City","Dunwoody",1,2017,4,161,0,1,0,3,9,138,14,"Dunwoody","South","https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison","Agency Aggregated","Open Source",52505,NA,NA,"","GA0447100","Dunwoody","GA","South","South Atlantic",52505,"Dunwoody,GA","City","GA"
"Durham,NC,City","Durham",11,2018,191,821,4,11,88,88,193,560,68,"Durham","South","From NC","State UCR","Provided by Agency",295788,NA,NA,"","NC0320100","Durham","NC","South","South Atlantic",295788,"Durham,NC","City","NC"
"Eagan,MN,City","Eagan",1,2017,6,91,1,1,3,1,6,82,3,"Eagan","Midwest","https://cde.state.mn.us/","State UCR","Open Source",66943,NA,NA,"Inferred Aug 2020 from annual average","MN0190800","Eagan","MN","Midwest","West North Central",66943,"Eagan,MN","City","MN"
"East Hartford,CT,City","East Hartford",1,2021,7,121,0,2,3,2,14,78,29,"East Hartford","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",50625,NA,NA,"","CT0004300","East Hartford","CT","Northeast","New England",50625,"East Hartford,CT","City","CT"
"Eden Prairie,MN,City","Eden Prairie",1,2017,0,39,0,0,0,0,0,37,2,"Eden Prairie","Midwest","https://cde.state.mn.us/","State UCR","Open Source",61645,NA,NA,"","MN0272600","Eden Prairie","MN","Midwest","West North Central",61645,"Eden Prairie,MN","City","MN"
"Edina,MN,City","Edina",1,2017,1,58,0,0,1,0,5,52,1,"Edina","Midwest","https://cde.state.mn.us/","State UCR","Open Source",51980,NA,NA,"","MN0270600","Edina","MN","Midwest","West North Central",51980,"Edina,MN","City","MN"
"Edinburg,TX,City","Edinburg",1,2017,19,311,0,9,1,9,37,254,20,"Edinburg","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106137,NA,NA,"","TX1080400","Edinburg","TX","South","West South Central",106137,"Edinburg,TX","City","TX"
"El Cajon,CA,City","El Cajon",2,2020,47,182,0,4,12,31,27,124,31,"El Cajon","West","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",103569,NA,NA,"","CA0370500","El Cajon","CA","West","Pacific",103569,"El Cajon,CA","City","CA"
"El Paso,CO,County","El Paso",1,2017,45,215,0,24,1,20,35,162,18,"El Paso","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",207095,NA,NA,"","CO0210000","El Paso","CO","West","Mountain",207095,"El Paso,CO","County","CO"
"El Paso,TX,City","El Paso",1,2017,220,1056,3,28,36,153,91,894,71,"El Paso","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",676665,NA,NA,"","TX0710200","El Paso","TX","South","West South Central",676665,"El Paso,TX","City","TX"
"El Paso,TX,County","El Paso",1,2017,25,71,0,6,1,18,22,43,6,"El Paso","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116599,NA,NA,"","TX0710000","El Paso","TX","South","West South Central",116599,"El Paso,TX","County","TX"
"Elyria,OH,City","Elyria",1,2017,19,71,0,6,7,6,13,53,5,"Elyria","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",53024,NA,NA,"","OH0470400","Elyria","OH","Midwest","East North Central",53024,"Elyria,OH","City","OH"
"Erie,PA,City","Erie",1,2017,31,150,2,3,11,15,30,109,11,"Erie","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",92920,NA,NA,"","PA0250200","Erie","PA","Northeast","Middle Atlantic",92920,"Erie,PA","City","PA"
"Escondido,CA,City","Escondido",1,2025,60,188,0,4,11,45,19,135,34,"Escondido","West","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",149837,NA,NA,"","CA0370600","Escondido","CA","West","Pacific",149837,"Escondido,CA","City","CA"
"Euclid,OH,City","Euclid",1,2017,30,118,0,2,10,18,23,68,27,"Euclid","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48170,NA,NA,"","OH0181800","Euclid","OH","Midwest","East North Central",48170,"Euclid,OH","City","OH"
"Eugene,OR,City","Eugene",1,2017,38,501,1,11,10,16,94,360,47,"Eugene","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",178191,NA,NA,"","OR0200200","Eugene","OR","West","Pacific",178191,"Eugene,OR","City","OR"
"Euless,TX,City","Euless",1,2017,4,105,0,0,2,2,12,71,22,"Euless","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59722,NA,NA,"","TX2200900","Euless","TX","South","West South Central",59722,"Euless,TX","City","TX"
"Evanston,IL,City","Evanston",1,2017,2,129,0,0,0,2,27,96,6,"Evanston","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",74413,NA,NA,"","IL0163200","Evanston","IL","Midwest","East North Central",74413,"Evanston,IL","City","IL"
"Fairfax,VA,County","Fairfax",1,2017,117,1140,3,14,50,50,85,994,61,"Fairfax","South","From VA","State UCR","From VA",1094031,NA,NA,"","VA0290100","Fairfax","VA","South","South Atlantic",1094031,"Fairfax,VA","County","VA"
"Fargo,ND,City","Fargo",1,2017,34,287,0,11,8,15,28,225,34,"Fargo","Midwest","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",134268,NA,NA,"","ND0090200","Fargo","ND","Midwest","West North Central",134268,"Fargo,ND","City","ND"
"Farmington Hills,MI,City","Farmington Hills",1,2017,5,73,0,1,0,4,11,55,7,"Farmington Hills","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",82223,NA,NA,"","MI6338900","Farmington Hills","MI","Midwest","East North Central",82223,"Farmington Hills,MI","City","MI"
"Fayetteville,NC,City","Fayetteville",1,2019,137,572,1,17,26,93,104,433,35,"Fayetteville","South","From NC","State UCR","Provided by Agency",209262,NA,NA,"","NC0260100","Fayetteville","NC","South","South Atlantic",209262,"Fayetteville,NC","City","NC"
"Flint,MI,City","Flint",1,2017,108,255,5,7,29,67,92,137,26,"Flint","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",79234,NA,NA,"","MI2539800","Flint","MI","Midwest","East North Central",79234,"Flint,MI","City","MI"
"Florissant,MO,City","Florissant",1,2017,12,94,0,0,3,9,10,74,10,"Florissant","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",51045,NA,NA,"","MO0953000","Florissant","MO","Midwest","West North Central",51045,"Florissant,MO","City","MO"
"Flower Mound,TX,City","Flower Mound",1,2017,5,43,0,1,1,3,3,40,0,"Flower Mound","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",79513,NA,NA,"","TX0611200","Flower Mound","TX","South","West South Central",79513,"Flower Mound,TX","City","TX"
"Forsyth,NC,County","Forsyth",2,2025,21,79,1,3,2,15,12,63,4,"Forsyth","South","From NC","State UCR","Provided by Agency",111773,NA,NA,"Inferred Dec 2018 - Jun 2019 from 2018 average","NC0340000","Forsyth","NC","South","South Atlantic",111773,"Forsyth,NC","County","NC"
"Fort Bend,TX,County","Fort Bend",1,2017,70,345,1,7,14,48,75,257,13,"Fort Bend","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",578695,NA,NA,"","TX0790000","Fort Bend","TX","South","West South Central",578695,"Fort Bend,TX","County","TX"
"Fort Collins,CO,City","Fort Collins",1,2017,20,334,0,4,2,14,46,266,22,"Fort Collins","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",168886,NA,NA,"","CO0350300","Fort Collins","CO","West","Mountain",168886,"Fort Collins,CO","City","CO"
"Fort Worth,TX,City","Fort Worth",1,2017,466,2246,10,71,154,231,449,1568,229,"Fort Worth","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",973722,NA,NA,"","TX2201200","Fort Worth","TX","South","West South Central",973722,"Fort Worth,TX","City","TX"
"Fremont,CA,City","Fremont",1,2017,28,523,0,3,14,11,89,340,94,"Fremont","West","https://www.fremontpolice.gov/","Agency Aggregated","Provided by Agency",220775,NA,NA,"","CA0010500","Fremont","CA","West","Pacific",220775,"Fremont,CA","City","CA"
"Frisco,TX,City","Frisco",1,2017,15,194,0,5,4,6,39,153,2,"Frisco","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",228527,NA,NA,"","TX0430400","Frisco","TX","South","West South Central",228527,"Frisco,TX","City","TX"
"Galveston,TX,City","Galveston",1,2017,15,131,0,6,5,4,36,87,8,"Galveston","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52810,NA,NA,"","TX0840400","Galveston","TX","South","West South Central",52810,"Galveston,TX","City","TX"
"Garland,TX,City","Garland",1,2017,74,687,3,5,39,27,125,491,71,"Garland","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",240051,NA,NA,"","TX0571100","Garland","TX","South","West South Central",240051,"Garland,TX","City","TX"
"Gastonia,NC,City","Gastonia",7,2018,53,355,1,6,13,33,65,261,29,"Gastonia","South","From NC","State UCR","Provided by Agency",83739,NA,NA,"","NC0360600","Gastonia","NC","South","South Atlantic",83739,"Gastonia,NC","City","NC"
"Georgetown,TX,City","Georgetown",1,2017,6,44,0,3,0,3,4,37,3,"Georgetown","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",87871,NA,NA,"","TX2460200","Georgetown","TX","South","West South Central",87871,"Georgetown,TX","City","TX"
"Glendale,AZ,City","Glendale",1,2017,111,1035,4,5,58,44,167,761,107,"Glendale","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",253768,NA,NA,"","AZ0071300","Glendale","AZ","West","Mountain",253768,"Glendale,AZ","City","AZ"
"Glendale,CA,City","Glendale",1,2017,29,301,0,2,9,18,61,208,32,"Glendale","West","https://www.glendaleca.gov/government/departments/police-department/community-outreach-resources-and-engagement-c-o-r-e/crime-prevention-programs-resources/crime-statistics-booking-logs","Agency Aggregated","Open Source",185923,NA,NA,"","CA0192500","Glendale","CA","West","Pacific",185923,"Glendale,CA","City","CA"
"Goodyear,AZ,City","Goodyear",1,2017,18,196,0,2,4,12,38,146,12,"Goodyear","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",109929,NA,NA,"","AZ0071500","Goodyear","AZ","West","Mountain",109929,"Goodyear,AZ","City","AZ"
"Grand Forks,ND,City","Grand Forks",1,2017,7,133,0,2,0,5,28,95,10,"Grand Forks","Midwest","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",58470,NA,NA,"","ND0180100","Grand Forks","ND","Midwest","West North Central",58470,"Grand Forks,ND","City","ND"
"Grand Island,NE,City","Grand Island",7,2023,23,98,0,3,0,20,10,79,9,"Grand Island","Midwest","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",52264,NA,NA,"","NB0400100","Grand Island","NE","Midwest","West North Central",52264,"Grand Island,NE","City","NE"
"Grand Junction,CO,City","Grand Junction",1,2017,32,227,0,6,2,24,30,186,11,"Grand Junction","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",69240,NA,NA,"","CO0390100","Grand Junction","CO","West","Mountain",69240,"Grand Junction,CO","City","CO"
"Grand Prairie,TX,City","Grand Prairie",1,2017,36,423,0,11,17,8,79,289,55,"Grand Prairie","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",205487,NA,NA,"","TX0571200","Grand Prairie","TX","South","West South Central",205487,"Grand Prairie,TX","City","TX"
"Grand Rapids,MI,City","Grand Rapids",1,2017,117,412,1,11,16,89,41,289,82,"Grand Rapids","Midwest","https://grpd-grandrapids.hub.arcgis.com/","Agency RMS","Open Source",196019,NA,NA,"","MI4143600","Grand Rapids","MI","Midwest","East North Central",196019,"Grand Rapids,MI","City","MI"
"Grapevine,TX,City","Grapevine",1,2017,8,120,0,0,1,7,8,100,12,"Grapevine","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",51458,NA,NA,"","TX2201300","Grapevine","TX","South","West South Central",51458,"Grapevine,TX","City","TX"
"Greeley,CO,City","Greeley",1,2017,25,258,0,6,4,15,38,185,35,"Greeley","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",109183,NA,NA,"","CO0620200","Greeley","CO","West","Mountain",109183,"Greeley,CO","City","CO"
"Green Township,OH,City","Green Township",1,2017,6,77,0,0,6,0,10,67,0,"Green Township","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",59277,NA,NA,"","OH0314400","Green Township","OH","Midwest","East North Central",59277,"Green Township,OH","City","OH"
"Greensboro,NC,City","Greensboro",7,2018,162,940,4,9,50,99,153,716,71,"Greensboro","South","From NC","State UCR","Provided by Agency",303237,NA,NA,"","NC0410200","Greensboro","NC","South","South Atlantic",303237,"Greensboro,NC","City","NC"
"Greenville,NC,City","Greenville",7,2020,43,190,1,2,6,34,26,149,15,"Greenville","South","From NC","State UCR","Provided by Agency",90048,NA,NA,"","NC0740300","Greenville","NC","South","South Atlantic",90048,"Greenville,NC","City","NC"
"Greenwich,CT,City","Greenwich",7,2019,1,41,0,0,0,1,1,29,11,"Greenwich","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63777,NA,NA,"","CT0005700","Greenwich","CT","Northeast","New England",63777,"Greenwich,CT","City","CT"
"Gresham,OR,City","Gresham",1,2017,36,362,1,8,12,15,25,218,119,"Gresham","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",110225,NA,NA,"","OR0260100","Gresham","OR","West","Pacific",110225,"Gresham,OR","City","OR"
"Guilford,NC,County","Guilford",2,2025,14,57,0,0,2,12,14,37,6,"Guilford","South","From NC","State UCR","Provided by Agency",130423,NA,NA,"","NC0410000","Guilford","NC","South","South Atlantic",130423,"Guilford,NC","County","NC"
"Hamilton,OH,County","Hamilton",1,2017,39,336,1,4,7,27,71,248,17,"Hamilton","Midwest","From OH","State UCR","From OH",122218,NA,NA,"","OH0310000","Hamilton","OH","Midwest","East North Central",122218,"Hamilton,OH","County","OH"
"Hampton,VA,City","Hampton",1,2017,35,341,0,5,12,18,34,285,22,"Hampton","South","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",138533,NA,NA,"","VA1110000","Hampton","VA","South","South Atlantic",138533,"Hampton,VA","City","VA"
"Hanover,VA,County","Hanover",1,2017,5,86,1,2,1,1,2,76,8,"Hanover","South","From VA","State UCR","From VA",106595,NA,NA,"","VA0420000","Hanover","VA","South","South Atlantic",106595,"Hanover,VA","County","VA"
"Harlingen,TX,City","Harlingen",1,2017,19,286,0,1,3,15,44,233,9,"Harlingen","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71581,NA,NA,"","TX0310300","Harlingen","TX","South","West South Central",71581,"Harlingen,TX","City","TX"
"Harris,TX,County","Harris",1,2017,825,3767,11,44,321,449,738,2524,505,"Harris","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",2057899,NA,NA,"","TX1010000","Harris","TX","South","West South Central",2057899,"Harris,TX","County","TX"
"Harrisburg,PA,City","Harrisburg",1,2017,38,132,0,6,15,17,41,67,24,"Harrisburg","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",50229,NA,NA,"","PA0220200","Harrisburg","PA","Northeast","Middle Atlantic",50229,"Harrisburg,PA","City","PA"
"Harrisonburg,VA,City","Harrisonburg",1,2017,6,79,0,2,0,4,17,59,3,"Harrisonburg","South","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",50928,NA,NA,"","VA1120000","Harrisonburg","VA","South","South Atlantic",50928,"Harrisonburg,VA","City","VA"
"Haverford,PA,City","Haverford",1,2017,2,38,0,0,2,0,6,33,-1,"Haverford","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",50505,NA,NA,"","PA0231400","Haverford","PA","Northeast","Middle Atlantic",50505,"Haverford,PA","City","PA"
"Haverhill,MA,City","Haverhill",1,2017,43,94,0,0,5,38,18,60,16,"Haverhill","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",67133,NA,NA,"","MA0051100","Haverhill","MA","Northeast","New England",67133,"Haverhill,MA","City","MA"
"Hays,TX,County","Hays",1,2017,15,54,1,4,2,8,11,40,3,"Hays","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",130433,NA,NA,"","TX1050000","Hays","TX","South","West South Central",130433,"Hays,TX","County","TX"
"Henderson,NV,City","Henderson",1,2017,46,476,0,9,17,20,106,320,50,"Henderson","West","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",337794,NA,NA,"","NV0020300","Henderson","NV","West","Mountain",337794,"Henderson,NV","City","NV"
"Henrico,VA,County","Henrico",1,2017,59,606,3,6,22,28,101,450,55,"Henrico","South","From VA","State UCR","From VA",334046,NA,NA,"","VA0430100","Henrico","VA","South","South Atlantic",334046,"Henrico,VA","County","VA"
"Hidalgo,TX,County","Hidalgo",1,2017,70,384,3,15,15,37,120,237,27,"Hidalgo","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",260352,NA,NA,"","TX1080000","Hidalgo","TX","South","West South Central",260352,"Hidalgo,TX","County","TX"
"High Point,NC,City","High Point",7,2020,88,294,2,2,4,80,53,205,36,"High Point","South","From NC","State UCR","Provided by Agency",115490,NA,NA,"","NC0410300","High Point","NC","South","South Atlantic",115490,"High Point,NC","City","NC"
"Hillsboro,OR,City","Hillsboro",1,2017,26,179,0,8,3,15,18,136,25,"Hillsboro","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",107459,NA,NA,"","OR0340300","Hillsboro","OR","West","Pacific",107459,"Hillsboro,OR","City","OR"
"Honolulu,HI,City","Honolulu",1,2017,164,2366,4,NA,78,82,252,1782,332,"Honolulu","West","https://www.honolulupd.org/dashboard/crime-by-category/","Agency Aggregated","Open Source",987546,NA,NA,"","HI0020000","Honolulu","HI","West","Pacific",987546,"Honolulu,HI","City","HI"
"Houston,TX,City","Houston",1,2017,2219,8711,22,92,937,1168,1510,6136,1065,"Houston","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",2304406,NA,NA,"","TXHPD0000","Houston","TX","South","West South Central",2304406,"Houston,TX","City","TX"
"Huntersville,NC,City","Huntersville",5,2020,13,40,0,0,1,12,3,36,1,"Huntersville","South","From NC","State UCR","Provided by Agency",63781,NA,NA,"","NC0600600","Huntersville","NC","South","South Atlantic",63781,"Huntersville,NC","City","NC"
"Idaho Falls,ID,City","Idaho Falls",1,2017,30,71,2,2,1,25,22,47,2,"Idaho Falls","West","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68662,NA,NA,"","ID0100200","Idaho Falls","ID","West","Mountain",68662,"Idaho Falls,ID","City","ID"
"Independence,MO,City","Independence",1,2017,63,521,2,3,20,38,56,375,90,"Independence","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",120326,NA,NA,"","MO0480600","Independence","MO","Midwest","West North Central",120326,"Independence,MO","City","MO"
"Indianapolis,IN,City","Indianapolis",1,2017,1407,3809,9,45,379,974,989,2324,496,"Indianapolis","Midwest","https://www.indy.gov/agency/indianapolis-metropolitan-police-department","Agency Aggregated","Provided by Agency",887131,NA,NA,"","INIPD0000","Indianapolis","IN","Midwest","East North Central",887131,"Indianapolis,IN","City","IN"
"Iredell,NC,County","Iredell",2,2025,17,50,0,0,1,16,21,23,6,"Iredell","South","From NC","State UCR","Provided by Agency",111895,NA,NA,"","NC0490000","Iredell","NC","South","South Atlantic",111895,"Iredell,NC","County","NC"
"Irving,TX,City","Irving",1,2017,41,513,1,3,13,24,86,371,56,"Irving","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",255203,NA,NA,"","TX0571500","Irving","TX","South","West South Central",255203,"Irving,TX","City","TX"
"Jefferson,CO,County","Jefferson",1,2017,33,212,0,6,2,25,37,160,15,"Jefferson","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",194994,NA,NA,"","CO0300000","Jefferson","CO","West","Mountain",194994,"Jefferson,CO","County","CO"
"Jefferson,LA,County","Jefferson",1,2017,134,905,6,2,47,79,135,696,74,"Jefferson","South","https://jpso.com/Archive.aspx?AMID=38","Agency Aggregated","Open Source",321980,NA,NA,"","LA0260000","Jefferson","LA","South","West South Central",321980,"Jefferson,LA","County","LA"
