"city_state_id","Agency Name","Month","Year","vio_crime","prop_crime","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Agency","State","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","ori","pub_agency_name","state_abbr","region_name","division_name","population","city_state","Agency_Type","State_ref"
"Jefferson,MO,County","Jefferson",1,2017,32,204,2,1,1,28,31,145,28,"Jefferson","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",167018,NA,NA,"","MO0500000","Jefferson","MO","Midwest","West North Central",167018,"Jefferson,MO","County","MO"
"Johnston,NC,County","Johnston",2,2025,24,89,3,1,2,18,13,70,6,"Johnston","South","From NC","State UCR","Provided by Agency",177923,NA,NA,"","NC0510000","Johnston","NC","South","South Atlantic",177923,"Johnston,NC","County","NC"
"Joplin,MO,City","Joplin",1,2017,29,264,1,4,6,18,29,212,23,"Joplin","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",52881,NA,NA,"","MO0490700","Joplin","MO","Midwest","West North Central",52881,"Joplin,MO","City","MO"
"Kalamazoo,MI,County","Kalamazoo",1,2017,24,148,0,8,2,14,36,96,16,"Kalamazoo","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",108458,NA,NA,"","MI3913900","Kalamazoo","MI","Midwest","East North Central",108458,"Kalamazoo,MI","County","MI"
"Kannapolis,NC,City","Kannapolis",7,2019,8,132,0,2,3,3,21,99,12,"Kannapolis","South","From NC","State UCR","Provided by Agency",56479,NA,NA,"","NC0130200","Kannapolis","NC","South","South Atlantic",56479,"Kannapolis,NC","City","NC"
"Kansas City,MO,City","Kansas City",1,2017,678,1825,13,40,173,452,434,1026,365,"Kansas City","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",509855,NA,NA,"","MOKPD0000","Kansas City","MO","Midwest","West North Central",509855,"Kansas City,MO","City","MO"
"Kaufman,TX,County","Kaufman",1,2017,14,53,0,2,1,11,16,31,6,"Kaufman","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111179,NA,NA,"","TX1290000","Kaufman","TX","South","West South Central",111179,"Kaufman,TX","County","TX"
"Kent,MI,County","Kent",1,2017,30,166,0,13,4,13,19,140,7,"Kent","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",267237,NA,NA,"","MI4114100","Kent","MI","Midwest","East North Central",267237,"Kent,MI","County","MI"
"Kentwood,MI,City","Kentwood",1,2017,9,91,0,0,2,7,6,80,5,"Kentwood","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",53979,NA,NA,"","MI4185000","Kentwood","MI","Midwest","East North Central",53979,"Kentwood,MI","City","MI"
"Killeen,TX,City","Killeen",1,2017,86,363,2,7,24,53,99,205,59,"Killeen","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",161968,NA,NA,"","TX0140400","Killeen","TX","South","West South Central",161968,"Killeen,TX","City","TX"
"Knoxville,TN,City","Knoxville",1,2017,154,836,2,12,47,93,135,610,91,"Knoxville","South","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency Aggregated","Provided by Agency",198132,NA,NA,"","TN0470100","Knoxville","TN","South","East South Central",198132,"Knoxville,TN","City","TN"
"Kyle,TX,City","Kyle",1,2017,6,41,0,1,1,4,12,26,3,"Kyle","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",63931,NA,NA,"","TX1050700","Kyle","TX","South","West South Central",63931,"Kyle,TX","City","TX"
"La Mesa,CA,City","La Mesa",3,2017,25,99,0,1,6,18,15,68,16,"La Mesa","West","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",60008,NA,NA,"","CA0370800","La Mesa","CA","West","Pacific",60008,"La Mesa,CA","City","CA"
"Lake Havasu City,AZ,City","Lake Havasu City",1,2017,19,138,0,0,3,16,15,113,10,"Lake Havasu City","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",59720,NA,NA,"","AZ0080400","Lake Havasu City","AZ","West","Mountain",59720,"Lake Havasu City,AZ","City","AZ"
"Lakeville,MN,City","Lakeville",1,2017,8,53,0,1,2,5,9,42,2,"Lakeville","Midwest","https://cde.state.mn.us/","State UCR","Open Source",76929,NA,NA,"","MN0191100","Lakeville","MN","Midwest","West North Central",76929,"Lakeville,MN","City","MN"
"Lancaster,PA,City","Lancaster",1,2017,45,148,0,13,12,20,16,124,8,"Lancaster","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",57213,NA,NA,"","PA0360500","Lancaster","PA","Northeast","Middle Atlantic",57213,"Lancaster,PA","City","PA"
"Lansing,MI,City","Lansing",1,2017,130,306,2,8,34,86,111,156,39,"Lansing","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",112529,NA,NA,"","MI3351900","Lansing","MI","Midwest","East North Central",112529,"Lansing,MI","City","MI"
"Laredo,TX,City","Laredo",1,2017,84,630,1,7,27,49,72,533,25,"Laredo","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",256542,NA,NA,"","TX2400100","Laredo","TX","South","West South Central",256542,"Laredo,TX","City","TX"
"Las Vegas,NV,City","Las Vegas",1,2017,763,4387,11,NA,357,395,1248,2461,678,"Las Vegas","West","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",1670226,NA,NA,"","NV0020100","Las Vegas","NV","West","Mountain",1670226,"Las Vegas,NV","City","NV"
"Lawrence,MA,City","Lawrence",1,2017,48,146,1,1,18,28,28,67,51,"Lawrence","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",87806,NA,NA,"","MA0051300","Lawrence","MA","Northeast","New England",87806,"Lawrence,MA","City","MA"
"League City,TX,City","League City",1,2017,10,125,1,1,3,5,17,96,12,"League City","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",115791,NA,NA,"","TX0840800","League City","TX","South","West South Central",115791,"League City,TX","City","TX"
"Leander,TX,City","Leander",1,2017,6,38,0,1,1,4,6,28,4,"Leander","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82228,NA,NA,"","TX2461700","Leander","TX","South","West South Central",82228,"Leander,TX","City","TX"
"Lee's Summit,MO,City","Lee's Summit",1,2017,13,128,0,1,8,4,17,106,5,"Lee's Summit","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",104402,NA,NA,"","MO0480800","Lee's Summit","MO","Midwest","West North Central",104402,"Lee's Summit,MO","City","MO"
"Lewisville,TX,City","Lewisville",1,2017,32,183,0,8,10,14,34,137,12,"Lewisville","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",133694,NA,NA,"","TX0610600","Lewisville","TX","South","West South Central",133694,"Lewisville,TX","City","TX"
"Lexington,KY,City","Lexington",1,2017,86,1083,2,9,47,28,246,726,111,"Lexington","South","https://www.lexingtonky.gov/crime-data","Agency Aggregated","Open Source",319994,NA,NA,"","KY0340200","Lexington","KY","South","East South Central",319994,"Lexington,KY","City","KY"
"Lincoln,NE,City","Lincoln",4,2023,109,634,0,28,11,70,44,533,57,"Lincoln","Midwest","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",293155,NA,NA,"","NB0550100","Lincoln","NE","Midwest","West North Central",293155,"Lincoln,NE","City","NE"
"Little Elm,TX,City","Little Elm",1,2017,5,30,1,1,1,2,5,22,3,"Little Elm","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59954,NA,NA,"","TX0611300","Little Elm","TX","South","West South Central",59954,"Little Elm,TX","City","TX"
"Little Rock,AR,City","Little Rock",1,2017,303,1150,3,14,55,231,173,858,119,"Little Rock","South","https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf","Agency Aggregated","Open Source",202986,NA,NA,"","AR0600200","Little Rock","AR","South","West South Central",202986,"Little Rock,AR","City","AR"
"Livonia,MI,City","Livonia",1,2017,13,103,0,5,2,6,10,87,6,"Livonia","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",93042,NA,NA,"","MI8253800","Livonia","MI","Midwest","East North Central",93042,"Livonia,MI","City","MI"
"Long Beach,CA,City","Long Beach",1,2017,199,1200,4,10,85,100,257,678,265,"Long Beach","West","https://www.longbeach.gov/police/crime-info/crime-statistics/","Agency Aggregated","Open Source",444415,NA,NA,"","CA0194100","Long Beach","CA","West","Pacific",444415,"Long Beach,CA","City","CA"
"Longmont,CO,City","Longmont",1,2017,26,197,0,13,2,11,29,142,26,"Longmont","West","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",98444,NA,NA,"","CO0070400","Longmont","CO","West","Mountain",98444,"Longmont,CO","City","CO"
"Longview,TX,City","Longview",1,2017,34,288,0,5,10,19,68,194,26,"Longview","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82981,NA,NA,"","TX0920500","Longview","TX","South","West South Central",82981,"Longview,TX","City","TX"
"Lorain,OH,City","Lorain",1,2017,21,190,0,2,4,15,73,107,10,"Lorain","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",65436,NA,NA,"","OH0470500","Lorain","OH","Midwest","East North Central",65436,"Lorain,OH","City","OH"
"Los Angeles,CA,City","Los Angeles",1,2017,33,0,33,NA,NA,NA,NA,NA,NA,"Los Angeles","West","https://www.lapdonline.org/","Agency Aggregated","Provided by Agency",3786018,NA,NA,"","CA0194200","Los Angeles","CA","West","Pacific",3786018,"Los Angeles,CA","City","CA"
"Los Angeles,CA,County","Los Angeles",1,2017,1053,5679,11,34,452,556,1232,3192,1255,"Los Angeles","West","https://lasd.org/transparency/part1and2crimedata/#part1","Agency Aggregated","Open Source",1008018,NA,NA,"","CA0190000","Los Angeles","CA","West","Pacific",1008018,"Los Angeles,CA","County","CA"
"Louisville,KY,City","Louisville",1,2017,366,2678,6,39,112,209,539,1757,382,"Louisville","South","https://data.louisvilleky.gov/search?tags=lmpd","Agency RMS","Open Source",669468,NA,NA,"","KY0568000","Louisville","KY","South","East South Central",669468,"Louisville,KY","City","KY"
"Lower Merion,PA,City","Lower Merion",1,2017,9,86,0,1,5,3,9,75,2,"Lower Merion","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",64350,NA,NA,"","PA0461400","Lower Merion","PA","Northeast","Middle Atlantic",64350,"Lower Merion,PA","City","PA"
"Lower Paxton,PA,City","Lower Paxton",1,2017,10,41,0,2,4,4,3,37,1,"Lower Paxton","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",55204,NA,NA,"","PA0220400","Lower Paxton","PA","Northeast","Middle Atlantic",55204,"Lower Paxton,PA","City","PA"
"Lubbock,TX,City","Lubbock",1,2017,223,1089,2,16,31,174,235,722,132,"Lubbock","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",266960,NA,NA,"","TX1520200","Lubbock","TX","South","West South Central",266960,"Lubbock,TX","City","TX"
"Lynchburg,VA,City","Lynchburg",1,2017,26,159,0,2,7,17,23,129,7,"Lynchburg","South","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",79509,NA,NA,"","VA1140000","Lynchburg","VA","South","South Atlantic",79509,"Lynchburg,VA","City","VA"
"Lynn,MA,City","Lynn",1,2017,65,134,1,0,16,48,33,82,19,"Lynn","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",101144,NA,NA,"","MA0051400","Lynn","MA","Northeast","New England",101144,"Lynn,MA","City","MA"
"Macomb,MI,County","Macomb",1,2017,16,101,0,6,0,10,22,67,12,"Macomb","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",191695,NA,NA,"","MI5015000","Macomb","MI","Midwest","East North Central",191695,"Macomb,MI","County","MI"
"Malden,MA,City","Malden",1,2017,13,59,0,0,1,12,10,38,11,"Malden","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",64291,NA,NA,"","MA0092700","Malden","MA","Northeast","New England",64291,"Malden,MA","City","MA"
"Manchester,CT,City","Manchester",1,2020,13,131,0,2,5,6,8,111,12,"Manchester","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",59408,NA,NA,"","CT0007700","Manchester","CT","Northeast","New England",59408,"Manchester,CT","City","CT"
"Manchester,NH,City","Manchester",1,2017,61,208,0,8,16,37,44,152,12,"Manchester","Northeast","https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards","Agency Aggregated","Open Source",114963,NA,NA,"","NH0063400","Manchester","NH","Northeast","New England",114963,"Manchester,NH","City","NH"
"Mansfield,TX,City","Mansfield",1,2017,3,59,0,0,1,2,12,43,4,"Mansfield","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",78788,NA,NA,"","TX2202000","Mansfield","TX","South","West South Central",78788,"Mansfield,TX","City","TX"
"Maple Grove,MN,City","Maple Grove",1,2017,4,93,0,0,1,3,8,79,6,"Maple Grove","Midwest","https://cde.state.mn.us/","State UCR","Open Source",70729,NA,NA,"","MN0272700","Maple Grove","MN","Midwest","West North Central",70729,"Maple Grove,MN","City","MN"
"Marana,AZ,City","Marana",1,2017,2,103,0,0,1,1,4,94,5,"Marana","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",57718,NA,NA,"","AZ0100900","Marana","AZ","West","Mountain",57718,"Marana,AZ","City","AZ"
"Maricopa,AZ,City","Maricopa",1,2017,3,81,0,1,0,2,13,59,9,"Maricopa","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",70355,NA,NA,"","AZ0111700","Maricopa","AZ","West","Mountain",70355,"Maricopa,AZ","City","AZ"
"McAllen,TX,City","McAllen",1,2017,23,336,2,2,4,15,16,316,4,"McAllen","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145684,NA,NA,"","TX1080800","McAllen","TX","South","West South Central",145684,"McAllen,TX","City","TX"
"Mckinney,TX,City","Mckinney",1,2017,21,208,0,7,7,7,23,163,22,"Mckinney","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",212716,NA,NA,"","TX0430500","Mckinney","TX","South","West South Central",212716,"Mckinney,TX","City","TX"
"Medford,OR,City","Medford",1,2017,29,493,0,1,6,22,32,413,48,"Medford","West","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",85352,NA,NA,"","OR0150400","Medford","OR","West","Pacific",85352,"Medford,OR","City","OR"
"Memphis,TN,City","Memphis",1,2017,1052,3286,18,54,329,651,798,2102,386,"Memphis","South","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency Aggregated","Open Source",616061,NA,NA,"","TNMPD0000","Memphis","TN","South","East South Central",616061,"Memphis,TN","City","TN"
"Meridian,ID,City","Meridian",1,2017,17,46,0,4,2,11,3,39,4,"Meridian","West","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",135239,NA,NA,"","ID0010300","Meridian","ID","West","Mountain",135239,"Meridian,ID","City","ID"
"Mesa,AZ,City","Mesa",1,2017,141,1037,0,25,36,80,199,748,90,"Mesa","West","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",515848,NA,NA,"","AZ0071700","Mesa","AZ","West","Mountain",515848,"Mesa,AZ","City","AZ"
"Mesquite,TX,City","Mesquite",1,2017,51,515,1,5,25,20,90,343,82,"Mesquite","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",147926,NA,NA,"","TX0571800","Mesquite","TX","South","West South Central",147926,"Mesquite,TX","City","TX"
"Miami Beach,FL,City","Miami Beach",1,2017,54,689,0,8,25,21,47,603,39,"Miami Beach","South","https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/","Agency Aggregated","Open Source",78824,NA,NA,"Population via FBI CIUS 2020","FL0130700","Miami Beach","FL","South","South Atlantic",78824,"Miami Beach,FL","City","FL"
"Millcreek,PA,City","Millcreek",1,2017,12,41,0,2,0,10,8,32,1,"Millcreek","Northeast","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",53119,NA,NA,"Erie County","PA0250300","Millcreek","PA","Northeast","Middle Atlantic",53119,"Millcreek,PA","City","PA"
"Milpitas,CA,City","Milpitas",1,2017,6,189,0,NA,3,3,22,143,24,"Milpitas","West","https://www.milpitas.gov/1107/Crime-and-Incident-Data","Agency Aggregated","Open Source",76573,NA,NA,"","CA0430800","Milpitas","CA","West","Pacific",76573,"Milpitas,CA","City","CA"
"Milwaukee,WI,City","Milwaukee",1,2017,11,0,11,NA,NA,NA,NA,NA,NA,"Milwaukee","Midwest","https://data.milwaukee.gov/dataset/wibr","Agency RMS","Open Source",558698,NA,NA,"","WIMPD0000","Milwaukee","WI","Midwest","East North Central",558698,"Milwaukee,WI","City","WI"
"Minneapolis,MN,City","Minneapolis",1,2017,357,1374,5,45,139,168,230,909,235,"Minneapolis","Midwest","https://cde.state.mn.us/","State UCR","Open Source",422341,NA,NA,"","MN0271100","Minneapolis","MN","Midwest","West North Central",422341,"Minneapolis,MN","City","MN"
"Minnetonka,MN,City","Minnetonka",1,2017,2,69,0,0,1,1,9,58,2,"Minnetonka","Midwest","https://cde.state.mn.us/","State UCR","Open Source",51791,NA,NA,"","MN0271200","Minnetonka","MN","Midwest","West North Central",51791,"Minnetonka,MN","City","MN"
"Missouri City,TX,City","Missouri City",1,2017,19,108,0,0,8,11,18,83,7,"Missouri City","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",77560,NA,NA,"","TX0790100","Missouri City","TX","South","West South Central",77560,"Missouri City,TX","City","TX"
"Montgomery,MD,County","Montgomery",1,2017,167,1239,2,36,76,53,168,984,87,"Montgomery","MD","https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",896963,NA,NA,"","MD0160400","Montgomery","MD","South","South Atlantic",896963,"Montgomery,MD","County","MD"
"Montgomery,TX,County","Montgomery",1,2017,41,353,2,3,4,32,89,225,39,"Montgomery","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",565355,NA,NA,"","TX1700000","Montgomery","TX","South","West South Central",565355,"Montgomery,TX","County","TX"
"Mooresville,NC,City","Mooresville",3,2018,7,75,0,0,1,6,9,63,3,"Mooresville","South","From NC","State UCR","Provided by Agency",53767,NA,NA,"","NC0490100","Mooresville","NC","South","South Atlantic",53767,"Mooresville,NC","City","NC"
"Mount Prospect,IL,City","Mount Prospect",1,2017,1,58,0,0,1,0,4,50,4,"Mount Prospect","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53932,NA,NA,"Inferred Jan-Mar 2021 counts from annual average","IL0167200","Mount Prospect","IL","Midwest","East North Central",53932,"Mount Prospect,IL","City","IL"
"Mount Vernon,NY,City","Mount Vernon",1,2017,33,112,0,3,7,23,13,85,14,"Mount Vernon","Northeast","https://www.cmvny.com/518/Annual-Reports-Monthly-Crime-Stats-Histo","Agency Aggregated","Open Source",70812,NA,NA,"","NY0590300","Mount Vernon","NY","Northeast","Middle Atlantic",70812,"Mount Vernon,NY","City","NY"
"Nashville,TN,City","Nashville",1,2017,657,2071,9,NA,192,456,335,1509,227,"Nashville","South","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency RMS","Open Source",690495,NA,NA,"","TN0190100","Nashville","TN","South","East South Central",690495,"Nashville,TN","City","TN"
"National City,CA,City","National City",11,2018,27,132,0,1,14,12,14,85,33,"National City","West","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",55270,NA,NA,"","CA0370900","National City","CA","West","Pacific",55270,"National City,CA","City","CA"
"New Bedford,MA,City","New Bedford",1,2017,46,219,1,0,22,23,47,150,22,"New Bedford","Northeast","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",100876,NA,NA,"","MA0031100","New Bedford","MA","Northeast","New England",100876,"New Bedford,MA","City","MA"
"New Braunfels,TX,City","New Braunfels",1,2017,14,118,0,3,2,9,17,92,9,"New Braunfels","South","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111942,NA,NA,"","TX0460100","New Braunfels","TX","South","West South Central",111942,"New Braunfels,TX","City","TX"
"New Britain,CT,City","New Britain",12,2019,23,107,0,2,4,17,18,76,13,"New Britain","Northeast","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",74609,NA,NA,"","CT0008900","New Britain","CT","Northeast","New England",74609,"New Britain,CT","City","CT"
"New Hanover,NC,County","New Hanover",2,2025,18,54,1,2,1,14,6,45,3,"New Hanover","South","From NC","State UCR","Provided by Agency",105363,NA,NA,"","NC0650000","New Hanover","NC","South","South Atlantic",105363,"New Hanover,NC","County","NC"
"New Orleans,LA,City","New Orleans",1,2017,278,1427,23,25,114,116,250,959,218,"New Orleans","South","https://data.nola.gov/Public-Safety-and-Preparedness/Electronic-Police-Report-2024/c5iy-ew8n/explore/query/SELECT%0A%20%20%60item_number%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60disposition%60%2C%0A%20%20%60signal_type%60%2C%0A%20%20%60signal_description%60%2C%0A%20%20%60occurred_date_time%60%2C%0A%20%20%60charge_code%60%2C%0A%20%20%60charge_description%60%2C%0A%20%20%60offender_number%60%2C%0A%20%20%60offenderid%60%2C%0A%20%20%60offenderstatus%60%2C%0A%20%20%60offender_race%60%2C%0A%20%20%60offender_gender%60%2C%0A%20%20%60offender_age%60%2C%0A%20%20%60victim_number%60%2C%0A%20%20%60persontype%60%2C%0A%20%20%60victim_race%60%2C%0A%20%20%60victim_gender%60%2C%0A%20%20%60victim_age%60%2C%0A%20%20%60victim_fatal_status%60%2C%0A%20%20%60hate_crime%60%2C%0A%20%20%60report_type%60/page/filter","Agency RMS","Open Source",364197,NA,NA,"","LANPD0000","New Orleans","LA","South","West South Central",364197,"New Orleans,LA","City","LA"
"New York City,NY,City","New York City",1,2017,3028,5139,24,112,1246,1646,1097,3580,462,"New York City","Northeast","https://compstat.nypdonline.org/","Agency Aggregated","Open Source",8184044,NA,NA,"","NY0303000","New York City","NY","Northeast","Middle Atlantic",8184044,"New York City,NY","City","NY"
"Newark,NJ,City","Newark",1,2017,168,503,3,10,80,75,79,245,179,"Newark","Northeast","https://www.newarkpublicsafety.org/npd/crime-statistics/","Agency Aggregated","Open Source",303827,NA,NA,"","NJNPD0000","Newark","NJ","Northeast","Middle Atlantic",303827,"Newark,NJ","City","NJ"
"Newark,OH,City","Newark",1,2017,3,44,0,3,0,0,9,30,5,"Newark","Midwest","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",51147,NA,NA,"","OH0450100","Newark","OH","Midwest","East North Central",51147,"Newark,OH","City","OH"
"Newport News,VA,City","Newport News",1,2017,66,456,3,7,21,35,84,335,37,"Newport News","South","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",183600,NA,NA,"","VA1160000","Newport News","VA","South","South Atlantic",183600,"Newport News,VA","City","VA"
"Norfolk,VA,City","Norfolk",1,2017,138,819,3,7,35,93,115,647,57,"Norfolk","South","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",230849,NA,NA,"","VA1170000","Norfolk","VA","South","South Atlantic",230849,"Norfolk,VA","City","VA"
"North Bergen Township,NJ,City","North Bergen Township",1,2017,8,36,0,0,3,5,6,27,3,"North Bergen Township","Northeast","http://www.northbergenpolice.com/report/datasets/crime-statistics/","Agency Aggregated","Open Source",59147,NA,NA,"","NJ0090800","North Bergen Township","NJ","Northeast","Middle Atlantic",59147,"North Bergen Township,NJ","City","NJ"
"Novi,MI,City","Novi",1,2017,6,50,0,1,0,5,4,45,1,"Novi","Midwest","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",66482,NA,NA,"","MI6362700","Novi","MI","Midwest","East North Central",66482,"Novi,MI","City","MI"
"O'Fallon,MO,City","O'Fallon",1,2017,8,87,0,2,1,5,2,81,4,"O'Fallon","Midwest","https://showmecrime.mo.gov/","State UCR","Open Source",94702,NA,NA,"","MO0920100","O'Fallon","MO","Midwest","West North Central",94702,"O'Fallon,MO","City","MO"
"Oak Lawn,IL,City","Oak Lawn",1,2017,5,48,1,0,3,1,9,38,1,"Oak Lawn","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",55368,NA,NA,"Inferred Jan 2021 counts from annual average","IL0168000","Oak Lawn","IL","Midwest","East North Central",55368,"Oak Lawn,IL","City","IL"
"Oceanside,CA,City","Oceanside",8,2024,80,247,0,8,13,59,57,164,26,"Oceanside","West","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",171348,NA,NA,"","CA0371000","Oceanside","CA","West","Pacific",171348,"Oceanside,CA","City","CA"
"Omaha,NE,City","Omaha",1,2025,115,1183,1,20,12,82,85,881,217,"Omaha","Midwest","https://police.cityofomaha.org/opd-crime-statistics","Agency Aggregated","Open Source",481471,NA,NA,"","NB0280200","Omaha","NE","Midwest","West North Central",481471,"Omaha,NE","City","NE"
"Onslow,NC,County","Onslow",2,2025,17,87,1,1,3,12,25,52,10,"Onslow","South","From NC","State UCR","Provided by Agency",125993,NA,NA,"","NC0670000","Onslow","NC","South","South Atlantic",125993,"Onslow,NC","County","NC"
"Oshkosh,WI,City","Oshkosh",1,2017,16,95,0,1,4,11,13,77,5,"Oshkosh","Midwest","https://www.oshkoshpd.com/MonthlyCrimeStats/Default.aspx","Agency Aggregated","Open Source",65548,NA,NA,"","WI0710300","Oshkosh","WI","Midwest","East North Central",65548,"Oshkosh,WI","City","WI"
"Palatine,IL,City","Palatine",1,2017,3,40,0,0,2,1,3,36,1,"Palatine","Midwest","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",64407,NA,NA,"Inferred Jan-Mar 2021 counts from annual average","IL0168400","Palatine","IL","Midwest","East North Central",64407,"Palatine,IL","City","IL"
