"city_state_id","ori.x","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori.y","pub_agency_name","state_abbr","region_name","division_name","population","population_1","pop_diff","city_state.y","Agency_Type.y","State_ref","State"
"Lincoln,NE,City","NB0550100","Lincoln",0,17,21,51,88,519,23,2017,1,"City","Lincoln,NE","City",89,630,"Lincoln","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",293155,NA,NA,"","","NB0550100","Lincoln",NA,"Midwest","West North Central",293155,302860,-9705,"Lincoln, NE","City","NE","NE"
"Little Elm,TX,City","TX0611300","Little Elm",1,1,1,2,5,22,3,2017,1,"City","Little Elm,TX","City",5,30,"Little Elm","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59954,NA,NA,"","","TX0611300","Little Elm",NA,"South","West South Central",59954,65337,-5383,"Little Elm, TX","City","TX","TX"
"Little Rock,AR,City","AR0600200","Little Rock",3,14,55,231,173,858,119,2017,1,"City","Little Rock,AR","City",303,1150,"Little Rock","https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf","Agency Aggregated","Open Source",202986,NA,NA,"","","AR0600200","Little Rock",NA,"South","West South Central",202986,205320,-2334,"Little Rock, AR","City","AR","AR"
"Livermore,CA,City","CA0010700","Livermore",0,0,6,8,27,166,42,2017,1,"City","Livermore,CA","City",14,235,"Livermore","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",83155,NA,NA,"","","CA0010700","Livermore",NA,"West","Pacific",83155,84137,-982,"Livermore, CA","City","CA","CA"
"Livingston,LA,County","LA0320000","Livingston",1,3,1,24,95,190,1,2017,1,"County","Livingston,LA","County",29,286,"Livingston","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",134038,NA,NA,"","","LA0320000","Livingston",NA,"South","West South Central",134038,138874,-4836,"Livingston, LA","County","LA","LA"
"Livonia,MI,City","MI8253800","Livonia",0,6,2,6,10,87,6,2017,1,"City","Livonia,MI","City",14,103,"Livonia","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","Crime Data Explorer","Open Source",93042,NA,NA,"","","MI8253800","Livonia",NA,"Midwest","East North Central",93042,92547,495,"Livonia, MI","City","MI","MI"
"Logan,UT,City","UT0030100","Logan",0,1,0,2,3,36,5,2017,1,"City","Logan,UT","City",3,44,"Logan","https://bci.utah.gov/crime-in-utah-dashboards/","Crime Data Explorer","Open Source",55645,NA,NA,"","","UT0030100","Logan",NA,"West","Mountain",55645,57792,-2147,"Logan, UT","City","UT","UT"
"Long Beach,CA,City","CA0194100","Long Beach",4,10,85,100,257,678,265,2017,1,"City","Long Beach,CA","City",199,1200,"Long Beach","https://www.longbeach.gov/police/crime-info/crime-statistics/","Agency Aggregated","Open Source",444415,NA,NA,"","","CA0194100","Long Beach",NA,"West","Pacific",444415,447317,-2902,"Long Beach, CA","City","CA","CA"
"Longview,TX,City","TX0920500","Longview",0,5,10,19,68,194,26,2017,1,"City","Longview,TX","City",34,288,"Longview","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82981,NA,NA,"","","TX0920500","Longview",NA,"South","West South Central",82981,81717,1264,"Longview, TX","City","TX","TX"
"Lorain,OH,City","OH0470500","Lorain",0,2,4,15,73,107,10,2017,1,"City","Lorain,OH","City",21,190,"Lorain","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",65436,NA,NA,"","","OH0470500","Lorain",NA,"Midwest","East North Central",65436,65882,-446,"Lorain, OH","City","OH","OH"
"Los Angeles,CA,City","CA0194200","Los Angeles",33,189,894,1264,1496,5776,1825,2017,1,"City","Los Angeles,CA","City",2380,9097,"Los Angeles","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",3786018,NA,NA,"","","CA0194200","Los Angeles",NA,"West","Pacific",3786018,3874484,-88466,"Los Angeles, CA","City","CA","CA"
"Los Angeles,CA,County","CA0190000","Los Angeles",9,57,467,775,1276,3359,1147,2017,1,"County","Los Angeles,CA","County",1308,5782,"Los Angeles","https://lasd.org/transparency/part1and2crimedata/#part1","Agency Aggregated","Open Source",1008018,NA,NA,"","","CA0190000","Los Angeles",NA,"West","Pacific",1008018,945223,62795,"Los Angeles, CA","County","CA","CA"
"Loudoun,VA,County","VA0530000","Loudoun",0,7,2,14,18,186,6,2017,1,"County","Loudoun,VA","County",23,210,"Loudoun","From VA","State UCR","Provided by State UCR Program",378299,NA,NA,"","","VA0530000","Loudoun",NA,"South","South Atlantic",378299,390033,-11734,"Loudoun, VA","County","VA","VA"
"Louisville,KY,City","KY0568000","Louisville",6,39,112,209,539,1757,382,2017,1,"City","Louisville,KY","City",366,2678,"Louisville","https://data.louisvilleky.gov/search?tags=lmpd","Agency RMS","Open Source",669468,NA,NA,"","","KY0568000","Louisville",NA,"South","East South Central",669468,691630,-22162,"Louisville, KY","City","KY","KY"
"Loveland,CO,City","CO0350400","Loveland",0,3,1,9,7,107,10,2017,1,"City","Loveland,CO","City",13,124,"Loveland","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",78656,NA,NA,"","","CO0350400","Loveland",NA,"West","Mountain",78656,82330,-3674,"Loveland, CO","City","CO","CO"
"Lower Merion,PA,City","PA0461400","Lower Merion",0,1,5,3,9,75,2,2017,1,"City","Lower Merion,PA","City",9,86,"Lower Merion","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",64350,NA,NA,"","","PA0461400","Lower Merion",NA,"Northeast","Middle Atlantic",64350,64974,-624,"Lower Merion, PA","City","PA","PA"
"Lower Paxton,PA,City","PA0220400","Lower Paxton",0,2,4,4,3,37,1,2017,1,"City","Lower Paxton,PA","City",10,41,"Lower Paxton","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",55204,NA,NA,"","","PA0220400","Lower Paxton",NA,"Northeast","Middle Atlantic",55204,55909,-705,"Lower Paxton, PA","City","PA","PA"
"Madera,CA,City","CA0200200","Madera",0,6,14,27,41,102,33,2017,1,"City","Madera,CA","City",47,176,"Madera","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",68607,NA,NA,"","","CA0200200","Madera",NA,"West","Pacific",68862,69753,-891,"Madera, CA","City","CA","CA"
"Madison,WI,City","WI0130100","Madison",0,12,17,69,86,430,34,2017,1,"City","Madison,WI","City",98,550,"Madison","From WI","State UCR","Provided by State UCR Program",274234,NA,NA,"","","WI0130100","Madison",NA,"Midwest","East North Central",274234,287992,-13758,"Madison, WI","City","WI","WI"
"Malden,MA,City","MA0092700","Malden",0,0,1,12,10,38,11,2017,1,"City","Malden,MA","City",13,59,"Malden","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",64291,NA,NA,"","","MA0092700","Malden",NA,"Northeast","New England",64291,66677,-2386,"Malden, MA","City","MA","MA"
"Manchester,CT,City","CT0007700","Manchester",0,0,1,4,14,99,8,2017,1,"City","Manchester,CT","City",5,121,"Manchester","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",59408,NA,NA,"","","CT0007700","Manchester",NA,"Northeast","New England",59408,60061,-653,"Manchester, CT","City","CT","CT"
"Manchester,NH,City","NH0063400","Manchester",0,9,16,39,45,157,12,2017,1,"City","Manchester,NH","City",64,214,"Manchester","https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards","Agency Aggregated","Open Source",114963,NA,NA,"","","NH0063400","Manchester",NA,"Northeast","New England",114963,116606,-1643,"Manchester, NH","City","NH","NH"
"Mansfield,TX,City","TX2202000","Mansfield",0,0,1,2,12,43,4,2017,1,"City","Mansfield,TX","City",3,59,"Mansfield","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",78788,NA,NA,"","","TX2202000","Mansfield",NA,"South","West South Central",78788,76661,2127,"Mansfield, TX","City","TX","TX"
"Manteca,CA,City","CA0390300","Manteca",1,0,8,3,26,149,31,2017,1,"City","Manteca,CA","City",12,206,"Manteca","https://www.manteca.gov/departments/police-department/crime-information","Agency Aggregated","Open Source",88518,NA,NA,"","","CA0390300","Manteca",NA,"West","Pacific",88518,97039,-8521,"Manteca, CA","City","CA","CA"
"Maple Grove,MN,City","MN0272700","Maple Grove",0,0,1,3,8,79,6,2017,1,"City","Maple Grove,MN","City",4,93,"Maple Grove","https://cde.state.mn.us/","State UCR","Open Source",70729,NA,NA,"","","MN0272700","Maple Grove",NA,"Midwest","West North Central",70729,73363,-2634,"Maple Grove, MN","City","MN","MN"
"Marana,AZ,City","AZ0100900","Marana",0,0,1,1,4,94,5,2017,1,"City","Marana,AZ","City",2,103,"Marana","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",57718,NA,NA,"","","AZ0100900","Marana",NA,"West","Mountain",57718,65094,-7376,"Marana, AZ","City","AZ","AZ"
"Maricopa,AZ,City","AZ0111700","Maricopa",0,1,0,2,13,59,9,2017,1,"City","Maricopa,AZ","City",3,81,"Maricopa","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",70355,NA,NA,"","","AZ0111700","Maricopa",NA,"West","Mountain",70355,81890,-11535,"Maricopa, AZ","City","AZ","AZ"
"Marietta,GA,City","GA0330300","Marietta",0,1,14,2,29,138,17,2017,1,"City","Marietta,GA","City",17,184,"Marietta","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",63354,NA,NA,"","","GA0330300","Marietta",NA,"South","South Atlantic",63407,63657,-250,"Marietta, GA","City","GA","GA"
"McAllen,TX,City","TX1080800","McAllen",2,2,4,15,16,316,4,2017,1,"City","McAllen,TX","City",23,336,"McAllen","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",145684,NA,NA,"","","TX1080800","McAllen",NA,"South","West South Central",145684,150422,-4738,"McAllen, TX","City","TX","TX"
"Mckinney,TX,City","TX0430500","Mckinney",0,7,7,7,23,163,22,2017,1,"City","Mckinney,TX","City",21,208,"Mckinney","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",212716,NA,NA,"","","TX0430500","Mckinney",NA,"South","West South Central",212716,235731,-23015,"Mckinney, TX","City","TX","TX"
"Memphis,TN,City","TNMPD0000","Memphis",18,61,335,668,802,2132,394,2017,1,"City","Memphis,TN","City",1082,3328,"Memphis","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Crime Data Explorer","Open Source",616061,NA,NA,"","","TNMPD0000","Memphis",NA,"South","East South Central",616061,606629,9432,"Memphis, TN","City","TN","TN"
"Merced,CA,City","CA0240600","Merced",0,2,19,28,67,133,50,2017,1,"City","Merced,CA","City",49,250,"Merced","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",94125,NA,NA,"","","CA0240600","Merced",NA,"West","Pacific",94125,98482,-4357,"Merced, CA","City","CA","CA"
"Meriden,CT,City","CT0008000","Meriden",0,0,5,12,24,66,8,2017,1,"City","Meriden,CT","City",17,98,"Meriden","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",60054,NA,NA,"","","CT0008000","Meriden",NA,"Northeast","New England",60054,60906,-852,"Meriden, CT","City","CT","CT"
"Meridian,ID,City","ID0010300","Meridian",0,4,2,11,3,39,4,2017,1,"City","Meridian,ID","City",17,46,"Meridian","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",135239,NA,NA,"","","ID0010300","Meridian",NA,"West","Mountain",135239,145320,-10081,"Meridian, ID","City","ID","ID"
"Mesa,AZ,City","AZ0071700","Mesa",0,25,36,80,199,748,90,2017,1,"City","Mesa,AZ","City",141,1037,"Mesa","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",515848,NA,NA,"","","AZ0071700","Mesa",NA,"West","Mountain",515848,519990,-4142,"Mesa, AZ","City","AZ","AZ"
"Mesquite,TX,City","TX0571800","Mesquite",1,5,25,20,90,343,82,2017,1,"City","Mesquite,TX","City",51,515,"Mesquite","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",147926,NA,NA,"","","TX0571800","Mesquite",NA,"South","West South Central",147926,149974,-2048,"Mesquite, TX","City","TX","TX"
"Methuen,MA,City","MA0051900","Methuen",0,0,1,3,8,51,4,2017,1,"City","Methuen,MA","City",4,63,"Methuen","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",53558,NA,NA,"","","MA0051900","Methuen",NA,"Northeast","New England",53558,54591,-1033,"Methuen, MA","City","MA","MA"
"Miami Beach,FL,City","FL0130700","Miami Beach",0,8,25,21,47,603,39,2017,1,"City","Miami Beach,FL","City",54,689,"Miami Beach","https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/","Agency Aggregated","Open Source",78824,NA,NA,"Population via FBI CIUS 2020","","FL0130700","Miami Beach",NA,"South","South Atlantic",78824,83453,-4629,"Miami Beach, FL","City","FL","FL"
"Midland,TX,City","TX1650100","Midland",0,3,7,22,37,156,21,2017,1,"City","Midland,TX","City",32,214,"Midland","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",135253,NA,NA,"Inferred Jul-Dec 2021 from police reported annual total","","TX1650100","Midland",NA,"South","West South Central",135253,146395,-11142,"Midland, TX","City","TX","TX"
"Midwest City,OK,City","OK0550400","Midwest City",3,4,10,7,34,121,11,2017,1,"City","Midwest City,OK","City",24,166,"Midwest City","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57961,NA,NA,"","","OK0550400","Midwest City",NA,"South","West South Central",57696,58515,-819,"Midwest City, OK","City","OK","OK"
"Millcreek,PA,City","PA0250300","Millcreek",0,2,0,10,8,32,1,2017,1,"City","Millcreek,PA","City",12,41,"Millcreek","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",53119,NA,NA,"Erie County","","PA0250300","Millcreek",NA,"Northeast","Middle Atlantic",53119,52826,293,"Millcreek, PA","City","PA","PA"
"Milpitas,CA,City","CA0430800","Milpitas",0,NA,3,3,22,143,24,2017,1,"City","Milpitas,CA","City",6,189,"Milpitas","https://www.milpitas.gov/1107/Crime-and-Incident-Data","Agency Aggregated","Open Source",76573,NA,NA,"","","CA0430800","Milpitas",NA,"West","Pacific",76573,79749,-3176,"Milpitas, CA","City","CA","CA"
"Minneapolis,MN,City","MN0271100","Minneapolis",5,45,139,168,230,909,235,2017,1,"City","Minneapolis,MN","City",357,1374,"Minneapolis","https://cde.state.mn.us/","State UCR","Open Source",422341,NA,NA,"","","MN0271100","Minneapolis",NA,"Midwest","West North Central",422341,428057,-5716,"Minneapolis, MN","City","MN","MN"
"Minnetonka,MN,City","MN0271200","Minnetonka",0,0,1,1,9,58,2,2017,1,"City","Minnetonka,MN","City",2,69,"Minnetonka","https://cde.state.mn.us/","State UCR","Open Source",51791,NA,NA,"","","MN0271200","Minnetonka",NA,"Midwest","West North Central",51791,52294,-503,"Minnetonka, MN","City","MN","MN"
"Mission Viejo,CA,City","CA030350X","Mission Viejo",0,1,4,4,19,75,6,2017,1,"City","Mission Viejo,CA","City",9,100,"Mission Viejo","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",89699,NA,NA,"","","CA030350X","Mission Viejo",NA,"West","Pacific",90944,90944,NA,"Mission Viejo, CA","City","CA","CA"
"Missoula,MT,City","MT0320100","Missoula",0,5,1,16,22,155,11,2017,1,"City","Missoula,MT","City",22,188,"Missoula","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",78911,NA,NA,"","","MT0320100","Missoula",NA,"West","Mountain",78269,79184,-915,"Missoula, MT","City","MT","MT"
"Missouri City,TX,City","TX0790100","Missouri City",0,0,8,11,18,83,7,2017,1,"City","Missouri City,TX","City",19,108,"Missouri City","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",77560,NA,NA,"","","TX0790100","Missouri City",NA,"South","West South Central",77560,73502,4058,"Missouri City, TX","City","TX","TX"
"Mobile,AL,City","AL0020100","Mobile",3,NA,NA,NA,NA,NA,NA,2017,1,"City","Mobile,AL","City",3,0,"Mobile","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",237469,NA,NA,"","","AL0020100","Mobile",NA,"South","East South Central",237469,255927,-18458,"Mobile, AL","City","AL","AL"
"Monterey Park,CA,City","CA0194800","Monterey Park",0,2,5,2,31,99,18,2017,1,"City","Monterey Park,CA","City",9,148,"Monterey Park","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57419,NA,NA,"","","CA0194800","Monterey Park",NA,"West","Pacific",57419,57293,126,"Monterey Park, CA","City","CA","CA"
"Monterey,CA,County","CA0270000","Monterey",2,2,1,10,33,70,4,2017,1,"County","Monterey,CA","County",15,107,"Monterey","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",103695,NA,NA,"","","CA0270000","Monterey",NA,"West","Pacific",103695,101058,2637,"Monterey, CA","County","CA","CA"
"Montgomery,MD,County","MD0160400","Montgomery",3,37,76,61,168,984,87,2017,1,"County","Montgomery,MD","County",177,1239,"Montgomery","https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",896963,NA,NA,"","","MD0160400","Montgomery",NA,"South","South Atlantic",896963,924573,-27610,"Montgomery, MD","County","MD","MD"
"Moore,OK,City","OK0140100","Moore",0,2,1,3,17,72,9,2017,1,"City","Moore,OK","City",6,98,"Moore","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",63609,NA,NA,"","","OK0140100","Moore",NA,"South","West South Central",63311,64044,-733,"Moore, OK","City","OK","OK"
"Mooresville,NC,City","NC0490100","Mooresville",0,1,1,6,18,113,4,2017,1,"City","Mooresville,NC","City",8,135,"Mooresville","From NC","State UCR","Provided by State UCR Program",53767,NA,NA,"","","NC0490100","Mooresville",NA,"South","South Atlantic",53767,53489,278,"Mooresville, NC","City","NC","NC"
"Mount Pleasant,SC,City","SC0100300","Mount Pleasant",0,3,4,12,16,85,7,2017,1,"City","Mount Pleasant,SC","City",19,108,"Mount Pleasant","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",96608,NA,NA,"","","SC0100300","Mount Pleasant",NA,"South","South Atlantic",96320,96727,-407,"Mount Pleasant, SC","City","SC","SC"
"Mount Prospect,IL,City","IL0167200","Mount Prospect",0,0,1,0,4,50,4,2017,1,"City","Mount Prospect,IL","City",1,58,"Mount Prospect","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53932,NA,NA,"Inferred Jan-Mar 2021 counts from annual average","","IL0167200","Mount Prospect",NA,"Midwest","East North Central",53932,55157,-1225,"Mount Prospect, IL","City","IL","IL"
"Muncie,IN,City","IN0180100","Muncie",0,3,7,8,42,172,18,2017,1,"City","Muncie,IN","City",18,232,"Muncie","https://cde.state.mn.us/","Crime Data Explorer","Open Source",65065,NA,NA,"","","IN0180100","Muncie",NA,"Midwest","East North Central",65065,65375,-310,"Muncie, IN","City","IN","IN"
"Murfreesboro,TN,City","TN0750100","Murfreesboro",0,10,10,49,46,266,23,2017,1,"City","Murfreesboro,TN","City",69,335,"Murfreesboro","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Crime Data Explorer","Open Source",166916,NA,NA,"","","TN0750100","Murfreesboro",NA,"South","East South Central",166916,172248,-5332,"Murfreesboro, TN","City","TN","TN"
"Murrieta,CA,City","CA0334200","Murrieta",0,2,3,2,25,108,20,2017,1,"City","Murrieta,CA","City",7,153,"Murrieta","https://www.murrietaca.gov/759/Police-Activity-Reports","Agency Aggregated","Open Source",115037,NA,NA,"","","CA0334200","Murrieta",NA,"West","Pacific",115037,112892,2145,"Murrieta, CA","City","CA","CA"
"Napa,CA,City","CA0280200","Napa",0,5,2,13,31,97,19,2017,1,"City","Napa,CA","City",20,147,"Napa","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",77956,NA,NA,"","","CA0280200","Napa",NA,"West","Pacific",77956,76328,1628,"Napa, CA","City","CA","CA"
"Nashville,TN,City","TN0190100","Nashville",9,42,192,459,345,1537,238,2017,1,"City","Nashville,TN","City",702,2120,"Nashville","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Crime Data Explorer","Open Source",690495,NA,NA,"","","TN0190100","Nashville",NA,"South","East South Central",690495,718499,-28004,"Nashville, TN","City","TN","TN"
"National City,CA,City","CA0370900","National City",0,1,8,19,11,73,44,2017,1,"City","National City,CA","City",28,128,"National City","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",55270,NA,NA,"","","CA0370900","National City",NA,"West","Pacific",55270,57748,-2478,"National City, CA","City","CA","CA"
"New Bedford,MA,City","MA0031100","New Bedford",1,0,22,23,47,150,22,2017,1,"City","New Bedford,MA","City",46,219,"New Bedford","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",100876,NA,NA,"","","MA0031100","New Bedford",NA,"Northeast","New England",100876,101139,-263,"New Bedford, MA","City","MA","MA"
"New Braunfels,TX,City","TX0460100","New Braunfels",0,3,2,9,17,92,9,2017,1,"City","New Braunfels,TX","City",14,118,"New Braunfels","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111942,NA,NA,"","","TX0460100","New Braunfels",NA,"South","West South Central",111942,96032,15910,"New Braunfels, TX","City","TX","TX"
"New Britain,CT,City","CT0008900","New Britain",0,4,7,7,49,88,23,2017,1,"City","New Britain,CT","City",18,160,"New Britain","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",74609,NA,NA,"","","CT0008900","New Britain",NA,"Northeast","New England",74609,76622,-2013,"New Britain, CT","City","CT","CT"
"New Hanover,NC,County","NC0650000","New Hanover",0,0,4,8,38,112,5,2017,1,"County","New Hanover,NC","County",12,155,"New Hanover","From NC","State UCR","Provided by State UCR Program",105363,NA,NA,"","","NC0650000","New Hanover",NA,"South","South Atlantic",105363,108399,-3036,"New Hanover, NC","County","NC","NC"
"New Orleans,LA,City","LANPD0000","New Orleans",23,NA,NA,NA,NA,NA,NA,2017,1,"City","New Orleans,LA","City",23,0,"New Orleans","https://data.nola.gov/Public-Safety-and-Preparedness/Electronic-Police-Report-2024/c5iy-ew8n/explore/query/SELECT%0A%20%20%60item_number%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60disposition%60%2C%0A%20%20%60signal_type%60%2C%0A%20%20%60signal_description%60%2C%0A%20%20%60occurred_date_time%60%2C%0A%20%20%60charge_code%60%2C%0A%20%20%60charge_description%60%2C%0A%20%20%60offender_number%60%2C%0A%20%20%60offenderid%60%2C%0A%20%20%60offenderstatus%60%2C%0A%20%20%60offender_race%60%2C%0A%20%20%60offender_gender%60%2C%0A%20%20%60offender_age%60%2C%0A%20%20%60victim_number%60%2C%0A%20%20%60persontype%60%2C%0A%20%20%60victim_race%60%2C%0A%20%20%60victim_gender%60%2C%0A%20%20%60victim_age%60%2C%0A%20%20%60victim_fatal_status%60%2C%0A%20%20%60hate_crime%60%2C%0A%20%20%60report_type%60/page/filter","Agency RMS","Open Source",364197,NA,NA,"","","LANPD0000","New Orleans",NA,"South","West South Central",364197,360272,3925,"New Orleans, LA","City","LA","LA"
"New Rochelle,NY,City","NY0590400","New Rochelle",0,0,2,10,11,84,3,2017,1,"City","New Rochelle,NY","City",12,98,"New Rochelle","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",84960,NA,NA,"","","NY0590400","New Rochelle",NA,"Northeast","Middle Atlantic",83357,86892,-3535,"New Rochelle, NY","City","NY","NY"
"New York City,NY,City","NY0303000","New York City",24,112,1246,1646,1097,3580,462,2017,1,"City","New York City,NY","City",3028,5139,"New York City","https://compstat.nypdonline.org/","Agency Aggregated","Open Source",8184044,NA,NA,"","","NY0303000","New York City",NA,"Northeast","Middle Atlantic",8184044,8496850,-312806,"New York City, NY","City","NY","NY"
"Newark,NJ,City","NJNPD0000","Newark",3,10,80,75,79,245,179,2017,1,"City","Newark,NJ","City",168,503,"Newark","https://www.newarkpublicsafety.org/npd/crime-statistics/","Crime Data Explorer","Open Source",303827,NA,NA,"","","NJNPD0000","Newark",NA,"Northeast","Middle Atlantic",303827,318638,-14811,"Newark, NJ","City","NJ","NJ"
"Newport Beach,CA,City","CA0301400","Newport Beach",0,3,0,9,43,109,10,2017,1,"City","Newport Beach,CA","City",12,162,"Newport Beach","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",83392,NA,NA,"","","CA0301400","Newport Beach",NA,"West","Pacific",83392,82431,961,"Newport Beach, CA","City","CA","CA"
"Noblesville,IN,City","IN0290200","Noblesville",0,0,1,4,4,56,1,2017,1,"City","Noblesville,IN","City",5,61,"Noblesville","https://cde.state.mn.us/","Crime Data Explorer","Open Source",74211,NA,NA,"Inferred Nov-Dec 2022","","IN0290200","Noblesville",NA,"Midwest","East North Central",74211,76565,-2354,"Noblesville, IN","City","IN","IN"
"Normal,IL,City","IL0570200","Normal",0,5,0,3,8,68,5,2017,1,"City","Normal,IL","City",8,81,"Normal","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",52883,NA,NA,"","","IL0570200","Normal",NA,"Midwest","East North Central",52883,53374,-491,"Normal, IL","City","IL","IL"
