"city_state_id","ori.x","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori.y","pub_agency_name","state_abbr","region_name","division_name","population","population_1","pop_diff","city_state.y","Agency_Type.y","State_ref","State"
"Abilene,TX,City","TX2210100","Abilene",0,4,11,24,72,255,18,2017,1,"City","Abilene,TX","City",39,345,"Abilene","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",128387,NA,NA,"","","TX2210100","Abilene",NA,"South","West South Central",128387,125981,2406,"Abilene, TX","City","TX","TX"
"Abington,PA,City","PA0460100","Abington",0,0,3,0,7,85,2,2017,1,"City","Abington,PA","City",3,94,"Abington","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",58433,NA,NA,"","","PA0460100","Abington",NA,"Northeast","Middle Atlantic",58433,59217,-784,"Abington, PA","City","PA","PA"
"Ada,ID,County","ID0010000","Ada",0,7,0,20,6,27,2,2017,1,"County","Ada,ID","County",27,35,"Ada","https://nibrs.isp.idaho.gov/CrimeInIdaho/Report/CrimeTrends","State UCR","Open Source",138487,NA,NA,"","","ID0010000","Ada",NA,"West","Mountain",138487,145483,-6996,"Ada, ID","County","ID","ID"
"Adams,CO,County","CO0010000","Adams",0,8,11,30,39,166,113,2017,1,"County","Adams,CO","County",49,318,"Adams","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",100798,NA,NA,"","","CO0010000","Adams",NA,"West","Mountain",100798,101425,-627,"Adams, CO","County","CO","CO"
"Aiken,SC,County","SC0020000","Aiken",0,8,8,34,61,160,32,2017,1,"County","Aiken,SC","County",50,253,"Aiken","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",110756,NA,NA,"","","SC0020000","Aiken",NA,"South","South Atlantic",110756,113812,-3056,"Aiken, SC","County","SC","SC"
"Alameda,CA,City","CA0010100","Alameda",0,2,8,3,14,147,37,2017,1,"City","Alameda,CA","City",13,198,"Alameda","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",75061,NA,NA,"","","CA0010100","Alameda",NA,"West","Pacific",75061,78978,-3917,"Alameda, CA","City","CA","CA"
"Alameda,CA,County","CA0010000","Alameda",1,1,16,29,36,82,73,2017,1,"County","Alameda,CA","County",47,191,"Alameda","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",148466,NA,NA,"","","CA0010000","Alameda",NA,"West","Pacific",148466,139564,8902,"Alameda, CA","County","CA","CA"
"Albany,GA,City","GA0470100","Albany",2,2,16,44,103,192,10,2017,1,"City","Albany,GA","City",64,305,"Albany","https://www.albanyga.gov/crime-statistics","Agency Aggregated","Open Source",66281,NA,NA,"","","GA0470100","Albany",NA,"South","South Atlantic",66281,66132,149,"Albany, GA","City","GA","GA"
"Albany,OR,City","OR0220100","Albany",0,1,2,2,15,90,10,2017,1,"City","Albany,OR","City",5,115,"Albany","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",57002,NA,NA,"","","OR0220100","Albany",NA,"West","Pacific",57002,47877,9125,"Albany, OR","City","OR","OR"
"Albemarle,VA,County","VA0020300","Albemarle",1,5,0,2,20,78,8,2017,1,"County","Albemarle,VA","County",8,106,"Albemarle","From VA","State UCR","Provided by State UCR Program",115659,NA,NA,"","","VA0020300","Albemarle",NA,"South","South Atlantic",115659,118847,-3188,"Albemarle, VA","County","VA","VA"
"Albuquerque,NM,City","NM0010100","Albuquerque",6,NA,NA,NA,NA,NA,NA,2017,1,"City","Albuquerque,NM","City",6,0,"Albuquerque","https://www.cabq.gov/police/crime-statistics","Agency Aggregated","Open Source",559094,NA,NA,"FBI data for 2017 and Aug-Dec 2018. Agency data all other months. ","","NM0010100","Albuquerque",NA,"West","Mountain",559094,559192,-98,"Albuquerque, NM","City","NM","NM"
"Alhambra,CA,City","CA0190100","Alhambra",1,2,13,5,37,129,39,2017,1,"City","Alhambra,CA","City",21,205,"Alhambra","https://www.cityofalhambra.org/271/Crime-Statistics","Agency Aggregated","Open Source",79087,NA,NA,"","","CA0190100","Alhambra",NA,"West","Pacific",79087,79699,-612,"Alhambra, CA","City","CA","CA"
"Aliso Viejo,CA,City","CA030490X","Aliso Viejo",0,0,1,3,8,34,3,2017,1,"City","Aliso Viejo,CA","City",4,45,"Aliso Viejo","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",49674,NA,NA,"","","CA030490X","Aliso Viejo",NA,"West","Pacific",50736,50736,NA,"Aliso Viejo, CA","City","CA","CA"
"Allen,TX,City","TX0430100","Allen",0,5,5,5,11,67,4,2017,1,"City","Allen,TX","City",15,82,"Allen","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",114696,NA,NA,"Inferred Jan-Mar 2022 from annual average","","TX0430100","Allen",NA,"South","West South Central",114696,115905,-1209,"Allen, TX","City","TX","TX"
"Allentown,PA,City","PA0390100","Allentown",2,8,36,24,50,190,15,2017,1,"City","Allentown,PA","City",70,255,"Allentown","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",124782,NA,NA,"","","PA0390100","Allentown",NA,"Northeast","Middle Atlantic",124782,127494,-2712,"Allentown, PA","City","PA","PA"
"Alpharetta,GA,City","GA0600400","Alpharetta",0,0,3,0,4,119,1,2017,1,"City","Alpharetta,GA","City",3,124,"Alpharetta","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",67788,NA,NA,"","","GA0600400","Alpharetta",NA,"South","South Atlantic",68139,67702,437,"Alpharetta, GA","City","GA","GA"
"Anaheim,CA,City","CA0300100","Anaheim",4,12,23,51,125,576,133,2017,1,"City","Anaheim,CA","City",90,834,"Anaheim","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",343147,NA,NA,"","","CA0300100","Anaheim",NA,"West","Pacific",343147,344040,-893,"Anaheim, CA","City","CA","CA"
"Anderson,SC,County","SC0040000","Anderson",2,14,7,45,105,323,55,2017,1,"County","Anderson,SC","County",68,483,"Anderson","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",164574,NA,NA,"","","SC0040000","Anderson",NA,"South","South Atlantic",164574,174915,-10341,"Anderson, SC","County","SC","SC"
"Ankeny,IA,City","IA0770100","Ankeny",0,1,2,4,17,52,2,2017,1,"City","Ankeny,IA","City",7,71,"Ankeny","From IA","Crime Data Explorer","Provided by Agency",74233,NA,NA,"","","IA0770100","Ankeny",NA,"Midwest","West North Central",74233,78916,-4683,"Ankeny, IA","City","IA","IA"
"Ann Arbor,MI,City","MI8121800","Ann Arbor",0,7,6,9,13,130,3,2017,1,"City","Ann Arbor,MI","City",22,146,"Ann Arbor","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","Crime Data Explorer","Open Source",118072,NA,NA,"","","MI8121800","Ann Arbor",NA,"Midwest","East North Central",118072,122740,-4668,"Ann Arbor, MI","City","MI","MI"
"Antioch,CA,City","CA0070100","Antioch",1,4,30,25,56,160,80,2017,1,"City","Antioch,CA","City",60,296,"Antioch","https://www.antiochca.gov/police/crime-statistics/","Agency Aggregated","Open Source",115271,NA,NA,"","","CA0070100","Antioch",NA,"West","Pacific",115271,119234,-3963,"Antioch, CA","City","CA","CA"
"Apex,NC,City","NC0920200","Apex",0,0,0,0,7,32,3,2017,1,"City","Apex,NC","City",0,42,"Apex","From NC","State UCR","Provided by State UCR Program",74105,NA,NA,"","","NC0920200","Apex",NA,"South","South Atlantic",74105,78906,-4801,"Apex, NC","City","NC","NC"
"Apple Valley,MN,City","MN0191000","Apple Valley",0,6,4,2,5,63,3,2017,1,"City","Apple Valley,MN","City",12,71,"Apple Valley","https://cde.state.mn.us/","State UCR","Open Source",54995,NA,NA,"","","MN0191000","Apple Valley",NA,"Midwest","West North Central",54995,55025,-30,"Apple Valley, MN","City","MN","MN"
"Appleton,WI,City","WI0450100","Appleton",0,4,2,11,20,68,2,2017,1,"City","Appleton,WI","City",17,90,"Appleton","From WI","State UCR","Provided by State UCR Program",73921,NA,NA,"","","WI0450100","Appleton",NA,"Midwest","East North Central",73921,63196,10725,"Appleton, WI","City","WI","WI"
"Arcadia,CA,City","CA0190200","Arcadia",0,0,7,1,51,88,6,2017,1,"City","Arcadia,CA","City",8,145,"Arcadia","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",53397,NA,NA,"","","CA0190200","Arcadia",NA,"West","Pacific",54071,53974,97,"Arcadia, CA","City","CA","CA"
"Arlington Heights,IL,City","IL0160200","Arlington Heights",0,1,2,3,7,58,2,2017,1,"City","Arlington Heights,IL","City",6,67,"Arlington Heights","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",74094,NA,NA,"","","IL0160200","Arlington Heights",NA,"Midwest","East North Central",74094,75155,-1061,"Arlington Heights, IL","City","IL","IL"
"Arlington,TX,City","TX2200100","Arlington",3,43,44,79,159,755,106,2017,1,"City","Arlington,TX","City",169,1020,"Arlington","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",394799,NA,NA,"","","TX2200100","Arlington",NA,"South","West South Central",394799,406035,-11236,"Arlington, TX","City","TX","TX"
"Arlington,VA,County","VA0070100","Arlington",1,5,3,15,17,196,12,2017,1,"County","Arlington,VA","County",24,225,"Arlington","From VA","State UCR","Provided by State UCR Program",231844,NA,NA,"","","VA0070100","Arlington",NA,"South","South Atlantic",231844,240716,-8872,"Arlington, VA","County","VA","VA"
"Asheville,NC,City","NC0110100","Asheville",2,5,16,24,52,245,24,2017,1,"City","Asheville,NC","City",47,321,"Asheville","From NC","State UCR","Provided by State UCR Program",93471,NA,NA,"","","NC0110100","Asheville",NA,"South","South Atlantic",93471,95155,-1684,"Asheville, NC","City","NC","NC"
"Atlanta,GA,City","GAAPD0000","Atlanta",12,NA,130,145,317,1224,267,2017,1,"City","Atlanta,GA","City",287,1808,"Atlanta","https://experience.arcgis.com/experience/d5dd2be2977d40acb340ef42f80671b8/","Agency RMS","Open Source",500212,NA,NA,"","","GAAPD0000","Atlanta",NA,"South","South Atlantic",500212,483291,16921,"Atlanta, GA","City","GA","GA"
"Aurora,CO,City","CO0010100","Aurora",0,1,3,17,26,181,28,2017,1,"City","Aurora,CO","City",21,235,"Aurora","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",396976,NA,NA,"","","CO0010100","Aurora",NA,"West","Mountain",396976,342167,54809,"Aurora, CO","City","CO","CO"
"Austin,TX,City","TX2270100","Austin",1,67,69,180,414,2165,177,2017,1,"City","Austin,TX","City",317,2756,"Austin","https://data.austintexas.gov/Public-Safety/Crime-Reports/fdj4-gpfu/explore/query/SELECT%0A%20%20%60incident_report_number%60%2C%0A%20%20%60crime_type%60%2C%0A%20%20%60ucr_code%60%2C%0A%20%20%60family_violence%60%2C%0A%20%20%60occ_date_time%60%2C%0A%20%20%60occ_date%60%2C%0A%20%20%60occ_time%60%2C%0A%20%20%60rep_date_time%60%2C%0A%20%20%60rep_date%60%2C%0A%20%20%60rep_time%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60district%60%2C%0A%20%20%60clearance_status%60%2C%0A%20%20%60clearance_date%60%2C%0A%20%20%60ucr_category%60%2C%0A%20%20%60category_description%60%2C%0A%20%20%60census_block_group%60%0AWHERE%20caseless_ne%28%60ucr_category%60%2C%20%22%22%29/page/filter","State UCR","Open Source",978816,NA,NA,"","","TX2270100","Austin",NA,"South","West South Central",978816,926822,51994,"Austin, TX","City","TX","TX"
"Avondale,AZ,City","AZ0070100","Avondale",0,4,8,12,50,208,17,2017,1,"City","Avondale,AZ","City",24,275,"Avondale","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",92661,NA,NA,"","","AZ0070100","Avondale",NA,"West","Mountain",92661,98457,-5796,"Avondale, AZ","City","AZ","AZ"
"Bakersfield,CA,City","CA0150200","Bakersfield",1,4,61,74,285,967,284,2017,1,"City","Bakersfield,CA","City",140,1536,"Bakersfield","https://www.bakersfieldcity.us/","Agency Aggregated","Provided by Agency",413409,NA,NA,"","","CA0150200","Bakersfield",NA,"West","Pacific",413409,420589,-7180,"Bakersfield, CA","City","CA","CA"
"Baldwin Park,CA,City","CA0190600","Baldwin Park",0,4,8,16,37,77,30,2017,1,"City","Baldwin Park,CA","City",28,144,"Baldwin Park","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",67791,NA,NA,"","","CA0190600","Baldwin Park",NA,"West","Pacific",68230,68586,-356,"Baldwin Park, CA","City","CA","CA"
"Baltimore,MD,City","MDBPD0000","Baltimore",32,31,586,580,736,1453,498,2017,1,"City","Baltimore,MD","City",1229,2687,"Baltimore","https://data.baltimorecity.gov/datasets/part-1-crime-data/explore","Agency RMS","Open Source",565192,NA,NA,"","","MDBPD0000","Baltimore",NA,"South","South Atlantic",565192,562811,2381,"Baltimore, MD","City","MD","MD"
"Baltimore,MD,County","MD0030100","Baltimore",2,24,174,214,363,1473,189,2017,1,"County","Baltimore,MD","County",414,2025,"Baltimore","https://opendata.baltimorecountymd.gov/pages/dash","Agency Aggregated","Open Source",845222,NA,NA,"","","MD0030100","Baltimore",NA,"South","South Atlantic",845222,849486,-4264,"Baltimore, MD","County","MD","MD"
"Bartlett,TN,City","TN0790600","Bartlett",0,1,1,15,7,56,4,2017,1,"City","Bartlett,TN","City",17,67,"Bartlett","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Crime Data Explorer","Open Source",56324,NA,NA,"","","TN0790600","Bartlett",NA,"South","East South Central",56324,56471,-147,"Bartlett, TN","City","TN","TN"
"Baton Rouge,LA,City","LA0170200","Baton Rouge",5,14,109,102,247,672,68,2017,1,"City","Baton Rouge,LA","City",230,987,"Baton Rouge","https://data.brla.gov/Public-Safety/Baton-Rouge-Police-Crime-Incidents/pbin-pcm7/explore/query/SELECT%0A%20%20%60incident_number%60%2C%0A%20%20%60charge_id%60%2C%0A%20%20%60charge_date%60%2C%0A%20%20%60report_date%60%2C%0A%20%20%60approved_date%60%2C%0A%20%20%60attempted_committed%60%2C%0A%20%20%60street%60%2C%0A%20%20%60street_2%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60postal_code%60%2C%0A%20%20%60district%60%2C%0A%20%20%60zone%60%2C%0A%20%20%60sub_zone%60%2C%0A%20%20%60statute_title%60%2C%0A%20%20%60statute_description%60%2C%0A%20%20%60statute_category%60%2C%0A%20%20%60crime_against%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60offense_description%60%2C%0A%20%20%60census_block_group%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60crime_prevention_district%60%2C%0A%20%20%60neighborhood%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60geolocation%60%2C%0A%20%20%60%3A%40computed_region_jrqt_zu77%60%2C%0A%20%20%60%3A%40computed_region_ntzg_c2w3%60%2C%0A%20%20%60%3A%40computed_region_uvg4_nwq8%60%0AWHERE%0A%20%20caseless_one_of%28%0A%20%20%20%20%60nibrs_code%60%2C%0A%20%20%20%20%2209A%22%2C%0A%20%20%20%20%2211A%22%2C%0A%20%20%20%20%2213A%22%2C%0A%20%20%20%20%22120%22%2C%0A%20%20%20%20%22220%22%2C%0A%20%20%20%20%22240%22%2C%0A%20%20%20%20%2223A%22%2C%0A%20%20%20%20%2223B%22%2C%0A%20%20%20%20%2223C%22%2C%0A%20%20%20%20%2223D%22%2C%0A%20%20%20%20%2223E%22%2C%0A%20%20%20%20%2223F%22%2C%0A%20%20%20%20%2223G%22%2C%0A%20%20%20%20%2223H%22%0A%20%20%29%0A%20%20AND%20%28%60report_date%60%20%3E%20%222024-01-01T00%3A00%3A00%22%20%3A%3A%20floating_timestamp%29%0AORDER%20BY%20%60report_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",219086,NA,NA,"","","LA0170200","Baton Rouge",NA,"South","West South Central",219086,219587,-501,"Baton Rouge, LA","City","LA","LA"
"Battle Creek,MI,City","MI1323700","Battle Creek",0,9,9,32,39,109,9,2017,1,"City","Battle Creek,MI","City",50,157,"Battle Creek","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","Crime Data Explorer","Open Source",60969,NA,NA,"","","MI1323700","Battle Creek",NA,"Midwest","East North Central",60969,61225,-256,"Battle Creek, MI","City","MI","MI"
"Baytown,TX,City","TX1010100","Baytown",0,3,18,10,44,160,29,2017,1,"City","Baytown,TX","City",31,233,"Baytown","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",83809,NA,NA,"","","TX1010100","Baytown",NA,"South","West South Central",83809,81064,2745,"Baytown, TX","City","TX","TX"
"Beaufort,SC,County","SC0070000","Beaufort",0,4,5,15,24,101,13,2017,1,"County","Beaufort,SC","County",24,138,"Beaufort","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",132948,NA,NA,"","","SC0070000","Beaufort",NA,"South","South Atlantic",132948,135071,-2123,"Beaufort, SC","County","SC","SC"
"Beaumont,CA,City","CA0330200","Beaumont",0,2,0,7,10,55,11,2017,1,"City","Beaumont,CA","City",9,76,"Beaumont","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",60294,NA,NA,"","","CA0330200","Beaumont",NA,"West","Pacific",57819,61160,-3341,"Beaumont, CA","City","CA","CA"
"Beaumont,TX,City","TX1230100","Beaumont",2,11,38,58,132,293,24,2017,1,"City","Beaumont,TX","City",109,449,"Beaumont","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",110671,NA,NA,"","","TX1230100","Beaumont",NA,"South","West South Central",110671,112404,-1733,"Beaumont, TX","City","TX","TX"
"Bellevue,NE,City","NB0770100","Bellevue",0,3,0,1,9,41,11,2017,1,"City","Bellevue,NE","City",4,61,"Bellevue","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",62372,NA,NA,"","","NB0770100","Bellevue",NA,"Midwest","West North Central",62372,64686,-2314,"Bellevue, NE","City","NE","NE"
"Bellingham,WA,City","WA0370100","Bellingham",0,NA,7,NA,NA,273,17,2017,1,"City","Bellingham,WA","City",7,290,"Bellingham","https://cob.org/gov/dept/police/news-police/crime-stats","Agency Aggregated","Open Source",94968,NA,NA,"","","WA0370100","Bellingham",NA,"West","Pacific",94968,96902,-1934,"Bellingham, WA","City","WA","WA"
"Bend,OR,City","OR0090100","Bend",0,4,3,6,28,158,12,2017,1,"City","Bend,OR","City",13,198,"Bend","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",105099,NA,NA,"","","OR0090100","Bend",NA,"West","Pacific",105099,108819,-3720,"Bend, OR","City","OR","OR"
"Bensalem,PA,City","PA0090100","Bensalem",0,0,4,1,16,102,11,2017,1,"City","Bensalem,PA","City",5,129,"Bensalem","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",62595,NA,NA,"","","PA0090100","Bensalem",NA,"Northeast","Middle Atlantic",62595,63183,-588,"Bensalem, PA","City","PA","PA"
"Bentonville,AR,City","AR0040100","Bentonville",2,5,1,5,5,52,6,2017,1,"City","Bentonville,AR","City",13,63,"Bentonville","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",61109,NA,NA,"","","AR0040100","Bentonville",NA,"South","West South Central",59465,63670,-4205,"Bentonville, AR","City","AR","AR"
"Berkeley,SC,County","SC0080000","Berkeley",0,13,9,27,48,166,42,2017,1,"County","Berkeley,SC","County",49,256,"Berkeley","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",142756,NA,NA,"","","SC0080000","Berkeley",NA,"South","South Atlantic",142756,155402,-12646,"Berkeley, SC","County","SC","SC"
"Bethlehem,PA,City","PA0480300","Bethlehem",0,1,8,35,18,90,3,2017,1,"City","Bethlehem,PA","City",44,111,"Bethlehem","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",78606,NA,NA,"Inferred Dec 2019 from annual average","","PA0480300","Bethlehem",NA,"Northeast","Middle Atlantic",78606,59881,18725,"Bethlehem, PA","City","PA","PA"
"Billings,MT,City","MT0560100","Billings",0,7,6,25,44,358,40,2017,1,"City","Billings,MT","City",38,442,"Billings","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",121365,NA,NA,"","","MT0560100","Billings",NA,"West","Mountain",121365,122571,-1206,"Billings, MT","City","MT","MT"
"Birmingham,AL,City","AL0010200","Birmingham",5,NA,NA,NA,NA,NA,NA,2017,1,"City","Birmingham,AL","City",5,0,"Birmingham","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",195224,NA,NA,"","","AL0010200","Birmingham",NA,"South","East South Central",195224,193432,1792,"Birmingham, AL","City","AL","AL"
"Bismarck,ND,City","ND0080100","Bismarck",0,4,2,27,34,119,26,2017,1,"City","Bismarck,ND","City",33,179,"Bismarck","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",74802,NA,NA,"","","ND0080100","Bismarck",NA,"Midwest","West North Central",74802,78814,-4012,"Bismarck, ND","City","ND","ND"
"Blaine,MN,City","MN0020200","Blaine",0,1,1,5,13,124,3,2017,1,"City","Blaine,MN","City",7,140,"Blaine","https://cde.state.mn.us/","State UCR","Open Source",72384,NA,NA,"","","MN0020200","Blaine",NA,"Midwest","West North Central",72384,76398,-4014,"Blaine, MN","City","MN","MN"
"Bloomfield,NJ,City","NJ0070200","Bloomfield",0,0,2,1,8,44,10,2017,1,"City","Bloomfield,NJ","City",3,62,"Bloomfield","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",55161,NA,NA,"Inferred Jan - Mar 2021 from annual total","","NJ0070200","Bloomfield",NA,"Northeast","Middle Atlantic",53181,56009,-2828,"Bloomfield, NJ","City","NJ","NJ"
"Bloomington,MN,City","MN0270100","Bloomington",0,5,5,6,16,211,15,2017,1,"City","Bloomington,MN","City",16,242,"Bloomington","https://cde.state.mn.us/","State UCR","Open Source",86793,NA,NA,"","","MN0270100","Bloomington",NA,"Midwest","West North Central",86793,87974,-1181,"Bloomington, MN","City","MN","MN"
"Blue Springs,MO,City","MO0480100","Blue Springs",0,1,0,8,13,109,7,2017,1,"City","Blue Springs,MO","City",9,129,"Blue Springs","https://showmecrime.mo.gov/","State UCR","Open Source",59896,NA,NA,"","","MO0480100","Blue Springs",NA,"Midwest","West North Central",59896,61854,-1958,"Blue Springs, MO","City","MO","MO"
"Bolingbrook,IL,City","IL0990200","Bolingbrook",0,0,2,11,7,56,10,2017,1,"City","Bolingbrook,IL","City",13,73,"Bolingbrook","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",74138,NA,NA,"","","IL0990200","Bolingbrook",NA,"Midwest","East North Central",74138,73492,646,"Bolingbrook, IL","City","IL","IL"
"Boone,KY,County","KY0080000","Boone",0,4,2,2,11,54,8,2017,1,"County","Boone,KY","County",8,73,"Boone","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",107867,NA,NA,"","","KY0080000","Boone",NA,"South","East South Central",107867,111845,-3978,"Boone, KY","County","KY","KY"
"Bossier City,LA,City","LA0080100","Bossier City",0,2,4,38,43,189,21,2017,1,"City","Bossier City,LA","City",44,253,"Bossier City","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",62750,NA,NA,"","","LA0080100","Bossier City",NA,"South","West South Central",62602,63346,-744,"Bossier City, LA","City","LA","LA"
"Boston,MA,City","MA0130100","Boston",5,34,152,219,169,940,131,2017,1,"City","Boston,MA","City",410,1240,"Boston","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",642823,NA,NA,"","","MA0130100","Boston",NA,"Northeast","New England",642823,671262,-28439,"Boston, MA","City","MA","MA"
"Boulder,CO,City","CO0070100","Boulder",0,3,5,17,34,197,29,2017,1,"City","Boulder,CO","City",25,260,"Boulder","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",104232,NA,NA,"","","CO0070100","Boulder",NA,"West","Mountain",104232,106426,-2194,"Boulder, CO","City","CO","CO"
"Bowling Green,KY,City","KY1140100","Bowling Green",0,12,8,14,51,195,11,2017,1,"City","Bowling Green,KY","City",34,257,"Bowling Green","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",77503,NA,NA,"","","KY1140100","Bowling Green",NA,"South","East South Central",76194,80821,-4627,"Bowling Green, KY","City","KY","KY"
"Bozeman,MT,City","MT0160100","Bozeman",0,4,1,9,3,115,14,2017,1,"City","Bozeman,MT","City",14,132,"Bozeman","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",58509,NA,NA,"","","MT0160100","Bozeman",NA,"West","Mountain",57424,58949,-1525,"Bozeman, MT","City","MT","MT"
"Brazoria,TX,County","TX0200000","Brazoria",0,4,5,7,34,53,13,2017,1,"County","Brazoria,TX","County",16,100,"Brazoria","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",132229,NA,NA,"","","TX0200000","Brazoria",NA,"South","West South Central",132229,143180,-10951,"Brazoria, TX","County","TX","TX"
"Brentwood,CA,City","CA0070200","Brentwood",0,3,5,10,32,99,9,2017,1,"City","Brentwood,CA","City",18,140,"Brentwood","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",66976,NA,NA,"","","CA0070200","Brentwood",NA,"West","Pacific",66976,66753,223,"Brentwood, CA","City","CA","CA"
"Bridgeport,CT,City","CT0001500","Bridgeport",2,9,51,46,59,162,70,2017,1,"City","Bridgeport,CT","City",108,291,"Bridgeport","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",148483,NA,NA,"","","CT0001500","Bridgeport",NA,"Northeast","New England",148483,152588,-4105,"Bridgeport, CT","City","CT","CT"
"Bristol,CT,City","CT0001700","Bristol",1,0,1,2,14,38,6,2017,1,"City","Bristol,CT","City",4,58,"Bristol","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",61609,NA,NA,"","","CT0001700","Bristol",NA,"Northeast","New England",61609,62563,-954,"Bristol, CT","City","CT","CT"
"Brockton,MA,City","MA0120300","Brockton",2,10,12,53,37,132,20,2017,1,"City","Brockton,MA","City",77,189,"Brockton","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",108938,NA,NA,"","","MA0120300","Brockton",NA,"Northeast","New England",108938,105571,3367,"Brockton, MA","City","MA","MA"
