"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Dayton,OH,City","Dayton",2,15,22,123,79,236,125,2025,5,"Dayton,OH","City",162,440,"Dayton","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",135181,NA,NA,"","","OH0570200","Dayton",NA,"Midwest","East North Central","dayton","OH",134857,"city 100,000 thru 249,999",NA,NA,NA,NA,135181,"Dayton, OH","City","OH","OH"
"Dearborn Heights,MI,City","Dearborn Heights",0,1,3,34,8,43,21,2022,11,"Dearborn Heights,MI","City",38,72,"Dearborn Heights","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",61420,NA,NA,"","","MI8234400","Dearborn Heights",NA,"Midwest","East North Central","dearborn heights","MI",60148,"city 50,000 thru 99,999",NA,NA,NA,NA,61420,"Dearborn Heights, MI","City","MI","MI"
"Dearborn,MI,City","Dearborn",1,2,5,23,25,136,76,2023,7,"Dearborn,MI","City",31,237,"Dearborn","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",106747,NA,NA,"","","MI8234300","Dearborn",NA,"Midwest","East North Central","dearborn","MI",104571,"city 100,000 thru 249,999",NA,NA,NA,NA,106747,"Dearborn, MI","City","MI","MI"
"Delaware,OH,County","Delaware",0,0,1,8,5,57,1,2025,1,"Delaware,OH","County",9,63,"Delaware","From OH","State UCR","Provided by State UCR Program",104939,NA,NA,"","","OH0210000","Delaware",NA,"Midwest","East North Central","delaware","OH",108391,"msa-county 100,000+",NA,NA,NA,NA,104939,"Delaware, OH","County","OH","OH"
"Denton,TX,City","Denton",0,11,2,19,24,185,24,2021,1,"Denton,TX","City",32,233,"Denton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",155215,NA,NA,"","","TX0610200","Denton",NA,"South","West South Central","denton","TX",164565,"city 100,000 thru 249,999",NA,NA,NA,NA,155215,"Denton, TX","City","TX","TX"
"Denton,TX,County","Denton",0,1,0,3,2,30,6,2025,3,"Denton,TX","County",4,38,"Denton","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",160587,NA,NA,"","","TX0610000","Denton",NA,"South","West South Central","denton","TX",167921,"msa-county 100,000+",NA,NA,NA,NA,160587,"Denton, TX","County","TX","TX"
"Denver,CO,City","Denver",5,66,104,387,368,1646,646,2025,1,"Denver,CO","City",562,2660,"Denver","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",712222,NA,NA,"","","CODPD0000","Denver",NA,"West","Mountain","denver","CO",722031,"city 500,000 thru 999,999",NA,NA,NA,NA,712222,"Denver, CO","City","CO","CO"
"Detroit,MI,City","Detroit",31,67,143,1036,415,1322,817,2023,7,"Detroit,MI","City",1277,2554,"Detroit","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",615501,NA,NA,"","","MI8234900","Detroit",NA,"Midwest","East North Central","detroit","MI",651171,"city 500,000 thru 999,999",NA,NA,NA,NA,615501,"Detroit, MI","City","MI","MI"
"Douglas,NE,County","Douglas",0,1,1,4,8,26,4,2025,1,"Douglas,NE","County",6,38,"Douglas","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Agency Aggregated",103973,NA,NA,"Inferred April, June, July and December 2017 from annual average","","NB0280000","Douglas",NA,"Midwest","West North Central","douglas","NE",103973,"msa-county 100,000+",NA,NA,NA,NA,94490,"Douglas, NE","County","NE","NE"
"Draper,UT,City","Draper",0,0,0,3,3,51,5,2022,2,"Draper,UT","City",3,59,"Draper","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",50588,NA,NA,"","","UT0181200","Draper",NA,"West","Mountain","draper","UT",45672,"city 25,000 thru 49,999",NA,NA,NA,NA,50588,"Draper, UT","City","UT","UT"
"Dublin,OH,City","Dublin",0,1,1,1,7,33,2,2023,3,"Dublin,OH","City",3,42,"Dublin","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48799,NA,NA,"","","OH0250300","Dublin",NA,"Midwest","East North Central","dublin","OH",40056,"city 25,000 thru 49,999",NA,NA,NA,NA,48827,"Dublin, OH","City","OH","OH"
"Dubuque,IA,City","Dubuque",0,4,1,6,13,34,4,2022,2,"Dubuque,IA","City",11,51,"Dubuque","From IA","State UCR","Provided by Agency",58492,NA,NA,"","","IA0310100","Dubuque",NA,"Midwest","West North Central","dubuque","IA",58620,"city 50,000 thru 99,999",NA,NA,NA,NA,58492,"Dubuque, IA","City","IA","IA"
"Duluth,MN,City","Duluth",0,1,5,14,46,239,18,2018,6,"Duluth,MN","City",20,303,"Duluth","https://cde.state.mn.us/","State UCR","Open Source",86570,NA,NA,"","","MN0690600","Duluth",NA,"Midwest","West North Central","duluth","MN",88003,"city 50,000 thru 99,999",NA,NA,NA,NA,86570,"Duluth, MN","City","MN","MN"
"Dunwoody,GA,City","Dunwoody",0,1,0,3,9,138,14,2017,1,"Dunwoody,GA","City",4,161,"Dunwoody","https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison","Agency Aggregated","Open Source",52505,NA,NA,"","","GA0447100","Dunwoody",NA,"South","South Atlantic","dunwoody","GA",51752,"city 50,000 thru 99,999",NA,NA,NA,NA,52505,"Dunwoody, GA","City","GA","GA"
"Durham,NC,City","Durham",6,27,49,97,94,722,184,2025,5,"Durham,NC","City",179,1000,"Durham","From NC","State UCR","Provided by State UCR Program",295788,NA,NA,"","","NC0320100","Durham",NA,"South","South Atlantic","durham","NC",299779,"city 250,000 thru 499,999",NA,NA,NA,NA,295788,"Durham, NC","City","NC","NC"
"Eagan,MN,City","Eagan",0,2,1,1,6,75,6,2018,3,"Eagan,MN","City",4,87,"Eagan","https://cde.state.mn.us/","State UCR","Open Source",66943,NA,NA,"Inferred Aug 2020 from annual average","","MN0190800","Eagan",NA,"Midwest","West North Central","eagan","MN",66956,"city 50,000 thru 99,999",NA,NA,NA,NA,66943,"Eagan, MN","City","MN","MN"
"East Baton Rouge,LA,County","East Baton Rouge",0,0,17,11,104,518,27,2017,1,"East Baton Rouge,LA","County",28,649,"East Baton Rouge","https://data.brla.gov/Public-Safety/EBR-Sheriff-s-Office-Crime-Incidents/7y8j-nrht/explore/query/SELECT%0A%20%20%60incident_number%60%2C%0A%20%20%60charge_id%60%2C%0A%20%20%60charge_date%60%2C%0A%20%20%60report_date%60%2C%0A%20%20%60approved_date%60%2C%0A%20%20%60attempted_committed%60%2C%0A%20%20%60street%60%2C%0A%20%20%60street_2%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60postal_code%60%2C%0A%20%20%60district%60%2C%0A%20%20%60zone%60%2C%0A%20%20%60sub_zone%60%2C%0A%20%20%60statute_title%60%2C%0A%20%20%60statute_description%60%2C%0A%20%20%60statute_category%60%2C%0A%20%20%60crime_against%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60offense_description%60%2C%0A%20%20%60census_block_group%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60crime_prevention_district%60%2C%0A%20%20%60neighborhood%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60report_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",197853,NA,NA,"","","LA0170000","East Baton Rouge",NA,"South","West South Central","east baton rouge","LA",201319,"msa-county 100,000+",NA,NA,NA,NA,197853,"East Baton Rouge, LA","County","LA","LA"
"East Hartford,CT,City","East Hartford",0,2,3,2,11,84,17,2018,3,"East Hartford,CT","City",7,112,"East Hartford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",50625,NA,NA,"","","CT0004300","East Hartford",NA,"Northeast","New England","east hartford","CT",50584,"city 50,000 thru 99,999",NA,NA,NA,NA,50625,"East Hartford, CT","City","CT","CT"
"Eden Prairie,MN,City","Eden Prairie",0,1,0,1,4,75,4,2017,9,"Eden Prairie,MN","City",2,83,"Eden Prairie","https://cde.state.mn.us/","State UCR","Open Source",61645,NA,NA,"","","MN0272600","Eden Prairie",NA,"Midwest","West North Central","eden prairie","MN",61511,"city 50,000 thru 99,999",NA,NA,NA,NA,61645,"Eden Prairie, MN","City","MN","MN"
"Edina,MN,City","Edina",0,1,1,1,9,61,9,2022,1,"Edina,MN","City",3,79,"Edina","https://cde.state.mn.us/","State UCR","Open Source",51980,NA,NA,"","","MN0270600","Edina",NA,"Midwest","West North Central","edina","MN",53347,"city 50,000 thru 99,999",NA,NA,NA,NA,51980,"Edina, MN","City","MN","MN"
"Edinburg,TX,City","Edinburg",0,12,0,18,8,149,12,2024,4,"Edinburg,TX","City",30,169,"Edinburg","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106137,NA,NA,"","","TX1080400","Edinburg",NA,"South","West South Central","edinburg","TX",107552,"city 100,000 thru 249,999",NA,NA,NA,NA,106137,"Edinburg, TX","City","TX","TX"
"Edmond,OK,City","Edmond",1,3,0,10,62,87,4,2024,8,"Edmond,OK","City",14,153,"Edmond","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",97063,NA,NA,"","","OK0550300","Edmond",NA,"South","West South Central","edmond","OK",99249,"city 50,000 thru 99,999",NA,NA,NA,NA,97063,"Edmond, OK","City","OK","OK"
"El Cajon,CA,City","El Cajon",0,4,13,23,22,156,31,2018,2,"El Cajon,CA","City",40,209,"El Cajon","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",103569,NA,NA,"","","CA0370500","El Cajon",NA,"West","Pacific","el cajon","CA",101983,"city 100,000 thru 249,999",NA,NA,NA,NA,103569,"El Cajon, CA","City","CA","CA"
"El Dorado,CA,County","El Dorado",0,1,3,11,34,135,3,2017,9,"El Dorado,CA","County",15,172,"El Dorado","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",162436,NA,NA,"","","CA0090000","El Dorado",NA,"West","Pacific","el dorado","CA",164075,"msa-county 100,000+",NA,NA,NA,NA,162436,"El Dorado, CA","County","CA","CA"
"El Monte,CA,City","El Monte",0,1,13,16,29,105,21,2025,9,"El Monte,CA","City",30,155,"El Monte","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",102088,NA,NA,"","","CA0192200","El Monte",NA,"West","Pacific","el monte","CA",102088,"city 100,000 thru 249,999",NA,NA,NA,NA,103463,"El Monte, CA","City","CA","CA"
"El Paso,CO,County","El Paso",0,14,2,35,29,187,31,2024,3,"El Paso,CO","County",51,247,"El Paso","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",207095,NA,NA,"","","CO0210000","El Paso",NA,"West","Mountain","el paso","CO",213641,"msa-county 100,000+",NA,NA,NA,NA,207095,"El Paso, CO","County","CO","CO"
"El Paso,TX,City","El Paso",1,31,20,102,124,554,111,2021,1,"El Paso,TX","City",154,789,"El Paso","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",676665,NA,NA,"","","TX0710200","El Paso",NA,"South","West South Central","el paso","TX",678860,"city 500,000 thru 999,999",NA,NA,NA,NA,676665,"El Paso, TX","City","TX","TX"
"El Paso,TX,County","El Paso",2,1,0,14,14,46,17,2023,11,"El Paso,TX","County",17,77,"El Paso","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116599,NA,NA,"","","TX0710000","El Paso",NA,"South","West South Central","el paso","TX",122484,"msa-county 100,000+",NA,NA,NA,NA,116599,"El Paso, TX","County","TX","TX"
"Elizabeth,NJ,City","Elizabeth",0,6,16,21,36,140,71,2022,1,"Elizabeth,NJ","City",43,247,"Elizabeth","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",138500,NA,NA,"","","NJ0200400","Elizabeth",NA,"Northeast","Middle Atlantic","elizabeth","NJ",138500,"city 100,000 thru 249,999",NA,NA,NA,NA,133578,"Elizabeth, NJ","City","NJ","NJ"
"Elk Grove,CA,City","Elk Grove",0,4,10,21,10,141,25,2024,4,"Elk Grove,CA","City",35,176,"Elk Grove","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",177976,NA,NA,"","","CA0340H00","Elk Grove",NA,"West","Pacific","elk grove","CA",179074,"city 100,000 thru 249,999",NA,NA,NA,NA,177976,"Elk Grove, CA","City","CA","CA"
"Elyria,OH,City","Elyria",0,3,0,16,15,46,5,2024,9,"Elyria,OH","City",19,66,"Elyria","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",53024,NA,NA,"","","OH0470400","Elyria",NA,"Midwest","East North Central","elyria","OH",53263,"city 50,000 thru 99,999",NA,NA,NA,NA,53024,"Elyria, OH","City","OH","OH"
"Enid,OK,City","Enid",0,3,0,10,24,82,11,2022,4,"Enid,OK","City",13,117,"Enid","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",50382,NA,NA,"","","OK0240100","Enid",NA,"South","West South Central","enid","OK",50382,"city 50,000 thru 99,999",NA,NA,NA,NA,50168,"Enid, OK","City","OK","OK"
"Erie,PA,City","Erie",2,2,5,6,15,101,9,2025,1,"Erie,PA","City",15,125,"Erie","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",92920,NA,NA,"","","PA0250200","Erie",NA,"Northeast","Middle Atlantic","erie","PA",92379,"city 50,000 thru 99,999",NA,NA,NA,NA,92920,"Erie, PA","City","PA","PA"
"Escondido,CA,City","Escondido",2,5,12,31,19,127,25,2020,1,"Escondido,CA","City",50,171,"Escondido","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",149837,NA,NA,"","","CA0370600","Escondido",NA,"West","Pacific","escondido","CA",147170,"city 100,000 thru 249,999",NA,NA,NA,NA,149837,"Escondido, CA","City","CA","CA"
"Euclid,OH,City","Euclid",1,1,3,3,3,31,23,2024,7,"Euclid,OH","City",8,57,"Euclid","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48344,NA,NA,"","","OH0181800","Euclid",NA,"Midwest","East North Central","euclid","OH",48176,"city 25,000 thru 49,999",NA,NA,NA,NA,48170,"Euclid, OH","City","OH","OH"
"Eugene,OR,City","Eugene",0,5,5,35,82,370,49,2022,10,"Eugene,OR","City",45,501,"Eugene","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",178191,NA,NA,"","","OR0200200","Eugene",NA,"West","Pacific","eugene","OR",178057,"city 100,000 thru 249,999",NA,NA,NA,NA,178191,"Eugene, OR","City","OR","OR"
"Euless,TX,City","Euless",0,2,1,11,4,91,9,2023,3,"Euless,TX","City",14,104,"Euless","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59722,NA,NA,"","","TX2200900","Euless",NA,"South","West South Central","euless","TX",59230,"city 50,000 thru 99,999",NA,NA,NA,NA,59722,"Euless, TX","City","TX","TX"
"Everett,MA,City","Everett",0,6,0,24,7,47,6,2024,6,"Everett,MA","City",30,60,"Everett","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",48340,NA,NA,"","","MA0091700","Everett",NA,"Northeast","New England","everett","MA",51744,"city 50,000 thru 99,999",NA,NA,NA,NA,49740,"Everett, MA","City","MA","MA"
"Fairfax,VA,County","Fairfax",0,12,28,41,39,1227,100,2025,1,"Fairfax,VA","County",81,1366,"Fairfax","From VA","State UCR","Provided by State UCR Program",1094031,NA,NA,"","","VA0290100","Fairfax",NA,"South","South Atlantic","fairfax county pd","VA",1107151,"msa-county 100,000+",NA,NA,NA,NA,1094031,"Fairfax, VA","County","VA","VA"
"Fairfield,CA,City","Fairfield",2,6,19,29,35,184,34,2022,5,"Fairfield,CA","City",56,253,"Fairfield","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",119071,NA,NA,"","","CA0480300","Fairfield",NA,"West","Pacific","fairfield","CA",121082,"city 100,000 thru 249,999",NA,NA,NA,NA,119071,"Fairfield, CA","City","CA","CA"
"Fairfield,CT,City","Fairfield",0,0,3,6,10,63,6,2018,3,"Fairfield,CT","City",9,79,"Fairfield","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63588,NA,NA,"","","CT0005100","Fairfield",NA,"Northeast","New England","fairfield","CT",64098,"city 50,000 thru 99,999",NA,NA,NA,NA,63588,"Fairfield, CT","City","CT","CT"
"Fall River,MA,City","Fall River",0,6,8,55,17,73,15,2023,8,"Fall River,MA","City",69,105,"Fall River","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",93879,NA,NA,"","","MA0030800","Fall River",NA,"Northeast","New England","fall river","MA",95573,"city 50,000 thru 99,999",NA,NA,NA,NA,93879,"Fall River, MA","City","MA","MA"
"Fargo,ND,City","Fargo",0,6,8,24,55,284,38,2025,9,"Fargo,ND","City",38,377,"Fargo","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",134268,NA,NA,"","","ND0090200","Fargo",NA,"Midwest","West North Central","fargo","ND",135682,"city 100,000 thru 249,999",NA,NA,NA,NA,134268,"Fargo, ND","City","ND","ND"
"Farmington Hills,MI,City","Farmington Hills",0,0,2,2,7,62,7,2017,2,"Farmington Hills,MI","City",4,76,"Farmington Hills","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",82223,NA,NA,"","","MI6338900","Farmington Hills",NA,"Midwest","East North Central","farmington hills","MI",82116,"city 50,000 thru 99,999",NA,NA,NA,NA,82223,"Farmington Hills, MI","City","MI","MI"
"Fayetteville,AR,City","Fayetteville",0,3,5,33,26,270,38,2022,3,"Fayetteville,AR","City",41,334,"Fayetteville","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",101624,NA,NA,"","","AR0720100","Fayetteville",NA,"South","West South Central","fayetteville","AR",104089,"city 100,000 thru 249,999",NA,NA,NA,NA,101624,"Fayetteville, AR","City","AR","AR"
"Fayetteville,NC,City","Fayetteville",0,2,17,100,91,427,56,2024,3,"Fayetteville,NC","City",119,574,"Fayetteville","From NC","State UCR","Provided by State UCR Program",209262,NA,NA,"","","NC0260100","Fayetteville",NA,"South","South Atlantic","fayetteville","NC",209945,"city 100,000 thru 249,999",NA,NA,NA,NA,209262,"Fayetteville, NC","City","NC","NC"
"Fishers,IN,City","Fishers",0,4,0,11,6,58,5,2022,3,"Fishers,IN","City",15,69,"Fishers","https://cde.state.mn.us/","Crime Data Explorer","Open Source",103247,NA,NA,"","","IN0290700","Fishers",NA,"Midwest","East North Central","fishers","IN",105680,"city 100,000 thru 249,999",NA,NA,NA,NA,103247,"Fishers, IN","City","IN","IN"
"Flower Mound,TX,City","Flower Mound",0,0,0,4,8,45,6,2023,5,"Flower Mound,TX","City",4,59,"Flower Mound","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",79513,NA,NA,"","","TX0611200","Flower Mound",NA,"South","West South Central","flower mound","TX",79784,"city 50,000 thru 99,999",NA,NA,NA,NA,79513,"Flower Mound, TX","City","TX","TX"
"Folsom,CA,City","Folsom",0,0,1,10,10,94,10,2024,4,"Folsom,CA","City",11,114,"Folsom","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",84559,NA,NA,"","","CA0340100","Folsom",NA,"West","Pacific","folsom","CA",86152,"city 50,000 thru 99,999",NA,NA,NA,NA,84559,"Folsom, CA","City","CA","CA"
"Fontana,CA,City","Fontana",4,NA,13,NA,83,200,75,2017,1,"Fontana,CA","City",17,358,"Fontana","https://www.fontanaca.gov/CivicAlerts.aspx?CID=32","Agency Aggregated","Open Source",214429,NA,NA,"","","CA0360400","Fontana",NA,"West","Pacific","fontana","CA",217605,"city 100,000 thru 249,999",NA,NA,NA,NA,214429,"Fontana, CA","City","CA","CA"
"Forsyth,GA,County","Forsyth",0,1,0,5,0,58,0,2025,3,"Forsyth,GA","County",6,58,"Forsyth","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",267417,NA,NA,"","","GA0580000","Forsyth",NA,"South","South Atlantic","forsyth","GA",270757,"msa-county 100,000+",NA,NA,NA,NA,267417,"Forsyth, GA","County","GA","GA"
"Forsyth,NC,County","Forsyth",2,1,2,21,29,76,9,2024,7,"Forsyth,NC","County",26,114,"Forsyth","From NC","State UCR","Provided by State UCR Program",111773,NA,NA,"Inferred Dec 2018 - Jun 2019 from 2018 average","","NC0340000","Forsyth",NA,"South","South Atlantic","forsyth","NC",115696,"msa-county 100,000+",NA,NA,NA,NA,111773,"Forsyth, NC","County","NC","NC"
"Fort Bend,TX,County","Fort Bend",0,14,9,45,53,304,33,2020,9,"Fort Bend,TX","County",68,390,"Fort Bend","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",578695,NA,NA,"","","TX0790000","Fort Bend",NA,"South","West South Central","fort bend","TX",614384,"msa-county 100,000+",NA,NA,NA,NA,578695,"Fort Bend, TX","County","TX","TX"
"Fort Wayne,IN,City","Fort Wayne",3,8,30,24,141,534,38,2017,1,"Fort Wayne,IN","City",65,713,"Fort Wayne","https://www.fwpd.org/crime-statistics","State UCR","Provided by State UCR Program",269728,NA,NA,"","","IN0020100","Fort Wayne",NA,"Midwest","East North Central","fort wayne","IN",271892,"city 250,000 thru 499,999",NA,NA,NA,NA,269728,"Fort Wayne, IN","City","IN","IN"
"Fort Worth,TX,City","Fort Worth",7,63,92,204,333,1441,368,2019,1,"Fort Worth,TX","City",366,2142,"Fort Worth","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",973722,NA,NA,"","","TX2201200","Fort Worth",NA,"South","West South Central","fort worth","TX",976839,"city 500,000 thru 999,999",NA,NA,NA,NA,973722,"Fort Worth, TX","City","TX","TX"
"Fountain Valley,CA,City","Fountain Valley",0,0,0,5,25,84,13,2020,10,"Fountain Valley,CA","City",5,122,"Fountain Valley","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",55419,NA,NA,"","","CA0300700","Fountain Valley",NA,"West","Pacific","fountain valley","CA",54975,"city 50,000 thru 99,999",NA,NA,NA,NA,55419,"Fountain Valley, CA","City","CA","CA"
"Franklin,TN,City","Franklin",0,6,1,9,3,54,1,2025,5,"Franklin,TN","City",16,58,"Franklin","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",88315,NA,NA,"","","TN0940100","Franklin",NA,"South","East South Central","franklin","TN",90077,"city 50,000 thru 99,999",NA,NA,NA,NA,88315,"Franklin, TN","City","TN","TN"
"Fresno,CA,City","Fresno",0,21,90,253,235,942,195,2023,3,"Fresno,CA","City",364,1372,"Fresno","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",546722,NA,NA,"","","CA0100500","Fresno",NA,"West","Pacific","fresno","CA",546722,"city 500,000 thru 999,999",NA,NA,NA,NA,547134,"Fresno, CA","City","CA","CA"
"Frisco,TX,City","Frisco",0,3,4,14,20,159,13,2020,1,"Frisco,TX","City",21,192,"Frisco","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",228527,NA,NA,"","","TX0430400","Frisco",NA,"South","West South Central","frisco","TX",138099,"city 100,000 thru 249,999",NA,NA,NA,NA,228527,"Frisco, TX","City","TX","TX"
"Fullerton,CA,City","Fullerton",0,4,11,23,19,169,22,2024,9,"Fullerton,CA","City",38,210,"Fullerton","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",139131,NA,NA,"","","CA0300800","Fullerton",NA,"West","Pacific","fullerton","CA",137942,"city 100,000 thru 249,999",NA,NA,NA,NA,139131,"Fullerton, CA","City","CA","CA"
"Galveston,TX,City","Galveston",0,3,2,6,11,73,7,2023,2,"Galveston,TX","City",11,91,"Galveston","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52810,NA,NA,"","","TX0840400","Galveston",NA,"South","West South Central","galveston","TX",53100,"city 50,000 thru 99,999",NA,NA,NA,NA,52810,"Galveston, TX","City","TX","TX"
"Gardena,CA,City","Gardena",1,1,17,18,19,80,63,2024,3,"Gardena,CA","City",37,162,"Gardena","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57584,NA,NA,"","","CA0192400","Gardena",NA,"West","Pacific","gardena","CA",57584,"city 50,000 thru 99,999",NA,NA,NA,NA,57853,"Gardena, CA","City","CA","CA"
"Garland,TX,City","Garland",0,8,19,38,85,345,80,2019,7,"Garland,TX","City",65,510,"Garland","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",240051,NA,NA,"","","TX0571100","Garland",NA,"South","West South Central","garland","TX",246096,"city 100,000 thru 249,999",NA,NA,NA,NA,240051,"Garland, TX","City","TX","TX"
"Gilbert,AZ,City","Gilbert",0,11,4,20,14,192,11,2024,8,"Gilbert,AZ","City",35,217,"Gilbert","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",278495,NA,NA,"","","AZ0071100","Gilbert",NA,"West","Mountain","gilbert","AZ",277527,"city 250,000 thru 499,999",NA,NA,NA,NA,278495,"Gilbert, AZ","City","AZ","AZ"
"Gilroy,CA,City","Gilroy",1,2,10,15,21,86,42,2020,10,"Gilroy,CA","City",28,149,"Gilroy","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57331,NA,NA,"","","CA0430400","Gilroy",NA,"West","Pacific","gilroy","CA",57877,"city 50,000 thru 99,999",NA,NA,NA,NA,57331,"Gilroy, CA","City","CA","CA"
"Glendale,CA,City","Glendale",0,2,9,18,61,208,32,2017,1,"Glendale,CA","City",29,301,"Glendale","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",185923,NA,NA,"","","CA0192500","Glendale",NA,"West","Pacific","glendale","CA",184180,"city 100,000 thru 249,999",NA,NA,NA,NA,185923,"Glendale, CA","City","CA","CA"
"Goodyear,AZ,City","Goodyear",0,0,2,10,6,137,11,2025,1,"Goodyear,AZ","City",12,154,"Goodyear","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",109929,NA,NA,"","","AZ0071500","Goodyear",NA,"West","Mountain","goodyear","AZ",116892,"city 100,000 thru 249,999",NA,NA,NA,NA,109929,"Goodyear, AZ","City","AZ","AZ"
"Grand Island,NE,City","Grand Island",0,4,4,17,15,58,5,2024,11,"Grand Island,NE","City",25,78,"Grand Island","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",52264,NA,NA,"","","NB0400100","Grand Island",NA,"Midwest","West North Central","grand island","NE",52488,"city 50,000 thru 99,999",NA,NA,NA,NA,52264,"Grand Island, NE","City","NE","NE"
