"Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","city_state","Agency_Type","city_state_id"
"Cranston",1,1,1,5,6,53,5,2025,8,"RI","Cranston,RI","City","Cranston,RI,City"
"Cuyahoga Falls",0,0,1,8,2,70,5,2025,8,"OH","Cuyahoga Falls,OH","City","Cuyahoga Falls,OH,City"
"Dallas",7,14,170,471,456,2188,713,2025,8,"TX","Dallas,TX","City","Dallas,TX,City"
"Daly City",NA,NA,NA,NA,NA,NA,NA,2025,8,"CA","Daly City,CA","City","Daly City,CA,City"
"Danbury",NA,NA,NA,NA,NA,NA,NA,2025,8,"CT","Danbury,CT","City","Danbury,CT,City"
"Davenport",0,8,2,35,37,188,19,2025,8,"IA","Davenport,IA","City","Davenport,IA,City"
"Davidson",NA,NA,NA,NA,NA,NA,NA,2025,8,"NC","Davidson,NC","County","Davidson,NC,County"
"Davis",0,0,0,6,8,74,8,2025,8,"CA","Davis,CA","City","Davis,CA,City"
"Dayton",2,13,28,131,106,242,130,2025,8,"OH","Dayton,OH","City","Dayton,OH,City"
"Dearborn Heights",0,1,1,10,11,41,12,2025,8,"MI","Dearborn Heights,MI","City","Dearborn Heights,MI,City"
"Dearborn",0,0,4,23,7,92,17,2025,8,"MI","Dearborn,MI","City","Dearborn,MI,City"
"Decatur",1,1,2,42,33,133,15,2025,8,"IL","Decatur,IL","City","Decatur,IL,City"
"Delaware",0,3,0,16,10,68,5,2025,8,"OH","Delaware,OH","County","Delaware,OH,County"
"Denton",2,0,1,34,24,181,13,2025,8,"TX","Denton,TX","City","Denton,TX,City"
"Denton",0,1,0,0,9,19,6,2025,8,"TX","Denton,TX","County","Denton,TX,County"
"Denver",4,48,87,424,328,1845,440,2025,8,"CO","Denver,CO","City","Denver,CO,City"
"Des Moines",0,8,11,115,95,389,85,2025,8,"IA","Des Moines,IA","City","Des Moines,IA,City"
"Des Plaines",NA,NA,NA,NA,NA,NA,NA,2025,8,"IL","Des Plaines,IL","City","Des Plaines,IL,City"
"Desoto",0,1,0,10,10,68,11,2025,8,"TX","Desoto,TX","City","Desoto,TX,City"
"Detroit",16,35,106,752,377,1254,636,2025,8,"MI","Detroit,MI","City","Detroit,MI,City"
"Douglas",0,5,0,26,9,127,10,2025,8,"CO","Douglas,CO","County","Douglas,CO,County"
"Draper",0,4,0,2,2,28,1,2025,8,"UT","Draper,UT","City","Draper,UT,City"
"Dublin",NA,NA,NA,NA,NA,NA,NA,2025,8,"OH","Dublin,OH","City","Dublin,OH,City"
"Dubuque",0,5,2,20,15,67,4,2025,8,"IA","Dubuque,IA","City","Dubuque,IA,City"
"Duluth",1,4,3,9,31,216,7,2025,8,"MN","Duluth,MN","City","Duluth,MN,City"
"Dunwoody",0,1,2,1,4,82,9,2025,8,"GA","Dunwoody,GA","City","Dunwoody,GA,City"
"Durham",NA,NA,NA,NA,NA,NA,NA,2025,8,"NC","Durham,NC","City","Durham,NC,City"
"Eagan",0,1,0,8,8,71,4,2025,8,"MN","Eagan,MN","City","Eagan,MN,City"
"East Baton Rouge",2,4,7,45,81,371,31,2025,8,"LA","East Baton Rouge,LA","County","East Baton Rouge,LA,County"
"East Hartford",0,2,2,2,5,58,6,2025,8,"CT","East Hartford,CT","City","East Hartford,CT,City"
"Eau Claire",0,3,1,1,8,90,11,2025,7,"WI","Eau Claire,WI","City","Eau Claire,WI,City"
"Eden Prairie",0,0,0,3,12,74,3,2025,8,"MN","Eden Prairie,MN","City","Eden Prairie,MN,City"
"Edina",0,3,0,2,11,64,11,2025,8,"MN","Edina,MN","City","Edina,MN,City"
"Edinburg",0,9,0,15,7,102,5,2025,8,"TX","Edinburg,TX","City","Edinburg,TX,City"
"Edmond",0,4,0,12,6,80,8,2025,8,"OK","Edmond,OK","City","Edmond,OK,City"
"El Cajon",0,3,6,34,12,76,16,2025,8,"CA","El Cajon,CA","City","El Cajon,CA,City"
"El Dorado",2,1,0,19,11,66,4,2025,8,"CA","El Dorado,CA","County","El Dorado,CA,County"
"El Monte",0,2,20,18,23,101,39,2025,8,"CA","El Monte,CA","City","El Monte,CA,City"
"El Paso",1,13,4,45,25,108,10,2025,8,"CO","El Paso,CO","County","El Paso,CO,County"
"El Paso",0,19,19,148,55,599,139,2025,8,"TX","El Paso,TX","City","El Paso,TX,City"
"El Paso",0,4,1,23,12,35,10,2025,8,"TX","El Paso,TX","County","El Paso,TX,County"
"Elizabeth",0,3,3,34,14,196,46,2025,8,"NJ","Elizabeth,NJ","City","Elizabeth,NJ,City"
"Elk Grove",0,3,8,14,26,131,13,2025,8,"CA","Elk Grove,CA","City","Elk Grove,CA,City"
"Elkhart",NA,NA,NA,NA,NA,NA,NA,2025,8,"IN","Elkhart,IN","City","Elkhart,IN,City"
"Elyria",0,2,1,3,14,50,7,2025,8,"OH","Elyria,OH","City","Elyria,OH,City"
"Enid",1,5,0,16,25,71,7,2025,8,"OK","Enid,OK","City","Enid,OK,City"
"Erie",0,3,4,14,14,145,9,2025,8,"PA","Erie,PA","City","Erie,PA,City"
"Escondido",1,4,6,38,20,166,15,2025,8,"CA","Escondido,CA","City","Escondido,CA,City"
"Euclid",0,3,2,1,4,40,26,2025,8,"OH","Euclid,OH","City","Euclid,OH,City"
"Eugene",0,11,8,40,27,275,33,2025,8,"OR","Eugene,OR","City","Eugene,OR,City"
"Euless",0,0,1,4,4,74,3,2025,8,"TX","Euless,TX","City","Euless,TX,City"
"Evanston",NA,NA,NA,NA,NA,NA,NA,2025,8,"IL","Evanston,IL","City","Evanston,IL,City"
"Evansville",NA,NA,NA,NA,NA,NA,NA,2025,8,"IN","Evansville,IN","City","Evansville,IN,City"
"Everett",0,0,0,3,3,38,4,2025,8,"MA","Everett,MA","City","Everett,MA,City"
"Fairfax",NA,NA,NA,NA,NA,NA,NA,2025,8,"VA","Fairfax,VA","County","Fairfax,VA,County"
"Fairfield",1,3,12,42,18,131,34,2025,8,"CA","Fairfield,CA","City","Fairfield,CA,City"
"Fairfield",0,0,1,0,1,53,9,2025,8,"CT","Fairfield,CT","City","Fairfield,CT,City"
"Fall River",NA,NA,NA,NA,NA,NA,NA,2025,8,"MA","Fall River,MA","City","Fall River,MA,City"
"Fargo",3,5,10,39,69,328,46,2025,8,"ND","Fargo,ND","City","Fargo,ND,City"
"Farmington Hills",0,1,1,13,5,51,4,2025,8,"MI","Farmington Hills,MI","City","Farmington Hills,MI,City"
"Fayetteville",0,3,3,39,19,141,22,2025,8,"AR","Fayetteville,AR","City","Fayetteville,AR,City"
"Fayetteville",1,4,19,87,68,384,47,2025,8,"NC","Fayetteville,NC","City","Fayetteville,NC,City"
"Fishers",0,0,1,0,4,32,3,2025,8,"IN","Fishers,IN","City","Fishers,IN,City"
"Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,8,"AZ","Flagstaff,AZ","City","Flagstaff,AZ,City"
"Florissant",NA,NA,NA,NA,NA,NA,NA,2025,8,"MO","Florissant,MO","City","Florissant,MO,City"
"Flower Mound",0,0,0,1,1,34,3,2025,8,"TX","Flower Mound,TX","City","Flower Mound,TX,City"
"Folsom",0,7,1,2,6,63,9,2025,8,"CA","Folsom,CA","City","Folsom,CA,City"
"Fontana",2,NA,6,NA,32,146,39,2025,7,"CA","Fontana,CA","City","Fontana,CA,City"
"Forsyth",0,5,0,7,4,54,3,2025,8,"GA","Forsyth,GA","County","Forsyth,GA,County"
"Forsyth",0,0,2,15,18,99,13,2025,8,"NC","Forsyth,NC","County","Forsyth,NC,County"
"Fort Bend",0,7,7,45,66,284,26,2025,8,"TX","Fort Bend,TX","County","Fort Bend,TX,County"
"Fort Collins",0,0,2,15,16,123,7,2025,8,"CO","Fort Collins,CO","City","Fort Collins,CO,City"
"Fort Smith",0,6,3,64,29,184,13,2025,8,"AR","Fort Smith,AR","City","Fort Smith,AR,City"
"Fort Wayne",2,14,13,34,34,425,72,2025,8,"IN","Fort Wayne,IN","City","Fort Wayne,IN,City"
"Fort Worth",5,38,52,239,232,1253,287,2025,8,"TX","Fort Worth,TX","City","Fort Worth,TX,City"
"Fountain Valley",0,1,1,4,8,57,4,2025,8,"CA","Fountain Valley,CA","City","Fountain Valley,CA,City"
"Framingham",NA,NA,NA,NA,NA,NA,NA,2025,8,"MA","Framingham,MA","City","Framingham,MA,City"
"Franklin",0,2,1,16,4,37,3,2025,8,"TN","Franklin,TN","City","Franklin,TN,City"
