"Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","city_state","Agency_Type","city_state_id"
"Roanoke",NA,NA,NA,NA,NA,NA,NA,2025,2,"VA","Roanoke,VA","City","Roanoke,VA,City"
"Springfield",NA,NA,NA,NA,NA,NA,NA,2025,2,"IL","Springfield,IL","City","Springfield,IL,City"
"Springfield",NA,NA,NA,NA,NA,NA,NA,2025,2,"MA","Springfield,MA","City","Springfield,MA,City"
"St Charles",NA,NA,NA,NA,NA,NA,NA,2025,2,"MO","St Charles,MO","County","St Charles,MO,County"
"St Louis",NA,NA,NA,NA,NA,NA,NA,2025,2,"MO","St Louis,MO","County","St Louis,MO,County"
"State College",NA,NA,NA,NA,NA,NA,NA,2025,2,"PA","State College,PA","City","State College,PA,City"
"Temple",NA,NA,NA,NA,NA,NA,NA,2025,2,"TX","Temple,TX","City","Temple,TX,City"
"Toledo",NA,NA,NA,NA,NA,NA,NA,2025,2,"OH","Toledo,OH","City","Toledo,OH,City"
"Westminster",NA,NA,NA,NA,NA,NA,NA,2025,2,"CO","Westminster,CO","City","Westminster,CO,City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2025,2,"MA","Worcester,MA","City","Worcester,MA,City"
"Wylie",NA,NA,NA,NA,NA,NA,NA,2025,2,"TX","Wylie,TX","City","Wylie,TX,City"
