"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","X.1","X.2","ori","pub_agency_name","state_abbr","region_name","division_name","population","city_state.y","Agency_Type.y","State"
"Port Arthur,TX,City","Port Arthur",1,0,11,20,51,95,15,2017,1,"TX","Port Arthur,TX","City",32,161,"Port Arthur","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",55371,NA,NA,"","","",NA,"TX1230700","Port Arthur","TX","South","West South Central",55371,"Port Arthur, TX","City","South"
"Portland,OR,City","Portland",0,21,77,121,321,1822,670,2017,1,"OR","Portland,OR","City",219,2813,"Portland","OR","https://public.tableau.com/app/profile/portlandpolicebureau/viz/New_Monthly_Neighborhood/MonthlyOffenseTotals","Agency RMS","Open Source",626146,NA,NA,"","","",NA,"OR0260200","Portland","OR","West","Pacific",626146,"Portland, OR","City","West"
"Portsmouth,VA,City","Portsmouth",3,2,21,21,112,274,44,2017,1,"VA","Portsmouth,VA","City",47,430,"Portsmouth","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",96649,NA,NA,"","","",NA,"VA1200000","Portsmouth","VA","South","South Atlantic",96649,"Portsmouth, VA","City","South"
"Prescott Valley,AZ,City","Prescott Valley",0,2,0,6,10,84,3,2017,1,"AZ","Prescott Valley,AZ","City",8,97,"Prescott Valley","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",50166,NA,NA,"","","",NA,"AZ0131100","Prescott Valley","AZ","West","Mountain",50166,"Prescott Valley, AZ","City","West"
"Prince George's,MD,County","Prince George's",3,9,95,113,198,918,226,2017,1,"MD","Prince George's,MD","County",220,1342,"Prince George's","MD","https://data.princegeorgescountymd.gov/browse?category=Public+Safety&sortBy=relevance&page=1&pageSize=20","Agency RMS","Open Source",725229,NA,NA,"Used FBI data for Jan & Feb 2017, agency data since","","",NA,"MD0172100","Prince George's","MD","South","South Atlantic",725229,"Prince George's, MD","County","South"
"Prince William,VA,County","Prince William",1,9,20,51,45,328,37,2017,1,"VA","Prince William,VA","County",81,410,"Prince William","VA","From VA","State UCR","Provided by State UCR Program",480467,NA,NA,"","","",NA,"VA0750300","Prince William","VA","South","South Atlantic",480467,"Prince William, VA","County","South"
"Provo,UT,City","Provo",0,2,0,4,12,147,10,2017,1,"UT","Provo,UT","City",6,169,"Provo","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",112743,NA,NA,"","","",NA,"UT0250600","Provo","UT","West","Mountain",112743,"Provo, UT","City","West"
"Quincy,MA,City","Quincy",0,6,11,16,28,112,9,2017,1,"MA","Quincy,MA","City",33,149,"Quincy","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",102465,NA,NA,"","","",NA,"MA0112000","Quincy","MA","Northeast","New England",102465,"Quincy, MA","City","Northeast"
"Racine,WI,City","Racine",0,4,14,36,42,95,14,2017,1,"WI","Racine,WI","City",54,151,"Racine","WI","From WI","State UCR","Provided by State UCR Program",75858,NA,NA,"","","",NA,"WI0520200","Racine","WI","Midwest","East North Central",75858,"Racine, WI","City","Midwest"
"Raleigh,NC,City","Raleigh",0,10,46,84,189,664,64,2017,1,"NC","Raleigh,NC","City",140,917,"Raleigh","NC","From NC","State UCR","Provided by State UCR Program",482842,NA,NA,"","","",NA,"NC0920100","Raleigh","NC","South","South Atlantic",482842,"Raleigh, NC","City","South"
"Rapid City,SD,City","Rapid City",3,6,5,23,22,179,29,2017,1,"SD","Rapid City,SD","City",37,230,"Rapid City","SD","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",80850,NA,NA,"","","",NA,"SD0510100","Rapid City","SD","Midwest","West North Central",80850,"Rapid City, SD","City","Midwest"
"Reading,PA,City","Reading",0,1,17,13,59,118,13,2017,1,"PA","Reading,PA","City",31,190,"Reading","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",97790,NA,NA,"","","",NA,"PA0061400","Reading","PA","Northeast","Middle Atlantic",97790,"Reading, PA","City","Northeast"
"Redlands,CA,City","Redlands",0,3,4,12,45,164,21,2017,1,"CA","Redlands,CA","City",19,230,"Redlands","CA","https://www.cityofredlands.org/police","Agency Aggregated","Provided by Agency",74147,NA,NA,"","","",NA,"CA0360800","Redlands","CA","West","Pacific",74147,"Redlands, CA","City","West"
"Reno,NV,City","Reno",2,14,32,88,119,404,142,2017,1,"NV","Reno,NV","City",136,665,"Reno","NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",277792,NA,NA,"","","",NA,"NV0160100","Reno","NV","West","Mountain",277792,"Reno, NV","City","West"
"Revere,MA,City","Revere",0,1,2,14,21,68,7,2017,1,"MA","Revere,MA","City",17,96,"Revere","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",57132,NA,NA,"","","",NA,"MA0130400","Revere","MA","Northeast","New England",57132,"Revere, MA","City","Northeast"
"Richardson,TX,City","Richardson",0,4,8,4,36,125,20,2017,1,"TX","Richardson,TX","City",16,181,"Richardson","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",119008,NA,NA,"","","",NA,"TX0572000","Richardson","TX","South","West South Central",119008,"Richardson, TX","City","South"
"Richmond,CA,City","Richmond",1,6,35,58,63,214,122,2017,1,"CA","Richmond,CA","City",100,399,"Richmond","CA","https://www.ci.richmond.ca.us/4010/Crime-Statistics-Reports","Agency Aggregated","Open Source",113282,NA,NA,"","","",NA,"CA0071000","Richmond","CA","West","Pacific",113282,"Richmond, CA","City","West"
"Richmond,VA,City","Richmond",9,3,47,54,146,527,119,2017,1,"VA","Richmond,VA","City",113,792,"Richmond","VA","https://apps.richmondgov.com/applications/CrimeInfo","Agency RMS","Open Source",230789,NA,NA,"","","",NA,"VA1220000","Richmond","VA","South","South Atlantic",230789,"Richmond, VA","City","South"
"Riverside,CA,City","Riverside",0,NA,53,78,165,611,166,2017,1,"CA","Riverside,CA","City",131,942,"Riverside","CA","https://www.riversideca.gov/transparency/data/dataset/show/27","Agency RMS","Open Source",323473,NA,NA,"","","",NA,"CA0331300","Riverside","CA","West","Pacific",323473,"Riverside, CA","City","West"
"Roanoke,VA,City","Roanoke",1,4,9,20,36,317,21,2017,1,"VA","Roanoke,VA","City",34,374,"Roanoke","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",96925,NA,NA,"","","",NA,"VA1230000","Roanoke","VA","South","South Atlantic",96925,"Roanoke, VA","City","South"
"Rochester,NY,City","Rochester",0,NA,70,39,105,480,37,2017,1,"NY","Rochester,NY","City",109,622,"Rochester","NY","https://data-rpdny.opendata.arcgis.com/datasets/rpdny::rpd-part-i-crime-2011-to-present/explore","Agency RMS","Open Source",208452,NA,NA,"","","",NA,"NY0270100","Rochester","NY","Northeast","Middle Atlantic",208452,"Rochester, NY","City","Northeast"
"Rockford,IL,City","Rockford",1,5,48,184,142,258,48,2017,1,"IL","Rockford,IL","City",238,448,"Rockford","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",145873,NA,NA,"","","",NA,"IL1010400","Rockford","IL","Midwest","East North Central",145873,"Rockford, IL","City","Midwest"
"Rockwall,TX,City","Rockwall",0,6,0,4,5,59,8,2017,1,"TX","Rockwall,TX","City",10,72,"Rockwall","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",53433,NA,NA,"","","",NA,"TX1990100","Rockwall","TX","South","West South Central",53433,"Rockwall, TX","City","South"
"Round Rock,TX,City","Round Rock",0,2,4,4,15,215,1,2017,1,"TX","Round Rock,TX","City",10,231,"Round Rock","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",129898,NA,NA,"","","",NA,"TX2460500","Round Rock","TX","South","West South Central",129898,"Round Rock, TX","City","South"
"Rowlett,TX,City","Rowlett",0,0,3,3,5,58,3,2017,1,"TX","Rowlett,TX","City",6,66,"Rowlett","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",66671,NA,NA,"","","",NA,"TX0573300","Rowlett","TX","South","West South Central",66671,"Rowlett, TX","City","South"
"Royal Oak,MI,City","Royal Oak",0,0,1,2,2,35,5,2017,1,"MI","Royal Oak,MI","City",3,42,"Royal Oak","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",57233,NA,NA,"","","",NA,"MI6371400","Royal Oak","MI","Midwest","East North Central",57233,"Royal Oak, MI","City","Midwest"
"Rutherford,TN,County","Rutherford",0,3,1,24,23,45,11,2017,1,"TN","Rutherford,TN","County",28,79,"Rutherford","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",104616,NA,NA,"","","",NA,"TN0750000","Rutherford","TN","South","East South Central",104616,"Rutherford, TN","County","South"
"Sacramento,CA,City","Sacramento",3,7,92,166,274,867,297,2017,1,"CA","Sacramento,CA","City",268,1438,"Sacramento","CA","https://experience.arcgis.com/experience/cb5a65e7a67743778cd277c7e3761b5a","Agency RMS","Open Source",529172,NA,NA,"Inferred 2021 Murder and Rape monthly totals from reported annual total","","",NA,"CA0340400","Sacramento","CA","West","Pacific",529172,"Sacramento, CA","City","West"
"Salem,OR,City","Salem",0,2,10,31,79,431,58,2017,1,"OR","Salem,OR","City",43,568,"Salem","OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",178276,NA,NA,"","","",NA,"OR0240200","Salem","OR","West","Pacific",178276,"Salem, OR","City","West"
"Salt Lake City,UT,City","Salt Lake City",0,17,39,45,127,1035,173,2017,1,"UT","Salt Lake City,UT","City",101,1335,"Salt Lake City","UT","https://slcpd.com/open-data/crimestatistics/","Agency Aggregated","Open Source",206692,NA,NA,"","","",NA,"UT0180300","Salt Lake City","UT","West","Mountain",206692,"Salt Lake City, UT","City","West"
"San Angelo,TX,City","San Angelo",0,8,10,13,75,279,24,2017,1,"TX","San Angelo,TX","City",31,378,"San Angelo","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",98642,NA,NA,"","","",NA,"TX2260100","San Angelo","TX","South","West South Central",98642,"San Angelo, TX","City","South"
"San Antonio,TX,City","San Antonio",15,96,228,643,1171,5106,690,2017,1,"TX","San Antonio,TX","City",982,6967,"San Antonio","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1490047,NA,NA,"","","",NA,"TXSPD0000","San Antonio","TX","South","West South Central",1490047,"San Antonio, TX","City","South"
"San Diego,CA,City","San Diego",3,30,98,313,206,1305,475,2024,2,"CA","San Diego,CA","City",444,1986,"San Diego","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",1378349,NA,NA,"","","",NA,"CA0371100","San Diego","CA","West","Pacific",1378349,"San Diego, CA","City","West"
"San Diego,CA,County","San Diego",4,29,46,153,226,541,135,2017,1,"CA","San Diego,CA","County",232,902,"San Diego","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",519218,NA,NA,"See County Sheriff","","",NA,"CA0370000","San Diego","CA","West","Pacific",519218,"San Diego, CA","County","West"
"San Francisco,CA,City","San Francisco",6,45,241,232,433,3666,409,2017,1,"CA","San Francisco,CA","City",524,4508,"San Francisco","CA","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-dashboard","Agency Aggregated","Open Source",782846,NA,NA,"","","",NA,"CA0380100","San Francisco","CA","West","Pacific",782846,"San Francisco, CA","City","West"
"San Jose,CA,City","San Jose",4,50,101,157,373,1194,877,2017,1,"CA","San Jose,CA","City",312,2444,"San Jose","CA","https://www.sjpd.org/records/crime-stats-maps/police-dashboards","Agency Aggregated","Open Source",952530,NA,NA,"","","",NA,"CA0431300","San Jose","CA","West","Pacific",952530,"San Jose, CA","City","West"
"San Marcos,TX,City","San Marcos",0,6,7,7,26,128,17,2017,1,"TX","San Marcos,TX","City",20,171,"San Marcos","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71413,NA,NA,"","","",NA,"TX1050100","San Marcos","TX","South","West South Central",71413,"San Marcos, TX","City","South"
"Santa Fe,NM,City","Santa Fe",0,NA,2,NA,127,147,18,2017,1,"NM","Santa Fe,NM","City",2,292,"Santa Fe","NM","https://santafenm.gov/police/police-criminal-investigations/police-crime-analyst","Agency Aggregated","Open Source",89657,NA,NA,"Inferred Jun - Dec 2020 from annual average","","",NA,"NM0260100","Santa Fe","NM","West","Mountain",89657,"Santa Fe, NM","City","West"
"Schaumburg,IL,City","Schaumburg",0,1,5,1,6,92,4,2017,1,"IL","Schaumburg,IL","City",7,102,"Schaumburg","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75140,NA,NA,"Inferred Jan-Mar 2021 from annual average","","",NA,"IL0162A00","Schaumburg","IL","Midwest","East North Central",75140,"Schaumburg, IL","City","Midwest"
"Scottsdale,AZ,City","Scottsdale",2,11,14,19,85,393,27,2017,1,"AZ","Scottsdale,AZ","City",46,505,"Scottsdale","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",243644,NA,NA,"","","",NA,"AZ0072500","Scottsdale","AZ","West","Mountain",243644,"Scottsdale, AZ","City","West"
"Scranton,PA,City","Scranton",0,1,9,3,38,84,12,2017,1,"PA","Scranton,PA","City",13,134,"Scranton","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",75687,NA,NA,"","","",NA,"PA0350400","Scranton","PA","Northeast","Middle Atlantic",75687,"Scranton, PA","City","Northeast"
"Seattle,WA,City","Seattle",2,33,114,181,673,2312,310,2017,1,"WA","Seattle,WA","City",330,3295,"Seattle","WA","https://www.seattle.gov/police/information-and-data/data/crime-dashboard","Agency Aggregated","Open Source",753786,NA,NA,"","","",NA,"WASPD0000","Seattle","WA","West","Pacific",753786,"Seattle, WA","City","West"
"Shelby Township,MI,City","Shelby Township",1,4,1,6,5,37,1,2017,1,"MI","Shelby Township,MI","City",12,43,"Shelby Township","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",79545,NA,NA,"","","",NA,"MI5074000","Shelby Township","MI","Midwest","East North Central",79545,"Shelby Township, MI","City","Midwest"
"Shelby,TN,County","Shelby",0,4,8,54,52,150,32,2017,1,"TN","Shelby,TN","County",66,234,"Shelby","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",136188,NA,NA,"","","",NA,"TN0790000","Shelby","TN","South","East South Central",136188,"Shelby, TN","County","South"
"Sioux Falls,SD,City","Sioux Falls",1,9,12,46,41,291,66,2017,1,"SD","Sioux Falls,SD","City",68,398,"Sioux Falls","SD","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",206559,NA,NA,"","","",NA,"SD0490200","Sioux Falls","SD","Midwest","West North Central",206559,"Sioux Falls, SD","City","Midwest"
"Skokie,IL,City","Skokie",0,3,2,14,18,102,2,2017,1,"IL","Skokie,IL","City",19,122,"Skokie","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",64417,NA,NA,"","","",NA,"IL0164A00","Skokie","IL","Midwest","East North Central",64417,"Skokie, IL","City","Midwest"
"Smith,TX,County","Smith",1,0,5,8,62,119,23,2017,1,"TX","Smith,TX","County",14,204,"Smith","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111489,NA,NA,"","","",NA,"TX2120000","Smith","TX","South","West South Central",111489,"Smith, TX","County","South"
"Smyrna,TN,City","Smyrna",0,4,8,5,9,93,11,2017,1,"TN","Smyrna,TN","City",17,113,"Smyrna","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58096,NA,NA,"","","",NA,"TN0750200","Smyrna","TN","South","East South Central",58096,"Smyrna, TN","City","South"
"Sonoma,CA,County","Sonoma",0,11,7,29,55,36,3,2017,1,"CA","Sonoma,CA","County",47,94,"Sonoma","CA","https://data.sonomacounty.ca.gov/Public-Safety/Sonoma-County-Sheriff-s-Office-Incident-Data/3rsj-iche/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60agency_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60incident_number%60%2C%0A%20%20%60date_time%60%2C%0A%20%20%60incident_type%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60city%60%2C%0A%20%20%60intersection%60%2C%0A%20%20%60location%60%2C%0A%20%20%60upload%60/page/filter","Agency RMS","Open Source",131522,NA,NA,"","","",NA,"CA0490000","Sonoma","CA","West","Pacific",131522,"Sonoma, CA","County","West"
"South Bend,IN,City","South Bend",0,5,42,29,126,248,52,2017,1,"IN","South Bend,IN","City",76,426,"South Bend","IN","https://southbendin.gov/transparency-and-performance/police-transparency-hub/particrimes/","Agency Aggregated","Open Source",102999,NA,NA,"Inferred Apr-Nov 2021 from annual state total","","",NA,"IN0710200","South Bend","IN","Midwest","East North Central",102999,"South Bend, IN","City","Midwest"
"South Jordan,UT,City","South Jordan",0,0,0,1,27,106,15,2017,1,"UT","South Jordan,UT","City",1,148,"South Jordan","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",86444,NA,NA,"","","",NA,"UT0181800","South Jordan","UT","West","Mountain",86444,"South Jordan, UT","City","West"
"Southaven,MS,City","Southaven",3,2,4,2,22,126,3,2017,1,"MS","Southaven,MS","City",11,151,"Southaven","MS","https://mscrimestats.dps.ms.gov/public/View/dispview.aspx","State UCR","Open Source",57135,NA,NA,"","","",NA,"MS0170100","Southaven","MS","South","East South Central",57135,"Southaven, MS","City","South"
"Southfield,MI,City","Southfield",1,0,4,5,18,100,21,2017,1,"MI","Southfield,MI","City",10,139,"Southfield","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",74960,NA,NA,"","","",NA,"MI6375100","Southfield","MI","Midwest","East North Central",74960,"Southfield, MI","City","Midwest"
"Sparks,NV,City","Sparks",1,5,11,23,50,159,44,2017,1,"NV","Sparks,NV","City",40,253,"Sparks","NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",109403,NA,NA,"","","",NA,"NV0160200","Sparks","NV","West","Mountain",109403,"Sparks, NV","City","West"
"Spokane,WA,City","Spokane",1,17,35,80,190,851,167,2017,1,"WA","Spokane,WA","City",133,1208,"Spokane","WA","https://my.spokanecity.org/police/","Agency RMS","Provided by Agency",230648,NA,NA,"","","",NA,"WA0320400","Spokane","WA","West","Pacific",230648,"Spokane, WA","City","West"
"Spotsylvania,VA,County","Spotsylvania",0,6,4,7,17,100,6,2017,1,"VA","Spotsylvania,VA","County",17,123,"Spotsylvania","VA","From VA","State UCR","Provided by State UCR Program",149957,NA,NA,"","","",NA,"VA0880000","Spotsylvania","VA","South","South Atlantic",149957,"Spotsylvania, VA","County","South"
"Spring Hill,TN,City","Spring Hill",0,0,0,8,5,30,1,2017,1,"TN","Spring Hill,TN","City",8,36,"Spring Hill","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58200,NA,NA,"","","",NA,"TN0600300","Spring Hill","TN","South","East South Central",58200,"Spring Hill, TN","City","South"
"Springfield,IL,City","Springfield",0,10,17,57,80,286,22,2017,1,"IL","Springfield,IL","City",84,388,"Springfield","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",112781,NA,NA,"","","",NA,"IL0840200","Springfield","IL","Midwest","East North Central",112781,"Springfield, IL","City","Midwest"
"Springfield,OH,City","Springfield",1,4,9,14,88,202,35,2017,1,"OH","Springfield,OH","City",28,325,"Springfield","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",57866,NA,NA,"","","",NA,"OH0120200","Springfield","OH","Midwest","East North Central",57866,"Springfield, OH","City","Midwest"
"St George,UT,City","St George",0,4,1,4,20,67,10,2017,1,"UT","St George,UT","City",9,97,"St George","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",105930,NA,NA,"","","",NA,"UT0270100","St George","UT","West","Mountain",105930,"St George, UT","City","West"
"St Joseph,MO,City","St Joseph",0,5,11,16,41,290,65,2017,1,"MO","St Joseph,MO","City",32,396,"St Joseph","MO","https://showmecrime.mo.gov/","State UCR","Open Source",69925,NA,NA,"","","",NA,"MO0110100","St Joseph","MO","Midwest","West North Central",69925,"St Joseph, MO","City","Midwest"
"St Louis,MO,City","St Louis",15,NA,NA,NA,NA,NA,NA,2017,1,"MO","St Louis,MO","City",15,0,"St Louis","MO","https://showmecrime.mo.gov/","State UCR","Open Source",280108,NA,NA,"","","",NA,"MOSPD0000","St Louis","MO","Midwest","West North Central",280108,"St Louis, MO","City","Midwest"
"St Louis,MO,County","St Louis",1,11,44,107,147,502,92,2017,1,"MO","St Louis,MO","County",163,741,"St Louis","MO","https://showmecrime.mo.gov/","State UCR","Open Source",398969,NA,NA,"","","",NA,"MO0950000","St Louis","MO","Midwest","West North Central",398969,"St Louis, MO","County","MO"
"St Peters,MO,City","St Peters",0,8,1,18,16,110,19,2017,1,"MO","St Peters,MO","City",27,145,"St Peters","MO","https://showmecrime.mo.gov/","State UCR","Open Source",58937,NA,NA,"","","",NA,"MO0920400","St Peters","MO","Midwest","West North Central",58937,"St Peters, MO","City","Midwest"
"St. Clair Shores,MI,City","St. Clair Shores",0,3,1,3,8,43,6,2017,1,"MI","St. Clair Shores,MI","City",7,57,"St. Clair Shores","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",57257,NA,NA,"","","",NA,"MI5072200","St. Clair Shores","MI","Midwest","East North Central",57257,"St. Clair Shores, MI","City","Midwest"
"St. Cloud,MN,City","St. Cloud",0,4,6,10,26,174,23,2017,1,"MN","St. Cloud,MN","City",20,223,"St. Cloud","MN","https://cde.state.mn.us/","State UCR","Open Source",69922,NA,NA,"","","",NA,"MN0730400","St. Cloud","MN","Midwest","West North Central",69922,"St. Cloud, MN","City","Midwest"
"St. Paul,MN,City","St. Paul",3,12,68,113,180,461,209,2017,1,"MN","St. Paul,MN","City",196,850,"St. Paul","MN","https://cde.state.mn.us/","State UCR","Open Source",300368,NA,NA,"","","",NA,"MN0620900","St. Paul","MN","Midwest","West North Central",300368,"St. Paul, MN","City","Midwest"
"Stafford,VA,County","Stafford",2,3,5,14,23,171,9,2017,1,"VA","Stafford,VA","County",24,203,"Stafford","VA","From VA","State UCR","Provided by State UCR Program",166413,NA,NA,"","","",NA,"VA0890000","Stafford","VA","South","South Atlantic",166413,"Stafford, VA","County","South"
"Stamford,CT,City","Stamford",0,2,7,13,18,134,17,2017,1,"CT","Stamford,CT","City",22,169,"Stamford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",136512,NA,NA,"","","",NA,"CT0013500","Stamford","CT","Northeast","New England",136512,"Stamford, CT","City","Northeast"
"Stark,OH,County","Stark",0,2,3,7,46,99,8,2017,1,"OH","Stark,OH","County",12,153,"Stark","OH","From OH","State UCR","Provided by State UCR Program",117590,NA,NA,"","","",NA,"OH0760000","Stark","OH","Midwest","East North Central",117590,"Stark, OH","County","Midwest"
"State College,PA,City","State College",0,0,0,3,3,27,0,2017,1,"PA","State College,PA","City",3,30,"State College","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",58532,NA,NA,"","","",NA,"PA0140300","State College","PA","Northeast","Middle Atlantic",58532,"State College, PA","City","Northeast"
"Sterling Heights,MI,City","Sterling Heights",1,2,2,8,18,84,9,2017,1,"MI","Sterling Heights,MI","City",13,111,"Sterling Heights","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",131801,NA,NA,"","","",NA,"MI5076500","Sterling Heights","MI","Midwest","East North Central",131801,"Sterling Heights, MI","City","Midwest"
"Stockton,CA,City","Stockton",0,7,73,222,201,622,192,2017,1,"CA","Stockton,CA","City",302,1015,"Stockton","CA","https://www.stocktonca.gov/services/police_department/police_news___information/statistical_reports.php#outer-629","Agency Aggregated","Open Source",322220,NA,NA,"Inferred Jan-Feb 2021 from annual state total","","",NA,"CA0390500","Stockton","CA","West","Pacific",322220,"Stockton, CA","City","West"
"Stratford,CT,City","Stratford",0,2,5,1,9,54,9,2017,1,"CT","Stratford,CT","City",8,72,"Stratford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",52596,NA,NA,"","","",NA,"CT0013800","Stratford","CT","Northeast","New England",52596,"Stratford, CT","City","Northeast"
"Suffolk,VA,City","Suffolk",0,1,1,21,34,126,6,2017,1,"VA","Suffolk,VA","City",23,166,"Suffolk","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",100598,NA,NA,"","","",NA,"VA1270000","Suffolk","VA","South","South Atlantic",100598,"Suffolk, VA","City","South"
"Surprise,AZ,City","Surprise",0,0,3,3,23,238,15,2017,1,"AZ","Surprise,AZ","City",6,276,"Surprise","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",159346,NA,NA,"","","",NA,"AZ0072700","Surprise","AZ","West","Mountain",159346,"Surprise, AZ","City","West"
"Tacoma,WA,City","Tacoma",3,NA,30,87,169,799,210,2017,1,"WA","Tacoma,WA","City",120,1178,"Tacoma","WA","https://public.tableau.com/app/profile/city.of.tacoma/viz/TacomaPoliceCrimeDashboard/CrimeDashboard-IntroPage","Agency Aggregated","Open Source",222828,NA,NA,"","","",NA,"WA0270300","Tacoma","WA","West","Pacific",222828,"Tacoma, WA","City","West"
"Taylor,MI,City","Taylor",0,1,4,26,29,63,12,2017,1,"MI","Taylor,MI","City",31,104,"Taylor","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",61781,NA,NA,"","","",NA,"MI8277500","Taylor","MI","Midwest","East North Central",61781,"Taylor, MI","City","Midwest"
"Tempe,AZ,City","Tempe",2,11,23,45,101,566,45,2017,1,"AZ","Tempe,AZ","City",81,712,"Tempe","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",188144,NA,NA,"","","",NA,"AZ0072900","Tempe","AZ","West","Mountain",188144,"Tempe, AZ","City","West"
"Thornton,CO,City","Thornton",0,12,12,69,50,213,76,2017,1,"CO","Thornton,CO","City",93,339,"Thornton","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",143838,NA,NA,"","","",NA,"CO0010400","Thornton","CO","West","Mountain",143838,"Thornton, CO","City","West"
"Tigard,OR,City","Tigard",0,4,5,4,11,92,7,2017,1,"OR","Tigard,OR","City",13,110,"Tigard","OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",56142,NA,NA,"","","",NA,"OR0340400","Tigard","OR","West","Pacific",56142,"Tigard, OR","City","West"
"Tinley Park,IL,City","Tinley Park",0,2,1,1,3,32,1,2017,1,"IL","Tinley Park,IL","City",4,36,"Tinley Park","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",53528,NA,NA,"","","",NA,"IL0165M00","Tinley Park","IL","Midwest","East North Central",53528,"Tinley Park, IL","City","Midwest"
"Tracy,CA,City","Tracy",0,2,7,8,31,166,34,2017,1,"CA","Tracy,CA","City",17,231,"Tracy","CA","https://tracypd.com/crime-mapping","Agency Aggregated","Open Source",99347,NA,NA,"","","",NA,"CA0390600","Tracy","CA","West","Pacific",99347,"Tracy, CA","City","West"
