"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","X.1","X.2","ori","pub_agency_name","state_abbr","region_name","division_name","population","city_state.y","Agency_Type.y","State"
"Fort Worth,TX,City","Fort Worth",10,71,154,231,449,1568,229,2017,1,"TX","Fort Worth,TX","City",466,2246,"Fort Worth","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",973722,NA,NA,"","","",NA,"TX2201200","Fort Worth","TX","South","West South Central",973722,"Fort Worth, TX","City","South"
"Franklin,TN,City","Franklin",0,3,2,14,6,86,3,2017,1,"TN","Franklin,TN","City",19,95,"Franklin","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",88315,NA,NA,"","","",NA,"TN0940100","Franklin","TN","South","East South Central",88315,"Franklin, TN","City","South"
"Frisco,TX,City","Frisco",0,5,4,6,39,153,2,2017,1,"TX","Frisco,TX","City",15,194,"Frisco","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",228527,NA,NA,"","","",NA,"TX0430400","Frisco","TX","South","West South Central",228527,"Frisco, TX","City","South"
"Galveston,TX,City","Galveston",0,6,5,4,36,87,8,2017,1,"TX","Galveston,TX","City",15,131,"Galveston","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52810,NA,NA,"","","",NA,"TX0840400","Galveston","TX","South","West South Central",52810,"Galveston, TX","City","South"
"Garland,TX,City","Garland",3,5,39,27,125,491,71,2017,1,"TX","Garland,TX","City",74,687,"Garland","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",240051,NA,NA,"","","",NA,"TX0571100","Garland","TX","South","West South Central",240051,"Garland, TX","City","South"
"Gastonia,NC,City","Gastonia",0,2,14,26,61,262,21,2017,1,"NC","Gastonia,NC","City",42,344,"Gastonia","NC","From NC","State UCR","Provided by State UCR Program",83739,NA,NA,"","","",NA,"NC0360600","Gastonia","NC","South","South Atlantic",83739,"Gastonia, NC","City","South"
"Georgetown,TX,City","Georgetown",0,3,0,3,4,37,3,2017,1,"TX","Georgetown,TX","City",6,44,"Georgetown","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",87871,NA,NA,"","","",NA,"TX2460200","Georgetown","TX","South","West South Central",87871,"Georgetown, TX","City","South"
"Gilbert,AZ,City","Gilbert",0,8,2,10,35,230,10,2017,1,"AZ","Gilbert,AZ","City",20,275,"Gilbert","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",278495,NA,NA,"","","",NA,"AZ0071100","Gilbert","AZ","West","Mountain",278495,"Gilbert, AZ","City","West"
"Glendale,AZ,City","Glendale",4,5,58,44,167,761,107,2017,1,"AZ","Glendale,AZ","City",111,1035,"Glendale","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",253768,NA,NA,"","","",NA,"AZ0071300","Glendale","AZ","West","Mountain",253768,"Glendale, AZ","City","West"
"Glendale,CA,City","Glendale",0,2,9,18,61,208,32,2017,1,"CA","Glendale,CA","City",29,301,"Glendale","CA","https://www.glendaleca.gov/government/departments/police-department/community-outreach-resources-and-engagement-c-o-r-e/crime-prevention-programs-resources/crime-statistics-booking-logs","Agency Aggregated","Open Source",185923,NA,NA,"","","",NA,"CA0192500","Glendale","CA","West","Pacific",185923,"Glendale, CA","City","West"
"Goodyear,AZ,City","Goodyear",0,2,4,12,38,146,12,2017,1,"AZ","Goodyear,AZ","City",18,196,"Goodyear","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",109929,NA,NA,"","","",NA,"AZ0071500","Goodyear","AZ","West","Mountain",109929,"Goodyear, AZ","City","West"
"Grand Forks,ND,City","Grand Forks",0,2,0,5,28,95,10,2017,1,"ND","Grand Forks,ND","City",7,133,"Grand Forks","ND","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",58470,NA,NA,"","","",NA,"ND0180100","Grand Forks","ND","Midwest","West North Central",58470,"Grand Forks, ND","City","Midwest"
"Grand Island,NE,City","Grand Island",0,2,0,10,32,87,7,2017,2,"NE","Grand Island,NE","City",12,126,"Grand Island","NE","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",52264,NA,NA,"","","",NA,"NB0400100","Grand Island","NE","Midwest","West North Central",52264,"Grand Island, NE","City","Midwest"
"Grand Junction,CO,City","Grand Junction",0,6,2,24,30,186,11,2017,1,"CO","Grand Junction,CO","City",32,227,"Grand Junction","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",69240,NA,NA,"","","",NA,"CO0390100","Grand Junction","CO","West","Mountain",69240,"Grand Junction, CO","City","West"
"Grand Prairie,TX,City","Grand Prairie",0,11,17,8,79,289,55,2017,1,"TX","Grand Prairie,TX","City",36,423,"Grand Prairie","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",205487,NA,NA,"","","",NA,"TX0571200","Grand Prairie","TX","South","West South Central",205487,"Grand Prairie, TX","City","South"
"Grand Rapids,MI,City","Grand Rapids",1,11,16,89,41,289,82,2017,1,"MI","Grand Rapids,MI","City",117,412,"Grand Rapids","MI","https://grpd-grandrapids.hub.arcgis.com/","Agency RMS","Open Source",196019,NA,NA,"","","",NA,"MI4143600","Grand Rapids","MI","Midwest","East North Central",196019,"Grand Rapids, MI","City","Midwest"
"Grapevine,TX,City","Grapevine",0,0,1,7,8,100,12,2017,1,"TX","Grapevine,TX","City",8,120,"Grapevine","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",51458,NA,NA,"","","",NA,"TX2201300","Grapevine","TX","South","West South Central",51458,"Grapevine, TX","City","South"
"Greeley,CO,City","Greeley",0,6,4,15,38,185,35,2017,1,"CO","Greeley,CO","City",25,258,"Greeley","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",109183,NA,NA,"","","",NA,"CO0620200","Greeley","CO","West","Mountain",109183,"Greeley, CO","City","West"
"Green Township,OH,City","Green Township",0,0,6,0,10,67,0,2017,1,"OH","Green Township,OH","City",6,77,"Green Township","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",59277,NA,NA,"","","",NA,"OH0314400","Green Township","OH","Midwest","East North Central",59277,"Green Township, OH","City","Midwest"
"Greensboro,NC,City","Greensboro",2,6,43,112,192,571,47,2017,1,"NC","Greensboro,NC","City",163,810,"Greensboro","NC","From NC","State UCR","Provided by State UCR Program",303237,NA,NA,"","","",NA,"NC0410200","Greensboro","NC","South","South Atlantic",303237,"Greensboro, NC","City","South"
"Greenville,NC,City","Greenville",0,1,12,15,99,233,10,2017,1,"NC","Greenville,NC","City",28,342,"Greenville","NC","From NC","State UCR","Provided by State UCR Program",90048,NA,NA,"","","",NA,"NC0740300","Greenville","NC","South","South Atlantic",90048,"Greenville, NC","City","South"
"Gresham,OR,City","Gresham",1,8,12,15,25,218,119,2017,1,"OR","Gresham,OR","City",36,362,"Gresham","OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",110225,NA,NA,"","","",NA,"OR0260100","Gresham","OR","West","Pacific",110225,"Gresham, OR","City","West"
"Guilford,NC,County","Guilford",0,0,2,11,50,68,5,2017,1,"NC","Guilford,NC","County",13,123,"Guilford","NC","From NC","State UCR","Provided by State UCR Program",130423,NA,NA,"","","",NA,"NC0410000","Guilford","NC","South","South Atlantic",130423,"Guilford, NC","County","South"
"Hamilton,OH,County","Hamilton",1,4,7,27,71,248,17,2017,1,"OH","Hamilton,OH","County",39,336,"Hamilton","OH","From OH","State UCR","Provided by State UCR Program",122218,NA,NA,"","","",NA,"OH0310000","Hamilton","OH","Midwest","East North Central",122218,"Hamilton, OH","County","Midwest"
"Hampton,VA,City","Hampton",0,5,12,18,34,285,22,2017,1,"VA","Hampton,VA","City",35,341,"Hampton","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",138533,NA,NA,"","","",NA,"VA1110000","Hampton","VA","South","South Atlantic",138533,"Hampton, VA","City","South"
"Hanover,VA,County","Hanover",1,2,1,1,2,76,8,2017,1,"VA","Hanover,VA","County",5,86,"Hanover","VA","From VA","State UCR","Provided by State UCR Program",106595,NA,NA,"","","",NA,"VA0420000","Hanover","VA","South","South Atlantic",106595,"Hanover, VA","County","South"
"Harlingen,TX,City","Harlingen",0,1,3,15,44,233,9,2017,1,"TX","Harlingen,TX","City",19,286,"Harlingen","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71581,NA,NA,"","","",NA,"TX0310300","Harlingen","TX","South","West South Central",71581,"Harlingen, TX","City","South"
"Harris,TX,County","Harris",11,44,321,449,738,2524,505,2017,1,"TX","Harris,TX","County",825,3767,"Harris","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",2057899,NA,NA,"","","",NA,"TX1010000","Harris","TX","South","West South Central",2057899,"Harris, TX","County","South"
"Harrisburg,PA,City","Harrisburg",0,6,15,17,41,67,24,2017,1,"PA","Harrisburg,PA","City",38,132,"Harrisburg","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",50229,NA,NA,"","","",NA,"PA0220200","Harrisburg","PA","Northeast","Middle Atlantic",50229,"Harrisburg, PA","City","Northeast"
"Harrisonburg,VA,City","Harrisonburg",0,2,0,4,17,59,3,2017,1,"VA","Harrisonburg,VA","City",6,79,"Harrisonburg","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",50928,NA,NA,"","","",NA,"VA1120000","Harrisonburg","VA","South","South Atlantic",50928,"Harrisonburg, VA","City","South"
"Hartford,CT,City","Hartford",4,6,34,71,53,289,68,2017,1,"CT","Hartford,CT","City",115,410,"Hartford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",120710,NA,NA,"","","",NA,"CT0006400","Hartford","CT","Northeast","New England",120710,"Hartford, CT","City","Northeast"
"Haverford,PA,City","Haverford",0,0,2,0,6,33,-1,2017,1,"PA","Haverford,PA","City",2,38,"Haverford","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",50505,NA,NA,"","","",NA,"PA0231400","Haverford","PA","Northeast","Middle Atlantic",50505,"Haverford, PA","City","Northeast"
"Haverhill,MA,City","Haverhill",0,0,5,38,18,60,16,2017,1,"MA","Haverhill,MA","City",43,94,"Haverhill","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",67133,NA,NA,"","","",NA,"MA0051100","Haverhill","MA","Northeast","New England",67133,"Haverhill, MA","City","Northeast"
"Hays,TX,County","Hays",1,4,2,8,11,40,3,2017,1,"TX","Hays,TX","County",15,54,"Hays","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",130433,NA,NA,"","","",NA,"TX1050000","Hays","TX","South","West South Central",130433,"Hays, TX","County","South"
"Henderson,NV,City","Henderson",0,9,17,20,106,320,50,2017,1,"NV","Henderson,NV","City",46,476,"Henderson","NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",337794,NA,NA,"","","",NA,"NV0020300","Henderson","NV","West","Mountain",337794,"Henderson, NV","City","West"
"Hendersonville,TN,City","Hendersonville",0,0,2,5,8,69,4,2017,1,"TN","Hendersonville,TN","City",7,81,"Hendersonville","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",63291,NA,NA,"","","",NA,"TN0830400","Hendersonville","TN","South","East South Central",63291,"Hendersonville, TN","City","South"
"Henrico,VA,County","Henrico",3,6,22,28,101,450,55,2017,1,"VA","Henrico,VA","County",59,606,"Henrico","VA","From VA","State UCR","Provided by State UCR Program",334046,NA,NA,"","","",NA,"VA0430100","Henrico","VA","South","South Atlantic",334046,"Henrico, VA","County","South"
"Hidalgo,TX,County","Hidalgo",3,15,15,37,120,237,27,2017,1,"TX","Hidalgo,TX","County",70,384,"Hidalgo","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",260352,NA,NA,"","","",NA,"TX1080000","Hidalgo","TX","South","West South Central",260352,"Hidalgo, TX","County","South"
"High Point,NC,City","High Point",1,2,20,44,92,263,25,2017,1,"NC","High Point,NC","City",67,380,"High Point","NC","From NC","State UCR","Provided by State UCR Program",115490,NA,NA,"","","",NA,"NC0410300","High Point","NC","South","South Atlantic",115490,"High Point, NC","City","South"
"Hillsboro,OR,City","Hillsboro",0,8,3,15,18,136,25,2017,1,"OR","Hillsboro,OR","City",26,179,"Hillsboro","OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",107459,NA,NA,"","","",NA,"OR0340300","Hillsboro","OR","West","Pacific",107459,"Hillsboro, OR","City","West"
"Honolulu,HI,City","Honolulu",4,NA,78,82,252,1782,332,2017,1,"HI","Honolulu,HI","City",164,2366,"Honolulu","HI","https://www.honolulupd.org/dashboard/crime-by-category/","Agency Aggregated","Open Source",987546,NA,NA,"","","",NA,"HI0020000","Honolulu","HI","West","Pacific",987546,"Honolulu, HI","City","West"
"Houston,TX,City","Houston",22,92,937,1168,1510,6136,1065,2017,1,"TX","Houston,TX","City",2219,8711,"Houston","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",2304406,NA,NA,"","","",NA,"TXHPD0000","Houston","TX","South","West South Central",2304406,"Houston, TX","City","South"
"Huntersville,NC,City","Huntersville",0,0,2,3,9,99,3,2017,1,"NC","Huntersville,NC","City",5,111,"Huntersville","NC","From NC","State UCR","Provided by State UCR Program",63781,NA,NA,"","","",NA,"NC0600600","Huntersville","NC","South","South Atlantic",63781,"Huntersville, NC","City","South"
"Idaho Falls,ID,City","Idaho Falls",2,2,1,25,22,47,2,2017,1,"ID","Idaho Falls,ID","City",30,71,"Idaho Falls","ID","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68662,NA,NA,"","","",NA,"ID0100200","Idaho Falls","ID","West","Mountain",68662,"Idaho Falls, ID","City","West"
"Independence,MO,City","Independence",2,3,20,38,56,375,90,2017,1,"MO","Independence,MO","City",63,521,"Independence","MO","https://showmecrime.mo.gov/","State UCR","Open Source",120326,NA,NA,"","","",NA,"MO0480600","Independence","MO","Midwest","West North Central",120326,"Independence, MO","City","Midwest"
"Indianapolis,IN,City","Indianapolis",9,45,379,974,989,2324,496,2017,1,"IN","Indianapolis,IN","City",1407,3809,"Indianapolis","IN","https://www.indy.gov/agency/indianapolis-metropolitan-police-department","Agency Aggregated","Provided by Agency",887131,NA,NA,"","","",NA,"INIPD0000","Indianapolis","IN","Midwest","East North Central",887131,"Indianapolis, IN","City","Midwest"
"Iredell,NC,County","Iredell",2,0,3,19,35,72,10,2017,1,"NC","Iredell,NC","County",24,117,"Iredell","NC","From NC","State UCR","Provided by State UCR Program",111895,NA,NA,"","","",NA,"NC0490000","Iredell","NC","South","South Atlantic",111895,"Iredell, NC","County","South"
"Irving,TX,City","Irving",1,3,13,24,86,371,56,2017,1,"TX","Irving,TX","City",41,513,"Irving","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",255203,NA,NA,"","","",NA,"TX0571500","Irving","TX","South","West South Central",255203,"Irving, TX","City","South"
"Jackson,TN,City","Jackson",0,3,5,29,48,208,13,2017,1,"TN","Jackson,TN","City",37,269,"Jackson","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",68470,NA,NA,"","","",NA,"TN0570100","Jackson","TN","South","East South Central",68470,"Jackson, TN","City","South"
"Jacksonville,FL,City","Jacksonville",13,NA,NA,NA,NA,NA,NA,2017,1,"FL","Jacksonville,FL","City",13,0,"Jacksonville","FL","https://experience.arcgis.com/experience/19c13ac6071947d2aaacf73586e3886e","Agency RMS","Open Source",983663,NA,NA,"","","",NA,"FL0160000","Jacksonville","FL","South","South Atlantic",983663,"Jacksonville, FL","City","South"
"Jefferson,CO,County","Jefferson",0,6,2,25,37,160,15,2017,1,"CO","Jefferson,CO","County",33,212,"Jefferson","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",194994,NA,NA,"","","",NA,"CO0300000","Jefferson","CO","West","Mountain",194994,"Jefferson, CO","County","West"
"Jefferson,LA,County","Jefferson",6,2,47,79,135,696,74,2017,1,"LA","Jefferson,LA","County",134,905,"Jefferson","LA","https://jpso.com/Archive.aspx?AMID=38","Agency Aggregated","Open Source",321980,NA,NA,"","","",NA,"LA0260000","Jefferson","LA","South","West South Central",321980,"Jefferson, LA","County","South"
"Jefferson,MO,County","Jefferson",2,1,1,28,31,145,28,2017,1,"MO","Jefferson,MO","County",32,204,"Jefferson","MO","https://showmecrime.mo.gov/","State UCR","Open Source",167018,NA,NA,"","","",NA,"MO0500000","Jefferson","MO","Midwest","West North Central",167018,"Jefferson, MO","County","Midwest"
"Johnson City,TN,City","Johnson City",0,0,3,15,31,219,12,2017,1,"TN","Johnson City,TN","City",18,262,"Johnson City","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",73225,NA,NA,"","","",NA,"TN0900100","Johnson City","TN","South","East South Central",73225,"Johnson City, TN","City","South"
"Johnston,NC,County","Johnston",0,2,3,7,66,66,14,2017,1,"NC","Johnston,NC","County",12,146,"Johnston","NC","From NC","State UCR","Provided by State UCR Program",177923,NA,NA,"","","",NA,"NC0510000","Johnston","NC","South","South Atlantic",177923,"Johnston, NC","County","South"
"Joplin,MO,City","Joplin",1,4,6,18,29,212,23,2017,1,"MO","Joplin,MO","City",29,264,"Joplin","MO","https://showmecrime.mo.gov/","State UCR","Open Source",52881,NA,NA,"","","",NA,"MO0490700","Joplin","MO","Midwest","West North Central",52881,"Joplin, MO","City","Midwest"
"Kannapolis,NC,City","Kannapolis",0,1,2,1,17,69,3,2017,1,"NC","Kannapolis,NC","City",4,89,"Kannapolis","NC","From NC","State UCR","Provided by State UCR Program",56479,NA,NA,"","","",NA,"NC0130200","Kannapolis","NC","South","South Atlantic",56479,"Kannapolis, NC","City","South"
"Kansas City,MO,City","Kansas City",13,40,173,452,434,1026,365,2017,1,"MO","Kansas City,MO","City",678,1825,"Kansas City","MO","https://showmecrime.mo.gov/","State UCR","Open Source",509855,NA,NA,"","","",NA,"MOKPD0000","Kansas City","MO","Midwest","West North Central",509855,"Kansas City, MO","City","Midwest"
"Kaufman,TX,County","Kaufman",0,2,1,11,16,31,6,2017,1,"TX","Kaufman,TX","County",14,53,"Kaufman","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111179,NA,NA,"","","",NA,"TX1290000","Kaufman","TX","South","West South Central",111179,"Kaufman, TX","County","South"
"Kenosha,WI,City","Kenosha",0,5,4,11,25,100,8,2017,1,"WI","Kenosha,WI","City",20,133,"Kenosha","WI","From WI","State UCR","Provided by State UCR Program",97786,NA,NA,"","","",NA,"WI0300100","Kenosha","WI","Midwest","East North Central",97786,"Kenosha, WI","City","Midwest"
"Kent,MI,County","Kent",0,13,4,13,19,140,7,2017,1,"MI","Kent,MI","County",30,166,"Kent","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",267237,NA,NA,"","","",NA,"MI4114100","Kent","MI","Midwest","East North Central",267237,"Kent, MI","County","Midwest"
"Killeen,TX,City","Killeen",2,7,24,53,99,205,59,2017,1,"TX","Killeen,TX","City",86,363,"Killeen","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",161968,NA,NA,"","","",NA,"TX0140400","Killeen","TX","South","West South Central",161968,"Killeen, TX","City","South"
"Kingsport,TN,City","Kingsport",2,2,8,25,25,165,18,2017,1,"TN","Kingsport,TN","City",37,208,"Kingsport","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",56522,NA,NA,"","","",NA,"TN0820200","Kingsport","TN","South","East South Central",56522,"Kingsport, TN","City","South"
"Knox,TN,County","Knox",0,2,5,45,71,199,27,2017,1,"TN","Knox,TN","County",52,297,"Knox","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",304331,NA,NA,"","","",NA,"TN0470000","Knox","TN","South","East South Central",304331,"Knox, TN","County","South"
"Knoxville,TN,City","Knoxville",2,13,48,94,133,623,93,2017,1,"TN","Knoxville,TN","City",157,849,"Knoxville","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","Agency Aggregated","Provided by Agency",198132,NA,NA,"","","",NA,"TN0470100","Knoxville","TN","South","East South Central",198132,"Knoxville, TN","City","South"
"Kyle,TX,City","Kyle",0,1,1,4,12,26,3,2017,1,"TX","Kyle,TX","City",6,41,"Kyle","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",63931,NA,NA,"","","",NA,"TX1050700","Kyle","TX","South","West South Central",63931,"Kyle, TX","City","South"
"La Crosse,WI,City","La Crosse",0,2,4,5,24,133,6,2017,1,"WI","La Crosse,WI","City",11,163,"La Crosse","WI","From WI","State UCR","Provided by State UCR Program",50759,NA,NA,"","","",NA,"WI0320100","La Crosse","WI","Midwest","East North Central",50759,"La Crosse, WI","City","Midwest"
"La Mesa,CA,City","La Mesa",0,1,7,11,28,53,13,2020,3,"CA","La Mesa,CA","City",19,94,"La Mesa","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",60008,NA,NA,"","","",NA,"CA0370800","La Mesa","CA","West","Pacific",60008,"La Mesa, CA","City","West"
"Lake Havasu City,AZ,City","Lake Havasu City",0,0,3,16,15,113,10,2017,1,"AZ","Lake Havasu City,AZ","City",19,138,"Lake Havasu City","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",59720,NA,NA,"","","",NA,"AZ0080400","Lake Havasu City","AZ","West","Mountain",59720,"Lake Havasu City, AZ","City","West"
"Lakeville,MN,City","Lakeville",0,1,2,5,9,42,2,2017,1,"MN","Lakeville,MN","City",8,53,"Lakeville","MN","https://cde.state.mn.us/","State UCR","Open Source",76929,NA,NA,"","","",NA,"MN0191100","Lakeville","MN","Midwest","West North Central",76929,"Lakeville, MN","City","Midwest"
"Lancaster,PA,City","Lancaster",0,13,12,20,16,124,8,2017,1,"PA","Lancaster,PA","City",45,148,"Lancaster","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",57213,NA,NA,"","","",NA,"PA0360500","Lancaster","PA","Northeast","Middle Atlantic",57213,"Lancaster, PA","City","Northeast"
"Laredo,TX,City","Laredo",1,7,27,49,72,533,25,2017,1,"TX","Laredo,TX","City",84,630,"Laredo","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",256542,NA,NA,"","","",NA,"TX2400100","Laredo","TX","South","West South Central",256542,"Laredo, TX","City","South"
"Las Vegas,NV,City","Las Vegas",11,NA,357,395,1248,2461,678,2017,1,"NV","Las Vegas,NV","City",763,4387,"Las Vegas","NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",1670226,NA,NA,"","","",NA,"NV0020100","Las Vegas","NV","West","Mountain",1670226,"Las Vegas, NV","City","West"
"Layton,UT,City","Layton",1,3,0,5,20,102,6,2017,1,"UT","Layton,UT","City",9,128,"Layton","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",82887,NA,NA,"","","",NA,"UT0060300","Layton","UT","West","Mountain",82887,"Layton, UT","City","West"
"League City,TX,City","League City",1,1,3,5,17,96,12,2017,1,"TX","League City,TX","City",10,125,"League City","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",115791,NA,NA,"","","",NA,"TX0840800","League City","TX","South","West South Central",115791,"League City, TX","City","South"
"Leander,TX,City","Leander",0,1,1,4,6,28,4,2017,1,"TX","Leander,TX","City",6,38,"Leander","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82228,NA,NA,"","","",NA,"TX2461700","Leander","TX","South","West South Central",82228,"Leander, TX","City","South"
"Lee's Summit,MO,City","Lee's Summit",0,1,8,4,17,106,5,2017,1,"MO","Lee's Summit,MO","City",13,128,"Lee's Summit","MO","https://showmecrime.mo.gov/","State UCR","Open Source",104402,NA,NA,"","","",NA,"MO0480800","Lee's Summit","MO","Midwest","West North Central",104402,"Lee's Summit, MO","City","Midwest"
"Lewisville,TX,City","Lewisville",0,8,10,14,34,137,12,2017,1,"TX","Lewisville,TX","City",32,183,"Lewisville","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",133694,NA,NA,"","","",NA,"TX0610600","Lewisville","TX","South","West South Central",133694,"Lewisville, TX","City","South"
"Lincoln,NE,City","Lincoln",0,17,21,51,88,519,23,2017,1,"NE","Lincoln,NE","City",89,630,"Lincoln","NE","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",293155,NA,NA,"","","",NA,"NB0550100","Lincoln","NE","Midwest","West North Central",293155,"Lincoln, NE","City","Midwest"
"Little Elm,TX,City","Little Elm",1,1,1,2,5,22,3,2017,1,"TX","Little Elm,TX","City",5,30,"Little Elm","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59954,NA,NA,"","","",NA,"TX0611300","Little Elm","TX","South","West South Central",59954,"Little Elm, TX","City","South"
"Little Rock,AR,City","Little Rock",3,14,55,231,173,858,119,2017,1,"AR","Little Rock,AR","City",303,1150,"Little Rock","AR","https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf","Agency Aggregated","Open Source",202986,NA,NA,"","","",NA,"AR0600200","Little Rock","AR","South","West South Central",202986,"Little Rock, AR","City","South"
"Livonia,MI,City","Livonia",0,5,2,6,10,87,6,2017,1,"MI","Livonia,MI","City",13,103,"Livonia","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",93042,NA,NA,"","","",NA,"MI8253800","Livonia","MI","Midwest","East North Central",93042,"Livonia, MI","City","Midwest"
"Logan,UT,City","Logan",0,0,0,2,3,36,5,2017,1,"UT","Logan,UT","City",2,44,"Logan","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",55645,NA,NA,"","","",NA,"UT0030100","Logan","UT","West","Mountain",55645,"Logan, UT","City","West"
"Long Beach,CA,City","Long Beach",4,10,85,100,257,678,265,2017,1,"CA","Long Beach,CA","City",199,1200,"Long Beach","CA","https://www.longbeach.gov/police/crime-info/crime-statistics/","Agency Aggregated","Open Source",444415,NA,NA,"","","",NA,"CA0194100","Long Beach","CA","West","Pacific",444415,"Long Beach, CA","City","West"
"Longview,TX,City","Longview",0,5,10,19,68,194,26,2017,1,"TX","Longview,TX","City",34,288,"Longview","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",82981,NA,NA,"","","",NA,"TX0920500","Longview","TX","South","West South Central",82981,"Longview, TX","City","South"
"Lorain,OH,City","Lorain",0,2,4,15,73,107,10,2017,1,"OH","Lorain,OH","City",21,190,"Lorain","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",65436,NA,NA,"","","",NA,"OH0470500","Lorain","OH","Midwest","East North Central",65436,"Lorain, OH","City","Midwest"
