"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","Type","Source","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Rutherford,TN,County","Rutherford",0,1,3,12,22,35,0,2017,10,"County",NA,"Rutherford,TN","County",16,57,"Rutherford","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",104616,NA,NA,"","","TN0750000","Rutherford",NA,"South","East South Central","rutherford","TN",107845,"msa-county 100,000+",NA,NA,NA,NA,104616,"Rutherford, TN","County","TN","TN"
"Sacramento,CA,City","Sacramento",4,8,91,133,228,887,229,2019,12,"City",NA,"Sacramento,CA","City",236,1344,"Sacramento","https://experience.arcgis.com/experience/cb5a65e7a67743778cd277c7e3761b5a","Agency RMS","Open Source",529172,NA,NA,"","","CA0340400","Sacramento",NA,"West","Pacific","sacramento","CA",526670,"city 500,000 thru 999,999",NA,NA,NA,NA,529172,"Sacramento, CA","City","CA","CA"
"Sacramento,CA,County","Sacramento",2,9,59,140,151,517,24,2021,10,"County",NA,"Sacramento,CA","County",210,692,"Sacramento","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",604738,NA,NA,"","","CA0340000","Sacramento",NA,"West","Pacific","sacramento","CA",621675,"msa-county 100,000+",NA,NA,NA,NA,604738,"Sacramento, CA","County","CA","CA"
"Salt Lake City,UT,City","Salt Lake City",0,18,42,67,155,717,124,2018,3,"City",NA,"Salt Lake City,UT","City",127,996,"Salt Lake City","https://slcpd.com/open-data/crimestatistics/","Agency Aggregated","Open Source",206692,NA,NA,"","","UT0180300","Salt Lake City",NA,"West","Mountain","salt lake city","UT",212675,"city 100,000 thru 249,999",NA,NA,NA,NA,206692,"Salt Lake City, UT","City","UT","UT"
"San Angelo,TX,City","San Angelo",1,5,2,28,31,179,25,2022,6,"City",NA,"San Angelo,TX","City",36,235,"San Angelo","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",98642,NA,NA,"","","TX2260100","San Angelo",NA,"South","West South Central","san angelo","TX",98996,"city 50,000 thru 99,999",NA,NA,NA,NA,98642,"San Angelo, TX","City","TX","TX"
"San Antonio,TX,City","San Antonio",6,100,121,420,611,3550,894,2025,10,"City","Scrape","San Antonio,TX","City",647,5055,"San Antonio","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1490047,NA,NA,"","","TXSPD0000","San Antonio",NA,"South","West South Central","san antonio","TX",1514448,"city 1,000,000+",NA,NA,NA,NA,1490047,"San Antonio, TX","City","TX","TX"
"San Diego,CA,City","San Diego",0,24,68,279,162,1054,363,2023,11,"City",NA,"San Diego,CA","City",371,1579,"San Diego","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",1378349,NA,NA,"","","CA0371100","San Diego",NA,"West","Pacific","san diego","CA",1389024,"city 1,000,000+",NA,NA,NA,NA,1378349,"San Diego, CA","City","CA","CA"
"San Diego,CA,County","San Diego",2,21,36,158,141,537,152,2018,6,"County",NA,"San Diego,CA","County",217,830,"San Diego","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",519218,NA,NA,"See County Sheriff","","CA0370000","San Diego",NA,"West","Pacific","san diego","CA",558533,"msa-county 100,000+",NA,NA,NA,NA,519218,"San Diego, CA","County","CA","CA"
"San Francisco,CA,City","San Francisco",5,21,269,216,494,3782,506,2017,3,"City",NA,"San Francisco,CA","City",511,4782,"San Francisco","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-dashboard","Agency Aggregated","Open Source",782846,NA,NA,"","","CA0380100","San Francisco",NA,"West","Pacific","san francisco","CA",802856,"city 500,000 thru 999,999",NA,NA,NA,NA,782846,"San Francisco, CA","City","CA","CA"
"San Jose,CA,City","San Jose",3,42,100,271,283,1199,438,2025,7,"City","Manual","San Jose,CA","City",416,1920,"San Jose","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",952530,NA,NA,"","","CA0431300","San Jose",NA,"West","Pacific","san jose","CA",956840,"city 500,000 thru 999,999",NA,NA,NA,NA,952530,"San Jose, CA","City","CA","CA"
"San Marcos,TX,City","San Marcos",0,4,1,22,15,90,13,2023,3,"City",NA,"San Marcos,TX","City",27,118,"San Marcos","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71413,NA,NA,"","","TX1050100","San Marcos",NA,"South","West South Central","san marcos","TX",72722,"city 50,000 thru 99,999",NA,NA,NA,NA,71413,"San Marcos, TX","City","TX","TX"
"San Mateo,CA,City","San Mateo",0,2,6,12,56,138,14,2019,4,"City",NA,"San Mateo,CA","City",20,208,"San Mateo","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",98883,NA,NA,"","","CA0411600","San Mateo",NA,"West","Pacific","san mateo","CA",99929,"city 50,000 thru 99,999",NA,NA,NA,NA,98883,"San Mateo, CA","City","CA","CA"
"San Mateo,CA,County","San Mateo",0,8,6,7,32,159,22,2018,9,"County",NA,"San Mateo,CA","County",21,213,"San Mateo","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",127963,NA,NA,"","","CA0410000","San Mateo",NA,"West","Pacific","san mateo","CA",136062,"msa-county 100,000+",NA,NA,NA,NA,127963,"San Mateo, CA","County","CA","CA"
"San Rafael,CA,City","San Rafael",0,0,5,12,10,75,16,2025,6,"City","CDE","San Rafael,CA","City",17,101,"San Rafael","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",59400,NA,NA,"","","CA0210900","San Rafael",NA,"West","Pacific","san rafael","CA",59037,"city 50,000 thru 99,999",NA,NA,NA,NA,59400,"San Rafael, CA","City","CA","CA"
"Santa Clara,CA,City","Santa Clara",0,1,5,10,42,288,25,2018,11,"City",NA,"Santa Clara,CA","City",16,355,"Santa Clara","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",126452,NA,NA,"","","CA0431400","Santa Clara",NA,"West","Pacific","santa clara","CA",131901,"city 100,000 thru 249,999",NA,NA,NA,NA,126452,"Santa Clara, CA","City","CA","CA"
"Santa Cruz,CA,City","Santa Cruz",0,0,4,13,3,99,7,2025,12,"City","CDE","Santa Cruz,CA","City",17,109,"Santa Cruz","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",61754,NA,NA,"","","CA0440200","Santa Cruz",NA,"West","Pacific","santa cruz","CA",61346,"city 50,000 thru 99,999",NA,NA,NA,NA,61754,"Santa Cruz, CA","City","CA","CA"
"Santa Cruz,CA,County","Santa Cruz",0,3,3,21,15,56,3,2022,9,"County",NA,"Santa Cruz,CA","County",27,74,"Santa Cruz","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",128246,NA,NA,"","","CA0440000","Santa Cruz",NA,"West","Pacific","santa cruz","CA",130041,"msa-county 100,000+",NA,NA,NA,NA,128246,"Santa Cruz, CA","County","CA","CA"
"Santa Fe,NM,City","Santa Fe",1,NA,13,NA,123,131,22,2018,7,"City",NA,"Santa Fe,NM","City",14,276,"Santa Fe","https://santafenm.gov/police/police-criminal-investigations/police-crime-analyst","Agency Aggregated","Open Source",89657,NA,NA,"Inferred Jun - Dec 2020 from annual average","","NM0260100","Santa Fe",NA,"West","Mountain","santa fe","NM",89652,"city 50,000 thru 99,999",NA,NA,NA,NA,89657,"Santa Fe, NM","City","NM","NM"
"Santa Maria,CA,City","Santa Maria",0,5,14,20,32,107,38,2017,3,"City",NA,"Santa Maria,CA","City",39,177,"Santa Maria","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",110056,NA,NA,"Inferred Aug - Oct 2019 & Feb 2021 from annual average","","CA0420400","Santa Maria",NA,"West","Pacific","santa maria","CA",110056,"city 100,000 thru 249,999",NA,NA,NA,NA,110317,"Santa Maria, CA","City","CA","CA"
"Santa Monica,CA,City","Santa Monica",1,4,21,30,64,262,43,2024,10,"City",NA,"Santa Monica,CA","City",56,369,"Santa Monica","From Santa Monica PD","Agency Aggregated","Provided by Agency",88552,NA,NA,"","","CA0196500","Santa Monica",NA,"West","Pacific","santa monica","CA",88948,"city 50,000 thru 99,999",NA,NA,NA,NA,88552,"Santa Monica, CA","City","CA","CA"
"Santa Rosa,CA,City","Santa Rosa",0,9,14,54,73,176,29,2020,7,"City",NA,"Santa Rosa,CA","City",77,278,"Santa Rosa","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",176855,NA,NA,"","","CA0490500","Santa Rosa",NA,"West","Pacific","santa rosa","CA",175147,"city 100,000 thru 249,999",NA,NA,NA,NA,176855,"Santa Rosa, CA","City","CA","CA"
"Sarasota,FL,County","Sarasota",0,3,4,21,52,271,25,2020,7,"County",NA,"Sarasota,FL","County",28,348,"Sarasota","https://www.sarasotasheriff.org/news/crime_crash_statistics/uniform_crime_reporting_statistics.php#revize_document_center_rz1986","Agency Aggregated","Open Source",294526,NA,NA,"","","FL0580000","Sarasota",NA,"South","South Atlantic","sarasota","FL",302725,"msa-county 100,000+",NA,NA,NA,NA,294526,"Sarasota, FL","County","FL","FL"
"Saratoga Springs,UT,City","Saratoga Springs",1,1,0,1,3,18,0,2024,4,"City",NA,"Saratoga Springs,UT","City",3,21,"Saratoga Springs","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",56039,NA,NA,"","","UT0252200","Saratoga Springs",NA,"West","Mountain","saratoga springs","UT",58400,"city 50,000 thru 99,999",NA,NA,NA,NA,56039,"Saratoga Springs, UT","City","UT","UT"
"Saratoga,NY,County","Saratoga",0,1,0,8,11,77,2,2018,9,"County",NA,"Saratoga,NY","County",9,90,"Saratoga","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",183036,NA,NA,"","","NY0450000","Saratoga",NA,"Northeast","Middle Atlantic","saratoga","NY",187249,"msa-county 100,000+",NA,NA,NA,NA,183036,"Saratoga, NY","County","NY","NY"
"Sarpy,NE,County","Sarpy",0,1,0,0,1,42,5,2024,9,"County",NA,"Sarpy,NE","County",1,48,"Sarpy","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Agency Aggregated",101805,NA,NA,"","","NB0770000","Sarpy",NA,"Midwest","West North Central","sarpy","NE",101805,"msa-county 100,000+",NA,NA,NA,NA,98019,"Sarpy, NE","County","NE","NE"
"Schaumburg,IL,City","Schaumburg",0,2,3,1,2,112,5,2020,11,"City",NA,"Schaumburg,IL","City",6,119,"Schaumburg","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75140,NA,NA,"Inferred Jan-Mar 2021 from annual average","","IL0162A00","Schaumburg",NA,"Midwest","East North Central","schaumburg","IL",74882,"city 50,000 thru 99,999",NA,NA,NA,NA,75140,"Schaumburg, IL","City","IL","IL"
"Schenectady,NY,City","Schenectady",0,4,6,28,32,118,23,2017,1,"City",NA,"Schenectady,NY","City",38,173,"Schenectady","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",68610,NA,NA,"","","NY0460100","Schenectady",NA,"Northeast","Middle Atlantic","schenectady","NY",68610,"city 50,000 thru 99,999",NA,NA,NA,NA,69035,"Schenectady, NY","City","NY","NY"
"Scottsdale,AZ,City","Scottsdale",0,10,11,14,53,351,25,2018,4,"City",NA,"Scottsdale,AZ","City",35,429,"Scottsdale","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",243644,NA,NA,"","","AZ0072500","Scottsdale",NA,"West","Mountain","scottsdale","AZ",245237,"city 100,000 thru 249,999",NA,NA,NA,NA,243644,"Scottsdale, AZ","City","AZ","AZ"
"Scranton,PA,City","Scranton",0,4,4,95,21,85,8,2020,1,"City",NA,"Scranton,PA","City",103,114,"Scranton","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",75687,NA,NA,"","","PA0350400","Scranton",NA,"Northeast","Middle Atlantic","scranton","PA",75683,"city 50,000 thru 99,999",NA,NA,NA,NA,75687,"Scranton, PA","City","PA","PA"
"Seattle,WA,City","Seattle",3,22,125,211,658,2229,334,2017,9,"City",NA,"Seattle,WA","City",361,3221,"Seattle","https://www.seattle.gov/police/information-and-data/data/crime-dashboard","Agency Aggregated","Open Source",753786,NA,NA,"","","WASPD0000","Seattle",NA,"West","Pacific","seattle","WA",760058,"city 500,000 thru 999,999",NA,NA,NA,NA,753786,"Seattle, WA","City","WA","WA"
"Shawnee,KS,City","Shawnee",0,0,0,11,5,60,11,2024,1,"City",NA,"Shawnee,KS","City",11,76,"Shawnee","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",70089,NA,NA,"","","KS0460900","Shawnee",NA,"Midwest","West North Central","shawnee","KS",70089,"city 50,000 thru 99,999",NA,NA,NA,NA,70098,"Shawnee, KS","City","KS","KS"
"Shelby Township,MI,City","Shelby Township",1,4,1,6,5,37,1,2017,1,"City",NA,"Shelby Township,MI","City",12,43,"Shelby Township","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",79545,NA,NA,"","","MI5074000","Shelby Township",NA,"Midwest","East North Central","shelby township","MI",79985,"city 50,000 thru 99,999",NA,NA,NA,NA,79545,"Shelby Township, MI","City","MI","MI"
"Shreveport,LA,City","Shreveport",9,1,30,101,52,283,149,2023,7,"City",NA,"Shreveport,LA","City",141,484,"Shreveport","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",172292,NA,NA,"","","LA0090100","Shreveport",NA,"South","West South Central","shreveport","LA",172292,"city 100,000 thru 249,999",NA,NA,NA,NA,176906,"Shreveport, LA","City","LA","LA"
"Simi Valley,CA,City","Simi Valley",0,3,4,3,13,89,8,2023,3,"City",NA,"Simi Valley,CA","City",10,110,"Simi Valley","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",123443,NA,NA,"","","CA0560900","Simi Valley",NA,"West","Pacific","simi valley","CA",124707,"city 100,000 thru 249,999",NA,NA,NA,NA,123443,"Simi Valley, CA","City","CA","CA"
"Sioux Falls,SD,City","Sioux Falls",0,2,0,44,34,313,37,2025,10,"City","Scrape","Sioux Falls,SD","City",46,384,"Sioux Falls","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",206559,NA,NA,"","","SD0490200","Sioux Falls",NA,"Midwest","West North Central","sioux falls","SD",170102,"city 100,000 thru 249,999",NA,NA,NA,NA,206559,"Sioux Falls, SD","City","SD","SD"
"Skokie,IL,City","Skokie",0,2,5,8,14,86,7,2022,2,"City",NA,"Skokie,IL","City",15,107,"Skokie","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",64417,NA,NA,"","","IL0164A00","Skokie",NA,"Midwest","East North Central","skokie","IL",64047,"city 50,000 thru 99,999",NA,NA,NA,NA,64417,"Skokie, IL","City","IL","IL"
"Smith,TX,County","Smith",0,2,1,22,20,40,8,2022,2,"County",NA,"Smith,TX","County",25,68,"Smith","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111489,NA,NA,"","","TX2120000","Smith",NA,"South","West South Central","smith","TX",114593,"msa-county 100,000+",NA,NA,NA,NA,111489,"Smith, TX","County","TX","TX"
"Smyrna,TN,City","Smyrna",0,4,8,5,9,93,11,2017,1,"City",NA,"Smyrna,TN","City",17,113,"Smyrna","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58096,NA,NA,"","","TN0750200","Smyrna",NA,"South","East South Central","smyrna","TN",58791,"city 50,000 thru 99,999",NA,NA,NA,NA,58096,"Smyrna, TN","City","TN","TN"
"Sonoma,CA,County","Sonoma",0,7,1,9,34,41,1,2023,1,"County",NA,"Sonoma,CA","County",17,76,"Sonoma","https://data.sonomacounty.ca.gov/Public-Safety/Sonoma-County-Sheriff-s-Office-Incident-Data/3rsj-iche/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60agency_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60incident_number%60%2C%0A%20%20%60date_time%60%2C%0A%20%20%60incident_type%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60city%60%2C%0A%20%20%60intersection%60%2C%0A%20%20%60location%60%2C%0A%20%20%60upload%60/page/filter","Agency RMS","Open Source",131522,NA,NA,"","","CA0490000","Sonoma",NA,"West","Pacific","sonoma","CA",138566,"msa-county 100,000+",NA,NA,NA,NA,131522,"Sonoma, CA","County","CA","CA"
"South Bend,IN,City","South Bend",3,12,10,89,47,163,58,2024,6,"City",NA,"South Bend,IN","City",114,268,"South Bend","https://southbendin.gov/transparency-and-performance/police-transparency-hub/particrimes/","Agency Aggregated","Open Source",102999,NA,NA,"Inferred Apr-Nov 2021 from annual state total","","IN0710200","South Bend",NA,"Midwest","East North Central","south bend","IN",103415,"city 100,000 thru 249,999",NA,NA,NA,NA,102999,"South Bend, IN","City","IN","IN"
"South Jordan,UT,City","South Jordan",0,3,1,1,10,94,8,2020,11,"City",NA,"South Jordan,UT","City",5,112,"South Jordan","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",86444,NA,NA,"","","UT0181800","South Jordan",NA,"West","Mountain","south jordan","UT",86846,"city 50,000 thru 99,999",NA,NA,NA,NA,86444,"South Jordan, UT","City","UT","UT"
"South San Francisco,CA,City","South San Francisco",0,0,4,9,18,99,26,2021,3,"City",NA,"South San Francisco,CA","City",13,143,"South San Francisco","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",62205,NA,NA,"","","CA0411700","South San Francisco",NA,"West","Pacific","south san francisco","CA",62229,"city 50,000 thru 99,999",NA,NA,NA,NA,62205,"South San Francisco, CA","City","CA","CA"
"Southaven,MS,City","Southaven",0,0,3,4,14,101,8,2018,6,"City",NA,"Southaven,MS","City",7,123,"Southaven","https://mscrimestats.dps.ms.gov/public/View/dispview.aspx","State UCR","Open Source",57135,NA,NA,"","","MS0170100","Southaven",NA,"South","East South Central","southaven","MS",57537,"city 50,000 thru 99,999",NA,NA,NA,NA,57135,"Southaven, MS","City","MS","MS"
"Southfield,MI,City","Southfield",0,5,5,35,19,75,30,2021,7,"City",NA,"Southfield,MI","City",45,124,"Southfield","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",74960,NA,NA,"","","MI6375100","Southfield",NA,"Midwest","East North Central","southfield","MI",75454,"city 50,000 thru 99,999",NA,NA,NA,NA,74960,"Southfield, MI","City","MI","MI"
"Sparks,NV,City","Sparks",0,9,6,28,28,123,25,2020,8,"City",NA,"Sparks,NV","City",43,176,"Sparks","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",109403,NA,NA,"","","NV0160200","Sparks",NA,"West","Mountain","sparks","NV",110807,"city 100,000 thru 249,999",NA,NA,NA,NA,109403,"Sparks, NV","City","NV","NV"
"Spokane,WA,City","Spokane",1,28,30,104,154,813,117,2019,1,"City",NA,"Spokane,WA","City",163,1084,"Spokane","https://my.spokanecity.org/police/","Agency RMS","Provided by Agency",230648,NA,NA,"","","WA0320400","Spokane",NA,"West","Pacific","spokane","WA",229529,"city 100,000 thru 249,999",NA,NA,NA,NA,230648,"Spokane, WA","City","WA","WA"
"Spring Hill,TN,City","Spring Hill",0,1,1,3,5,26,1,2020,2,"City",NA,"Spring Hill,TN","City",5,32,"Spring Hill","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58200,NA,NA,"","","TN0600300","Spring Hill",NA,"South","East South Central","spring hill","TN",39373,"city 50,000 thru 99,999",NA,NA,NA,NA,58200,"Spring Hill, TN","City","TN","TN"
"Springfield,IL,City","Springfield",1,6,17,63,92,385,16,2019,7,"City",NA,"Springfield,IL","City",87,493,"Springfield","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",112781,NA,NA,"","","IL0840200","Springfield",NA,"Midwest","East North Central","springfield","IL",111965,"city 100,000 thru 249,999",NA,NA,NA,NA,112781,"Springfield, IL","City","IL","IL"
"Springfield,OR,City","Springfield",0,1,1,8,16,106,8,2024,3,"City",NA,"Springfield,OR","City",10,130,"Springfield","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",61185,NA,NA,"","","OR0200600","Springfield",NA,"West","Pacific","springfield","OR",60830,"city 50,000 thru 99,999",NA,NA,NA,NA,61185,"Springfield, OR","City","OR","OR"
"St Charles,MO,City","St Charles",0,1,1,2,3,46,9,2024,3,"City",NA,"St Charles,MO","City",4,58,"St Charles","https://showmecrime.mo.gov/","State UCR","Open Source",71408,NA,NA,"","","MO0920300","St Charles",NA,"Midwest","West North Central","st. charles","MO",72143,"city 50,000 thru 99,999",NA,NA,NA,NA,71408,"St Charles, MO","City","MO","MO"
"St Joseph,MO,City","St Joseph",0,7,4,25,41,209,46,2021,10,"City",NA,"St Joseph,MO","City",36,296,"St Joseph","https://showmecrime.mo.gov/","State UCR","Open Source",69925,NA,NA,"","","MO0110100","St Joseph",NA,"Midwest","West North Central","st. joseph","MO",70139,"city 50,000 thru 99,999",NA,NA,NA,NA,69925,"St Joseph, MO","City","MO","MO"
"St Louis,MO,City","St Louis",17,18,81,218,179,892,304,2022,1,"City",NA,"St Louis,MO","City",334,1375,"St Louis","https://showmecrime.mo.gov/","State UCR","Open Source",280108,NA,NA,"","","MOSPD0000","St Louis",NA,"Midwest","West North Central","st. louis","MO",277294,"city 250,000 thru 499,999",NA,NA,NA,NA,280108,"St Louis, MO","City","MO","MO"
"St Louis,MO,County","St Louis",2,13,32,116,148,455,64,2017,5,"County",NA,"St Louis,MO","County",163,667,"St Louis","https://showmecrime.mo.gov/","State UCR","Open Source",398969,NA,NA,"","","MO0950000","St Louis",NA,"Midwest","West North Central","st. louis county pol dep","MO",402510,"msa-county 100,000+",NA,NA,NA,NA,398969,"St Louis, MO","County","MO","MO"
"St Peters,MO,City","St Peters",0,1,1,8,2,60,3,2023,9,"City",NA,"St Peters,MO","City",10,65,"St Peters","https://showmecrime.mo.gov/","State UCR","Open Source",58937,NA,NA,"","","MO0920400","St Peters",NA,"Midwest","West North Central","st. peters","MO",59993,"city 50,000 thru 99,999",NA,NA,NA,NA,58937,"St Peters, MO","City","MO","MO"
"St. Clair Shores,MI,City","St. Clair Shores",0,3,2,11,9,41,7,2018,8,"City",NA,"St. Clair Shores,MI","City",16,57,"St. Clair Shores","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",57257,NA,NA,"","","MI5072200","St. Clair Shores",NA,"Midwest","East North Central","st. clair shores","MI",57157,"city 50,000 thru 99,999",NA,NA,NA,NA,57257,"St. Clair Shores, MI","City","MI","MI"
"St. Cloud,MN,City","St. Cloud",0,5,2,8,11,95,8,2024,3,"City",NA,"St. Cloud,MN","City",15,114,"St. Cloud","https://cde.state.mn.us/","State UCR","Open Source",69922,NA,NA,"","","MN0730400","St. Cloud",NA,"Midwest","West North Central","st. cloud","MN",56509,"city 50,000 thru 99,999",NA,NA,NA,NA,69922,"St. Cloud, MN","City","MN","MN"
"St. Paul,MN,City","St. Paul",1,26,58,105,197,564,140,2018,9,"City",NA,"St. Paul,MN","City",190,901,"St. Paul","https://cde.state.mn.us/","State UCR","Open Source",300368,NA,NA,"","","MN0620900","St. Paul",NA,"Midwest","West North Central","st. paul","MN",304051,"city 250,000 thru 499,999",NA,NA,NA,NA,300368,"St. Paul, MN","City","MN","MN"
"Stafford,VA,County","Stafford",1,6,2,20,7,114,11,2023,12,"County",NA,"Stafford,VA","County",29,132,"Stafford","From VA","State UCR","Provided by State UCR Program",166413,NA,NA,"","","VA0890000","Stafford",NA,"South","South Atlantic","stafford","VA",169369,"msa-county 100,000+",NA,NA,NA,NA,166413,"Stafford, VA","County","VA","VA"
"Stamford,CT,City","Stamford",0,1,2,12,5,100,14,2025,11,"City","Scrape","Stamford,CT","City",15,119,"Stamford","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",136512,NA,NA,"","","CT0013500","Stamford",NA,"Northeast","New England","stamford","CT",136483,"city 100,000 thru 249,999",NA,NA,NA,NA,136512,"Stamford, CT","City","CT","CT"
"State College,PA,City","State College",0,1,1,3,0,16,0,2023,6,"City",NA,"State College,PA","City",5,16,"State College","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",58532,NA,NA,"","","PA0140300","State College",NA,"Northeast","Middle Atlantic","state college","PA",57580,"city 50,000 thru 99,999",NA,NA,NA,NA,58532,"State College, PA","City","PA","PA"
"Sterling Heights,MI,City","Sterling Heights",0,2,0,18,8,79,27,2023,2,"City",NA,"Sterling Heights,MI","City",20,114,"Sterling Heights","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",131801,NA,NA,"","","MI5076500","Sterling Heights",NA,"Midwest","East North Central","sterling heights","MI",133058,"city 100,000 thru 249,999",NA,NA,NA,NA,131801,"Sterling Heights, MI","City","MI","MI"
"Stockton,CA,City","Stockton",1,16,93,239,253,603,192,2018,6,"City",NA,"Stockton,CA","City",349,1048,"Stockton","https://www.stocktonca.gov/services/police_department/police_news___information/statistical_reports.php#outer-629","Agency Aggregated","Open Source",322220,NA,NA,"","","CA0390500","Stockton",NA,"West","Pacific","stockton","CA",319069,"city 250,000 thru 499,999",NA,NA,NA,NA,322220,"Stockton, CA","City","CA","CA"
"Sugar Land,TX,City","Sugar Land",1,1,0,2,7,79,7,2025,10,"City","Scrape","Sugar Land,TX","City",4,93,"Sugar Land","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",108718,NA,NA,"","","TX0790500","Sugar Land",NA,"South","West South Central","sugar land","TX",107757,"city 100,000 thru 249,999",NA,NA,NA,NA,108718,"Sugar Land, TX","City","TX","TX"
"Sunnyvale,CA,City","Sunnyvale",0,3,8,28,31,185,36,2024,7,"City",NA,"Sunnyvale,CA","City",39,252,"Sunnyvale","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",152031,NA,NA,"","","CA0431600","Sunnyvale",NA,"West","Pacific","sunnyvale","CA",150893,"city 100,000 thru 249,999",NA,NA,NA,NA,152031,"Sunnyvale, CA","City","CA","CA"
"Tacoma,WA,City","Tacoma",2,NA,35,59,142,639,94,2019,4,"City",NA,"Tacoma,WA","City",96,875,"Tacoma","https://public.tableau.com/app/profile/city.of.tacoma/viz/TacomaPoliceCrimeDashboard/CrimeDashboard-IntroPage","Agency Aggregated","Open Source",222828,NA,NA,"","","WA0270300","Tacoma",NA,"West","Pacific","tacoma","WA",223980,"city 100,000 thru 249,999",NA,NA,NA,NA,222828,"Tacoma, WA","City","WA","WA"
