"city_state_id","city_state","Agency Name","State","date","Agency_Type"
"North Little Rock,AR,City","North Little Rock,AR","North Little Rock","AR","apr_26","City"
"North Richland Hills,TX,City","North Richland Hills,TX","North Richland Hills","TX","apr_26","City"
"Novato,CA,City","Novato,CA","Novato","CA","apr_26","City"
"Novi,MI,City","Novi,MI","Novi","MI","apr_26","City"
"O'Fallon,MO,City","O'Fallon,MO","O'Fallon","MO","apr_26","City"
"Oak Lawn,IL,City","Oak Lawn,IL","Oak Lawn","IL","apr_26","City"
"Oceanside,CA,City","Oceanside,CA","Oceanside","CA","apr_26","City"
"Odessa,TX,City","Odessa,TX","Odessa","TX","apr_26","City"
"Ogden,UT,City","Ogden,UT","Ogden","UT","apr_26","City"
"Oklahoma City,OK,City","Oklahoma City,OK","Oklahoma City","OK","apr_26","City"
"Omaha,NE,City","Omaha,NE","Omaha","NE","apr_26","City"
"Onslow,NC,County","Onslow,NC","Onslow","NC","apr_26","County"
"Orem,UT,City","Orem,UT","Orem","UT","apr_26","City"
"Oshkosh,WI,City","Oshkosh,WI","Oshkosh","WI","apr_26","City"
"Oxnard,CA,City","Oxnard,CA","Oxnard","CA","apr_26","City"
"Palatine,IL,City","Palatine,IL","Palatine","IL","apr_26","City"
"Palo Alto,CA,City","Palo Alto,CA","Palo Alto","CA","apr_26","City"
"Parker,TX,County","Parker,TX","Parker","TX","apr_26","County"
"Pasadena,CA,City","Pasadena,CA","Pasadena","CA","apr_26","City"
"Pasadena,TX,City","Pasadena,TX","Pasadena","TX","apr_26","City"
"Paterson,NJ,City","Paterson,NJ","Paterson","NJ","apr_26","City"
"Paulding,GA,County","Paulding,GA","Paulding","GA","apr_26","County"
"Pawtucket,RI,City","Pawtucket,RI","Pawtucket","RI","apr_26","City"
"Pearland,TX,City","Pearland,TX","Pearland","TX","apr_26","City"
"Petaluma,CA,City","Petaluma,CA","Petaluma","CA","apr_26","City"
"Pflugerville,TX,City","Pflugerville,TX","Pflugerville","TX","apr_26","City"
"Pharr,TX,City","Pharr,TX","Pharr","TX","apr_26","City"
"Philadelphia,PA,City","Philadelphia,PA","Philadelphia","PA","apr_26","City"
"Phoenix,AZ,City","Phoenix,AZ","Phoenix","AZ","apr_26","City"
"Pima,AZ,County","Pima,AZ","Pima","AZ","apr_26","County"
"Pittsburgh,PA,City","Pittsburgh,PA","Pittsburgh","PA","apr_26","City"
"Placer,CA,County","Placer,CA","Placer","CA","apr_26","County"
"Plano,TX,City","Plano,TX","Plano","TX","apr_26","City"
"Pleasanton,CA,City","Pleasanton,CA","Pleasanton","CA","apr_26","City"
"Plymouth,MN,City","Plymouth,MN","Plymouth","MN","apr_26","City"
"Pocatello,ID,City","Pocatello,ID","Pocatello","ID","apr_26","City"
"Pomona,CA,City","Pomona,CA","Pomona","CA","apr_26","City"
"Pontiac,MI,City","Pontiac,MI","Pontiac","MI","apr_26","City"
"Port Arthur,TX,City","Port Arthur,TX","Port Arthur","TX","apr_26","City"
"Port St Lucie,FL,City","Port St Lucie,FL","Port St Lucie","FL","apr_26","City"
"Porterville,CA,City","Porterville,CA","Porterville","CA","apr_26","City"
"Portland,OR,City","Portland,OR","Portland","OR","apr_26","City"
"Portsmouth,VA,City","Portsmouth,VA","Portsmouth","VA","apr_26","City"
"Prince George's,MD,County","Prince George's,MD","Prince George's","MD","apr_26","County"
"Prince William,VA,County","Prince William,VA","Prince William","VA","apr_26","County"
"Quincy,MA,City","Quincy,MA","Quincy","MA","apr_26","City"
"Racine,WI,City","Racine,WI","Racine","WI","apr_26","City"
"Raleigh,NC,City","Raleigh,NC","Raleigh","NC","apr_26","City"
"Reading,PA,City","Reading,PA","Reading","PA","apr_26","City"
"Redmond,WA,City","Redmond,WA","Redmond","WA","apr_26","City"
"Redondo Beach,CA,City","Redondo Beach,CA","Redondo Beach","CA","apr_26","City"
"Redwood City,CA,City","Redwood City,CA","Redwood City","CA","apr_26","City"
"Revere,MA,City","Revere,MA","Revere","MA","apr_26","City"
"Richardson,TX,City","Richardson,TX","Richardson","TX","apr_26","City"
"Richland,WA,City","Richland,WA","Richland","WA","apr_26","City"
"Richmond,CA,City","Richmond,CA","Richmond","CA","apr_26","City"
"Richmond,VA,City","Richmond,VA","Richmond","VA","apr_26","City"
"Riverside,CA,City","Riverside,CA","Riverside","CA","apr_26","City"
"Roanoke,VA,City","Roanoke,VA","Roanoke","VA","apr_26","City"
"Rochester Hills,MI,City","Rochester Hills,MI","Rochester Hills","MI","apr_26","City"
"Rochester,MN,City","Rochester,MN","Rochester","MN","apr_26","City"
"Rochester,NY,City","Rochester,NY","Rochester","NY","apr_26","City"
"Rock Hill,SC,City","Rock Hill,SC","Rock Hill","SC","apr_26","City"
"Rockford,IL,City","Rockford,IL","Rockford","IL","apr_26","City"
"Rocklin,CA,City","Rocklin,CA","Rocklin","CA","apr_26","City"
"Rockwall,TX,City","Rockwall,TX","Rockwall","TX","apr_26","City"
"Rocky Mount,NC,City","Rocky Mount,NC","Rocky Mount","NC","apr_26","City"
"Roseville,CA,City","Roseville,CA","Roseville","CA","apr_26","City"
"Roswell,GA,City","Roswell,GA","Roswell","GA","apr_26","City"
"Round Rock,TX,City","Round Rock,TX","Round Rock","TX","apr_26","City"
"Rowlett,TX,City","Rowlett,TX","Rowlett","TX","apr_26","City"
"Royal Oak,MI,City","Royal Oak,MI","Royal Oak","MI","apr_26","City"
"Rutherford,TN,County","Rutherford,TN","Rutherford","TN","apr_26","County"
"Sacramento,CA,City","Sacramento,CA","Sacramento","CA","apr_26","City"
"Sacramento,CA,County","Sacramento,CA","Sacramento","CA","apr_26","County"
"Salt Lake City,UT,City","Salt Lake City,UT","Salt Lake City","UT","apr_26","City"
"San Angelo,TX,City","San Angelo,TX","San Angelo","TX","apr_26","City"
"San Antonio,TX,City","San Antonio,TX","San Antonio","TX","apr_26","City"
"San Diego,CA,City","San Diego,CA","San Diego","CA","apr_26","City"
"San Diego,CA,County","San Diego,CA","San Diego","CA","apr_26","County"
"San Francisco,CA,City","San Francisco,CA","San Francisco","CA","apr_26","City"
"San Jose,CA,City","San Jose,CA","San Jose","CA","apr_26","City"
"San Marcos,TX,City","San Marcos,TX","San Marcos","TX","apr_26","City"
"San Mateo,CA,City","San Mateo,CA","San Mateo","CA","apr_26","City"
"San Rafael,CA,City","San Rafael,CA","San Rafael","CA","apr_26","City"
"Santa Clara,CA,City","Santa Clara,CA","Santa Clara","CA","apr_26","City"
"Santa Cruz,CA,City","Santa Cruz,CA","Santa Cruz","CA","apr_26","City"
"Santa Cruz,CA,County","Santa Cruz,CA","Santa Cruz","CA","apr_26","County"
"Santa Fe,NM,City","Santa Fe,NM","Santa Fe","NM","apr_26","City"
"Santa Maria,CA,City","Santa Maria,CA","Santa Maria","CA","apr_26","City"
"Santa Monica,CA,City","Santa Monica,CA","Santa Monica","CA","apr_26","City"
"Santa Rosa,CA,City","Santa Rosa,CA","Santa Rosa","CA","apr_26","City"
"Sarasota,FL,County","Sarasota,FL","Sarasota","FL","apr_26","County"
"Saratoga Springs,UT,City","Saratoga Springs,UT","Saratoga Springs","UT","apr_26","City"
"Saratoga,NY,County","Saratoga,NY","Saratoga","NY","apr_26","County"
"Sarpy,NE,County","Sarpy,NE","Sarpy","NE","apr_26","County"
"Schaumburg,IL,City","Schaumburg,IL","Schaumburg","IL","apr_26","City"
"Schenectady,NY,City","Schenectady,NY","Schenectady","NY","apr_26","City"
"Scottsdale,AZ,City","Scottsdale,AZ","Scottsdale","AZ","apr_26","City"
"Scranton,PA,City","Scranton,PA","Scranton","PA","apr_26","City"
"Seattle,WA,City","Seattle,WA","Seattle","WA","apr_26","City"
"Shawnee,KS,City","Shawnee,KS","Shawnee","KS","apr_26","City"
"Shelby Township,MI,City","Shelby Township,MI","Shelby Township","MI","apr_26","City"
"Shelby,TN,County","Shelby,TN","Shelby","TN","apr_26","County"
"Shreveport,LA,City","Shreveport,LA","Shreveport","LA","apr_26","City"
"Simi Valley,CA,City","Simi Valley,CA","Simi Valley","CA","apr_26","City"
"Sioux City,IA,City","Sioux City,IA","Sioux City","IA","apr_26","City"
"Skokie,IL,City","Skokie,IL","Skokie","IL","apr_26","City"
"Smith,TX,County","Smith,TX","Smith","TX","apr_26","County"
"Smyrna,TN,City","Smyrna,TN","Smyrna","TN","apr_26","City"
"Sonoma,CA,County","Sonoma,CA","Sonoma","CA","apr_26","County"
"South Bend,IN,City","South Bend,IN","South Bend","IN","apr_26","City"
"South Jordan,UT,City","South Jordan,UT","South Jordan","UT","apr_26","City"
"Southaven,MS,City","Southaven,MS","Southaven","MS","apr_26","City"
"Southfield,MI,City","Southfield,MI","Southfield","MI","apr_26","City"
"Spokane Valley,WA,City","Spokane Valley,WA","Spokane Valley","WA","apr_26","City"
"Spokane,WA,City","Spokane,WA","Spokane","WA","apr_26","City"
"Spring Hill,TN,City","Spring Hill,TN","Spring Hill","TN","apr_26","City"
"Springfield,IL,City","Springfield,IL","Springfield","IL","apr_26","City"
"Springfield,MO,City","Springfield,MO","Springfield","MO","apr_26","City"
"St Charles,MO,City","St Charles,MO","St Charles","MO","apr_26","City"
"St Joseph,IN,County","St Joseph,IN","St Joseph","IN","apr_26","County"
"St Joseph,MO,City","St Joseph,MO","St Joseph","MO","apr_26","City"
"St Louis,MO,City","St Louis,MO","St Louis","MO","apr_26","City"
"St Louis,MO,County","St Louis,MO","St Louis","MO","apr_26","County"
"St Peters,MO,City","St Peters,MO","St Peters","MO","apr_26","City"
"St. Clair Shores,MI,City","St. Clair Shores,MI","St. Clair Shores","MI","apr_26","City"
"St. Cloud,MN,City","St. Cloud,MN","St. Cloud","MN","apr_26","City"
"St. George,UT,City","St. George,UT","St. George","UT","apr_26","City"
"St. Mary's,MD,County","St. Mary's,MD","St. Mary's","MD","apr_26","County"
"St. Paul,MN,City","St. Paul,MN","St. Paul","MN","apr_26","City"
"Stafford,VA,County","Stafford,VA","Stafford","VA","apr_26","County"
"Stark,OH,County","Stark,OH","Stark","OH","apr_26","County"
"Sterling Heights,MI,City","Sterling Heights,MI","Sterling Heights","MI","apr_26","City"
"Sugar Land,TX,City","Sugar Land,TX","Sugar Land","TX","apr_26","City"
"Tacoma,WA,City","Tacoma,WA","Tacoma","WA","apr_26","City"
"Taunton,MA,City","Taunton,MA","Taunton","MA","apr_26","City"
"Taylor,MI,City","Taylor,MI","Taylor","MI","apr_26","City"
"Tempe,AZ,City","Tempe,AZ","Tempe","AZ","apr_26","City"
"Texas City,TX,City","Texas City,TX","Texas City","TX","apr_26","City"
"Thornton,CO,City","Thornton,CO","Thornton","CO","apr_26","City"
"Thousand Oaks,CA,City","Thousand Oaks,CA","Thousand Oaks","CA","apr_26","City"
"Thurston,WA,County","Thurston,WA","Thurston","WA","apr_26","County"
"Tigard,OR,City","Tigard,OR","Tigard","OR","apr_26","City"
"Torrance,CA,City","Torrance,CA","Torrance","CA","apr_26","City"
"Travis,TX,County","Travis,TX","Travis","TX","apr_26","County"
"Troy,MI,City","Troy,MI","Troy","MI","apr_26","City"
"Tucson,AZ,City","Tucson,AZ","Tucson","AZ","apr_26","City"
"Tulare,CA,City","Tulare,CA","Tulare","CA","apr_26","City"
"Tulare,CA,County","Tulare,CA","Tulare","CA","apr_26","County"
"Tustin,CA,City","Tustin,CA","Tustin","CA","apr_26","City"
"Twin Falls,ID,City","Twin Falls,ID","Twin Falls","ID","apr_26","City"
"Tyler,TX,City","Tyler,TX","Tyler","TX","apr_26","City"
"Upper Darby,PA,City","Upper Darby,PA","Upper Darby","PA","apr_26","City"
"Utica,NY,City","Utica,NY","Utica","NY","apr_26","City"
"Vacaville,CA,City","Vacaville,CA","Vacaville","CA","apr_26","City"
"Vallejo,CA,City","Vallejo,CA","Vallejo","CA","apr_26","City"
"Ventura,CA,City","Ventura,CA","Ventura","CA","apr_26","City"
"Victoria,TX,City","Victoria,TX","Victoria","TX","apr_26","City"
"Virginia Beach,VA,City","Virginia Beach,VA","Virginia Beach","VA","apr_26","City"
"Visalia,CA,City","Visalia,CA","Visalia","CA","apr_26","City"
"Waco,TX,City","Waco,TX","Waco","TX","apr_26","City"
"Wake Forest,NC,City","Wake Forest,NC","Wake Forest","NC","apr_26","City"
"Wake,NC,County","Wake,NC","Wake","NC","apr_26","County"
"Walnut Creek,CA,City","Walnut Creek,CA","Walnut Creek","CA","apr_26","City"
"Waltham,MA,City","Waltham,MA","Waltham","MA","apr_26","City"
"Warren,MI,City","Warren,MI","Warren","MI","apr_26","City"
"Warwick,RI,City","Warwick,RI","Warwick","RI","apr_26","City"
"Washington,DC,City","Washington,DC","Washington","DC","apr_26","City"
"Washington,MD,County","Washington,MD","Washington","MD","apr_26","County"
"Washington,OR,County","Washington,OR","Washington","OR","apr_26","County"
"Washtenaw,MI,County","Washtenaw,MI","Washtenaw","MI","apr_26","County"
"Waterford Township,MI,City","Waterford Township,MI","Waterford Township","MI","apr_26","City"
"Waterloo,IA,City","Waterloo,IA","Waterloo","IA","apr_26","City"
"Waukesha,WI,City","Waukesha,WI","Waukesha","WI","apr_26","City"
"Wayne Township,NJ,City","Wayne Township,NJ","Wayne Township","NJ","apr_26","City"
"West Allis,WI,City","West Allis,WI","West Allis","WI","apr_26","City"
"West Bloomfield Township,MI,City","West Bloomfield Township,MI","West Bloomfield Township","MI","apr_26","City"
"West Chester Township,OH,City","West Chester Township,OH","West Chester Township","OH","apr_26","City"
"West Covina,CA,City","West Covina,CA","West Covina","CA","apr_26","City"
"West Des Moines,IA,City","West Des Moines,IA","West Des Moines","IA","apr_26","City"
"West Hartford,CT,City","West Hartford,CT","West Hartford","CT","apr_26","City"
"West New York,NJ,City","West New York,NJ","West New York","NJ","apr_26","City"
"West Valley,UT,City","West Valley,UT","West Valley","UT","apr_26","City"
"Westfield,IN,City","Westfield,IN","Westfield","IN","apr_26","City"
"Westland,MI,City","Westland,MI","Westland","MI","apr_26","City"
"Westminster,CO,City","Westminster,CO","Westminster","CO","apr_26","City"
"Weymouth,MA,City","Weymouth,MA","Weymouth","MA","apr_26","City"
"Wichita Falls,TX,City","Wichita Falls,TX","Wichita Falls","TX","apr_26","City"
"Will,IL,County","Will,IL","Will","IL","apr_26","County"
"Williamson,TX,County","Williamson,TX","Williamson","TX","apr_26","County"
"Wilmington,NC,City","Wilmington,NC","Wilmington","NC","apr_26","City"
"Woodbury,MN,City","Woodbury,MN","Woodbury","MN","apr_26","City"
"Wright,MN,County","Wright,MN","Wright","MN","apr_26","County"
"Wyoming,MI,City","Wyoming,MI","Wyoming","MI","apr_26","City"
"Yakima,WA,City","Yakima,WA","Yakima","WA","apr_26","City"
"Yorba Linda,CA,City","Yorba Linda,CA","Yorba Linda","CA","apr_26","City"
"Yuma,AZ,City","Yuma,AZ","Yuma","AZ","apr_26","City"
