"Crime_Type","Mean","SD","CI_Lower","CI_Upper"
"Aggravated Assault",188.882379583296,6.94761594863138,175.554203508529,203.003490048982
"Burglary",192.804482632029,6.92395282582438,178.137226621627,206.018192814691
"Theft",924.011281083192,33.252812784046,857.048562229028,990.775996783371
"Murder",5.36076507211718,0.195821243828619,5.01020083504269,5.68534636678688
"Rape",21.5115953714857,0.788220153197705,19.894758345195,22.9679881388039
"Robbery",76.9766872698028,2.86643717710131,71.4352255118603,82.5859754082368
"Motor Vehicle Theft",218.900448951251,8.5950689395143,201.697720348406,235.596942748424
