"ORI.Number","ORI.9.Digit","State","Agency.Name","Population","Year","Month","Murder","Rape","Robbery","Agg.Assault","Burglary","Larceny","MVT","Arson","City_viz","State_viz","City","samp","state_name","ucr_agency_name","state_ucr_link","Date"
NA,NA,"texas","WOLFFORTH PD",NA,2022,2,0,1,0,2,1,0,1,0,"Wolfforth","Texas","wolfforth",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CROCKETT PD",NA,2022,2,0,1,0,0,1,20,2,0,"Crockett","Texas","crockett",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HEMPSTEAD PD",NA,2022,2,0,0,1,4,2,5,0,1,"Hempstead","Texas","hempstead",1,NA,NA,NA,2022-02-01
NA,NA,"texas","YOUNG CO SO",NA,2022,2,0,0,0,0,0,0,0,0,"Young co so","Texas","young co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","KEENE PD",NA,2022,2,0,0,1,1,2,1,0,0,"Keene","Texas","keene",1,NA,NA,NA,2022-02-01
NA,NA,"texas","PENITAS PD",NA,2022,2,0,0,0,0,1,1,0,0,"Penitas","Texas","penitas",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LAVON PD",NA,2022,2,0,0,0,1,0,7,0,0,"Lavon","Texas","lavon",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BULVERDE PD",NA,2022,2,0,0,0,0,0,11,0,0,"Bulverde","Texas","bulverde",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BRIDGEPORT PD",NA,2022,2,0,0,0,0,2,4,0,0,"Bridgeport","Texas","bridgeport",1,NA,NA,NA,2022-02-01
NA,NA,"texas","GLADEWATER PD",NA,2022,2,0,0,0,0,1,3,1,0,"Gladewater","Texas","gladewater",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WHITE OAK PD",NA,2022,2,0,1,0,0,4,3,1,0,"White oak","Texas","white oak",1,NA,NA,NA,2022-02-01
NA,NA,"texas","PARKER PD",NA,2022,2,0,0,0,0,1,0,0,0,"Parker","Texas","parker",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SAN AUGUSTINE CO SO",NA,2022,2,0,0,0,0,3,10,0,0,"San augustine co so","Texas","san augustine co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","VAN ALSTYNE PD",NA,2022,2,0,0,0,2,0,4,0,0,"Van alstyne","Texas","van alstyne",1,NA,NA,NA,2022-02-01
NA,NA,"texas","EVERMAN PD",NA,2022,2,0,0,0,0,0,1,1,0,"Everman","Texas","everman",1,NA,NA,NA,2022-02-01
NA,NA,"texas","EDNA PD",NA,2022,2,0,1,0,2,0,0,1,0,"Edna","Texas","edna",1,NA,NA,NA,2022-02-01
NA,NA,"texas","GARZA CO SO",NA,2022,2,0,0,0,0,0,1,0,0,"Garza co so","Texas","garza co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","YOAKUM PD",NA,2022,2,0,0,0,0,0,0,0,0,"Yoakum","Texas","yoakum",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LIVINGSTON PD",NA,2022,2,0,0,0,3,1,17,1,0,"Livingston","Texas","livingston",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CHILDRESS PD",NA,2022,2,0,0,0,0,0,0,0,0,"Childress","Texas","childress",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MORRIS CO SO",NA,2022,2,0,0,1,1,0,1,0,0,"Morris co so","Texas","morris co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WAKE VILLAGE PD",NA,2022,2,0,0,0,1,3,4,0,0,"Wake village","Texas","wake village",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LITTLEFIELD PD",NA,2022,2,0,0,0,1,1,5,0,0,"Littlefield","Texas","littlefield",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WINDCREST PD",NA,2022,2,0,0,0,0,2,16,3,0,"Windcrest","Texas","windcrest",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HICKORY CREEK PD",NA,2022,2,0,0,0,0,0,4,0,0,"Hickory creek","Texas","hickory creek",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ALPINE PD",NA,2022,2,0,0,0,0,0,1,0,0,"Alpine","Texas","alpine",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SLATON PD",NA,2022,2,0,0,0,1,5,6,0,0,"Slaton","Texas","slaton",1,NA,NA,NA,2022-02-01
NA,NA,"texas","KERMIT PD",NA,2022,2,0,0,0,0,0,4,0,0,"Kermit","Texas","kermit",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BROOKSHIRE PD",NA,2022,2,0,0,1,1,1,1,0,0,"Brookshire","Texas","brookshire",1,NA,NA,NA,2022-02-01
NA,NA,"texas","KLEBERG CO SO",NA,2022,2,0,1,0,0,1,1,0,0,"Kleberg co so","Texas","kleberg co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ELSA PD",NA,2022,2,0,0,0,3,2,20,0,0,"Elsa","Texas","elsa",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BOWIE PD",NA,2022,2,0,0,0,0,46,4,1,0,"Bowie","Texas","bowie",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SCURRY CO SO",NA,2022,2,0,0,0,1,3,0,0,0,"Scurry co so","Texas","scurry co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MARLIN PD",NA,2022,2,0,0,0,0,3,0,0,1,"Marlin","Texas","marlin",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SINTON PD",NA,2022,2,0,0,0,0,0,1,0,0,"Sinton","Texas","sinton",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HUTCHINS PD",NA,2022,2,0,0,1,3,2,15,6,0,"Hutchins","Texas","hutchins",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WILMER PD",NA,2022,2,0,1,0,0,0,4,2,0,"Wilmer","Texas","wilmer",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DELTA CO SO",NA,2022,2,0,0,0,1,0,0,0,0,"Delta co so","Texas","delta co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","RUSK PD",NA,2022,2,0,0,0,0,0,4,1,0,"Rusk","Texas","rusk",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ALVARADO PD",NA,2022,2,0,1,0,2,2,4,0,0,"Alvarado","Texas","alvarado",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ROCKDALE PD",NA,2022,2,0,0,0,6,10,3,1,0,"Rockdale","Texas","rockdale",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ATLANTA PD",NA,2022,2,0,0,0,1,3,3,3,0,"Atlanta","Texas","atlanta",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WILLOW PARK PD",NA,2022,2,0,0,0,2,3,4,6,0,"Willow park","Texas","willow park",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CAMERON PD",NA,2022,2,0,0,0,0,2,2,0,0,"Cameron","Texas","cameron",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SANSOM PARK PD",NA,2022,2,0,0,1,1,1,7,2,0,"Sansom park","Texas","sansom park",1,NA,NA,NA,2022-02-01
NA,NA,"texas","PRIMERA PD",NA,2022,2,0,0,0,0,0,0,0,0,"Primera","Texas","primera",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BRECKENRIDGE PD",NA,2022,2,0,0,0,0,3,0,0,0,"Breckenridge","Texas","breckenridge",1,NA,NA,NA,2022-02-01
NA,NA,"texas","PORT ISABEL PD",NA,2022,2,0,0,0,0,0,2,0,0,"Port isabel","Texas","port isabel",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ANDREWS CO SO",NA,2022,2,0,0,0,0,3,4,0,0,"Andrews co so","Texas","andrews co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","GIDDINGS PD",NA,2022,2,0,1,0,1,1,4,1,0,"Giddings","Texas","giddings",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CENTER PD",NA,2022,2,0,0,1,2,4,7,0,0,"Center","Texas","center",1,NA,NA,NA,2022-02-01
NA,NA,"texas","NASSAU BAY PD",NA,2022,2,0,0,0,1,0,6,0,0,"Nassau bay","Texas","nassau bay",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MULESHOE PD",NA,2022,2,0,0,0,0,0,1,1,0,"Muleshoe","Texas","muleshoe",1,NA,NA,NA,2022-02-01
NA,NA,"texas","TERRELL HILLS PD",NA,2022,2,0,0,0,0,0,0,2,0,"Terrell hills","Texas","terrell hills",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MINEOLA PD",NA,2022,2,0,0,0,0,1,3,0,0,"Mineola","Texas","mineola",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BRADY PD",NA,2022,2,0,0,0,0,1,2,1,0,"Brady","Texas","brady",1,NA,NA,NA,2022-02-01
NA,NA,"texas","GILMER PD",NA,2022,2,0,0,0,0,2,8,1,0,"Gilmer","Texas","gilmer",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ARGYLE PD",NA,2022,2,0,0,0,0,2,2,0,0,"Argyle","Texas","argyle",1,NA,NA,NA,2022-02-01
NA,NA,"texas","PILOT POINT PD",NA,2022,2,0,0,0,0,0,0,0,0,"Pilot point","Texas","pilot point",1,NA,NA,NA,2022-02-01
NA,NA,"texas","JIM HOGG CO SO",NA,2022,2,0,0,0,0,1,1,1,0,"Jim hogg co so","Texas","jim hogg co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MORGANS POINT RESORT PD",NA,2022,2,0,0,0,0,0,1,0,0,"Morgans point resort","Texas","morgans point resort",1,NA,NA,NA,2022-02-01
NA,NA,"texas","FALFURRIAS PD",NA,2022,2,0,0,0,0,1,0,0,0,"Falfurrias","Texas","falfurrias",1,NA,NA,NA,2022-02-01
NA,NA,"texas","RICHWOOD PD",NA,2022,2,0,0,0,0,0,6,0,0,"Richwood","Texas","richwood",1,NA,NA,NA,2022-02-01
NA,NA,"texas","JOSEPHINE PD",NA,2022,2,0,0,0,0,0,2,0,0,"Josephine","Texas","josephine",1,NA,NA,NA,2022-02-01
NA,NA,"texas","JACK CO SO",NA,2022,2,0,0,0,0,0,0,0,0,"Jack co so","Texas","jack co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HORSESHOE BAY PD",NA,2022,2,0,0,0,0,1,2,0,0,"Horseshoe bay","Texas","horseshoe bay",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CRANDALL PD",NA,2022,2,0,2,0,0,2,9,0,0,"Crandall","Texas","crandall",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MADISONVILLE PD",NA,2022,2,0,1,0,0,1,3,0,0,"Madisonville","Texas","madisonville",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LA JOYA PD",NA,2022,2,0,0,0,0,0,0,0,0,"La joya","Texas","la joya",1,NA,NA,NA,2022-02-01
NA,NA,"texas","GRAY CO SO",NA,2022,2,0,0,0,0,1,1,0,0,"Gray co so","Texas","gray co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LAKE WORTH PD",NA,2022,2,0,0,0,1,0,14,0,0,"Lake worth","Texas","lake worth",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MEADOWS PLACE PD",NA,2022,2,0,0,0,0,0,5,4,0,"Meadows place","Texas","meadows place",1,NA,NA,NA,2022-02-01
NA,NA,"texas","NEW BOSTON PD",NA,2022,2,0,0,0,2,1,8,0,0,"New boston","Texas","new boston",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MILLS CO SO",NA,2022,2,0,0,0,0,0,1,0,0,"Mills co so","Texas","mills co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HEARNE PD",NA,2022,2,0,0,0,0,0,0,1,0,"Hearne","Texas","hearne",1,NA,NA,NA,2022-02-01
NA,NA,"texas","TULIA PD",NA,2022,2,0,0,1,0,3,7,1,0,"Tulia","Texas","tulia",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DEVINE PD",NA,2022,2,0,0,0,0,0,14,2,1,"Devine","Texas","devine",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DIBOLL PD",NA,2022,2,0,0,0,0,0,1,0,0,"Diboll","Texas","diboll",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LA GRANGE PD",NA,2022,2,0,0,0,2,1,4,0,0,"La grange","Texas","la grange",1,NA,NA,NA,2022-02-01
NA,NA,"texas","GARDEN RIDGE PD",NA,2022,2,0,1,0,1,1,1,0,0,"Garden ridge","Texas","garden ridge",1,NA,NA,NA,2022-02-01
NA,NA,"texas","PITTSBURG PD",NA,2022,2,0,0,0,1,2,1,0,0,"Pittsburg","Texas","pittsburg",1,NA,NA,NA,2022-02-01
NA,NA,"texas","PALACIOS PD",NA,2022,2,0,0,0,1,2,2,0,0,"Palacios","Texas","palacios",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CANTON PD",NA,2022,2,0,0,0,0,3,8,0,0,"Canton","Texas","canton",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MATHIS PD",NA,2022,2,0,0,0,1,3,2,0,0,"Mathis","Texas","mathis",1,NA,NA,NA,2022-02-01
NA,NA,"texas","OVILLA PD",NA,2022,2,0,0,0,0,0,1,0,0,"Ovilla","Texas","ovilla",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DENVER CITY PD",NA,2022,2,0,0,0,0,0,2,0,0,"Denver city","Texas","denver city",1,NA,NA,NA,2022-02-01
NA,NA,"texas","JACKSBORO PD",NA,2022,2,0,0,0,0,0,3,0,0,"Jacksboro","Texas","jacksboro",1,NA,NA,NA,2022-02-01
NA,NA,"texas","COMANCHE PD",NA,2022,2,0,0,0,0,1,8,1,0,"Comanche","Texas","comanche",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CALDWELL PD",NA,2022,2,0,0,0,0,1,2,0,0,"Caldwell","Texas","caldwell",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SPRING VALLEY VILLAGE PD",NA,2022,2,0,0,0,0,0,1,0,0,"Spring valley village","Texas","spring valley village",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DIMMITT PD",NA,2022,2,0,0,0,0,0,0,0,0,"Dimmitt","Texas","dimmitt",1,NA,NA,NA,2022-02-01
NA,NA,"texas","JOURDANTON PD",NA,2022,2,0,0,0,2,1,2,2,1,"Jourdanton","Texas","jourdanton",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SMITHVILLE PD",NA,2022,2,0,0,0,0,0,4,0,0,"Smithville","Texas","smithville",1,NA,NA,NA,2022-02-01
NA,NA,"texas","FRIONA PD",NA,2022,2,0,0,0,0,1,0,0,0,"Friona","Texas","friona",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BELLVILLE PD",NA,2022,2,0,2,0,1,1,0,1,0,"Bellville","Texas","bellville",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BULLARD PD",NA,2022,2,0,0,0,0,0,1,0,0,"Bullard","Texas","bullard",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HAMILTON CO SO",NA,2022,2,0,0,0,0,0,0,0,0,"Hamilton co so","Texas","hamilton co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CLYDE PD",NA,2022,2,0,0,0,0,1,0,0,0,"Clyde","Texas","clyde",1,NA,NA,NA,2022-02-01
NA,NA,"texas","STEPHENS CO SO",NA,2022,2,0,0,0,1,4,1,0,0,"Stephens co so","Texas","stephens co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","FARMERSVILLE PD",NA,2022,2,0,0,0,0,1,2,0,0,"Farmersville","Texas","farmersville",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WILLS POINT PD",NA,2022,2,0,0,0,0,0,1,0,0,"Wills point","Texas","wills point",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MASON CO SO",NA,2022,2,0,0,0,0,0,0,0,0,"Mason co so","Texas","mason co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CASTLE HILLS PD",NA,2022,2,0,0,0,2,5,15,3,0,"Castle hills","Texas","castle hills",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CISCO PD",NA,2022,2,0,1,0,0,1,3,0,0,"Cisco","Texas","cisco",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SULLIVAN CITY PD",NA,2022,2,0,0,0,0,1,0,0,0,"Sullivan city","Texas","sullivan city",1,NA,NA,NA,2022-02-01
NA,NA,"texas","FISHER CO SO",NA,2022,2,0,1,0,1,1,3,0,0,"Fisher co so","Texas","fisher co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","COCKRELL HILL PD",NA,2022,2,0,0,0,0,4,5,3,0,"Cockrell hill","Texas","cockrell hill",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SHENANDOAH PD",NA,2022,2,0,0,0,1,0,33,3,0,"Shenandoah","Texas","shenandoah",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LAGUNA VISTA PD",NA,2022,2,0,0,0,0,0,1,0,0,"Laguna vista","Texas","laguna vista",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ANTHONY PD",NA,2022,2,0,0,0,1,0,1,1,0,"Anthony","Texas","anthony",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HOWE PD",NA,2022,2,0,1,0,0,1,3,0,0,"Howe","Texas","howe",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DEAF SMITH CO SO",NA,2022,2,0,0,0,0,2,1,0,0,"Deaf smith co so","Texas","deaf smith co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","GROESBECK PD",NA,2022,2,0,0,0,2,1,2,0,0,"Groesbeck","Texas","groesbeck",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BREWSTER CO SO",NA,2022,2,0,0,0,1,0,3,0,0,"Brewster co so","Texas","brewster co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","EASTLAND PD",NA,2022,2,0,0,0,0,0,5,0,0,"Eastland","Texas","eastland",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WARD CO SO",NA,2022,2,0,0,0,1,5,6,2,0,"Ward co so","Texas","ward co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DAWSON CO SO",NA,2022,2,0,0,0,0,1,0,1,0,"Dawson co so","Texas","dawson co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SHAVANO PARK PD",NA,2022,2,0,0,0,0,0,7,2,0,"Shavano park","Texas","shavano park",1,NA,NA,NA,2022-02-01
NA,NA,"texas","COLUMBUS PD",NA,2022,2,0,0,0,0,0,7,3,0,"Columbus","Texas","columbus",1,NA,NA,NA,2022-02-01
NA,NA,"texas","KENEDY PD",NA,2022,2,0,1,0,1,2,9,1,0,"Kenedy","Texas","kenedy",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WEST COLUMBIA PD",NA,2022,2,0,0,0,3,1,2,0,0,"West columbia","Texas","west columbia",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WINNSBORO PD",NA,2022,2,0,0,1,0,0,0,0,0,"Winnsboro","Texas","winnsboro",1,NA,NA,NA,2022-02-01
NA,NA,"texas","BALLINGER PD",NA,2022,2,0,0,0,0,2,0,0,0,"Ballinger","Texas","ballinger",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CADDO MILLS PD",NA,2022,2,0,0,0,0,1,0,0,0,"Caddo mills","Texas","caddo mills",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SWEENY PD",NA,2022,2,0,1,0,0,0,2,0,0,"Sweeny","Texas","sweeny",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CHANDLER PD",NA,2022,2,0,0,0,1,0,1,0,0,"Chandler","Texas","chandler",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CLIFTON PD",NA,2022,2,0,0,0,0,1,3,0,0,"Clifton","Texas","clifton",1,NA,NA,NA,2022-02-01
NA,NA,"texas","TEAGUE PD",NA,2022,2,1,0,0,0,1,3,0,0,"Teague","Texas","teague",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CRANE PD",NA,2022,2,0,0,0,0,0,0,0,0,"Crane","Texas","crane",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DUBLIN PD",NA,2022,2,0,0,0,0,0,0,0,0,"Dublin","Texas","dublin",1,NA,NA,NA,2022-02-01
NA,NA,"texas","RENO PD (LAMAR CO)",NA,2022,2,0,0,0,0,1,3,0,0,"Reno  (lamar co)","Texas","reno  (lamar co)",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WEST ORANGE PD",NA,2022,2,0,0,1,4,0,10,1,0,"West orange","Texas","west orange",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CARSON CO SO",NA,2022,2,0,0,0,0,0,0,0,0,"Carson co so","Texas","carson co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LLANO PD",NA,2022,2,0,0,0,0,1,0,0,0,"Llano","Texas","llano",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CONCHO CO SO",NA,2022,2,0,0,0,1,0,0,0,0,"Concho co so","Texas","concho co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","COKE CO SO",NA,2022,2,0,1,0,0,2,2,0,0,"Coke co so","Texas","coke co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SHACKELFORD CO SO",NA,2022,2,0,0,0,0,0,0,0,0,"Shackelford co so","Texas","shackelford co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DILLEY PD",NA,2022,2,0,0,0,0,1,0,0,0,"Dilley","Texas","dilley",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DONLEY CO SO",NA,2022,2,0,0,0,1,1,0,0,0,"Donley co so","Texas","donley co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","PORT ARANSAS PD",NA,2022,2,0,0,0,2,1,4,1,1,"Port aransas","Texas","port aransas",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LAMB CO SO",NA,2022,2,0,0,0,1,0,2,0,0,"Lamb co so","Texas","lamb co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CASTRO CO SO",NA,2022,2,0,0,0,1,0,0,1,0,"Castro co so","Texas","castro co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","KARNES CITY PD",NA,2022,2,0,0,0,0,0,0,0,0,"Karnes city","Texas","karnes city",1,NA,NA,NA,2022-02-01
NA,NA,"texas","YOAKUM CO SO",NA,2022,2,0,0,0,2,0,4,0,0,"Yoakum co so","Texas","yoakum co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","GRAND SALINE PD",NA,2022,2,0,0,0,0,0,1,0,0,"Grand saline","Texas","grand saline",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ONALASKA PD",NA,2022,2,0,2,0,2,0,5,2,0,"Onalaska","Texas","onalaska",1,NA,NA,NA,2022-02-01
NA,NA,"texas","ZAVALA CO SO",NA,2022,2,0,2,0,1,1,1,1,0,"Zavala co so","Texas","zavala co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WEST LAKE HILLS PD",NA,2022,2,0,0,0,0,0,0,0,0,"West lake hills","Texas","west lake hills",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SAN SABA PD",NA,2022,2,0,0,0,2,0,0,0,0,"San saba","Texas","san saba",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HEMPHILL CO SO",NA,2022,2,0,0,0,0,18,3,0,0,"Hemphill co so","Texas","hemphill co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","EARLY PD",NA,2022,2,0,0,0,1,1,0,0,0,"Early","Texas","early",1,NA,NA,NA,2022-02-01
NA,NA,"texas","RUNNELS CO SO",NA,2022,2,0,0,0,0,0,1,0,0,"Runnels co so","Texas","runnels co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WHEELER CO SO",NA,2022,2,0,0,0,2,1,0,1,0,"Wheeler co so","Texas","wheeler co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","REAGAN CO SO",NA,2022,2,0,1,0,0,0,0,0,0,"Reagan co so","Texas","reagan co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HOLLYWOOD PARK PD",NA,2022,2,0,0,0,0,1,6,2,0,"Hollywood park","Texas","hollywood park",1,NA,NA,NA,2022-02-01
NA,NA,"texas","COMBES PD",NA,2022,2,0,0,0,0,0,4,0,0,"Combes","Texas","combes",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CACTUS PD",NA,2022,2,0,1,0,0,0,1,0,0,"Cactus","Texas","cactus",1,NA,NA,NA,2022-02-01
NA,NA,"texas","DOUBLE OAK PD",NA,2022,2,0,0,0,0,0,1,0,0,"Double oak","Texas","double oak",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CASTROVILLE PD",NA,2022,2,0,0,0,0,2,3,1,0,"Castroville","Texas","castroville",1,NA,NA,NA,2022-02-01
NA,NA,"texas","CROCKETT CO SO",NA,2022,2,0,0,0,0,0,0,0,0,"Crockett co so","Texas","crockett co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","NEEDVILLE PD",NA,2022,2,0,0,0,0,1,2,1,0,"Needville","Texas","needville",1,NA,NA,NA,2022-02-01
NA,NA,"texas","LYTLE PD",NA,2022,2,0,0,0,0,1,6,3,0,"Lytle","Texas","lytle",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HASKELL PD",NA,2022,2,0,0,0,0,0,0,0,0,"Haskell","Texas","haskell",1,NA,NA,NA,2022-02-01
NA,NA,"texas","OLNEY PD",NA,2022,2,0,0,0,0,1,1,0,0,"Olney","Texas","olney",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HARDEMAN CO SO",NA,2022,2,0,0,0,0,0,0,0,0,"Hardeman co so","Texas","hardeman co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","OAK RIDGE NORTH PD",NA,2022,2,0,0,0,0,0,1,0,0,"Oak ridge north","Texas","oak ridge north",1,NA,NA,NA,2022-02-01
NA,NA,"texas","STAMFORD PD",NA,2022,2,0,0,0,0,0,0,0,0,"Stamford","Texas","stamford",1,NA,NA,NA,2022-02-01
NA,NA,"texas","POTEET PD",NA,2022,2,0,0,0,1,5,2,0,0,"Poteet","Texas","poteet",1,NA,NA,NA,2022-02-01
NA,NA,"texas","FAIRFIELD PD",NA,2022,2,0,0,0,2,1,0,0,0,"Fairfield","Texas","fairfield",1,NA,NA,NA,2022-02-01
NA,NA,"texas","REAL CO SO",NA,2022,2,0,0,0,0,1,3,1,0,"Real co so","Texas","real co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","SHALLOWATER PD",NA,2022,2,0,0,0,0,0,0,0,0,"Shallowater","Texas","shallowater",1,NA,NA,NA,2022-02-01
NA,NA,"texas","NOLAN CO SO",NA,2022,2,0,0,0,0,1,1,0,0,"Nolan co so","Texas","nolan co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","TERRY CO SO",NA,2022,2,0,0,0,0,0,3,0,0,"Terry co so","Texas","terry co so",1,NA,NA,NA,2022-02-01
NA,NA,"texas","MAGNOLIA PD",NA,2022,2,0,0,0,0,2,1,0,0,"Magnolia","Texas","magnolia",1,NA,NA,NA,2022-02-01
NA,NA,"texas","FERRIS PD",NA,2022,2,0,0,0,0,1,3,0,0,"Ferris","Texas","ferris",1,NA,NA,NA,2022-02-01
NA,NA,"texas","RANCHO VIEJO PD",NA,2022,2,0,0,0,0,0,5,0,0,"Rancho viejo","Texas","rancho viejo",1,NA,NA,NA,2022-02-01
NA,NA,"texas","REFUGIO PD",NA,2022,2,0,0,0,0,2,2,0,0,"Refugio","Texas","refugio",1,NA,NA,NA,2022-02-01
NA,NA,"texas","HAMILTON PD",NA,2022,2,0,0,0,1,0,0,0,0,"Hamilton","Texas","hamilton",1,NA,NA,NA,2022-02-01
NA,NA,"texas","WALLER PD",NA,2022,2,0,0,0,0,0,1,0,0,"Waller","Texas","waller",1,NA,NA,NA,2022-02-01
