"city_state_id","city_state","Agency Name","State","date","Agency_Type"
"Omaha,NE,City","Omaha,NE","Omaha","NE","jul_25","City"
"Onslow,NC,County","Onslow,NC","Onslow","NC","jul_25","County"
"Orem,UT,City","Orem,UT","Orem","UT","jul_25","City"
"Oshkosh,WI,City","Oshkosh,WI","Oshkosh","WI","jul_25","City"
"Owensboro,KY,City","Owensboro,KY","Owensboro","KY","jul_25","City"
"Oxnard,CA,City","Oxnard,CA","Oxnard","CA","jul_25","City"
"Palatine,IL,City","Palatine,IL","Palatine","IL","jul_25","City"
"Palo Alto,CA,City","Palo Alto,CA","Palo Alto","CA","jul_25","City"
"Parker,CO,City","Parker,CO","Parker","CO","jul_25","City"
"Parker,TX,County","Parker,TX","Parker","TX","jul_25","County"
"Parma,OH,City","Parma,OH","Parma","OH","jul_25","City"
"Pasadena,CA,City","Pasadena,CA","Pasadena","CA","jul_25","City"
"Paterson,NJ,City","Paterson,NJ","Paterson","NJ","jul_25","City"
"Pawtucket,RI,City","Pawtucket,RI","Pawtucket","RI","jul_25","City"
"Pearland,TX,City","Pearland,TX","Pearland","TX","jul_25","City"
"Petaluma,CA,City","Petaluma,CA","Petaluma","CA","jul_25","City"
"Pflugerville,TX,City","Pflugerville,TX","Pflugerville","TX","jul_25","City"
"Pharr,TX,City","Pharr,TX","Pharr","TX","jul_25","City"
"Philadelphia,PA,City","Philadelphia,PA","Philadelphia","PA","jul_25","City"
"Phoenix,AZ,City","Phoenix,AZ","Phoenix","AZ","jul_25","City"
"Pima,AZ,County","Pima,AZ","Pima","AZ","jul_25","County"
"Pinal,AZ,County","Pinal,AZ","Pinal","AZ","jul_25","County"
"Pittsburgh,PA,City","Pittsburgh,PA","Pittsburgh","PA","jul_25","City"
"Pittsfield,MA,City","Pittsfield,MA","Pittsfield","MA","jul_25","City"
"Placer,CA,County","Placer,CA","Placer","CA","jul_25","County"
"Plano,TX,City","Plano,TX","Plano","TX","jul_25","City"
"Pleasanton,CA,City","Pleasanton,CA","Pleasanton","CA","jul_25","City"
"Plymouth,MN,City","Plymouth,MN","Plymouth","MN","jul_25","City"
"Pocatello,ID,City","Pocatello,ID","Pocatello","ID","jul_25","City"
"Pomona,CA,City","Pomona,CA","Pomona","CA","jul_25","City"
"Pontiac,MI,City","Pontiac,MI","Pontiac","MI","jul_25","City"
"Port Arthur,TX,City","Port Arthur,TX","Port Arthur","TX","jul_25","City"
"Porterville,CA,City","Porterville,CA","Porterville","CA","jul_25","City"
"Portland,OR,City","Portland,OR","Portland","OR","jul_25","City"
"Portsmouth,VA,City","Portsmouth,VA","Portsmouth","VA","jul_25","City"
"Prescott Valley,AZ,City","Prescott Valley,AZ","Prescott Valley","AZ","jul_25","City"
"Prince George's,MD,County","Prince George's,MD","Prince George's","MD","jul_25","County"
"Quincy,MA,City","Quincy,MA","Quincy","MA","jul_25","City"
"Raleigh,NC,City","Raleigh,NC","Raleigh","NC","jul_25","City"
"Reading,PA,City","Reading,PA","Reading","PA","jul_25","City"
"Redlands,CA,City","Redlands,CA","Redlands","CA","jul_25","City"
"Redmond,WA,City","Redmond,WA","Redmond","WA","jul_25","City"
"Redondo Beach,CA,City","Redondo Beach,CA","Redondo Beach","CA","jul_25","City"
"Redwood City,CA,City","Redwood City,CA","Redwood City","CA","jul_25","City"
"Revere,MA,City","Revere,MA","Revere","MA","jul_25","City"
"Richardson,TX,City","Richardson,TX","Richardson","TX","jul_25","City"
"Richland,WA,City","Richland,WA","Richland","WA","jul_25","City"
"Richmond,CA,City","Richmond,CA","Richmond","CA","jul_25","City"
"Richmond,VA,City","Richmond,VA","Richmond","VA","jul_25","City"
"Riverside,CA,City","Riverside,CA","Riverside","CA","jul_25","City"
"Rochester,MI,City","Rochester,MI","Rochester","MI","jul_25","City"
"Rochester,NY,City","Rochester,NY","Rochester","NY","jul_25","City"
"Rock Hill,SC,City","Rock Hill,SC","Rock Hill","SC","jul_25","City"
"Rockford,IL,City","Rockford,IL","Rockford","IL","jul_25","City"
"Rocklin,CA,City","Rocklin,CA","Rocklin","CA","jul_25","City"
"Rockwall,TX,City","Rockwall,TX","Rockwall","TX","jul_25","City"
"Roseville,CA,City","Roseville,CA","Roseville","CA","jul_25","City"
"Roswell,GA,City","Roswell,GA","Roswell","GA","jul_25","City"
"Round Rock,TX,City","Round Rock,TX","Round Rock","TX","jul_25","City"
"Rowlett,TX,City","Rowlett,TX","Rowlett","TX","jul_25","City"
"Royal Oak,MI,City","Royal Oak,MI","Royal Oak","MI","jul_25","City"
"Rutherford,TN,County","Rutherford,TN","Rutherford","TN","jul_25","County"
"Sacramento,CA,City","Sacramento,CA","Sacramento","CA","jul_25","City"
"Sacramento,CA,County","Sacramento,CA","Sacramento","CA","jul_25","County"
"Salt Lake City,UT,City","Salt Lake City,UT","Salt Lake City","UT","jul_25","City"
"San Angelo,TX,City","San Angelo,TX","San Angelo","TX","jul_25","City"
"San Antonio,TX,City","San Antonio,TX","San Antonio","TX","jul_25","City"
"San Diego,CA,City","San Diego,CA","San Diego","CA","jul_25","City"
"San Diego,CA,County","San Diego,CA","San Diego","CA","jul_25","County"
"San Francisco,CA,City","San Francisco,CA","San Francisco","CA","jul_25","City"
"San Jose,CA,City","San Jose,CA","San Jose","CA","jul_25","City"
"San Marcos,TX,City","San Marcos,TX","San Marcos","TX","jul_25","City"
"San Mateo,CA,City","San Mateo,CA","San Mateo","CA","jul_25","City"
"San Mateo,CA,County","San Mateo,CA","San Mateo","CA","jul_25","County"
"San Rafael,CA,City","San Rafael,CA","San Rafael","CA","jul_25","City"
"Santa Clara,CA,City","Santa Clara,CA","Santa Clara","CA","jul_25","City"
"Santa Cruz,CA,City","Santa Cruz,CA","Santa Cruz","CA","jul_25","City"
"Santa Cruz,CA,County","Santa Cruz,CA","Santa Cruz","CA","jul_25","County"
"Santa Fe,NM,City","Santa Fe,NM","Santa Fe","NM","jul_25","City"
"Santa Maria,CA,City","Santa Maria,CA","Santa Maria","CA","jul_25","City"
"Santa Rosa,CA,City","Santa Rosa,CA","Santa Rosa","CA","jul_25","City"
"Sarasota,FL,County","Sarasota,FL","Sarasota","FL","jul_25","County"
"Saratoga Springs,UT,City","Saratoga Springs,UT","Saratoga Springs","UT","jul_25","City"
"Saratoga,NY,County","Saratoga,NY","Saratoga","NY","jul_25","County"
"Schaumburg,IL,City","Schaumburg,IL","Schaumburg","IL","jul_25","City"
"Scottsdale,AZ,City","Scottsdale,AZ","Scottsdale","AZ","jul_25","City"
"Scranton,PA,City","Scranton,PA","Scranton","PA","jul_25","City"
"Seattle,WA,City","Seattle,WA","Seattle","WA","jul_25","City"
"Shawnee,KS,City","Shawnee,KS","Shawnee","KS","jul_25","City"
"Shelby Township,MI,City","Shelby Township,MI","Shelby Township","MI","jul_25","City"
"Shelby,TN,County","Shelby,TN","Shelby","TN","jul_25","County"
"Simi Valley,CA,City","Simi Valley,CA","Simi Valley","CA","jul_25","City"
"Sioux City,IA,City","Sioux City,IA","Sioux City","IA","jul_25","City"
"Sioux Falls,SD,City","Sioux Falls,SD","Sioux Falls","SD","jul_25","City"
"Skokie,IL,City","Skokie,IL","Skokie","IL","jul_25","City"
"Smith,TX,County","Smith,TX","Smith","TX","jul_25","County"
"Smyrna,TN,City","Smyrna,TN","Smyrna","TN","jul_25","City"
"Somerville,MA,City","Somerville,MA","Somerville","MA","jul_25","City"
"Sonoma,CA,County","Sonoma,CA","Sonoma","CA","jul_25","County"
"South Bend,IN,City","South Bend,IN","South Bend","IN","jul_25","City"
"South Jordan,UT,City","South Jordan,UT","South Jordan","UT","jul_25","City"
"South San Francisco,CA,City","South San Francisco,CA","South San Francisco","CA","jul_25","City"
"Southaven,MS,City","Southaven,MS","Southaven","MS","jul_25","City"
"Southfield,MI,City","Southfield,MI","Southfield","MI","jul_25","City"
"Spokane Valley,WA,City","Spokane Valley,WA","Spokane Valley","WA","jul_25","City"
"Spokane,WA,City","Spokane,WA","Spokane","WA","jul_25","City"
"Spotsylvania,VA,County","Spotsylvania,VA","Spotsylvania","VA","jul_25","County"
"Spring Hill,TN,City","Spring Hill,TN","Spring Hill","TN","jul_25","City"
"Springfield,MA,City","Springfield,MA","Springfield","MA","jul_25","City"
"Springfield,OH,City","Springfield,OH","Springfield","OH","jul_25","City"
"St Charles,MO,City","St Charles,MO","St Charles","MO","jul_25","City"
"St Joseph,MO,City","St Joseph,MO","St Joseph","MO","jul_25","City"
"St Louis,MO,City","St Louis,MO","St Louis","MO","jul_25","City"
"St Louis,MO,County","St Louis,MO","St Louis","MO","jul_25","County"
"St Mary's,MD,County","St Mary's,MD","St Mary's","MD","jul_25","County"
"St Peters,MO,City","St Peters,MO","St Peters","MO","jul_25","City"
"St. Clair Shores,MI,City","St. Clair Shores,MI","St. Clair Shores","MI","jul_25","City"
"St. Cloud,MN,City","St. Cloud,MN","St. Cloud","MN","jul_25","City"
"St. Paul,MN,City","St. Paul,MN","St. Paul","MN","jul_25","City"
"Stamford,CT,City","Stamford,CT","Stamford","CT","jul_25","City"
"State College,PA,City","State College,PA","State College","PA","jul_25","City"
"Sterling Heights,MI,City","Sterling Heights,MI","Sterling Heights","MI","jul_25","City"
"Stockton,CA,City","Stockton,CA","Stockton","CA","jul_25","City"
"Stratford,CT,City","Stratford,CT","Stratford","CT","jul_25","City"
"Suffolk,VA,City","Suffolk,VA","Suffolk","VA","jul_25","City"
"Sugar Land,TX,City","Sugar Land,TX","Sugar Land","TX","jul_25","City"
"Sunnyvale,CA,City","Sunnyvale,CA","Sunnyvale","CA","jul_25","City"
"Surprise,AZ,City","Surprise,AZ","Surprise","AZ","jul_25","City"
"Tacoma,WA,City","Tacoma,WA","Tacoma","WA","jul_25","City"
"Taunton,MA,City","Taunton,MA","Taunton","MA","jul_25","City"
"Taylor,MI,City","Taylor,MI","Taylor","MI","jul_25","City"
"Tempe,AZ,City","Tempe,AZ","Tempe","AZ","jul_25","City"
"Thornton,CO,City","Thornton,CO","Thornton","CO","jul_25","City"
"Thousand Oaks,CA,City","Thousand Oaks,CA","Thousand Oaks","CA","jul_25","City"
"Thurston,WA,County","Thurston,WA","Thurston","WA","jul_25","County"
"Tinley Park,IL,City","Tinley Park,IL","Tinley Park","IL","jul_25","City"
"Torrance,CA,City","Torrance,CA","Torrance","CA","jul_25","City"
"Tracy,CA,City","Tracy,CA","Tracy","CA","jul_25","City"
"Travis,TX,County","Travis,TX","Travis","TX","jul_25","County"
"Troy,MI,City","Troy,MI","Troy","MI","jul_25","City"
"Tucson,AZ,City","Tucson,AZ","Tucson","AZ","jul_25","City"
"Tulare,CA,City","Tulare,CA","Tulare","CA","jul_25","City"
"Tulare,CA,County","Tulare,CA","Tulare","CA","jul_25","County"
"Tulsa,OK,City","Tulsa,OK","Tulsa","OK","jul_25","City"
"Twin Falls,ID,City","Twin Falls,ID","Twin Falls","ID","jul_25","City"
"Tyler,TX,City","Tyler,TX","Tyler","TX","jul_25","City"
"Upper Darby,PA,City","Upper Darby,PA","Upper Darby","PA","jul_25","City"
"Utica,NY,City","Utica,NY","Utica","NY","jul_25","City"
"Vacaville,CA,City","Vacaville,CA","Vacaville","CA","jul_25","City"
"Vallejo,CA,City","Vallejo,CA","Vallejo","CA","jul_25","City"
"Ventura,CA,City","Ventura,CA","Ventura","CA","jul_25","City"
"Victoria,TX,City","Victoria,TX","Victoria","TX","jul_25","City"
"Virginia Beach,VA,City","Virginia Beach,VA","Virginia Beach","VA","jul_25","City"
"Visalia,CA,City","Visalia,CA","Visalia","CA","jul_25","City"
"Waco,TX,City","Waco,TX","Waco","TX","jul_25","City"
"Wake Forest,NC,City","Wake Forest,NC","Wake Forest","NC","jul_25","City"
"Wake,NC,County","Wake,NC","Wake","NC","jul_25","County"
"Walnut Creek,CA,City","Walnut Creek,CA","Walnut Creek","CA","jul_25","City"
"Waltham,MA,City","Waltham,MA","Waltham","MA","jul_25","City"
"Warren,MI,City","Warren,MI","Warren","MI","jul_25","City"
"Warren,OH,County","Warren,OH","Warren","OH","jul_25","County"
"Washington,DC,City","Washington,DC","Washington","DC","jul_25","City"
"Washington,MD,County","Washington,MD","Washington","MD","jul_25","County"
"Washington,OR,County","Washington,OR","Washington","OR","jul_25","County"
"Washtenaw,MI,County","Washtenaw,MI","Washtenaw","MI","jul_25","County"
"Waterbury,CT,City","Waterbury,CT","Waterbury","CT","jul_25","City"
"Waterford Township,MI,City","Waterford Township,MI","Waterford Township","MI","jul_25","City"
"Waterloo,IA,City","Waterloo,IA","Waterloo","IA","jul_25","City"
"Waukesha,WI,City","Waukesha,WI","Waukesha","WI","jul_25","City"
"Wayne Township,NJ,City","Wayne Township,NJ","Wayne Township","NJ","jul_25","City"
"West Allis,WI,City","West Allis,WI","West Allis","WI","jul_25","City"
"West Bloomfield Township,MI,City","West Bloomfield Township,MI","West Bloomfield Township","MI","jul_25","City"
"West Chester Township,OH,City","West Chester Township,OH","West Chester Township","OH","jul_25","City"
"West Covina,CA,City","West Covina,CA","West Covina","CA","jul_25","City"
"West Des Moines,IA,City","West Des Moines,IA","West Des Moines","IA","jul_25","City"
"West Hartford,CT,City","West Hartford,CT","West Hartford","CT","jul_25","City"
"West Jordan,UT,City","West Jordan,UT","West Jordan","UT","jul_25","City"
"West New York,NJ,City","West New York,NJ","West New York","NJ","jul_25","City"
"West Valley,UT,City","West Valley,UT","West Valley","UT","jul_25","City"
"Westfield,IN,City","Westfield,IN","Westfield","IN","jul_25","City"
"Westland,MI,City","Westland,MI","Westland","MI","jul_25","City"
"Westminster,CO,City","Westminster,CO","Westminster","CO","jul_25","City"
"Weymouth,MA,City","Weymouth,MA","Weymouth","MA","jul_25","City"
"Wichita Falls,TX,City","Wichita Falls,TX","Wichita Falls","TX","jul_25","City"
"Will,IL,County","Will,IL","Will","IL","jul_25","County"
"Williamson,TX,County","Williamson,TX","Williamson","TX","jul_25","County"
"Wilmington,NC,City","Wilmington,NC","Wilmington","NC","jul_25","City"
"Woodbury,MN,City","Woodbury,MN","Woodbury","MN","jul_25","City"
"Wright,MN,County","Wright,MN","Wright","MN","jul_25","County"
"Wylie,TX,City","Wylie,TX","Wylie","TX","jul_25","City"
"Wyoming,MI,City","Wyoming,MI","Wyoming","MI","jul_25","City"
"Yakima,WA,City","Yakima,WA","Yakima","WA","jul_25","City"
"Yorba Linda,CA,City","Yorba Linda,CA","Yorba Linda","CA","jul_25","City"
"Yuma,AZ,City","Yuma,AZ","Yuma","AZ","jul_25","City"
