"Crime_Type","Mean","SD","CI_Lower","CI_Upper"
"Aggravated Assault",186.784191620639,6.68349737137046,176.85234182622,194.559087224652
"Burglary",190.157940799399,7.85496163560457,178.647594840052,200.04666164897
"Theft",912.035427057161,36.7301615863518,856.030805212905,956.418106043253
"Murder",5.31651327795654,0.182324430725052,5.03191223783462,5.53502190041015
"Rape",21.2432246579117,0.866953639458249,19.947403943592,22.2664527643519
"Robbery",76.3597847213614,3.19241052394405,71.3242113501203,80.0822074206889
"Motor Vehicle Theft",215.050873155871,9.04409184338711,202.020814902336,225.320973156241
