"Crime_Type","Mean","SD","CI_Lower","CI_Upper"
"Aggravated Assault",187.065430623799,6.3715474819656,173.653579804981,197.69962206841
"Burglary",190.746229236962,6.56743967019703,177.646931833477,203.192248992922
"Theft",914.616586520477,31.4327905352597,849.638346874167,972.575109276566
"Murder",5.31172165045667,0.183087867756626,4.92923494300218,5.62028885199136
"Rape",21.292014357829,0.731165822264356,19.8561925866032,22.5536654532864
"Robbery",76.2307589171023,2.60662040905004,70.9438768167752,81.3698955172531
"Motor Vehicle Theft",216.730086752977,7.79894926787522,201.339024662009,231.287106230866
