"Crime_Type","Mean","SD","CI_Lower","CI_Upper"
"Aggravated Assault",188.075555104391,7.3522824847279,174.001521455472,202.822968747539
"Burglary",191.695237674832,7.51777192213584,177.77386212178,206.826192794177
"Theft",918.919563189832,35.6301911350584,851.922251639687,992.078926662749
"Murder",5.34076620674019,0.206771153322065,4.93490740714134,5.7354503485815
"Rape",21.3979677786065,0.838364428566732,19.83240518072,23.1083083701015
"Robbery",76.6031250737096,3.01280871006326,71.0034799060777,82.6658349267493
"Motor Vehicle Theft",217.445190167638,8.5893532924839,200.617267289588,234.643020259368
