"date","agency_name","state_name","agency_full","agency_abbr","location_full","region","population","source_link","agency_num","source_type","source_method","most_recent_month","in_national_sample","Last Updated"
2025-06-01,"Eugene","Oregon","Eugene, Oregon","Eugene, OR","Eugene, Oregon","West",178191,"https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Euless","Texas","Euless, Texas","Euless, TX","Euless, Texas","South",59722,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Evanston","Illinois","Evanston, Illinois","Evanston, IL","Evanston, Illinois","Midwest",74413,"https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Evansville","Indiana","Evansville, Indiana","Evansville, IN","Evansville, Indiana","Midwest",114950,"From IN",1,"State UCR","Provided by State UCR Program","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Everett","Massachusetts","Everett, Massachusetts","Everett, MA","Everett, Massachusetts","Northeast",49740,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Fairfax County","Virginia","Fairfax County, Virginia","Fairfax County, VA","Fairfax County, Virginia","South",1094031,"From VA",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fairfield","California","Fairfield, California","Fairfield, CA","Fairfield, California","West",119071,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fairfield","Connecticut","Fairfield, Connecticut","Fairfield, CT","Fairfield, Connecticut","Northeast",63588,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Fall River","Massachusetts","Fall River, Massachusetts","Fall River, MA","Fall River, Massachusetts","Northeast",93879,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fargo","North Dakota","Fargo, North Dakota","Fargo, ND","Fargo, North Dakota","Midwest",134268,"https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Farmington Hills","Michigan","Farmington Hills, Michigan","Farmington Hills, MI","Farmington Hills, Michigan","Midwest",82223,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fayetteville","North Carolina","Fayetteville, North Carolina","Fayetteville, NC","Fayetteville, North Carolina","South",209262,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Fishers","Indiana","Fishers, Indiana","Fishers, IN","Fishers, Indiana","Midwest",103247,"From IN",1,"State UCR","Provided by State UCR Program","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-01-01,"Flagstaff","Arizona","Flagstaff, Arizona","Flagstaff, AZ","Flagstaff, Arizona","West",75343,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","January 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-04-01,"Flint","Michigan","Flint, Michigan","Flint, MI","Flint, Michigan","Midwest",79234,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","April 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Florissant","Missouri","Florissant, Missouri","Florissant, MO","Florissant, Missouri","Midwest",51045,"https://showmecrime.mo.gov/",1,"State UCR","Open Source","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Flower Mound","Texas","Flower Mound, Texas","Flower Mound, TX","Flower Mound, Texas","South",79513,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fontana","California","Fontana, California","Fontana, CA","Fontana, California","West",214429,"https://www.fontanaca.gov/CivicAlerts.aspx?CID=32",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Forsyth County","Georgia","Forsyth County, Georgia","Forsyth County, GA","Forsyth County, Georgia","South",267417,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Forsyth County","North Carolina","Forsyth County, North Carolina","Forsyth County, NC","Forsyth County, North Carolina","South",111773,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fort Bend County","Texas","Fort Bend County, Texas","Fort Bend County, TX","Fort Bend County, Texas","South",578695,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fort Collins","Colorado","Fort Collins, Colorado","Fort Collins, CO","Fort Collins, Colorado","West",168886,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fort Smith","Arkansas","Fort Smith, Arkansas","Fort Smith, AR","Fort Smith, Arkansas","South",90417,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Fort Wayne","Indiana","Fort Wayne, Indiana","Fort Wayne, IN","Fort Wayne, Indiana","Midwest",269728,"https://www.fwpd.org/crime-statistics",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fort Worth","Texas","Fort Worth, Texas","Fort Worth, TX","Fort Worth, Texas","South",973722,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fountain Valley","California","Fountain Valley, California","Fountain Valley, CA","Fountain Valley, California","West",55419,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-01-01,"Framingham","Massachusetts","Framingham, Massachusetts","Framingham, MA","Framingham, Massachusetts","Northeast",70624,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","January 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Franklin","Tennessee","Franklin, Tennessee","Franklin, TN","Franklin, Tennessee","South",88315,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-01-01,"Fremont","California","Fremont, California","Fremont, CA","Fremont, California","West",220775,"https://www.fremontpolice.gov/",1,"Agency Aggregated","Provided by Agency","January 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Fresno","California","Fresno, California","Fresno, CA","Fresno, California","West",547134,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Frisco","Texas","Frisco, Texas","Frisco, TX","Frisco, Texas","South",228527,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Galveston","Texas","Galveston, Texas","Galveston, TX","Galveston, Texas","South",52810,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Gardena","California","Gardena, California","Gardena, CA","Gardena, California","West",57853,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Garland","Texas","Garland, Texas","Garland, TX","Garland, Texas","South",240051,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Gastonia","North Carolina","Gastonia, North Carolina","Gastonia, NC","Gastonia, North Carolina","South",83739,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Georgetown","Texas","Georgetown, Texas","Georgetown, TX","Georgetown, Texas","South",87871,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Gilbert","Arizona","Gilbert, Arizona","Gilbert, AZ","Gilbert, Arizona","West",278495,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Glendale","Arizona","Glendale, Arizona","Glendale, AZ","Glendale, Arizona","West",253768,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Glendale","California","Glendale, California","Glendale, CA","Glendale, California","West",185923,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Goodyear","Arizona","Goodyear, Arizona","Goodyear, AZ","Goodyear, Arizona","West",109929,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Grand Forks","North Dakota","Grand Forks, North Dakota","Grand Forks, ND","Grand Forks, North Dakota","Midwest",58470,"https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Grand Island","Nebraska","Grand Island, Nebraska","Grand Island, NE","Grand Island, Nebraska","Midwest",52264,"https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Grand Junction","Colorado","Grand Junction, Colorado","Grand Junction, CO","Grand Junction, Colorado","West",69240,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Grand Prairie","Texas","Grand Prairie, Texas","Grand Prairie, TX","Grand Prairie, Texas","South",205487,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Grand Rapids","Michigan","Grand Rapids, Michigan","Grand Rapids, MI","Grand Rapids, Michigan","Midwest",196019,"https://grpd-grandrapids.hub.arcgis.com/",1,"Agency RMS","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Grapevine","Texas","Grapevine, Texas","Grapevine, TX","Grapevine, Texas","South",51458,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Great Falls","Montana","Great Falls, Montana","Great Falls, MT","Great Falls, Montana","West",60358,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Greeley","Colorado","Greeley, Colorado","Greeley, CO","Greeley, Colorado","West",109183,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Green Bay","Wisconsin","Green Bay, Wisconsin","Green Bay, WI","Green Bay, Wisconsin","Midwest",105521,"From WI",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Green Township","Ohio","Green Township, Ohio","Green Township, OH","Green Township, Ohio","Midwest",59277,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Greensboro","North Carolina","Greensboro, North Carolina","Greensboro, NC","Greensboro, North Carolina","South",303237,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Greenville","North Carolina","Greenville, North Carolina","Greenville, NC","Greenville, North Carolina","South",90048,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Greenville","South Carolina","Greenville, South Carolina","Greenville, SC","Greenville, South Carolina","South",72961,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Greenwich","Connecticut","Greenwich, Connecticut","Greenwich, CT","Greenwich, Connecticut","Northeast",63777,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Greenwood","Indiana","Greenwood, Indiana","Greenwood, IN","Greenwood, Indiana","Midwest",66131,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Gresham","Oregon","Gresham, Oregon","Gresham, OR","Gresham, Oregon","West",110225,"https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Guilford County","North Carolina","Guilford County, North Carolina","Guilford County, NC","Guilford County, North Carolina","South",130423,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hall County","Georgia","Hall County, Georgia","Hall County, GA","Hall County, Georgia","South",148922,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-01-01,"Hamden","Connecticut","Hamden, Connecticut","Hamden, CT","Hamden, Connecticut","Northeast",60691,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","January 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hamilton Township","New Jersey","Hamilton Township, New Jersey","Hamilton Township, NJ","Hamilton Township, New Jersey","Northeast",120098,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Hamilton","Ohio","Hamilton, Ohio","Hamilton, OH","Hamilton, Ohio","Midwest",62705,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Hamilton County","Tennessee","Hamilton County, Tennessee","Hamilton County, TN","Hamilton County, Tennessee","South",124372,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hamilton County","Ohio","Hamilton County, Ohio","Hamilton County, OH","Hamilton County, Ohio","Midwest",122218,"From OH",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-01-01,"Hammond","Indiana","Hammond, Indiana","Hammond, IN","Hammond, Indiana","Midwest",75990,"From IN",1,"State UCR","Provided by State UCR Program","January 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hampton","Virginia","Hampton, Virginia","Hampton, VA","Hampton, Virginia","South",138533,"https://vsp.virginia.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hanover County","Virginia","Hanover County, Virginia","Hanover County, VA","Hanover County, Virginia","South",106595,"From VA",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Harlingen","Texas","Harlingen, Texas","Harlingen, TX","Harlingen, Texas","South",71581,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Harris County","Texas","Harris County, Texas","Harris County, TX","Harris County, Texas","South",2057899,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Harrisburg","Pennsylvania","Harrisburg, Pennsylvania","Harrisburg, PA","Harrisburg, Pennsylvania","Northeast",50229,"https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Harrisonburg","Virginia","Harrisonburg, Virginia","Harrisonburg, VA","Harrisonburg, Virginia","South",50928,"https://vsp.virginia.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hartford","Connecticut","Hartford, Connecticut","Hartford, CT","Hartford, Connecticut","Northeast",120710,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Haverford","Pennsylvania","Haverford, Pennsylvania","Haverford, PA","Haverford, Pennsylvania","Northeast",50505,"https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Haverhill","Massachusetts","Haverhill, Massachusetts","Haverhill, MA","Haverhill, Massachusetts","Northeast",67133,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hays County","Texas","Hays County, Texas","Hays County, TX","Hays County, Texas","South",130433,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hayward","California","Hayward, California","Hayward, CA","Hayward, California","West",153914,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hempstead Village","New York","Hempstead Village, New York","Hempstead Village, NY","Hempstead Village, New York","Northeast",58071,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Henderson","Nevada","Henderson, Nevada","Henderson, NV","Henderson, Nevada","West",337794,"https://nevadacrimestats.nv.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hendersonville","Tennessee","Hendersonville, Tennessee","Hendersonville, TN","Hendersonville, Tennessee","South",63291,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Henrico County","Virginia","Henrico County, Virginia","Henrico County, VA","Henrico County, Virginia","South",334046,"From VA",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Henry County","Georgia","Henry County, Georgia","Henry County, GA","Henry County, Georgia","South",172407,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hidalgo County","Texas","Hidalgo County, Texas","Hidalgo County, TX","Hidalgo County, Texas","South",260352,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"High Point","North Carolina","High Point, North Carolina","High Point, NC","High Point, North Carolina","South",115490,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hillsboro","Oregon","Hillsboro, Oregon","Hillsboro, OR","Hillsboro, Oregon","West",107459,"https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Hoboken","New Jersey","Hoboken, New Jersey","Hoboken, NJ","Hoboken, New Jersey","Northeast",56832,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Honolulu","Hawaii","Honolulu, Hawaii","Honolulu, HI","Honolulu, Hawaii","West",987546,"https://www.honolulupd.org/dashboard/crime-by-category/",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Houston","Texas","Houston, Texas","Houston, TX","Houston, Texas","South",2304406,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Howard County","Maryland","Howard County, Maryland","Howard County, MD","Howard County, Maryland","South",337780,"https://app.powerbigov.us/view?r=eyJrIjoiODhkYzI0OGUtYzUwZi00OWYzLThmNmYtMDhjNTQwMDJiOTc5IiwidCI6IjA1MzgxMzA4LTAzNjYtNGJiNy1hOTViLTk1MzA0YmQxMWE1OCJ9",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Huntersville","North Carolina","Huntersville, North Carolina","Huntersville, NC","Huntersville, North Carolina","South",63781,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Idaho Falls","Idaho","Idaho Falls, Idaho","Idaho Falls, ID","Idaho Falls, Idaho","West",68662,"https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Independence","Missouri","Independence, Missouri","Independence, MO","Independence, Missouri","Midwest",120326,"https://showmecrime.mo.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Indianapolis","Indiana","Indianapolis, Indiana","Indianapolis, IN","Indianapolis, Indiana","Midwest",887131,"https://www.indy.gov/agency/indianapolis-metropolitan-police-department",1,"Agency Aggregated","Provided by Agency","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Iowa City","Iowa","Iowa City, Iowa","Iowa City, IA","Iowa City, Iowa","Midwest",75396,"From IA",1,"State UCR","Provided by Agency","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Iredell County","North Carolina","Iredell County, North Carolina","Iredell County, NC","Iredell County, North Carolina","South",111895,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Irving","Texas","Irving, Texas","Irving, TX","Irving, Texas","South",255203,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Jackson","Tennessee","Jackson, Tennessee","Jackson, TN","Jackson, Tennessee","South",68470,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Jacksonville","North Carolina","Jacksonville, North Carolina","Jacksonville, NC","Jacksonville, North Carolina","South",69340,"From NC",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Jacksonville","Florida","Jacksonville, Florida","Jacksonville, FL","Jacksonville, Florida","South",983663,"https://experience.arcgis.com/experience/19c13ac6071947d2aaacf73586e3886e",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Janesville","Wisconsin","Janesville, Wisconsin","Janesville, WI","Janesville, Wisconsin","Midwest",66033,"From WI",1,"State UCR","Provided by State UCR Program","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Jefferson County","Colorado","Jefferson County, Colorado","Jefferson County, CO","Jefferson County, Colorado","West",194994,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Jefferson Parish","Louisiana","Jefferson Parish, Louisiana","Jefferson Parish, LA","Jefferson Parish, Louisiana","South",321980,"https://jpso.com/Archive.aspx?AMID=38",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Jefferson County","Missouri","Jefferson County, Missouri","Jefferson County, MO","Jefferson County, Missouri","Midwest",167018,"https://showmecrime.mo.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Jeffersonville","Indiana","Jeffersonville, Indiana","Jeffersonville, IN","Jeffersonville, Indiana","Midwest",51780,"From IN",1,"State UCR","Provided by State UCR Program","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Jersey City","New Jersey","Jersey City, New Jersey","Jersey City, NJ","Jersey City, New Jersey","Northeast",285117,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Johns Creek","Georgia","Johns Creek, Georgia","Johns Creek, GA","Johns Creek, Georgia","South",82646,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Johnson City","Tennessee","Johnson City, Tennessee","Johnson City, TN","Johnson City, Tennessee","South",73225,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Johnston County","North Carolina","Johnston County, North Carolina","Johnston County, NC","Johnston County, North Carolina","South",177923,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Joplin","Missouri","Joplin, Missouri","Joplin, MO","Joplin, Missouri","Midwest",52881,"https://showmecrime.mo.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-02-01,"Kalamazoo","Michigan","Kalamazoo, Michigan","Kalamazoo, MI","Kalamazoo, Michigan","Midwest",72565,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","February 2025",FALSE,"2025-08-27 14:02:08 EDT"
