"date","agency_name","state_name","agency_full","agency_abbr","location_full","region","population","source_link","agency_num","source_type","source_method","most_recent_month","in_national_sample","Last Updated"
2025-06-01,"Cambridge","Massachusetts","Cambridge, Massachusetts","Cambridge, MA","Cambridge, Massachusetts","Northeast",118960,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Canton Township","Michigan","Canton Township, Michigan","Canton Township, MI","Canton Township, Michigan","Midwest",98915,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Canton","Ohio","Canton, Ohio","Canton, OH","Canton, Ohio","Midwest",69164,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Carlsbad","California","Carlsbad, California","Carlsbad, CA","Carlsbad, California","West",113796,"https://crimestats.arjis.org/default.aspx",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Carmel","Indiana","Carmel, Indiana","Carmel, IN","Carmel, Indiana","Midwest",103013,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Carrollton","Texas","Carrollton, Texas","Carrollton, TX","Carrollton, Texas","South",134261,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cary","North Carolina","Cary, North Carolina","Cary, NC","Cary, North Carolina","South",182878,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Casa Grande","Arizona","Casa Grande, Arizona","Casa Grande, AZ","Casa Grande, Arizona","West",63228,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Castle Rock","Colorado","Castle Rock, Colorado","Castle Rock, CO","Castle Rock, Colorado","West",83546,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cedar Park","Texas","Cedar Park, Texas","Cedar Park, TX","Cedar Park, Texas","South",77464,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cedar Rapids","Iowa","Cedar Rapids, Iowa","Cedar Rapids, IA","Cedar Rapids, Iowa","Midwest",135777,"From IA",1,"State UCR","Provided by Agency","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Centennial","Colorado","Centennial, Colorado","Centennial, CO","Centennial, Colorado","West",104724,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Champaign","Illinois","Champaign, Illinois","Champaign, IL","Champaign, Illinois","Midwest",89687,"https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chandler","Arizona","Chandler, Arizona","Chandler, AZ","Chandler, Arizona","West",282419,"https://azcrimestatistics.azdps.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chapel Hill","North Carolina","Chapel Hill, North Carolina","Chapel Hill, NC","Chapel Hill, North Carolina","South",65066,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Charlotte","North Carolina","Charlotte, North Carolina","Charlotte, NC","Charlotte, North Carolina","South",979304,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chattanooga","Tennessee","Chattanooga, Tennessee","Chattanooga, TN","Chattanooga, Tennessee","South",185370,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cherry Hill Township","New Jersey","Cherry Hill Township, New Jersey","Cherry Hill Township, NJ","Cherry Hill Township, New Jersey","Northeast",78082,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chesapeake","Virginia","Chesapeake, Virginia","Chesapeake, VA","Chesapeake, Virginia","South",254051,"https://vsp.virginia.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chesterfield County","Virginia","Chesterfield County, Virginia","Chesterfield County, VA","Chesterfield County, Virginia","South",385204,"From VA",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cheyenne","Wyoming","Cheyenne, Wyoming","Cheyenne, WY","Cheyenne, Wyoming","West",64307,"https://crimestats.wyo.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chicago","Illinois","Chicago, Illinois","Chicago, IL","Chicago, Illinois","Midwest",2628298,"https://data.cityofchicago.org/Public-Safety/Crimes-2001-to-Present/ijzp-q8t2/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60block%60%2C%0A%20%20%60iucr%60%2C%0A%20%20%60primary_type%60%2C%0A%20%20%60description%60%2C%0A%20%20%60location_description%60%2C%0A%20%20%60arrest%60%2C%0A%20%20%60domestic%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60district%60%2C%0A%20%20%60ward%60%2C%0A%20%20%60community_area%60%2C%0A%20%20%60fbi_code%60%2C%0A%20%20%60x_coordinate%60%2C%0A%20%20%60y_coordinate%60%2C%0A%20%20%60year%60%2C%0A%20%20%60updated_on%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60location%60%2C%0A%20%20%60%3A%40computed_region_awaf_s7ux%60%2C%0A%20%20%60%3A%40computed_region_6mkv_f3dw%60%2C%0A%20%20%60%3A%40computed_region_vrxf_vc4k%60%2C%0A%20%20%60%3A%40computed_region_bdys_3d7i%60%2C%0A%20%20%60%3A%40computed_region_43wa_7qmu%60%2C%0A%20%20%60%3A%40computed_region_rpca_8um6%60%2C%0A%20%20%60%3A%40computed_region_d9mm_jgwp%60%2C%0A%20%20%60%3A%40computed_region_d3ds_rm58%60%2C%0A%20%20%60%3A%40computed_region_8hcu_yrd4%60%0AORDER%20BY%20%60date%60%20DESC%20NULL%20FIRST/page/filter",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chico","California","Chico, California","Chico, CA","Chico, California","West",100896,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chicopee","Massachusetts","Chicopee, Massachusetts","Chicopee, MA","Chicopee, Massachusetts","Northeast",55043,"https://www.mass.gov/crime-statistics",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chino","California","Chino, California","Chino, CA","Chino, California","West",94162,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Chula Vista","California","Chula Vista, California","Chula Vista, CA","Chula Vista, California","West",280748,"https://crimestats.arjis.org/default.aspx",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cicero","Illinois","Cicero, Illinois","Cicero, IL","Cicero, Illinois","Midwest",80455,"https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cincinnati","Ohio","Cincinnati, Ohio","Cincinnati, OH","Cincinnati, Ohio","Midwest",309484,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Citrus Heights","California","Citrus Heights, California","Citrus Heights, CA","Citrus Heights, California","West",85894,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Clackamas County","Oregon","Clackamas County, Oregon","Clackamas County, OR","Clackamas County, Oregon","West",243311,"https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",1,"State UCR","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Clarksville","Tennessee","Clarksville, Tennessee","Clarksville, TN","Clarksville, Tennessee","South",181916,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Cleveland","Ohio","Cleveland, Ohio","Cleveland, OH","Cleveland, Ohio","Midwest",358146,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Clifton","New Jersey","Clifton, New Jersey","Clifton, NJ","Clifton, New Jersey","Northeast",88361,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Clinton Township","Michigan","Clinton Township, Michigan","Clinton Township, MI","Clinton Township, Michigan","Midwest",99012,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Coeur D Alene","Idaho","Coeur D Alene, Idaho","Coeur D Alene, ID","Coeur D Alene, Idaho","West",57653,"https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Colerain Township","Ohio","Colerain Township, Ohio","Colerain Township, OH","Colerain Township, Ohio","Midwest",58268,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"College Station","Texas","College Station, Texas","College Station, TX","College Station, Texas","South",126136,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Collierville","Tennessee","Collierville, Tennessee","Collierville, TN","Collierville, Tennessee","South",51686,"https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Colonie Town","New York","Colonie Town, New York","Colonie Town, NY","Colonie Town, New York","Northeast",80724,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Colorado Springs","Colorado","Colorado Springs, Colorado","Colorado Springs, CO","Colorado Springs, Colorado","West",489254,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Columbia","Missouri","Columbia, Missouri","Columbia, MO","Columbia, Missouri","Midwest",129602,"https://showmecrime.mo.gov/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Columbus","Ohio","Columbus, Ohio","Columbus, OH","Columbus, Ohio","Midwest",908834,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Commerce City","Colorado","Commerce City, Colorado","Commerce City, CO","Commerce City, Colorado","West",67851,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Concord","California","Concord, California","Concord, CA","Concord, California","West",121331,"https://www.cityofconcord.org/1197/2024-Crime-Statistics",1,"Agency Aggregated","Open Source","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Concord","North Carolina","Concord, North Carolina","Concord, NC","Concord, North Carolina","South",111915,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Conroe","Texas","Conroe, Texas","Conroe, TX","Conroe, Texas","South",106904,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Conway","Arkansas","Conway, Arkansas","Conway, AR","Conway, Arkansas","South",69315,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Coon Rapids","Minnesota","Coon Rapids, Minnesota","Coon Rapids, MN","Coon Rapids, Minnesota","Midwest",62391,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Corona","California","Corona, California","Corona, CA","Corona, California","West",160590,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Corpus Christi","Texas","Corpus Christi, Texas","Corpus Christi, TX","Corpus Christi, Texas","South",315340,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-04-01,"Corvallis","Oregon","Corvallis, Oregon","Corvallis, OR","Corvallis, Oregon","West",61474,"https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",1,"State UCR","Open Source","April 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-05-01,"Council Bluffs","Iowa","Council Bluffs, Iowa","Council Bluffs, IA","Council Bluffs, Iowa","Midwest",62214,"From IA",1,"State UCR","Provided by Agency","May 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cranston","Rhode Island","Cranston, Rhode Island","Cranston, RI","Cranston, Rhode Island","Northeast",82484,"https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Cuyahoga Falls","Ohio","Cuyahoga Falls, Ohio","Cuyahoga Falls, OH","Cuyahoga Falls, Ohio","Midwest",50459,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Dallas","Texas","Dallas, Texas","Dallas, TX","Dallas, Texas","South",1304989,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Daly City","California","Daly City, California","Daly City, CA","Daly City, California","West",97774,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Danbury","Connecticut","Danbury, Connecticut","Danbury, CT","Danbury, Connecticut","Northeast",87327,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Davenport","Iowa","Davenport, Iowa","Davenport, IA","Davenport, Iowa","Midwest",99911,"From IA",1,"State UCR","Provided by Agency","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-03-01,"Davidson County","North Carolina","Davidson County, North Carolina","Davidson County, NC","Davidson County, North Carolina","South",120877,"From NC",1,"State UCR","Provided by State UCR Program","March 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Davis","California","Davis, California","Davis, CA","Davis, California","West",67193,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Dayton","Ohio","Dayton, Ohio","Dayton, OH","Dayton, Ohio","Midwest",135181,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Dearborn Heights","Michigan","Dearborn Heights, Michigan","Dearborn Heights, MI","Dearborn Heights, Michigan","Midwest",61420,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Dearborn","Michigan","Dearborn, Michigan","Dearborn, MI","Dearborn, Michigan","Midwest",106747,"https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Decatur","Illinois","Decatur, Illinois","Decatur, IL","Decatur, Illinois","Midwest",68301,"https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Delaware County","Ohio","Delaware County, Ohio","Delaware County, OH","Delaware County, Ohio","Midwest",104939,"From OH",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Denton","Texas","Denton, Texas","Denton, TX","Denton, Texas","South",155215,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Denton County","Texas","Denton County, Texas","Denton County, TX","Denton County, Texas","South",160587,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Denver","Colorado","Denver, Colorado","Denver, CO","Denver, Colorado","West",712222,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Des Moines","Iowa","Des Moines, Iowa","Des Moines, IA","Des Moines, Iowa","Midwest",209658,"From IA",1,"State UCR","Provided by Agency","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-02-01,"Des Plaines","Illinois","Des Plaines, Illinois","Des Plaines, IL","Des Plaines, Illinois","Midwest",57672,"https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",1,"State UCR","Open Source","February 2025",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Desoto","Texas","Desoto, Texas","Desoto, TX","Desoto, Texas","South",56257,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Detroit","Michigan","Detroit, Michigan","Detroit, MI","Detroit, Michigan","Midwest",615501,"https://data.detroitmi.gov/datasets/rms-crime-incidents",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Douglas County","Colorado","Douglas County, Colorado","Douglas County, CO","Douglas County, Colorado","West",219477,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Draper","Utah","Draper, Utah","Draper, UT","Draper, Utah","West",50588,"https://bci.utah.gov/crime-in-utah-dashboards/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Dublin","Ohio","Dublin, Ohio","Dublin, OH","Dublin, Ohio","Midwest",48827,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Dubuque","Iowa","Dubuque, Iowa","Dubuque, IA","Dubuque, Iowa","Midwest",58492,"From IA",1,"State UCR","Provided by Agency","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Duluth","Minnesota","Duluth, Minnesota","Duluth, MN","Duluth, Minnesota","Midwest",86570,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Dunwoody","Georgia","Dunwoody, Georgia","Dunwoody, GA","Dunwoody, Georgia","South",52505,"https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Durham","North Carolina","Durham, North Carolina","Durham, NC","Durham, North Carolina","South",295788,"From NC",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Eagan","Minnesota","Eagan, Minnesota","Eagan, MN","Eagan, Minnesota","Midwest",66943,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"East Baton Rouge Parish","Louisiana","East Baton Rouge Parish, Louisiana","East Baton Rouge Parish, LA","East Baton Rouge Parish, Louisiana","South",197853,"https://data.brla.gov/Public-Safety/EBR-Sheriff-s-Office-Crime-Incidents/7y8j-nrht/explore/query/SELECT%0A%20%20%60incident_number%60%2C%0A%20%20%60charge_id%60%2C%0A%20%20%60charge_date%60%2C%0A%20%20%60report_date%60%2C%0A%20%20%60approved_date%60%2C%0A%20%20%60attempted_committed%60%2C%0A%20%20%60street%60%2C%0A%20%20%60street_2%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60postal_code%60%2C%0A%20%20%60district%60%2C%0A%20%20%60zone%60%2C%0A%20%20%60sub_zone%60%2C%0A%20%20%60statute_title%60%2C%0A%20%20%60statute_description%60%2C%0A%20%20%60statute_category%60%2C%0A%20%20%60crime_against%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60offense_description%60%2C%0A%20%20%60census_block_group%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60crime_prevention_district%60%2C%0A%20%20%60neighborhood%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60report_date%60%20DESC%20NULL%20FIRST/page/filter",1,"Agency RMS","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"East Hartford","Connecticut","East Hartford, Connecticut","East Hartford, CT","East Hartford, Connecticut","Northeast",50625,"https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Eau Claire","Wisconsin","Eau Claire, Wisconsin","Eau Claire, WI","Eau Claire, Wisconsin","Midwest",69859,"From WI",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Eden Prairie","Minnesota","Eden Prairie, Minnesota","Eden Prairie, MN","Eden Prairie, Minnesota","Midwest",61645,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Edina","Minnesota","Edina, Minnesota","Edina, MN","Edina, Minnesota","Midwest",51980,"https://cde.state.mn.us/",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Edinburg","Texas","Edinburg, Texas","Edinburg, TX","Edinburg, Texas","South",106137,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"El Cajon","California","El Cajon, California","El Cajon, CA","El Cajon, California","West",103569,"https://crimestats.arjis.org/default.aspx",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"El Dorado County","California","El Dorado County, California","El Dorado County, CA","El Dorado County, California","West",162436,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"El Monte","California","El Monte, California","El Monte, CA","El Monte, California","West",103463,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"El Paso County","Colorado","El Paso County, Colorado","El Paso County, CO","El Paso County, Colorado","West",207095,"https://coloradocrimestats.state.co.us/public/View/dispview.aspx",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"El Paso","Texas","El Paso, Texas","El Paso, TX","El Paso, Texas","South",676665,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"El Paso County","Texas","El Paso County, Texas","El Paso County, TX","El Paso County, Texas","South",116599,"https://txucr.nibrs.com/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Elizabeth","New Jersey","Elizabeth, New Jersey","Elizabeth, NJ","Elizabeth, New Jersey","Northeast",133578,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Elk Grove","California","Elk Grove, California","Elk Grove, CA","Elk Grove, California","West",177976,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2024-12-01,"Elkhart","Indiana","Elkhart, Indiana","Elkhart, IN","Elkhart, Indiana","Midwest",53773,"From IN",1,"State UCR","Provided by State UCR Program","December 2024",FALSE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Elyria","Ohio","Elyria, Ohio","Elyria, OH","Elyria, Ohio","Midwest",53024,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Enid","Oklahoma","Enid, Oklahoma","Enid, OK","Enid, Oklahoma","South",50168,"https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",1,"Crime Data Explorer","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Erie","Pennsylvania","Erie, Pennsylvania","Erie, PA","Erie, Pennsylvania","Northeast",92920,"https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",1,"State UCR","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Escondido","California","Escondido, California","Escondido, CA","Escondido, California","West",149837,"https://crimestats.arjis.org/default.aspx",1,"Agency Aggregated","Open Source","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
2025-06-01,"Euclid","Ohio","Euclid, Ohio","Euclid, OH","Euclid, Ohio","Midwest",48170,"https://ocjs.ohio.gov/",1,"State UCR","Provided by State UCR Program","June 2025",TRUE,"2025-08-27 14:02:08 EDT"
