"agency_name","state_name","is_county","address","lat","long"
"Port Arthur","Texas",FALSE,"Port Arthur, Texas",29.8716577,-93.9332302
"Portland","Oregon",FALSE,"Portland, Oregon",45.5202471,-122.674194
"Portsmouth","Virginia",FALSE,"Portsmouth, Virginia",36.8320081,-76.297699
"Prescott Valley","Arizona",FALSE,"Prescott Valley, Arizona",34.5950776,-112.3338634
"Prince George's County","Maryland",TRUE,"Prince George's County, Maryland",38.803929,-76.8518695
"Prince William County","Virginia",TRUE,"Prince William County, Virginia",38.7389846,-77.5536743
"Providence","Rhode Island",FALSE,"Providence, Rhode Island",41.8239891,-71.4128343
"Pueblo","Colorado",FALSE,"Pueblo, Colorado",38.263995,-104.6141867
"Quincy","Massachusetts",FALSE,"Quincy, Massachusetts",42.2509914,-71.0037374
"Raleigh","North Carolina",FALSE,"Raleigh, North Carolina",35.7803977,-78.6390989
"Rapid City","South Dakota",FALSE,"Rapid City, South Dakota",44.0806041,-103.228023
"Reading","Pennsylvania",FALSE,"Reading, Pennsylvania",40.335345,-75.9279495
"Redlands","California",FALSE,"Redlands, California",34.0550328,-117.1827445
"Reno","Nevada",FALSE,"Reno, Nevada",39.5261206,-119.8126581
"Revere","Massachusetts",FALSE,"Revere, Massachusetts",42.4084302,-71.0119948
"Richardson","Texas",FALSE,"Richardson, Texas",32.9481789,-96.7297206
"Richmond","California",FALSE,"Richmond, California",37.9357576,-122.347748
"Richmond","Virginia",FALSE,"Richmond, Virginia",37.5385087,-77.43428
"Riverside","California",FALSE,"Riverside, California",33.9824949,-117.374238
"Roanoke","Virginia",FALSE,"Roanoke, Virginia",37.270973,-79.9414313
"Rochester","Minnesota",FALSE,"Rochester, Minnesota",44.0234387,-92.4630182
"Rochester","New York",FALSE,"Rochester, New York",43.157285,-77.615214
"Rockford","Illinois",FALSE,"Rockford, Illinois",42.2713945,-89.093966
"Rockwall","Texas",FALSE,"Rockwall, Texas",32.8923464,-96.4066987
"Round Rock","Texas",FALSE,"Round Rock, Texas",30.5085915,-97.6788056
"Rowlett","Texas",FALSE,"Rowlett, Texas",32.9029017,-96.56388
"Royal Oak","Michigan",FALSE,"Royal Oak, Michigan",42.4894801,-83.1446485
"Rutherford County","Tennessee",TRUE,"Rutherford County, Tennessee",35.8563421,-86.4205249
"Salem","Oregon",FALSE,"Salem, Oregon",44.9391565,-123.033121
"Salt Lake City","Utah",FALSE,"Salt Lake City, Utah",40.7596198,-111.886797
"San Angelo","Texas",FALSE,"San Angelo, Texas",31.4649685,-100.4405094
"San Antonio","Texas",FALSE,"San Antonio, Texas",29.4246002,-98.4951405
"San Bernardino","California",FALSE,"San Bernardino, California",34.8253019,-116.0833144
"San Diego","California",FALSE,"San Diego, California",32.7174202,-117.162772
"San Diego County","California",TRUE,"San Diego County, California",32.9637838,-116.7706277
"San Francisco","California",FALSE,"San Francisco, California",37.7792588,-122.4193286
"San Jose","California",FALSE,"San Jose, California",37.3361663,-121.890591
"San Juan","Puerto Rico",FALSE,"San Juan, Puerto Rico",18.38423905,-66.0534399736473
"San Marcos","Texas",FALSE,"San Marcos, Texas",29.8826436,-97.9405828
"Sarasota County","Florida",TRUE,"Sarasota County, Florida",27.1813609,-82.3609195
"Schaumburg","Illinois",FALSE,"Schaumburg, Illinois",42.0333608,-88.083406
"Scottsdale","Arizona",FALSE,"Scottsdale, Arizona",33.4942189,-111.926018
"Scranton","Pennsylvania",FALSE,"Scranton, Pennsylvania",41.4086874,-75.6621294
"Seattle","Washington",FALSE,"Seattle, Washington",47.6038321,-122.330062
"Shelby Township","Michigan",FALSE,"Shelby Township, Michigan",43.5974492,-86.3379509185505
"Shelby County","Tennessee",TRUE,"Shelby County, Tennessee",35.1782557,-89.8739775
"Sioux Falls","South Dakota",FALSE,"Sioux Falls, South Dakota",43.5476008,-96.7293629
"Skokie","Illinois",FALSE,"Skokie, Illinois",42.0262972,-87.7521069
"Smith County","Texas",TRUE,"Smith County, Texas",32.3402898,-95.2563971
"Somerville","Massachusetts",FALSE,"Somerville, Massachusetts",42.3875968,-71.0994968
"Sonoma County","California",TRUE,"Sonoma County, California",38.5110803,-122.8473388
"South Bend","Indiana",FALSE,"South Bend, Indiana",41.6833813,-86.2500066
"Southaven","Mississippi",FALSE,"Southaven, Mississippi",34.9873822,-90.0034862
"Southfield","Michigan",FALSE,"Southfield, Michigan",42.4733689,-83.2218731
"Sparks","Nevada",FALSE,"Sparks, Nevada",39.5404679,-119.7487235
"Spokane","Washington",FALSE,"Spokane, Washington",47.6571934,-117.42351
"Spotsylvania County","Virginia",TRUE,"Spotsylvania County, Virginia",38.1880936,-77.6741751
"Springfield","Illinois",FALSE,"Springfield, Illinois",39.7990175,-89.6439575
"Springfield","Massachusetts",FALSE,"Springfield, Massachusetts",42.1018764,-72.5886727
"Springfield","Missouri",FALSE,"Springfield, Missouri",37.2081729,-93.2922715
"Springfield","Ohio",FALSE,"Springfield, Ohio",39.9234046,-83.810138
"Springfield","Oregon",FALSE,"Springfield, Oregon",44.0462362,-123.0220289
"St Charles","Missouri",FALSE,"St Charles, Missouri",38.7877791,-90.6747372
"St Charles County","Missouri",TRUE,"St Charles County, Missouri",38.7877791,-90.6747372
"St Joseph","Missouri",FALSE,"St Joseph, Missouri",39.7686055,-94.8466322
"St Louis","Missouri",FALSE,"St Louis, Missouri",38.6280278,-90.1910154
"St Louis County","Missouri",TRUE,"St Louis County, Missouri",38.6398744,-90.5188127750124
"St Peters","Missouri",FALSE,"St Peters, Missouri",38.791612,-90.5958468
"St. Clair Shores","Michigan",FALSE,"St. Clair Shores, Michigan",42.4969652,-82.8890965
"St. Cloud","Minnesota",FALSE,"St. Cloud, Minnesota",45.5616075,-94.1642004
"St. Paul","Minnesota",FALSE,"St. Paul, Minnesota",44.9497487,-93.0931028
"Stafford County","Virginia",TRUE,"Stafford County, Virginia",38.4167265,-77.4579783
"Stamford","Connecticut",FALSE,"Stamford, Connecticut",41.0534302,-73.5387341
"Stark County","Ohio",TRUE,"Stark County, Ohio",40.7214654,-81.4399734
"State College","Pennsylvania",FALSE,"State College, Pennsylvania",40.7944504,-77.8616386
"Sterling Heights","Michigan",FALSE,"Sterling Heights, Michigan",42.5803122,-83.0302033
"Stockton","California",FALSE,"Stockton, California",37.9577016,-121.290779
"Stratford","Connecticut",FALSE,"Stratford, Connecticut",41.1845415,-73.1331651
"Suffolk","Virginia",FALSE,"Suffolk, Virginia",36.7281341,-76.5834683
"Sugar Land","Texas",FALSE,"Sugar Land, Texas",29.6196787,-95.6349463
"Surprise","Arizona",FALSE,"Surprise, Arizona",33.629247,-112.3681428
"Tacoma","Washington",FALSE,"Tacoma, Washington",47.2455013,-122.438329
"Taunton","Massachusetts",FALSE,"Taunton, Massachusetts",41.9019257,-71.0931485
"Taylor","Michigan",FALSE,"Taylor, Michigan",42.240872,-83.2696509
"Tempe","Arizona",FALSE,"Tempe, Arizona",33.4255117,-111.940016
"Temple","Texas",FALSE,"Temple, Texas",31.098207,-97.3427847
"Texas City","Texas",FALSE,"Texas City, Texas",29.396013,-94.9175485
"Thornton","Colorado",FALSE,"Thornton, Colorado",39.8695516,-104.985181
"Tigard","Oregon",FALSE,"Tigard, Oregon",45.4307473,-122.771933
"Tinley Park","Illinois",FALSE,"Tinley Park, Illinois",41.5733669,-87.7844944
"Toa Alta","Puerto Rico",FALSE,"Toa Alta, Puerto Rico",18.3586783,-66.2460109920447
"Toa Baja","Puerto Rico",FALSE,"Toa Baja, Puerto Rico",18.4426255,-66.2545652
"Toledo","Ohio",FALSE,"Toledo, Ohio",41.6529143,-83.5378173
"Tracy","California",FALSE,"Tracy, California",37.7385507,-121.420139
"Travis County","Texas",TRUE,"Travis County, Texas",30.2878569,-97.7561392
"Troy","Michigan",FALSE,"Troy, Michigan",42.6055893,-83.1499304
"Trujillo Alto","Puerto Rico",FALSE,"Trujillo Alto, Puerto Rico",18.33707575,-66.0017421027996
"Tucson","Arizona",FALSE,"Tucson, Arizona",32.2228765,-110.974847
"Twin Falls","Idaho",FALSE,"Twin Falls, Idaho",42.5558542,-114.4700684
"Tyler","Texas",FALSE,"Tyler, Texas",32.3512601,-95.3010624
"Upper Darby","Pennsylvania",FALSE,"Upper Darby, Pennsylvania",39.9284459,-75.2737955
"Vallejo","California",FALSE,"Vallejo, California",38.1040864,-122.2566367
"Vega Baja","Puerto Rico",FALSE,"Vega Baja, Puerto Rico",18.41776575,-66.3994474204391
"Victoria","Texas",FALSE,"Victoria, Texas",28.8026443,-96.9766308
"Virginia Beach","Virginia",FALSE,"Virginia Beach, Virginia",36.8496579,-75.9760751
"Waco","Texas",FALSE,"Waco, Texas",31.5491899,-97.1474628
"Waltham","Massachusetts",FALSE,"Waltham, Massachusetts",42.3756401,-71.2358004
"Warren","Michigan",FALSE,"Warren, Michigan",42.4932575,-83.0062746
"Warren County","Ohio",TRUE,"Warren County, Ohio",39.4203978,-84.180897
"Warwick","Rhode Island",FALSE,"Warwick, Rhode Island",41.6992717,-71.4586114
"Washington","District of Columbia",FALSE,"Washington, District of Columbia",38.8950368,-77.0365427
"Washington County","Maryland",TRUE,"Washington County, Maryland",39.5893502,-77.710254
"Washington County","Oregon",TRUE,"Washington County, Oregon",45.5601883,-123.0587907
"Washoe County","Nevada",TRUE,"Washoe County, Nevada",40.5849048,-119.6131606
"Washtenaw County","Michigan",TRUE,"Washtenaw County, Michigan",42.2582044,-83.8440853
"Waterbury","Connecticut",FALSE,"Waterbury, Connecticut",41.5538091,-73.0438362
"Waterford Township","Michigan",FALSE,"Waterford Township, Michigan",42.6706391,-83.3896241
"West Bloomfield Township","Michigan",FALSE,"West Bloomfield Township, Michigan",42.5684073,-83.3740333
"West Chester Township","Ohio",FALSE,"West Chester Township, Ohio",39.3359319,-84.415561556654
"West Hartford","Connecticut",FALSE,"West Hartford, Connecticut",41.7620447,-72.7420399
"West Haven","Connecticut",FALSE,"West Haven, Connecticut",41.2706527,-72.9470471
"Westland","Michigan",FALSE,"Westland, Michigan",42.3238056,-83.4005321
"Westminster","California",FALSE,"Westminster, California",33.7578725,-117.9859054
"Westminster","Colorado",FALSE,"Westminster, Colorado",39.8366528,-105.0372046
"Weymouth","Massachusetts",FALSE,"Weymouth, Massachusetts",42.2212188,-70.9391625
"Wichita Falls","Texas",FALSE,"Wichita Falls, Texas",33.9004572,-98.5020777
"Will County","Illinois",TRUE,"Will County, Illinois",41.4194058,-87.9994754
"Williamson County","Texas",TRUE,"Williamson County, Texas",30.6580927,-97.6041649
"Woodbury","Minnesota",FALSE,"Woodbury, Minnesota",44.919896,-92.9339449
"Worcester","Massachusetts",FALSE,"Worcester, Massachusetts",42.2625621,-71.8018877
"Wright County","Minnesota",TRUE,"Wright County, Minnesota",45.1489061,-93.9639196
"Wylie","Texas",FALSE,"Wylie, Texas",33.0151561,-96.5388038
"Wyoming","Michigan",FALSE,"Wyoming, Michigan",42.9132581,-85.7057035
"Youngstown","Ohio",FALSE,"Youngstown, Ohio",41.1035786,-80.6520161
"Yuma","Arizona",FALSE,"Yuma, Arizona",32.723268,-114.6179954
