"city_state","date"
"Abilene,TX","feb_26"
"Abington,PA","feb_26"
"Ada,ID","feb_26"
"Adams,CO","feb_26"
"Alameda,CA","feb_26"
"Alameda,CA","feb_26"
"Albany,GA","feb_26"
"Albany,OR","feb_26"
"Albuquerque,NM","feb_26"
"Aliso Viejo,CA","feb_26"
"Allen,TX","feb_26"
"Allentown,PA","feb_26"
"Anaheim,CA","feb_26"
"Anderson,SC","feb_26"
"Ankeny,IA","feb_26"
"Ann Arbor,MI","feb_26"
"Antioch,CA","feb_26"
"Apex,NC","feb_26"
"Apple Valley,MN","feb_26"
"Appleton,WI","feb_26"
"Arcadia,CA","feb_26"
"Arlington Heights,IL","feb_26"
"Arlington,TX","feb_26"
"Arvada,CO","feb_26"
"Asheville,NC","feb_26"
"Atlanta,GA","feb_26"
"Aurora,CO","feb_26"
"Austin,TX","feb_26"
"Avondale,AZ","feb_26"
"Bakersfield,CA","feb_26"
"Baldwin Park,CA","feb_26"
"Baltimore,MD","feb_26"
"Baltimore,MD","feb_26"
"Bartlett,TN","feb_26"
"Baton Rouge,LA","feb_26"
"Battle Creek,MI","feb_26"
"Baytown,TX","feb_26"
"Beaufort,SC","feb_26"
"Beaumont,TX","feb_26"
"Beaverton,OR","feb_26"
"Bellingham,WA","feb_26"
"Bend,OR","feb_26"
"Bensalem,PA","feb_26"
"Berkeley,SC","feb_26"
"Bethlehem,PA","feb_26"
"Bexar,TX","feb_26"
"Bismarck,ND","feb_26"
"Blaine,MN","feb_26"
"Bloomfield,NJ","feb_26"
"Bloomington,MN","feb_26"
"Blue Springs,MO","feb_26"
"Bolingbrook,IL","feb_26"
"Boston,MA","feb_26"
"Brazoria,TX","feb_26"
"Brentwood,CA","feb_26"
"Bristol,CT","feb_26"
"Brockton,MA","feb_26"
"Brooklyn Park,MN","feb_26"
"Broomfield,CO","feb_26"
"Brownsville,TX","feb_26"
"Buffalo,NY","feb_26"
"Buncombe,NC","feb_26"
"Burleson,TX","feb_26"
"Burlington,NC","feb_26"
"Burlington,VT","feb_26"
"Burnsville,MN","feb_26"
"Caldwell,ID","feb_26"
"Cambridge,MA","feb_26"
"Cameron,TX","feb_26"
"Canton Township,MI","feb_26"
"Carrollton,TX","feb_26"
"Cary,NC","feb_26"
"Casa Grande,AZ","feb_26"
"Castle Rock,CO","feb_26"
"Cedar Park,TX","feb_26"
"Cedar Rapids,IA","feb_26"
"Champaign,IL","feb_26"
"Chandler,AZ","feb_26"
"Chapel Hill,NC","feb_26"
"Charleston,SC","feb_26"
"Charlotte,NC","feb_26"
"Chattanooga,TN","feb_26"
"Chicago,IL","feb_26"
"Chico,CA","feb_26"
"Chicopee,MA","feb_26"
"Chino,CA","feb_26"
